condition,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
off,64,2,TIMEOUT,0,4,1
off,64,3,TIMEOUT,0,5,0
off,64,4,TIMEOUT,0,6,1
off,64,5,TIMEOUT,0,7,0
off,64,6,TIMEOUT,0,8,0
off,64,7,TIMEOUT,0,9,0
off,64,8,TIMEOUT,0,10,0
off,64,9,TIMEOUT,0,11,3
off,65,0,PARTNER_RESCUED,1,1,0
off,65,1,PARTNER_RESCUED,1,1,0
off,65,2,PARTNER_RESCUED,1,1,0
off,65,3,PARTNER_RESCUED,1,1,0
off,65,4,TIMEOUT,0,2,0
off,65,5,TIMEOUT,0,3,2
off,65,6,TIMEOUT,0,4,1
off,65,7,TIMEOUT,0,5,0
off,65,8,TIMEOUT,0,6,1
off,65,9,TIMEOUT,0,7,1
off,66,0,PARTNER_RESCUED,1,1,0
off,66,1,TIMEOUT,0,2,0
off,66,2,TIMEOUT,0,3,0
off,66,3,TIMEOUT,0,4,0
off,66,4,TIMEOUT,0,5,0
off,66,5,TIMEOUT,0,6,1
off,66,6,TIMEOUT,0,7,2
off,66,7,TIMEOUT,0,8,0
off,66,8,TIMEOUT,0,9,1
off,66,9,TIMEOUT,0,10,1
off,67,0,PARTNER_RESCUED,1,1,0
off,67,1,PARTNER_RESCUED,1,1,0
off,67,2,PARTNER_RESCUED,1,1,0
off,67,3,PARTNER_RESCUED,1,1,0
off,67,4,RESOURCE_TAKEN,0,2,0
off,67,5,TIMEOUT,0,3,1
off,67,6,TIMEOUT,0,4,0
off,67,7,TIMEOUT,0,5,1
off,67,8,TIMEOUT,0,6,1
off,67,9,TIMEOUT,0,7,0
off,68,0,PARTNER_RESCUED,1,1,0
off,68,1,PARTNER_RESCUED,1,1,0
off,68,2,PARTNER_RESCUED,1,1,0
off,68,3,TIMEOUT,0,2,0
off,68,4,TIMEOUT,0,3,1
off,68,5,TIMEOUT,0,4,0
off,68,6,TIMEOUT,0,5,2
off,68,7,TIMEOUT,0,6,3
off,68,8,TIMEOUT,0,7,1
off,68,9,TIMEOUT,0,8,2
off,69,0,PARTNER_RESCUED,1,1,0
off,69,1,PARTNER_RESCUED,1,1,0
off,69,2,TIMEOUT,0,2,1
off,69,3,TIMEOUT,0,3,1
off,69,4,TIMEOUT,0,4,0
off,69,5,TIMEOUT,0,5,2
off,69,6,TIMEOUT,0,6,0
off,69,7,TIMEOUT,0,7,0
off,69,8,RESOURCE_TAKEN,0,8,0
off,69,9,PARTNER_RESCUED,1,8,0
off,70,0,PARTNER_RESCUED,1,1,0
off,70,1,PARTNER_RESCUED,1,1,0
off,70,2,TIMEOUT,0,2,2
off,70,3,TIMEOUT,0,3,2
off,70,4,TIMEOUT,0,4,0
off,70,5,TIMEOUT,0,5,0
off,70,6,TIMEOUT,0,6,0
off,70,7,RESOURCE_TAKEN,0,7,0
off,70,8,PARTNER_RESCUED,1,7,0
off,70,9,PARTNER_RESCUED,1,7,0
off,71,0,PARTNER_RESCUED,1,1,0
off,71,1,TIMEOUT,0,2,1
off,71,2,TIMEOUT,0,3,1
off,71,3,TIMEOUT,0,4,0
off,71,4,TIMEOUT,0,5,1
off,71,5,TIMEOUT,0,6,2
off,71,6,TIMEOUT,0,7,0
off,71,7,TIMEOUT,0,8,1
off,71,8,TIMEOUT,0,9,0
off,71,9,TIMEOUT,0,10,0
off,72,0,PARTNER_RESCUED,1,1,0
off,72,1,PARTNER_RESCUED,1,1,0
off,72,2,PARTNER_RESCUED,1,1,0
off,72,3,PARTNER_RESCUED,1,1,0
off,72,4,RESOURCE_TAKEN,0,2,0
off,72,5,PARTNER_RESCUED,1,2,0
off,72,6,PARTNER_RESCUED,1,2,0
off,72,7,TIMEOUT,0,3,1
off,72,8,TIMEOUT,0,4,1
off,72,9,TIMEOUT,0,5,2
off,73,0,PARTNER_RESCUED,1,1,0
off,73,1,PARTNER_RESCUED,1,1,0
off,73,2,PARTNER_RESCUED,1,1,0
off,73,3,PARTNER_RESCUED,1,1,0
off,73,4,RESOURCE_TAKEN,0,2,0
off,73,5,TIMEOUT,0,3,0
off,73,6,TIMEOUT,0,4,2
off,73,7,TIMEOUT,0,5,1
off,73,8,RESOURCE_TAKEN,0,6,0
off,73,9,TIMEOUT,0,7,0
off,74,0,TIMEOUT,0,2,1
off,74,1,TIMEOUT,0,3,0
off,74,2,TIMEOUT,0,4,1
off,74,3,TIMEOUT,0,5,2
off,74,4,TIMEOUT,0,6,2
off,74,5,TIMEOUT,0,7,0
off,74,6,TIMEOUT,0,8,2
off,74,7,TIMEOUT,0,9,2
off,74,8,TIMEOUT,0,10,2
off,74,9,TIMEOUT,0,11,0
off,75,0,PARTNER_RESCUED,1,1,0
off,75,1,PARTNER_RESCUED,1,1,0
off,75,2,TIMEOUT,0,2,1
off,75,3,TIMEOUT,0,3,2
off,75,4,TIMEOUT,0,4,2
off,75,5,TIMEOUT,0,5,2
off,75,6,TIMEOUT,0,6,1
off,75,7,TIMEOUT,0,7,1
off,75,8,TIMEOUT,0,8,0
off,75,9,TIMEOUT,0,9,2
off,76,0,PARTNER_RESCUED,1,1,0
off,76,1,PARTNER_RESCUED,1,1,0
off,76,2,TIMEOUT,0,2,1
off,76,3,TIMEOUT,0,3,1
off,76,4,RESOURCE_TAKEN,0,4,0
off,76,5,PARTNER_RESCUED,1,4,0
off,76,6,TIMEOUT,0,5,1
off,76,7,TIMEOUT,0,6,1
off,76,8,TIMEOUT,0,7,3
off,76,9,TIMEOUT,0,8,0
off,77,0,PARTNER_RESCUED,1,1,0
off,77,1,TIMEOUT,0,2,1
off,77,2,TIMEOUT,0,3,2
off,77,3,TIMEOUT,0,4,0
off,77,4,RESOURCE_TAKEN,0,5,0
off,77,5,PARTNER_RESCUED,1,5,0
off,77,6,PARTNER_RESCUED,1,5,0
off,77,7,PARTNER_RESCUED,1,5,0
off,77,8,PARTNER_RESCUED,1,5,0
off,77,9,PARTNER_RESCUED,1,5,0
off,78,0,PARTNER_RESCUED,1,1,0
off,78,1,TIMEOUT,0,2,1
off,78,2,TIMEOUT,0,3,1
off,78,3,TIMEOUT,0,4,0
off,78,4,TIMEOUT,0,5,1
off,78,5,RESOURCE_TAKEN,0,6,0
off,78,6,PARTNER_RESCUED,1,6,0
off,78,7,TIMEOUT,0,7,1
off,78,8,TIMEOUT,0,8,1
off,78,9,TIMEOUT,0,9,0
off,79,0,TIMEOUT,0,2,0
off,79,1,TIMEOUT,0,3,1
off,79,2,TIMEOUT,0,4,0
off,79,3,TIMEOUT,0,5,2
off,79,4,TIMEOUT,0,6,0
off,79,5,TIMEOUT,0,7,2
off,79,6,RESOURCE_TAKEN,0,8,1
off,79,7,PARTNER_RESCUED,1,8,0
off,79,8,PARTNER_RESCUED,1,8,0
off,79,9,PARTNER_RESCUED,1,8,0
off,80,0,PARTNER_RESCUED,1,1,0
off,80,1,PARTNER_RESCUED,1,1,0
off,80,2,PARTNER_RESCUED,1,1,0
off,80,3,TIMEOUT,0,2,1
off,80,4,TIMEOUT,0,3,0
off,80,5,TIMEOUT,0,4,0
off,80,6,TIMEOUT,0,5,2
off,80,7,TIMEOUT,0,6,1
off,80,8,TIMEOUT,0,7,1
off,80,9,RESOURCE_TAKEN,0,8,0
off,81,0,PARTNER_RESCUED,1,1,0
off,81,1,PARTNER_RESCUED,1,1,0
off,81,2,TIMEOUT,0,2,1
off,81,3,TIMEOUT,0,3,0
off,81,4,TIMEOUT,0,4,0
off,81,5,TIMEOUT,0,5,0
off,81,6,RESOURCE_TAKEN,0,6,0
off,81,7,PARTNER_RESCUED,1,6,0
off,81,8,PARTNER_RESCUED,1,6,0
off,81,9,PARTNER_RESCUED,1,6,0
off,82,0,PARTNER_RESCUED,1,1,0
off,82,1,PARTNER_RESCUED,1,1,0
off,82,2,PARTNER_RESCUED,1,1,0
off,82,3,TIMEOUT,0,2,0
off,82,4,TIMEOUT,0,3,0
off,82,5,RESOURCE_TAKEN,0,4,0
off,82,6,PARTNER_RESCUED,1,4,0
off,82,7,PARTNER_RESCUED,1,4,0
off,82,8,PARTNER_RESCUED,1,4,0
off,82,9,PARTNER_RESCUED,1,4,0
off,83,0,PARTNER_RESCUED,1,1,0
off,83,1,PARTNER_RESCUED,1,1,0
off,83,2,TIMEOUT,0,2,1
off,83,3,TIMEOUT,0,3,2
off,83,4,TIMEOUT,0,4,0
off,83,5,TIMEOUT,0,5,0
off,83,6,RESOURCE_TAKEN,0,6,0
off,83,7,TIMEOUT,0,7,1
off,83,8,TIMEOUT,0,8,1
off,83,9,TIMEOUT,0,9,0
off,84,0,PARTNER_RESCUED,1,1,0
off,84,1,PARTNER_RESCUED,1,1,0
off,84,2,PARTNER_RESCUED,1,1,0
off,84,3,PARTNER_RESCUED,1,1,0
off,84,4,TIMEOUT,0,2,1
off,84,5,RESOURCE_TAKEN,0,3,0
off,84,6,PARTNER_RESCUED,1,3,0
off,84,7,PARTNER_RESCUED,1,3,0
off,84,8,PARTNER_DEAD,0,4,1
off,84,9,PARTNER_RESCUED,1,4,0
off,85,0,PARTNER_RESCUED,1,1,0
off,85,1,PARTNER_RESCUED,1,1,0
off,85,2,PARTNER_RESCUED,1,1,0
off,85,3,PARTNER_DEAD,0,2,0
off,85,4,PARTNER_RESCUED,1,2,0
off,85,5,PARTNER_RESCUED,1,2,0
off,85,6,PARTNER_RESCUED,1,2,0
off,85,7,PARTNER_RESCUED,1,2,0
off,85,8,PARTNER_RESCUED,1,2,0
off,85,9,TIMEOUT,0,3,0
off,86,0,PARTNER_RESCUED,1,1,0
off,86,1,PARTNER_RESCUED,1,1,0
off,86,2,PARTNER_RESCUED,1,1,0
off,86,3,TIMEOUT,0,2,1
off,86,4,TIMEOUT,0,3,1
off,86,5,TIMEOUT,0,4,1
off,86,6,RESOURCE_TAKEN,0,5,0
off,86,7,TIMEOUT,0,6,0
off,86,8,TIMEOUT,0,7,2
off,86,9,TIMEOUT,0,8,1
off,87,0,TIMEOUT,0,2,1
off,87,1,TIMEOUT,0,3,0
off,87,2,TIMEOUT,0,4,1
off,87,3,TIMEOUT,0,5,2
off,87,4,TIMEOUT,0,6,0
off,87,5,TIMEOUT,0,7,2
off,87,6,RESOURCE_TAKEN,0,8,0
off,87,7,PARTNER_RESCUED,1,8,0
off,87,8,PARTNER_RESCUED,1,8,0
off,87,9,PARTNER_RESCUED,1,8,0
off,88,0,PARTNER_RESCUED,1,1,0
off,88,1,PARTNER_RESCUED,1,1,0
off,88,2,TIMEOUT,0,2,1
off,88,3,TIMEOUT,0,3,2
off,88,4,RESOURCE_TAKEN,0,4,0
off,88,5,PARTNER_RESCUED,1,4,0
off,88,6,TIMEOUT,0,5,1
off,88,7,PARTNER_RESCUED,1,5,0
off,88,8,TIMEOUT,0,6,0
off,88,9,TIMEOUT,0,7,0
off,89,0,PARTNER_RESCUED,1,1,0
off,89,1,PARTNER_RESCUED,1,1,0
off,89,2,PARTNER_RESCUED,1,1,0
off,89,3,TIMEOUT,0,2,1
off,89,4,TIMEOUT,0,3,0
off,89,5,TIMEOUT,0,4,0
off,89,6,TIMEOUT,0,5,0
off,89,7,RESOURCE_TAKEN,0,6,0
off,89,8,PARTNER_RESCUED,1,6,0
off,89,9,PARTNER_RESCUED,1,6,0
off,90,0,PARTNER_RESCUED,1,1,0
off,90,1,PARTNER_RESCUED,1,1,0
off,90,2,PARTNER_RESCUED,1,1,0
off,90,3,PARTNER_RESCUED,1,1,0
off,90,4,TIMEOUT,0,2,0
off,90,5,TIMEOUT,0,3,1
off,90,6,TIMEOUT,0,4,2
off,90,7,TIMEOUT,0,5,0
off,90,8,TIMEOUT,0,6,0
off,90,9,TIMEOUT,0,7,1
off,91,0,TIMEOUT,0,2,1
off,91,1,TIMEOUT,0,3,0
off,91,2,TIMEOUT,0,4,2
off,91,3,TIMEOUT,0,5,2
off,91,4,TIMEOUT,0,6,0
off,91,5,RESOURCE_TAKEN,0,7,0
off,91,6,PARTNER_RESCUED,1,7,0
off,91,7,TIMEOUT,0,8,1
off,91,8,TIMEOUT,0,9,1
off,91,9,TIMEOUT,0,10,0
off,92,0,PARTNER_RESCUED,1,1,0
off,92,1,TIMEOUT,0,2,1
off,92,2,TIMEOUT,0,3,0
off,92,3,TIMEOUT,0,4,0
off,92,4,TIMEOUT,0,5,2
off,92,5,TIMEOUT,0,6,1
off,92,6,RESOURCE_TAKEN,0,7,0
off,92,7,TIMEOUT,0,8,1
off,92,8,TIMEOUT,0,9,1
off,92,9,PARTNER_RESCUED,1,9,0
off,93,0,PARTNER_RESCUED,1,1,0
off,93,1,PARTNER_RESCUED,1,1,0
off,93,2,PARTNER_RESCUED,1,1,0
off,93,3,TIMEOUT,0,2,0
off,93,4,TIMEOUT,0,3,0
off,93,5,PARTNER_RESCUED,1,3,0
off,93,6,TIMEOUT,0,4,1
off,93,7,TIMEOUT,0,5,2
off,93,8,RESOURCE_TAKEN,0,6,0
off,93,9,PARTNER_RESCUED,1,6,0
off,94,0,PARTNER_RESCUED,1,1,0
off,94,1,PARTNER_RESCUED,1,1,0
off,94,2,PARTNER_RESCUED,1,1,0
off,94,3,TIMEOUT,0,2,0
off,94,4,TIMEOUT,0,3,2
off,94,5,TIMEOUT,0,4,0
off,94,6,TIMEOUT,0,5,1
off,94,7,TIMEOUT,0,6,1
off,94,8,RESOURCE_TAKEN,0,7,1
off,94,9,PARTNER_RESCUED,1,7,0
off,95,0,PARTNER_RESCUED,1,1,0
off,95,1,TIMEOUT,0,2,1
off,95,2,TIMEOUT,0,3,1
off,95,3,TIMEOUT,0,4,2
off,95,4,RESOURCE_TAKEN,0,5,0
off,95,5,TIMEOUT,0,6,1
off,95,6,TIMEOUT,0,7,0
off,95,7,TIMEOUT,0,8,0
off,95,8,TIMEOUT,0,9,2
off,95,9,TIMEOUT,0,10,2
off,96,0,PARTNER_RESCUED,1,1,0
off,96,1,TIMEOUT,0,2,1
off,96,2,TIMEOUT,0,3,1
off,96,3,TIMEOUT,0,4,0
off,96,4,PARTNER_RESCUED,1,4,0
off,96,5,TIMEOUT,0,5,0
off,96,6,RESOURCE_TAKEN,0,6,0
off,96,7,PARTNER_RESCUED,1,6,0
off,96,8,PARTNER_RESCUED,1,6,0
off,96,9,PARTNER_RESCUED,1,6,0
off,97,0,PARTNER_RESCUED,1,1,0
off,97,1,PARTNER_RESCUED,1,1,0
off,97,2,PARTNER_RESCUED,1,1,0
off,97,3,TIMEOUT,0,2,0
off,97,4,TIMEOUT,0,3,0
off,97,5,TIMEOUT,0,4,1
off,97,6,TIMEOUT,0,5,1
off,97,7,TIMEOUT,0,6,2
off,97,8,TIMEOUT,0,7,0
off,97,9,TIMEOUT,0,8,1
off,98,0,TIMEOUT,0,2,1
off,98,1,TIMEOUT,0,3,0
off,98,2,TIMEOUT,0,4,2
off,98,3,TIMEOUT,0,5,1
off,98,4,TIMEOUT,0,6,2
off,98,5,TIMEOUT,0,7,0
off,98,6,RESOURCE_TAKEN,0,8,0
off,98,7,PARTNER_RESCUED,1,8,0
off,98,8,PARTNER_RESCUED,1,8,0
off,98,9,PARTNER_RESCUED,1,8,0
off,99,0,TIMEOUT,0,2,1
off,99,1,TIMEOUT,0,3,0
off,99,2,TIMEOUT,0,4,2
off,99,3,TIMEOUT,0,5,1
off,99,4,TIMEOUT,0,6,0
off,99,5,TIMEOUT,0,7,0
off,99,6,TIMEOUT,0,8,3
off,99,7,TIMEOUT,0,9,0
off,99,8,RESOURCE_TAKEN,0,10,0
off,99,9,PARTNER_RESCUED,1,10,0
on,0,0,PARTNER_RESCUED,1,2,0
on,0,1,TIMEOUT,0,3,0
on,0,2,RESOURCE_TAKEN,0,4,0
on,0,3,PARTNER_RESCUED,1,5,0
on,0,4,TIMEOUT,0,6,1
on,0,5,TIMEOUT,0,7,0
on,0,6,TIMEOUT,0,8,0
on,0,7,TIMEOUT,0,9,1
on,0,8,TIMEOUT,0,10,0
on,0,9,TIMEOUT,0,11,0
on,1,0,PARTNER_RESCUED,1,2,0
on,1,1,PARTNER_RESCUED,1,3,0
on,1,2,TIMEOUT,0,4,2
on,1,3,TIMEOUT,0,5,3
on,1,4,TIMEOUT,0,6,1
on,1,5,TIMEOUT,0,7,1
on,1,6,TIMEOUT,0,8,2
on,1,7,TIMEOUT,0,9,2
on,1,8,TIMEOUT,0,10,0
on,1,9,TIMEOUT,0,11,0
on,2,0,TIMEOUT,0,2,0
on,2,1,PARTNER_DEAD,0,3,0
on,2,2,PARTNER_RESCUED,1,4,0
on,2,3,PARTNER_RESCUED,1,5,0
on,2,4,PARTNER_RESCUED,1,6,0
on,2,5,PARTNER_RESCUED,1,7,0
on,2,6,TIMEOUT,0,8,2
on,2,7,TIMEOUT,0,9,1
on,2,8,TIMEOUT,0,10,0
on,2,9,TIMEOUT,0,11,1
on,3,0,TIMEOUT,0,2,1
on,3,1,TIMEOUT,0,3,1
on,3,2,TIMEOUT,0,4,1
on,3,3,TIMEOUT,0,5,3
on,3,4,TIMEOUT,0,6,2
on,3,5,TIMEOUT,0,7,0
on,3,6,TIMEOUT,0,8,0
on,3,7,TIMEOUT,0,9,0
on,3,8,RESOURCE_TAKEN,0,10,1
on,3,9,TIMEOUT,0,11,1
on,4,0,PARTNER_RESCUED,1,2,0
on,4,1,TIMEOUT,0,3,0
on,4,2,TIMEOUT,0,4,1
on,4,3,TIMEOUT,0,5,1
on,4,4,TIMEOUT,0,6,0
on,4,5,TIMEOUT,0,7,1
on,4,6,TIMEOUT,0,8,0
on,4,7,TIMEOUT,0,9,1
on,4,8,TIMEOUT,0,10,1
on,4,9,TIMEOUT,0,11,2
on,5,0,PARTNER_RESCUED,1,2,0
on,5,1,TIMEOUT,0,3,1
on,5,2,TIMEOUT,0,4,2
on,5,3,TIMEOUT,0,5,1
on,5,4,TIMEOUT,0,6,1
on,5,5,TIMEOUT,0,7,0
on,5,6,TIMEOUT,0,8,0
on,5,7,TIMEOUT,0,9,1
on,5,8,TIMEOUT,0,10,1
on,5,9,TIMEOUT,0,11,0
on,6,0,TIMEOUT,0,2,1
on,6,1,TIMEOUT,0,3,0
on,6,2,TIMEOUT,0,4,0
on,6,3,TIMEOUT,0,5,1
on,6,4,TIMEOUT,0,6,0
on,6,5,TIMEOUT,0,7,0
on,6,6,TIMEOUT,0,8,0
on,6,7,TIMEOUT,0,9,1
on,6,8,TIMEOUT,0,10,0
on,6,9,TIMEOUT,0,11,0
on,7,0,PARTNER_RESCUED,1,2,0
on,7,1,TIMEOUT,0,3,0
on,7,2,TIMEOUT,0,4,0
on,7,3,TIMEOUT,0,5,2
on,7,4,TIMEOUT,0,6,0
on,7,5,TIMEOUT,0,7,0
on,7,6,RESOURCE_TAKEN,0,8,0
on,7,7,PARTNER_RESCUED,1,9,0
on,7,8,PARTNER_RESCUED,1,10,0
on,7,9,PARTNER_RESCUED,1,11,0
on,8,0,PARTNER_RESCUED,1,2,0
on,8,1,TIMEOUT,0,3,0
on,8,2,TIMEOUT,0,4,0
on,8,3,TIMEOUT,0,5,2
on,8,4,RESOURCE_TAKEN,0,6,0
on,8,5,PARTNER_RESCUED,1,7,0
on,8,6,TIMEOUT,0,8,0
on,8,7,TIMEOUT,0,9,1
on,8,8,TIMEOUT,0,10,1
on,8,9,TIMEOUT,0,11,2
on,9,0,PARTNER_RESCUED,1,2,0
on,9,1,PARTNER_RESCUED,1,3,0
on,9,2,TIMEOUT,0,4,1
on,9,3,TIMEOUT,0,5,0
on,9,4,TIMEOUT,0,6,2
on,9,5,TIMEOUT,0,7,0
on,9,6,TIMEOUT,0,8,2
on,9,7,TIMEOUT,0,9,3
on,9,8,TIMEOUT,0,10,2
on,9,9,TIMEOUT,0,11,0
on,10,0,PARTNER_RESCUED,1,2,0
on,10,1,TIMEOUT,0,3,1
on,10,2,TIMEOUT,0,4,2
on,10,3,TIMEOUT,0,5,1
on,10,4,TIMEOUT,0,6,0
on,10,5,TIMEOUT,0,7,0
on,10,6,TIMEOUT,0,8,0
on,10,7,TIMEOUT,0,9,1
on,10,8,TIMEOUT,0,10,1
on,10,9,TIMEOUT,0,11,0
on,11,0,PARTNER_RESCUED,1,2,0
on,11,1,TIMEOUT,0,3,2
on,11,2,TIMEOUT,0,4,1
on,11,3,TIMEOUT,0,5,1
on,11,4,TIMEOUT,0,6,2
on,11,5,RESOURCE_TAKEN,0,7,0
on,11,6,TIMEOUT,0,8,1
on,11,7,PARTNER_RESCUED,1,9,0
on,11,8,TIMEOUT,0,10,1
on,11,9,TIMEOUT,0,11,0
on,12,0,PARTNER_RESCUED,1,2,0
on,12,1,PARTNER_RESCUED,1,3,0
on,12,2,TIMEOUT,0,4,2
on,12,3,TIMEOUT,0,5,0
on,12,4,TIMEOUT,0,6,0
on,12,5,TIMEOUT,0,7,2
on,12,6,TIMEOUT,0,8,1
on,12,7,TIMEOUT,0,9,2
on,12,8,TIMEOUT,0,10,0
on,12,9,TIMEOUT,0,11,3
on,13,0,PARTNER_RESCUED,1,2,0
on,13,1,TIMEOUT,0,3,0
on,13,2,TIMEOUT,0,4,0
on,13,3,TIMEOUT,0,5,0
on,13,4,TIMEOUT,0,6,0
on,13,5,TIMEOUT,0,7,0
on,13,6,TIMEOUT,0,8,2
on,13,7,TIMEOUT,0,9,2
on,13,8,TIMEOUT,0,10,1
on,13,9,TIMEOUT,0,11,0
on,14,0,PARTNER_RESCUED,1,2,0
on,14,1,TIMEOUT,0,3,1
on,14,2,TIMEOUT,0,4,0
on,14,3,TIMEOUT,0,5,1
on,14,4,TIMEOUT,0,6,0
on,14,5,TIMEOUT,0,7,0
on,14,6,TIMEOUT,0,8,3
on,14,7,TIMEOUT,0,9,1
on,14,8,TIMEOUT,0,10,1
on,14,9,RESOURCE_TAKEN,0,11,0
on,15,0,PARTNER_RESCUED,1,2,0
on,15,1,TIMEOUT,0,3,0
on,15,2,TIMEOUT,0,4,2
on,15,3,TIMEOUT,0,5,0
on,15,4,TIMEOUT,0,6,2
on,15,5,TIMEOUT,0,7,2
on,15,6,TIMEOUT,0,8,0
on,15,7,RESOURCE_TAKEN,0,9,1
on,15,8,PARTNER_RESCUED,1,10,0
on,15,9,TIMEOUT,0,11,1
on,16,0,PARTNER_RESCUED,1,2,0
on,16,1,TIMEOUT,0,3,1
on,16,2,TIMEOUT,0,4,2
on,16,3,TIMEOUT,0,5,1
on,16,4,TIMEOUT,0,6,1
on,16,5,TIMEOUT,0,7,1
on,16,6,TIMEOUT,0,8,2
on,16,7,TIMEOUT,0,9,2
on,16,8,TIMEOUT,0,10,0
on,16,9,TIMEOUT,0,11,0
on,17,0,PARTNER_RESCUED,1,2,0
on,17,1,TIMEOUT,0,3,1
on,17,2,TIMEOUT,0,4,0
on,17,3,TIMEOUT,0,5,1
on,17,4,TIMEOUT,0,6,0
on,17,5,RESOURCE_TAKEN,0,7,0
on,17,6,PARTNER_RESCUED,1,8,0
on,17,7,PARTNER_RESCUED,1,9,0
on,17,8,PARTNER_RESCUED,1,10,0
on,17,9,TIMEOUT,0,11,0
on,18,0,PARTNER_RESCUED,1,2,0
on,18,1,PARTNER_RESCUED,1,3,0
on,18,2,PARTNER_RESCUED,1,4,0
on,18,3,TIMEOUT,0,5,0
on,18,4,TIMEOUT,0,6,1
on,18,5,TIMEOUT,0,7,2
on,18,6,TIMEOUT,0,8,0
on,18,7,TIMEOUT,0,9,0
on,18,8,TIMEOUT,0,10,0
on,18,9,TIMEOUT,0,11,0
on,19,0,PARTNER_RESCUED,1,2,0
on,19,1,TIMEOUT,0,3,2
on,19,2,TIMEOUT,0,4,2
on,19,3,TIMEOUT,0,5,0
on,19,4,TIMEOUT,0,6,0
on,19,5,TIMEOUT,0,7,0
on,19,6,TIMEOUT,0,8,0
on,19,7,TIMEOUT,0,9,1
on,19,8,TIMEOUT,0,10,3
on,19,9,RESOURCE_TAKEN,0,11,0
on,20,0,PARTNER_DEAD,0,2,0
on,20,1,PARTNER_RESCUED,1,3,0
on,20,2,TIMEOUT,0,4,0
on,20,3,TIMEOUT,0,5,0
on,20,4,TIMEOUT,0,6,2
on,20,5,TIMEOUT,0,7,2
on,20,6,TIMEOUT,0,8,1
on,20,7,TIMEOUT,0,9,2
on,20,8,TIMEOUT,0,10,0
on,20,9,TIMEOUT,0,11,1
on,21,0,PARTNER_RESCUED,1,2,0
on,21,1,PARTNER_RESCUED,1,3,0
on,21,2,TIMEOUT,0,4,0
on,21,3,TIMEOUT,0,5,1
on,21,4,TIMEOUT,0,6,0
on,21,5,TIMEOUT,0,7,1
on,21,6,TIMEOUT,0,8,1
on,21,7,TIMEOUT,0,9,1
on,21,8,TIMEOUT,0,10,1
on,21,9,TIMEOUT,0,11,0
on,22,0,PARTNER_RESCUED,1,2,0
on,22,1,TIMEOUT,0,3,0
on,22,2,TIMEOUT,0,4,2
on,22,3,TIMEOUT,0,5,1
on,22,4,TIMEOUT,0,6,2
on,22,5,RESOURCE_TAKEN,0,7,0
on,22,6,PARTNER_RESCUED,1,8,0
on,22,7,PARTNER_RESCUED,1,9,0
on,22,8,PARTNER_RESCUED,1,10,0
on,22,9,TIMEOUT,0,11,1
on,23,0,PARTNER_RESCUED,1,2,0
on,23,1,TIMEOUT,0,3,0
on,23,2,TIMEOUT,0,4,1
on,23,3,TIMEOUT,0,5,1
on,23,4,TIMEOUT,0,6,0
on,23,5,TIMEOUT,0,7,2
on,23,6,TIMEOUT,0,8,1
on,23,7,TIMEOUT,0,9,1
on,23,8,TIMEOUT,0,10,1
on,23,9,RESOURCE_TAKEN,0,11,0
on,24,0,PARTNER_RESCUED,1,2,0
on,24,1,PARTNER_RESCUED,1,3,0
on,24,2,TIMEOUT,0,4,1
on,24,3,TIMEOUT,0,5,2
on,24,4,TIMEOUT,0,6,0
on,24,5,TIMEOUT,0,7,0
on,24,6,TIMEOUT,0,8,1
on,24,7,TIMEOUT,0,9,1
on,24,8,TIMEOUT,0,10,2
on,24,9,TIMEOUT,0,11,1
on,25,0,PARTNER_RESCUED,1,2,0
on,25,1,TIMEOUT,0,3,0
on,25,2,PARTNER_RESCUED,1,4,0
on,25,3,PARTNER_RESCUED,1,5,0
on,25,4,TIMEOUT,0,6,2
on,25,5,TIMEOUT,0,7,0
on,25,6,RESOURCE_TAKEN,0,8,0
on,25,7,PARTNER_RESCUED,1,9,0
on,25,8,PARTNER_RESCUED,1,10,0
on,25,9,TIMEOUT,0,11,1
on,26,0,PARTNER_RESCUED,1,2,0
on,26,1,TIMEOUT,0,3,2
on,26,2,TIMEOUT,0,4,1
on,26,3,TIMEOUT,0,5,2
on,26,4,TIMEOUT,0,6,2
on,26,5,TIMEOUT,0,7,1
on,26,6,TIMEOUT,0,8,0
on,26,7,TIMEOUT,0,9,2
on,26,8,RESOURCE_TAKEN,0,10,0
on,26,9,PARTNER_RESCUED,1,11,0
on,27,0,PARTNER_RESCUED,1,2,0
on,27,1,TIMEOUT,0,3,1
on,27,2,TIMEOUT,0,4,1
on,27,3,TIMEOUT,0,5,1
on,27,4,TIMEOUT,0,6,1
on,27,5,TIMEOUT,0,7,0
on,27,6,TIMEOUT,0,8,1
on,27,7,TIMEOUT,0,9,2
on,27,8,RESOURCE_TAKEN,0,10,0
on,27,9,PARTNER_RESCUED,1,11,0
on,28,0,PARTNER_RESCUED,1,2,0
on,28,1,TIMEOUT,0,3,2
on,28,2,TIMEOUT,0,4,1
on,28,3,TIMEOUT,0,5,1
on,28,4,TIMEOUT,0,6,1
on,28,5,RESOURCE_TAKEN,0,7,0
on,28,6,PARTNER_RESCUED,1,8,0
on,28,7,TIMEOUT,0,9,0
on,28,8,TIMEOUT,0,10,3
on,28,9,TIMEOUT,0,11,2
on,29,0,PARTNER_RESCUED,1,2,0
on,29,1,TIMEOUT,0,3,1
on,29,2,TIMEOUT,0,4,0
