condition,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
on,29,3,RESOURCE_TAKEN,0,5,0
on,29,4,PARTNER_RESCUED,1,6,0
on,29,5,PARTNER_RESCUED,1,7,0
on,29,6,TIMEOUT,0,8,1
on,29,7,TIMEOUT,0,9,1
on,29,8,TIMEOUT,0,10,2
on,29,9,TIMEOUT,0,11,1
on,30,0,PARTNER_RESCUED,1,2,0
on,30,1,TIMEOUT,0,3,0
on,30,2,TIMEOUT,0,4,2
on,30,3,TIMEOUT,0,5,0
on,30,4,TIMEOUT,0,6,2
on,30,5,TIMEOUT,0,7,1
on,30,6,TIMEOUT,0,8,2
on,30,7,TIMEOUT,0,9,0
on,30,8,TIMEOUT,0,10,1
on,30,9,TIMEOUT,0,11,2
on,31,0,TIMEOUT,0,2,1
on,31,1,TIMEOUT,0,3,1
on,31,2,TIMEOUT,0,4,1
on,31,3,TIMEOUT,0,5,1
on,31,4,TIMEOUT,0,6,2
on,31,5,PARTNER_RESCUED,1,7,0
on,31,6,TIMEOUT,0,8,0
on,31,7,RESOURCE_TAKEN,0,9,0
on,31,8,PARTNER_RESCUED,1,10,0
on,31,9,PARTNER_RESCUED,1,11,0
on,32,0,PARTNER_RESCUED,1,2,0
on,32,1,PARTNER_RESCUED,1,3,0
on,32,2,TIMEOUT,0,4,0
on,32,3,TIMEOUT,0,5,1
on,32,4,TIMEOUT,0,6,0
on,32,5,TIMEOUT,0,7,0
on,32,6,TIMEOUT,0,8,0
on,32,7,TIMEOUT,0,9,0
on,32,8,TIMEOUT,0,10,1
on,32,9,RESOURCE_TAKEN,0,11,0
on,33,0,PARTNER_RESCUED,1,2,0
on,33,1,PARTNER_RESCUED,1,3,0
on,33,2,PARTNER_RESCUED,1,4,0
on,33,3,TIMEOUT,0,5,0
on,33,4,TIMEOUT,0,6,0
on,33,5,TIMEOUT,0,7,1
on,33,6,TIMEOUT,0,8,2
on,33,7,TIMEOUT,0,9,1
on,33,8,TIMEOUT,0,10,1
on,33,9,RESOURCE_TAKEN,0,11,0
on,34,0,PARTNER_RESCUED,1,2,0
on,34,1,PARTNER_RESCUED,1,3,0
on,34,2,TIMEOUT,0,4,2
on,34,3,TIMEOUT,0,5,0
on,34,4,TIMEOUT,0,6,0
on,34,5,TIMEOUT,0,7,0
on,34,6,TIMEOUT,0,8,2
on,34,7,TIMEOUT,0,9,1
on,34,8,TIMEOUT,0,10,0
on,34,9,RESOURCE_TAKEN,0,11,0
on,35,0,PARTNER_RESCUED,1,2,0
on,35,1,TIMEOUT,0,3,3
on,35,2,TIMEOUT,0,4,0
on,35,3,TIMEOUT,0,5,2
on,35,4,TIMEOUT,0,6,2
on,35,5,TIMEOUT,0,7,0
on,35,6,RESOURCE_TAKEN,0,8,0
on,35,7,PARTNER_RESCUED,1,9,0
on,35,8,PARTNER_RESCUED,1,10,0
on,35,9,TIMEOUT,0,11,2
on,36,0,PARTNER_RESCUED,1,2,0
on,36,1,TIMEOUT,0,3,1
on,36,2,TIMEOUT,0,4,0
on,36,3,TIMEOUT,0,5,2
on,36,4,TIMEOUT,0,6,0
on,36,5,TIMEOUT,0,7,2
on,36,6,RESOURCE_TAKEN,0,8,0
on,36,7,TIMEOUT,0,9,1
on,36,8,PARTNER_RESCUED,1,10,0
on,36,9,TIMEOUT,0,11,1
on,37,0,TIMEOUT,0,2,1
on,37,1,TIMEOUT,0,3,1
on,37,2,TIMEOUT,0,4,2
on,37,3,TIMEOUT,0,5,3
on,37,4,TIMEOUT,0,6,2
on,37,5,TIMEOUT,0,7,0
on,37,6,TIMEOUT,0,8,1
on,37,7,TIMEOUT,0,9,0
on,37,8,TIMEOUT,0,10,3
on,37,9,TIMEOUT,0,11,0
on,38,0,TIMEOUT,0,2,1
on,38,1,TIMEOUT,0,3,0
on,38,2,TIMEOUT,0,4,2
on,38,3,RESOURCE_TAKEN,0,5,0
on,38,4,PARTNER_RESCUED,1,6,0
on,38,5,PARTNER_RESCUED,1,7,0
on,38,6,PARTNER_RESCUED,1,8,0
on,38,7,TIMEOUT,0,9,1
on,38,8,TIMEOUT,0,10,0
on,38,9,TIMEOUT,0,11,2
on,39,0,PARTNER_RESCUED,1,2,0
on,39,1,TIMEOUT,0,3,0
on,39,2,TIMEOUT,0,4,0
on,39,3,TIMEOUT,0,5,1
on,39,4,RESOURCE_TAKEN,0,6,0
on,39,5,PARTNER_RESCUED,1,7,0
on,39,6,TIMEOUT,0,8,1
on,39,7,PARTNER_RESCUED,1,9,0
on,39,8,TIMEOUT,0,10,0
on,39,9,TIMEOUT,0,11,1
on,40,0,PARTNER_RESCUED,1,2,0
on,40,1,TIMEOUT,0,3,1
on,40,2,TIMEOUT,0,4,1
on,40,3,TIMEOUT,0,5,0
on,40,4,TIMEOUT,0,6,0
on,40,5,TIMEOUT,0,7,1
on,40,6,TIMEOUT,0,8,2
on,40,7,TIMEOUT,0,9,0
on,40,8,RESOURCE_TAKEN,0,10,1
on,40,9,PARTNER_RESCUED,1,11,0
on,41,0,TIMEOUT,0,2,1
on,41,1,TIMEOUT,0,3,1
on,41,2,TIMEOUT,0,4,0
on,41,3,TIMEOUT,0,5,0
on,41,4,RESOURCE_TAKEN,0,6,0
on,41,5,PARTNER_RESCUED,1,7,0
on,41,6,PARTNER_RESCUED,1,8,0
on,41,7,PARTNER_RESCUED,1,9,0
on,41,8,TIMEOUT,0,10,0
on,41,9,TIMEOUT,0,11,1
on,42,0,PARTNER_RESCUED,1,2,0
on,42,1,PARTNER_RESCUED,1,3,0
on,42,2,TIMEOUT,0,4,0
on,42,3,TIMEOUT,0,5,1
on,42,4,TIMEOUT,0,6,1
on,42,5,TIMEOUT,0,7,0
on,42,6,TIMEOUT,0,8,0
on,42,7,RESOURCE_TAKEN,0,9,0
on,42,8,PARTNER_RESCUED,1,10,0
on,42,9,TIMEOUT,0,11,1
on,43,0,TIMEOUT,0,2,1
on,43,1,TIMEOUT,0,3,0
on,43,2,TIMEOUT,0,4,2
on,43,3,TIMEOUT,0,5,2
on,43,4,TIMEOUT,0,6,1
on,43,5,TIMEOUT,0,7,1
on,43,6,RESOURCE_TAKEN,0,8,0
on,43,7,PARTNER_RESCUED,1,9,0
on,43,8,TIMEOUT,0,10,1
on,43,9,TIMEOUT,0,11,1
on,44,0,PARTNER_RESCUED,1,2,0
on,44,1,TIMEOUT,0,3,1
on,44,2,TIMEOUT,0,4,1
on,44,3,RESOURCE_TAKEN,0,5,0
on,44,4,PARTNER_RESCUED,1,6,0
on,44,5,PARTNER_RESCUED,1,7,0
on,44,6,TIMEOUT,0,8,0
on,44,7,TIMEOUT,0,9,0
on,44,8,TIMEOUT,0,10,2
on,44,9,RESOURCE_TAKEN,0,11,0
on,45,0,PARTNER_RESCUED,1,2,0
on,45,1,TIMEOUT,0,3,2
on,45,2,TIMEOUT,0,4,0
on,45,3,TIMEOUT,0,5,2
on,45,4,TIMEOUT,0,6,2
on,45,5,TIMEOUT,0,7,2
on,45,6,TIMEOUT,0,8,0
on,45,7,TIMEOUT,0,9,2
on,45,8,TIMEOUT,0,10,0
on,45,9,TIMEOUT,0,11,1
on,46,0,PARTNER_RESCUED,1,2,0
on,46,1,TIMEOUT,0,3,0
on,46,2,TIMEOUT,0,4,1
on,46,3,TIMEOUT,0,5,0
on,46,4,TIMEOUT,0,6,0
on,46,5,TIMEOUT,0,7,0
on,46,6,TIMEOUT,0,8,2
on,46,7,TIMEOUT,0,9,1
on,46,8,RESOURCE_TAKEN,0,10,0
on,46,9,PARTNER_RESCUED,1,11,0
on,47,0,TIMEOUT,0,2,1
on,47,1,RESOURCE_TAKEN,0,3,0
on,47,2,TIMEOUT,0,4,1
on,47,3,PARTNER_RESCUED,1,5,0
on,47,4,TIMEOUT,0,6,1
on,47,5,TIMEOUT,0,7,0
on,47,6,PARTNER_DEAD,0,8,0
on,47,7,PARTNER_RESCUED,1,9,0
on,47,8,PARTNER_RESCUED,1,10,0
on,47,9,PARTNER_RESCUED,1,11,0
on,48,0,PARTNER_RESCUED,1,2,0
on,48,1,PARTNER_RESCUED,1,3,0
on,48,2,TIMEOUT,0,4,0
on,48,3,TIMEOUT,0,5,0
on,48,4,TIMEOUT,0,6,2
on,48,5,TIMEOUT,0,7,1
on,48,6,TIMEOUT,0,8,0
on,48,7,TIMEOUT,0,9,0
on,48,8,TIMEOUT,0,10,2
on,48,9,TIMEOUT,0,11,2
on,49,0,PARTNER_RESCUED,1,2,0
on,49,1,PARTNER_RESCUED,1,3,0
on,49,2,TIMEOUT,0,4,1
on,49,3,TIMEOUT,0,5,2
on,49,4,TIMEOUT,0,6,2
on,49,5,TIMEOUT,0,7,2
on,49,6,TIMEOUT,0,8,2
on,49,7,TIMEOUT,0,9,1
on,49,8,RESOURCE_TAKEN,0,10,1
on,49,9,PARTNER_RESCUED,1,11,0
on,50,0,PARTNER_RESCUED,1,2,0
on,50,1,TIMEOUT,0,3,0
on,50,2,TIMEOUT,0,4,0
on,50,3,TIMEOUT,0,5,0
on,50,4,TIMEOUT,0,6,1
on,50,5,TIMEOUT,0,7,2
on,50,6,TIMEOUT,0,8,1
on,50,7,TIMEOUT,0,9,0
on,50,8,TIMEOUT,0,10,1
on,50,9,TIMEOUT,0,11,2
on,51,0,PARTNER_RESCUED,1,2,0
on,51,1,TIMEOUT,0,3,0
on,51,2,TIMEOUT,0,4,1
on,51,3,TIMEOUT,0,5,0
on,51,4,TIMEOUT,0,6,2
on,51,5,TIMEOUT,0,7,0
on,51,6,TIMEOUT,0,8,0
on,51,7,TIMEOUT,0,9,1
on,51,8,RESOURCE_TAKEN,0,10,0
on,51,9,PARTNER_RESCUED,1,11,0
on,52,0,TIMEOUT,0,2,0
on,52,1,PARTNER_RESCUED,1,3,0
on,52,2,TIMEOUT,0,4,1
on,52,3,TIMEOUT,0,5,1
on,52,4,RESOURCE_TAKEN,0,6,0
on,52,5,PARTNER_RESCUED,1,7,0
on,52,6,PARTNER_RESCUED,1,8,0
on,52,7,PARTNER_RESCUED,1,9,0
on,52,8,TIMEOUT,0,10,0
on,52,9,TIMEOUT,0,11,0
on,53,0,PARTNER_RESCUED,1,2,0
on,53,1,PARTNER_RESCUED,1,3,0
on,53,2,TIMEOUT,0,4,2
on,53,3,TIMEOUT,0,5,1
on,53,4,TIMEOUT,0,6,3
on,53,5,TIMEOUT,0,7,2
on,53,6,RESOURCE_TAKEN,0,8,0
on,53,7,PARTNER_RESCUED,1,9,0
on,53,8,PARTNER_RESCUED,1,10,0
on,53,9,TIMEOUT,0,11,0
on,54,0,PARTNER_RESCUED,1,2,0
on,54,1,TIMEOUT,0,3,0
on,54,2,TIMEOUT,0,4,1
on,54,3,TIMEOUT,0,5,2
on,54,4,TIMEOUT,0,6,2
on,54,5,TIMEOUT,0,7,3
on,54,6,TIMEOUT,0,8,0
on,54,7,RESOURCE_TAKEN,0,9,0
on,54,8,PARTNER_RESCUED,1,10,0
on,54,9,TIMEOUT,0,11,1
on,55,0,PARTNER_RESCUED,1,2,0
on,55,1,PARTNER_RESCUED,1,3,0
on,55,2,TIMEOUT,0,4,1
on,55,3,TIMEOUT,0,5,1
on,55,4,TIMEOUT,0,6,0
on,55,5,TIMEOUT,0,7,2
on,55,6,TIMEOUT,0,8,2
on,55,7,TIMEOUT,0,9,1
on,55,8,TIMEOUT,0,10,1
on,55,9,RESOURCE_TAKEN,0,11,1
on,56,0,PARTNER_RESCUED,1,2,0
on,56,1,TIMEOUT,0,3,1
on,56,2,TIMEOUT,0,4,0
on,56,3,TIMEOUT,0,5,0
on,56,4,TIMEOUT,0,6,1
on,56,5,TIMEOUT,0,7,1
on,56,6,RESOURCE_TAKEN,0,8,1
on,56,7,PARTNER_RESCUED,1,9,0
on,56,8,PARTNER_RESCUED,1,10,0
on,56,9,TIMEOUT,0,11,0
on,57,0,PARTNER_RESCUED,1,2,0
on,57,1,PARTNER_RESCUED,1,3,0
on,57,2,TIMEOUT,0,4,1
on,57,3,TIMEOUT,0,5,2
on,57,4,TIMEOUT,0,6,1
on,57,5,TIMEOUT,0,7,2
on,57,6,TIMEOUT,0,8,0
on,57,7,TIMEOUT,0,9,1
on,57,8,TIMEOUT,0,10,0
on,57,9,TIMEOUT,0,11,2
on,58,0,PARTNER_RESCUED,1,2,0
on,58,1,TIMEOUT,0,3,1
on,58,2,TIMEOUT,0,4,2
on,58,3,TIMEOUT,0,5,1
on,58,4,TIMEOUT,0,6,0
on,58,5,TIMEOUT,0,7,0
on,58,6,TIMEOUT,0,8,1
on,58,7,TIMEOUT,0,9,1
on,58,8,RESOURCE_TAKEN,0,10,0
on,58,9,PARTNER_RESCUED,1,11,0
on,59,0,PARTNER_RESCUED,1,2,0
on,59,1,TIMEOUT,0,3,2
on,59,2,TIMEOUT,0,4,2
on,59,3,TIMEOUT,0,5,0
on,59,4,TIMEOUT,0,6,0
on,59,5,PARTNER_DEAD,0,7,0
on,59,6,PARTNER_RESCUED,1,8,0
on,59,7,TIMEOUT,0,9,1
on,59,8,TIMEOUT,0,10,0
on,59,9,TIMEOUT,0,11,1
on,60,0,PARTNER_RESCUED,1,2,0
on,60,1,PARTNER_RESCUED,1,3,0
on,60,2,TIMEOUT,0,4,1
on,60,3,TIMEOUT,0,5,2
on,60,4,TIMEOUT,0,6,2
on,60,5,RESOURCE_TAKEN,0,7,0
on,60,6,PARTNER_RESCUED,1,8,0
on,60,7,TIMEOUT,0,9,1
on,60,8,TIMEOUT,0,10,1
on,60,9,TIMEOUT,0,11,0
on,61,0,PARTNER_RESCUED,1,2,0
on,61,1,PARTNER_RESCUED,1,3,0
on,61,2,TIMEOUT,0,4,0
on,61,3,TIMEOUT,0,5,0
on,61,4,TIMEOUT,0,6,2
on,61,5,TIMEOUT,0,7,2
on,61,6,TIMEOUT,0,8,0
on,61,7,TIMEOUT,0,9,3
on,61,8,TIMEOUT,0,10,2
on,61,9,RESOURCE_TAKEN,0,11,0
on,62,0,PARTNER_RESCUED,1,2,0
on,62,1,TIMEOUT,0,3,1
on,62,2,TIMEOUT,0,4,0
on,62,3,RESOURCE_TAKEN,0,5,0
on,62,4,PARTNER_RESCUED,1,6,0
on,62,5,TIMEOUT,0,7,0
on,62,6,PARTNER_RESCUED,1,8,0
on,62,7,TIMEOUT,0,9,1
on,62,8,TIMEOUT,0,10,1
on,62,9,RESOURCE_TAKEN,0,11,0
on,63,0,PARTNER_RESCUED,1,2,0
on,63,1,PARTNER_RESCUED,1,3,0
on,63,2,TIMEOUT,0,4,1
on,63,3,TIMEOUT,0,5,1
on,63,4,TIMEOUT,0,6,2
on,63,5,TIMEOUT,0,7,2
on,63,6,TIMEOUT,0,8,2
on,63,7,TIMEOUT,0,9,2
on,63,8,TIMEOUT,0,10,1
on,63,9,TIMEOUT,0,11,0
on,64,0,PARTNER_RESCUED,1,2,0
on,64,1,TIMEOUT,0,3,1
on,64,2,PARTNER_RESCUED,1,4,0
on,64,3,TIMEOUT,0,5,1
on,64,4,PARTNER_RESCUED,1,6,0
on,64,5,PARTNER_RESCUED,1,7,0
on,64,6,TIMEOUT,0,8,2
on,64,7,TIMEOUT,0,9,2
on,64,8,TIMEOUT,0,10,2
on,64,9,TIMEOUT,0,11,0
on,65,0,PARTNER_RESCUED,1,2,0
on,65,1,TIMEOUT,0,3,2
on,65,2,TIMEOUT,0,4,0
on,65,3,TIMEOUT,0,5,0
on,65,4,TIMEOUT,0,6,1
on,65,5,TIMEOUT,0,7,2
on,65,6,TIMEOUT,0,8,1
on,65,7,TIMEOUT,0,9,1
on,65,8,TIMEOUT,0,10,0
on,65,9,RESOURCE_TAKEN,0,11,0
on,66,0,PARTNER_RESCUED,1,2,0
on,66,1,PARTNER_RESCUED,1,3,0
on,66,2,TIMEOUT,0,4,0
on,66,3,TIMEOUT,0,5,0
on,66,4,TIMEOUT,0,6,1
on,66,5,TIMEOUT,0,7,0
on,66,6,TIMEOUT,0,8,0
on,66,7,TIMEOUT,0,9,2
on,66,8,RESOURCE_TAKEN,0,10,0
on,66,9,PARTNER_RESCUED,1,11,0
on,67,0,PARTNER_RESCUED,1,2,0
on,67,1,TIMEOUT,0,3,0
on,67,2,TIMEOUT,0,4,0
on,67,3,TIMEOUT,0,5,2
on,67,4,TIMEOUT,0,6,0
on,67,5,TIMEOUT,0,7,0
on,67,6,TIMEOUT,0,8,2
on,67,7,TIMEOUT,0,9,0
on,67,8,TIMEOUT,0,10,1
on,67,9,TIMEOUT,0,11,0
on,68,0,PARTNER_RESCUED,1,2,0
on,68,1,TIMEOUT,0,3,1
on,68,2,RESOURCE_TAKEN,0,4,0
on,68,3,PARTNER_RESCUED,1,5,0
on,68,4,TIMEOUT,0,6,2
on,68,5,TIMEOUT,0,7,1
on,68,6,TIMEOUT,0,8,1
on,68,7,TIMEOUT,0,9,1
on,68,8,TIMEOUT,0,10,2
on,68,9,TIMEOUT,0,11,1
on,69,0,PARTNER_RESCUED,1,2,0
on,69,1,TIMEOUT,0,3,1
on,69,2,TIMEOUT,0,4,0
on,69,3,TIMEOUT,0,5,3
on,69,4,TIMEOUT,0,6,0
on,69,5,RESOURCE_TAKEN,0,7,1
on,69,6,TIMEOUT,0,8,1
on,69,7,TIMEOUT,0,9,1
on,69,8,TIMEOUT,0,10,0
on,69,9,TIMEOUT,0,11,1
on,70,0,PARTNER_RESCUED,1,2,0
on,70,1,TIMEOUT,0,3,0
on,70,2,TIMEOUT,0,4,1
on,70,3,TIMEOUT,0,5,0
on,70,4,TIMEOUT,0,6,2
on,70,5,TIMEOUT,0,7,0
on,70,6,RESOURCE_TAKEN,0,8,1
on,70,7,TIMEOUT,0,9,1
on,70,8,TIMEOUT,0,10,1
on,70,9,TIMEOUT,0,11,2
on,71,0,PARTNER_RESCUED,1,2,0
on,71,1,TIMEOUT,0,3,1
on,71,2,TIMEOUT,0,4,0
on,71,3,TIMEOUT,0,5,0
on,71,4,TIMEOUT,0,6,1
on,71,5,TIMEOUT,0,7,2
on,71,6,TIMEOUT,0,8,2
on,71,7,TIMEOUT,0,9,1
on,71,8,RESOURCE_TAKEN,0,10,0
on,71,9,PARTNER_RESCUED,1,11,0
on,72,0,PARTNER_RESCUED,1,2,0
on,72,1,TIMEOUT,0,3,0
on,72,2,TIMEOUT,0,4,2
on,72,3,TIMEOUT,0,5,0
on,72,4,TIMEOUT,0,6,2
on,72,5,TIMEOUT,0,7,0
on,72,6,TIMEOUT,0,8,0
on,72,7,TIMEOUT,0,9,1
on,72,8,TIMEOUT,0,10,1
on,72,9,TIMEOUT,0,11,2
on,73,0,PARTNER_RESCUED,1,2,0
on,73,1,TIMEOUT,0,3,0
on,73,2,TIMEOUT,0,4,0
on,73,3,TIMEOUT,0,5,0
on,73,4,TIMEOUT,0,6,0
on,73,5,TIMEOUT,0,7,0
on,73,6,TIMEOUT,0,8,1
on,73,7,TIMEOUT,0,9,3
on,73,8,TIMEOUT,0,10,0
on,73,9,TIMEOUT,0,11,0
on,74,0,PARTNER_RESCUED,1,2,0
on,74,1,TIMEOUT,0,3,1
on,74,2,TIMEOUT,0,4,0
on,74,3,RESOURCE_TAKEN,0,5,0
on,74,4,PARTNER_RESCUED,1,6,0
on,74,5,PARTNER_RESCUED,1,7,0
on,74,6,PARTNER_RESCUED,1,8,0
on,74,7,TIMEOUT,0,9,0
on,74,8,TIMEOUT,0,10,1
on,74,9,TIMEOUT,0,11,0
on,75,0,PARTNER_RESCUED,1,2,0
on,75,1,TIMEOUT,0,3,1
on,75,2,TIMEOUT,0,4,2
on,75,3,TIMEOUT,0,5,0
on,75,4,RESOURCE_TAKEN,0,6,0
on,75,5,PARTNER_RESCUED,1,7,0
on,75,6,TIMEOUT,0,8,1
on,75,7,TIMEOUT,0,9,0
on,75,8,TIMEOUT,0,10,2
on,75,9,TIMEOUT,0,11,2
on,76,0,PARTNER_RESCUED,1,2,0
on,76,1,TIMEOUT,0,3,0
on,76,2,TIMEOUT,0,4,2
on,76,3,TIMEOUT,0,5,2
on,76,4,TIMEOUT,0,6,0
on,76,5,TIMEOUT,0,7,3
on,76,6,TIMEOUT,0,8,0
on,76,7,TIMEOUT,0,9,2
on,76,8,TIMEOUT,0,10,0
on,76,9,TIMEOUT,0,11,2
on,77,0,PARTNER_RESCUED,1,2,0
on,77,1,TIMEOUT,0,3,1
on,77,2,TIMEOUT,0,4,0
on,77,3,RESOURCE_TAKEN,0,5,1
on,77,4,PARTNER_RESCUED,1,6,0
on,77,5,PARTNER_DEAD,0,7,1
on,77,6,PARTNER_RESCUED,1,8,0
on,77,7,PARTNER_RESCUED,1,9,0
on,77,8,PARTNER_RESCUED,1,10,0
on,77,9,PARTNER_RESCUED,1,11,0
on,78,0,PARTNER_RESCUED,1,2,0
on,78,1,TIMEOUT,0,3,1
on,78,2,TIMEOUT,0,4,1
on,78,3,TIMEOUT,0,5,0
on,78,4,TIMEOUT,0,6,1
on,78,5,TIMEOUT,0,7,0
on,78,6,TIMEOUT,0,8,1
on,78,7,TIMEOUT,0,9,2
on,78,8,TIMEOUT,0,10,1
on,78,9,TIMEOUT,0,11,0
on,79,0,PARTNER_RESCUED,1,2,0
on,79,1,PARTNER_RESCUED,1,3,0
on,79,2,TIMEOUT,0,4,1
on,79,3,TIMEOUT,0,5,1
on,79,4,TIMEOUT,0,6,2
on,79,5,TIMEOUT,0,7,0
on,79,6,TIMEOUT,0,8,0
on,79,7,TIMEOUT,0,9,2
on,79,8,TIMEOUT,0,10,1
on,79,9,RESOURCE_TAKEN,0,11,0
on,80,0,PARTNER_RESCUED,1,2,0
on,80,1,TIMEOUT,0,3,0
on,80,2,TIMEOUT,0,4,0
on,80,3,TIMEOUT,0,5,0
on,80,4,RESOURCE_TAKEN,0,6,0
on,80,5,PARTNER_RESCUED,1,7,0
on,80,6,TIMEOUT,0,8,0
on,80,7,TIMEOUT,0,9,1
on,80,8,TIMEOUT,0,10,1
on,80,9,TIMEOUT,0,11,2
on,81,0,PARTNER_RESCUED,1,2,0
on,81,1,TIMEOUT,0,3,0
on,81,2,TIMEOUT,0,4,0
on,81,3,TIMEOUT,0,5,0
on,81,4,TIMEOUT,0,6,1
on,81,5,TIMEOUT,0,7,0
on,81,6,RESOURCE_TAKEN,0,8,0
on,81,7,PARTNER_RESCUED,1,9,0
on,81,8,TIMEOUT,0,10,1
on,81,9,TIMEOUT,0,11,0
on,82,0,PARTNER_RESCUED,1,2,0
on,82,1,PARTNER_RESCUED,1,3,0
on,82,2,PARTNER_RESCUED,1,4,0
on,82,3,TIMEOUT,0,5,1
on,82,4,TIMEOUT,0,6,1
on,82,5,TIMEOUT,0,7,1
on,82,6,TIMEOUT,0,8,2
on,82,7,TIMEOUT,0,9,0
on,82,8,TIMEOUT,0,10,1
on,82,9,TIMEOUT,0,11,2
on,83,0,PARTNER_RESCUED,1,2,0
on,83,1,TIMEOUT,0,3,0
on,83,2,TIMEOUT,0,4,0
on,83,3,TIMEOUT,0,5,0
on,83,4,TIMEOUT,0,6,3
on,83,5,TIMEOUT,0,7,1
on,83,6,TIMEOUT,0,8,2
on,83,7,TIMEOUT,0,9,0
on,83,8,TIMEOUT,0,10,2
on,83,9,TIMEOUT,0,11,0
on,84,0,TIMEOUT,0,2,0
on,84,1,PARTNER_RESCUED,1,3,0
on,84,2,PARTNER_DEAD,0,4,0
on,84,3,TIMEOUT,0,5,1
on,84,4,PARTNER_RESCUED,1,6,0
on,84,5,TIMEOUT,0,7,0
on,84,6,TIMEOUT,0,8,0
on,84,7,TIMEOUT,0,9,0
on,84,8,TIMEOUT,0,10,0
on,84,9,RESOURCE_TAKEN,0,11,0
on,85,0,TIMEOUT,0,2,1
on,85,1,PARTNER_RESCUED,1,3,0
on,85,2,TIMEOUT,0,4,3
on,85,3,TIMEOUT,0,5,1
on,85,4,TIMEOUT,0,6,0
on,85,5,TIMEOUT,0,7,0
on,85,6,TIMEOUT,0,8,1
on,85,7,RESOURCE_TAKEN,0,9,0
on,85,8,PARTNER_RESCUED,1,10,0
on,85,9,TIMEOUT,0,11,1
on,86,0,PARTNER_RESCUED,1,2,0
on,86,1,TIMEOUT,0,3,0
on,86,2,TIMEOUT,0,4,0
on,86,3,TIMEOUT,0,5,3
on,86,4,TIMEOUT,0,6,2
on,86,5,TIMEOUT,0,7,2
on,86,6,TIMEOUT,0,8,2
on,86,7,TIMEOUT,0,9,3
on,86,8,TIMEOUT,0,10,0
on,86,9,TIMEOUT,0,11,0
on,87,0,PARTNER_RESCUED,1,2,0
on,87,1,TIMEOUT,0,3,3
on,87,2,TIMEOUT,0,4,2
on,87,3,PARTNER_RESCUED,1,5,0
on,87,4,TIMEOUT,0,6,2
on,87,5,TIMEOUT,0,7,2
on,87,6,TIMEOUT,0,8,1
on,87,7,TIMEOUT,0,9,1
on,87,8,PARTNER_RESCUED,1,10,0
on,87,9,TIMEOUT,0,11,2
on,88,0,PARTNER_RESCUED,1,2,0
on,88,1,TIMEOUT,0,3,1
on,88,2,TIMEOUT,0,4,1
on,88,3,TIMEOUT,0,5,2
on,88,4,TIMEOUT,0,6,2
on,88,5,TIMEOUT,0,7,0
on,88,6,TIMEOUT,0,8,0
on,88,7,TIMEOUT,0,9,1
on,88,8,TIMEOUT,0,10,0
on,88,9,TIMEOUT,0,11,2
on,89,0,PARTNER_RESCUED,1,2,0
on,89,1,TIMEOUT,0,3,1
on,89,2,TIMEOUT,0,4,2
on,89,3,TIMEOUT,0,5,0
on,89,4,TIMEOUT,0,6,3
on,89,5,TIMEOUT,0,7,0
on,89,6,TIMEOUT,0,8,1
on,89,7,RESOURCE_TAKEN,0,9,0
on,89,8,PARTNER_RESCUED,1,10,0
on,89,9,PARTNER_RESCUED,1,11,0
on,90,0,PARTNER_DEAD,0,2,1
on,90,1,PARTNER_RESCUED,1,3,0
on,90,2,PARTNER_RESCUED,1,4,0
on,90,3,TIMEOUT,0,5,0
on,90,4,TIMEOUT,0,6,1
on,90,5,TIMEOUT,0,7,0
on,90,6,TIMEOUT,0,8,0
on,90,7,TIMEOUT,0,9,0
on,90,8,RESOURCE_TAKEN,0,10,0
on,90,9,TIMEOUT,0,11,1
on,91,0,PARTNER_RESCUED,1,2,0
on,91,1,TIMEOUT,0,3,0
on,91,2,TIMEOUT,0,4,0
on,91,3,TIMEOUT,0,5,1
on,91,4,TIMEOUT,0,6,0
on,91,5,RESOURCE_TAKEN,0,7,0
on,91,6,PARTNER_RESCUED,1,8,0
on,91,7,TIMEOUT,0,9,1
on,91,8,PARTNER_RESCUED,1,10,0
on,91,9,TIMEOUT,0,11,2
on,92,0,TIMEOUT,0,2,1
on,92,1,TIMEOUT,0,3,1
on,92,2,TIMEOUT,0,4,1
on,92,3,TIMEOUT,0,5,1
on,92,4,TIMEOUT,0,6,2
on,92,5,TIMEOUT,0,7,0
on,92,6,TIMEOUT,0,8,0
on,92,7,TIMEOUT,0,9,2
on,92,8,TIMEOUT,0,10,0
on,92,9,TIMEOUT,0,11,2
on,93,0,PARTNER_RESCUED,1,2,0
on,93,1,TIMEOUT,0,3,0
on,93,2,TIMEOUT,0,4,0
on,93,3,TIMEOUT,0,5,1
on,93,4,TIMEOUT,0,6,2
on,93,5,TIMEOUT,0,7,2
on,93,6,RESOURCE_TAKEN,0,8,0
on,93,7,PARTNER_RESCUED,1,9,0
on,93,8,PARTNER_RESCUED,1,10,0
on,93,9,PARTNER_RESCUED,1,11,0
on,94,0,PARTNER_RESCUED,1,2,0
on,94,1,TIMEOUT,0,3,0
on,94,2,TIMEOUT,0,4,2
on,94,3,TIMEOUT,0,5,0
on,94,4,TIMEOUT,0,6,0
on,94,5,TIMEOUT,0,7,0
on,94,6,TIMEOUT,0,8,2
on,94,7,TIMEOUT,0,9,2
on,94,8,TIMEOUT,0,10,0
