kappa,agent_id,episode_idx,outcome,steps_used,target_switches,n_memories
0.25,58,2,TIMEOUT,12,1,4
0.25,58,3,RESOURCE_TAKEN,8,0,5
0.25,58,4,TIMEOUT,12,0,6
0.25,58,5,RESOURCE_TAKEN,12,2,7
0.25,58,6,RESOURCE_TAKEN,12,0,8
0.25,58,7,TIMEOUT,12,0,9
0.25,58,8,TIMEOUT,12,0,10
0.25,58,9,TIMEOUT,12,0,11
0.25,59,0,TIMEOUT,12,0,2
0.25,59,1,TIMEOUT,12,1,3
0.25,59,2,RESOURCE_TAKEN,10,0,4
0.25,59,3,TIMEOUT,12,2,5
0.25,59,4,TIMEOUT,12,0,6
0.25,59,5,TIMEOUT,12,0,7
0.25,59,6,TIMEOUT,12,0,8
0.25,59,7,TIMEOUT,12,3,9
0.25,59,8,TIMEOUT,12,0,10
0.25,59,9,TIMEOUT,12,1,11
0.25,60,0,TIMEOUT,12,0,2
0.25,60,1,TIMEOUT,12,0,3
0.25,60,2,RESOURCE_TAKEN,7,0,4
0.25,60,3,RESOURCE_TAKEN,11,0,5
0.25,60,4,TIMEOUT,12,2,6
0.25,60,5,TIMEOUT,12,1,7
0.25,60,6,TIMEOUT,12,1,8
0.25,60,7,TIMEOUT,12,2,9
0.25,60,8,TIMEOUT,12,1,10
0.25,60,9,TIMEOUT,12,0,11
0.25,61,0,TIMEOUT,12,3,2
0.25,61,1,TIMEOUT,12,0,3
0.25,61,2,RESOURCE_TAKEN,9,0,4
0.25,61,3,TIMEOUT,12,0,5
0.25,61,4,TIMEOUT,12,0,6
0.25,61,5,RESOURCE_TAKEN,9,0,7
0.25,61,6,TIMEOUT,12,0,8
0.25,61,7,TIMEOUT,12,0,9
0.25,61,8,TIMEOUT,12,1,10
0.25,61,9,RESOURCE_TAKEN,9,0,11
0.25,62,0,TIMEOUT,12,1,2
0.25,62,1,TIMEOUT,12,1,3
0.25,62,2,TIMEOUT,12,0,4
0.25,62,3,TIMEOUT,12,0,5
0.25,62,4,TIMEOUT,12,0,6
0.25,62,5,TIMEOUT,12,2,7
0.25,62,6,RESOURCE_TAKEN,8,0,8
0.25,62,7,TIMEOUT,12,1,9
0.25,62,8,TIMEOUT,12,0,10
0.25,62,9,TIMEOUT,12,2,11
0.25,63,0,TIMEOUT,12,2,2
0.25,63,1,TIMEOUT,12,0,3
0.25,63,2,TIMEOUT,12,0,4
0.25,63,3,TIMEOUT,12,1,5
0.25,63,4,TIMEOUT,12,0,6
0.25,63,5,TIMEOUT,12,0,7
0.25,63,6,RESOURCE_TAKEN,7,0,8
0.25,63,7,TIMEOUT,12,0,9
0.25,63,8,TIMEOUT,12,0,10
0.25,63,9,RESOURCE_TAKEN,9,0,11
0.25,64,0,TIMEOUT,12,2,2
0.25,64,1,TIMEOUT,12,1,3
0.25,64,2,TIMEOUT,12,0,4
0.25,64,3,TIMEOUT,12,0,5
0.25,64,4,TIMEOUT,12,0,6
0.25,64,5,RESOURCE_TAKEN,11,0,7
0.25,64,6,TIMEOUT,12,0,8
0.25,64,7,TIMEOUT,12,1,9
0.25,64,8,TIMEOUT,12,3,10
0.25,64,9,RESOURCE_TAKEN,11,0,11
0.25,65,0,TIMEOUT,12,1,2
0.25,65,1,TIMEOUT,12,2,3
0.25,65,2,TIMEOUT,12,0,4
0.25,65,3,RESOURCE_TAKEN,11,0,5
0.25,65,4,TIMEOUT,12,1,6
0.25,65,5,TIMEOUT,12,0,7
0.25,65,6,TIMEOUT,12,1,8
0.25,65,7,RESOURCE_TAKEN,12,1,9
0.25,65,8,TIMEOUT,12,2,10
0.25,65,9,RESOURCE_TAKEN,12,0,11
0.25,66,0,TIMEOUT,12,0,2
0.25,66,1,TIMEOUT,12,0,3
0.25,66,2,TIMEOUT,12,0,4
0.25,66,3,RESOURCE_TAKEN,10,0,5
0.25,66,4,TIMEOUT,12,0,6
0.25,66,5,TIMEOUT,12,0,7
0.25,66,6,RESOURCE_TAKEN,8,0,8
0.25,66,7,TIMEOUT,12,1,9
0.25,66,8,TIMEOUT,12,2,10
0.25,66,9,TIMEOUT,12,1,11
0.25,67,0,TIMEOUT,12,0,2
0.25,67,1,RESOURCE_TAKEN,9,0,3
0.25,67,2,TIMEOUT,12,1,4
0.25,67,3,TIMEOUT,12,0,5
0.25,67,4,RESOURCE_TAKEN,12,1,6
0.25,67,5,RESOURCE_TAKEN,12,1,7
0.25,67,6,TIMEOUT,12,1,8
0.25,67,7,TIMEOUT,12,0,9
0.25,67,8,TIMEOUT,12,0,10
0.25,67,9,TIMEOUT,12,1,11
0.25,68,0,TIMEOUT,12,1,2
0.25,68,1,RESOURCE_TAKEN,8,0,3
0.25,68,2,TIMEOUT,12,1,4
0.25,68,3,TIMEOUT,12,1,5
0.25,68,4,TIMEOUT,12,0,6
0.25,68,5,TIMEOUT,12,2,7
0.25,68,6,RESOURCE_TAKEN,8,0,8
0.25,68,7,TIMEOUT,12,1,9
0.25,68,8,TIMEOUT,12,1,10
0.25,68,9,TIMEOUT,12,0,11
0.25,69,0,TIMEOUT,12,2,2
0.25,69,1,TIMEOUT,12,0,3
0.25,69,2,TIMEOUT,12,1,4
0.25,69,3,TIMEOUT,12,1,5
0.25,69,4,TIMEOUT,12,0,6
0.25,69,5,TIMEOUT,12,1,7
0.25,69,6,TIMEOUT,12,1,8
0.25,69,7,TIMEOUT,12,0,9
0.25,69,8,RESOURCE_TAKEN,7,0,10
0.25,69,9,TIMEOUT,12,2,11
0.25,70,0,TIMEOUT,12,0,2
0.25,70,1,RESOURCE_TAKEN,12,0,3
0.25,70,2,TIMEOUT,12,0,4
0.25,70,3,TIMEOUT,12,0,5
0.25,70,4,RESOURCE_TAKEN,8,0,6
0.25,70,5,TIMEOUT,12,0,7
0.25,70,6,TIMEOUT,12,1,8
0.25,70,7,TIMEOUT,12,0,9
0.25,70,8,RESOURCE_TAKEN,9,0,10
0.25,70,9,TIMEOUT,12,0,11
0.25,71,0,TIMEOUT,12,2,2
0.25,71,1,TIMEOUT,12,0,3
0.25,71,2,RESOURCE_TAKEN,6,0,4
0.25,71,3,TIMEOUT,12,2,5
0.25,71,4,TIMEOUT,12,0,6
0.25,71,5,RESOURCE_TAKEN,11,1,7
0.25,71,6,TIMEOUT,12,3,8
0.25,71,7,TIMEOUT,12,0,9
0.25,71,8,TIMEOUT,12,1,10
0.25,71,9,RESOURCE_TAKEN,11,0,11
0.25,72,0,TIMEOUT,12,0,2
0.25,72,1,TIMEOUT,12,0,3
0.25,72,2,TIMEOUT,12,3,4
0.25,72,3,TIMEOUT,12,0,5
0.25,72,4,TIMEOUT,12,0,6
0.25,72,5,TIMEOUT,12,2,7
0.25,72,6,RESOURCE_TAKEN,12,0,8
0.25,72,7,TIMEOUT,12,0,9
0.25,72,8,TIMEOUT,12,2,10
0.25,72,9,TIMEOUT,12,2,11
0.25,73,0,TIMEOUT,12,0,2
0.25,73,1,TIMEOUT,12,1,3
0.25,73,2,TIMEOUT,12,0,4
0.25,73,3,TIMEOUT,12,0,5
0.25,73,4,TIMEOUT,12,1,6
0.25,73,5,TIMEOUT,12,1,7
0.25,73,6,RESOURCE_TAKEN,11,0,8
0.25,73,7,TIMEOUT,12,2,9
0.25,73,8,TIMEOUT,12,0,10
0.25,73,9,TIMEOUT,12,1,11
0.25,74,0,TIMEOUT,12,2,2
0.25,74,1,TIMEOUT,12,1,3
0.25,74,2,TIMEOUT,12,0,4
0.25,74,3,RESOURCE_TAKEN,11,0,5
0.25,74,4,TIMEOUT,12,1,6
0.25,74,5,TIMEOUT,12,0,7
0.25,74,6,TIMEOUT,12,0,8
0.25,74,7,RESOURCE_TAKEN,7,0,9
0.25,74,8,TIMEOUT,12,0,10
0.25,74,9,TIMEOUT,12,0,11
0.25,75,0,TIMEOUT,12,1,2
0.25,75,1,TIMEOUT,12,0,3
0.25,75,2,TIMEOUT,12,0,4
0.25,75,3,RESOURCE_TAKEN,6,0,5
0.25,75,4,TIMEOUT,12,2,6
0.25,75,5,TIMEOUT,12,2,7
0.25,75,6,TIMEOUT,12,2,8
0.25,75,7,TIMEOUT,12,1,9
0.25,75,8,TIMEOUT,12,0,10
0.25,75,9,RESOURCE_TAKEN,6,0,11
0.25,76,0,TIMEOUT,12,1,2
0.25,76,1,TIMEOUT,12,0,3
0.25,76,2,RESOURCE_TAKEN,12,0,4
0.25,76,3,TIMEOUT,12,2,5
0.25,76,4,RESOURCE_TAKEN,11,0,6
0.25,76,5,TIMEOUT,12,0,7
0.25,76,6,RESOURCE_TAKEN,12,0,8
0.25,76,7,TIMEOUT,12,0,9
0.25,76,8,TIMEOUT,12,3,10
0.25,76,9,TIMEOUT,12,1,11
0.25,77,0,TIMEOUT,12,2,2
0.25,77,1,TIMEOUT,12,0,3
0.25,77,2,TIMEOUT,12,0,4
0.25,77,3,RESOURCE_TAKEN,12,0,5
0.25,77,4,TIMEOUT,12,2,6
0.25,77,5,TIMEOUT,12,0,7
0.25,77,6,TIMEOUT,12,0,8
0.25,77,7,RESOURCE_TAKEN,11,0,9
0.25,77,8,TIMEOUT,12,1,10
0.25,77,9,TIMEOUT,12,1,11
0.25,78,0,TIMEOUT,12,0,2
0.25,78,1,TIMEOUT,12,0,3
0.25,78,2,TIMEOUT,12,1,4
0.25,78,3,TIMEOUT,12,0,5
0.25,78,4,RESOURCE_TAKEN,9,0,6
0.25,78,5,TIMEOUT,12,0,7
0.25,78,6,TIMEOUT,12,0,8
0.25,78,7,TIMEOUT,12,1,9
0.25,78,8,RESOURCE_TAKEN,9,0,10
0.25,78,9,TIMEOUT,12,0,11
0.25,79,0,TIMEOUT,12,1,2
0.25,79,1,TIMEOUT,12,1,3
0.25,79,2,TIMEOUT,12,0,4
0.25,79,3,TIMEOUT,12,0,5
0.25,79,4,RESOURCE_TAKEN,10,0,6
0.25,79,5,TIMEOUT,12,2,7
0.25,79,6,RESOURCE_TAKEN,11,0,8
0.25,79,7,TIMEOUT,12,0,9
0.25,79,8,TIMEOUT,12,2,10
0.25,79,9,RESOURCE_TAKEN,10,0,11
0.25,80,0,TIMEOUT,12,2,2
0.25,80,1,TIMEOUT,12,0,3
0.25,80,2,RESOURCE_TAKEN,9,0,4
0.25,80,3,TIMEOUT,12,0,5
0.25,80,4,TIMEOUT,12,0,6
0.25,80,5,TIMEOUT,12,0,7
0.25,80,6,RESOURCE_TAKEN,8,0,8
0.25,80,7,TIMEOUT,12,3,9
0.25,80,8,TIMEOUT,12,0,10
0.25,80,9,TIMEOUT,12,0,11
0.25,81,0,TIMEOUT,12,1,2
0.25,81,1,RESOURCE_TAKEN,11,0,3
0.25,81,2,TIMEOUT,12,2,4
0.25,81,3,TIMEOUT,12,0,5
0.25,81,4,TIMEOUT,12,0,6
0.25,81,5,TIMEOUT,12,1,7
0.25,81,6,RESOURCE_TAKEN,11,0,8
0.25,81,7,TIMEOUT,12,0,9
0.25,81,8,TIMEOUT,12,3,10
0.25,81,9,TIMEOUT,12,0,11
0.25,82,0,RESOURCE_TAKEN,11,0,2
0.25,82,1,TIMEOUT,12,2,3
0.25,82,2,TIMEOUT,12,1,4
0.25,82,3,TIMEOUT,12,2,5
0.25,82,4,TIMEOUT,12,0,6
0.25,82,5,RESOURCE_TAKEN,7,0,7
0.25,82,6,TIMEOUT,12,0,8
0.25,82,7,TIMEOUT,12,1,9
0.25,82,8,TIMEOUT,12,0,10
0.25,82,9,RESOURCE_TAKEN,10,0,11
0.25,83,0,TIMEOUT,12,0,2
0.25,83,1,TIMEOUT,12,0,3
0.25,83,2,TIMEOUT,12,0,4
0.25,83,3,RESOURCE_TAKEN,10,1,5
0.25,83,4,TIMEOUT,12,0,6
0.25,83,5,TIMEOUT,12,0,7
0.25,83,6,TIMEOUT,12,0,8
0.25,83,7,TIMEOUT,12,0,9
0.25,83,8,TIMEOUT,12,0,10
0.25,83,9,TIMEOUT,12,0,11
0.25,84,0,TIMEOUT,12,2,2
0.25,84,1,TIMEOUT,12,1,3
0.25,84,2,TIMEOUT,12,0,4
0.25,84,3,RESOURCE_TAKEN,8,0,5
0.25,84,4,TIMEOUT,12,1,6
0.25,84,5,TIMEOUT,12,3,7
0.25,84,6,TIMEOUT,12,2,8
0.25,84,7,TIMEOUT,12,1,9
0.25,84,8,RESOURCE_TAKEN,7,0,10
0.25,84,9,TIMEOUT,12,1,11
0.25,85,0,TIMEOUT,12,2,2
0.25,85,1,RESOURCE_TAKEN,11,0,3
0.25,85,2,TIMEOUT,12,0,4
0.25,85,3,TIMEOUT,12,0,5
0.25,85,4,RESOURCE_TAKEN,8,0,6
0.25,85,5,TIMEOUT,12,0,7
0.25,85,6,TIMEOUT,12,1,8
0.25,85,7,TIMEOUT,12,2,9
0.25,85,8,RESOURCE_TAKEN,11,0,10
0.25,85,9,TIMEOUT,12,0,11
0.25,86,0,RESOURCE_TAKEN,11,0,2
0.25,86,1,TIMEOUT,12,0,3
0.25,86,2,TIMEOUT,12,1,4
0.25,86,3,TIMEOUT,12,0,5
0.25,86,4,RESOURCE_TAKEN,12,0,6
0.25,86,5,TIMEOUT,12,1,7
0.25,86,6,TIMEOUT,12,2,8
0.25,86,7,TIMEOUT,12,2,9
0.25,86,8,TIMEOUT,12,0,10
0.25,86,9,TIMEOUT,12,0,11
0.25,87,0,TIMEOUT,12,1,2
0.25,87,1,RESOURCE_TAKEN,11,0,3
0.25,87,2,TIMEOUT,12,2,4
0.25,87,3,TIMEOUT,12,1,5
0.25,87,4,TIMEOUT,12,2,6
0.25,87,5,TIMEOUT,12,1,7
0.25,87,6,TIMEOUT,12,0,8
0.25,87,7,TIMEOUT,12,1,9
0.25,87,8,RESOURCE_TAKEN,10,0,10
0.25,87,9,TIMEOUT,12,0,11
0.25,88,0,TIMEOUT,12,2,2
0.25,88,1,TIMEOUT,12,1,3
0.25,88,2,TIMEOUT,12,1,4
0.25,88,3,RESOURCE_TAKEN,12,1,5
0.25,88,4,TIMEOUT,12,0,6
0.25,88,5,TIMEOUT,12,1,7
0.25,88,6,RESOURCE_TAKEN,10,0,8
0.25,88,7,TIMEOUT,12,2,9
0.25,88,8,RESOURCE_TAKEN,8,0,10
0.25,88,9,TIMEOUT,12,0,11
0.25,89,0,TIMEOUT,12,2,2
0.25,89,1,TIMEOUT,12,0,3
0.25,89,2,TIMEOUT,12,0,4
0.25,89,3,TIMEOUT,12,0,5
0.25,89,4,TIMEOUT,12,0,6
0.25,89,5,RESOURCE_TAKEN,11,0,7
0.25,89,6,TIMEOUT,12,1,8
0.25,89,7,TIMEOUT,12,0,9
0.25,89,8,RESOURCE_TAKEN,8,0,10
0.25,89,9,TIMEOUT,12,0,11
0.25,90,0,TIMEOUT,12,1,2
0.25,90,1,TIMEOUT,12,0,3
0.25,90,2,RESOURCE_TAKEN,9,1,4
0.25,90,3,TIMEOUT,12,3,5
0.25,90,4,RESOURCE_TAKEN,10,0,6
0.25,90,5,TIMEOUT,12,0,7
0.25,90,6,RESOURCE_TAKEN,9,0,8
0.25,90,7,TIMEOUT,12,2,9
0.25,90,8,TIMEOUT,12,0,10
0.25,90,9,TIMEOUT,12,0,11
0.25,91,0,TIMEOUT,12,2,2
0.25,91,1,RESOURCE_TAKEN,10,0,3
0.25,91,2,TIMEOUT,12,0,4
0.25,91,3,TIMEOUT,12,0,5
0.25,91,4,TIMEOUT,12,0,6
0.25,91,5,RESOURCE_TAKEN,11,0,7
0.25,91,6,TIMEOUT,12,2,8
0.25,91,7,TIMEOUT,12,1,9
0.25,91,8,TIMEOUT,12,4,10
0.25,91,9,RESOURCE_TAKEN,8,0,11
0.25,92,0,TIMEOUT,12,0,2
0.25,92,1,TIMEOUT,12,1,3
0.25,92,2,TIMEOUT,12,1,4
0.25,92,3,TIMEOUT,12,0,5
0.25,92,4,RESOURCE_TAKEN,8,0,6
0.25,92,5,TIMEOUT,12,1,7
0.25,92,6,TIMEOUT,12,0,8
0.25,92,7,TIMEOUT,12,0,9
0.25,92,8,RESOURCE_TAKEN,8,0,10
0.25,92,9,TIMEOUT,12,1,11
0.25,93,0,RESOURCE_TAKEN,9,0,2
0.25,93,1,TIMEOUT,12,0,3
0.25,93,2,TIMEOUT,12,0,4
0.25,93,3,RESOURCE_TAKEN,12,0,5
0.25,93,4,TIMEOUT,12,0,6
0.25,93,5,TIMEOUT,12,1,7
0.25,93,6,TIMEOUT,12,1,8
0.25,93,7,TIMEOUT,12,0,9
0.25,93,8,TIMEOUT,12,0,10
0.25,93,9,RESOURCE_TAKEN,12,0,11
0.25,94,0,TIMEOUT,12,1,2
0.25,94,1,TIMEOUT,12,0,3
0.25,94,2,RESOURCE_TAKEN,9,0,4
0.25,94,3,TIMEOUT,12,1,5
0.25,94,4,TIMEOUT,12,1,6
0.25,94,5,RESOURCE_TAKEN,10,0,7
0.25,94,6,TIMEOUT,12,0,8
0.25,94,7,TIMEOUT,12,4,9
0.25,94,8,TIMEOUT,12,1,10
0.25,94,9,RESOURCE_TAKEN,10,0,11
0.25,95,0,TIMEOUT,12,0,2
0.25,95,1,TIMEOUT,12,2,3
0.25,95,2,RESOURCE_TAKEN,8,0,4
0.25,95,3,TIMEOUT,12,0,5
0.25,95,4,TIMEOUT,12,0,6
0.25,95,5,RESOURCE_TAKEN,10,0,7
0.25,95,6,TIMEOUT,12,0,8
0.25,95,7,TIMEOUT,12,0,9
0.25,95,8,TIMEOUT,12,0,10
0.25,95,9,TIMEOUT,12,1,11
0.25,96,0,TIMEOUT,12,1,2
0.25,96,1,RESOURCE_TAKEN,9,0,3
0.25,96,2,RESOURCE_TAKEN,11,1,4
0.25,96,3,TIMEOUT,12,2,5
0.25,96,4,TIMEOUT,12,3,6
0.25,96,5,TIMEOUT,12,0,7
0.25,96,6,TIMEOUT,12,1,8
0.25,96,7,TIMEOUT,12,1,9
0.25,96,8,RESOURCE_TAKEN,10,0,10
0.25,96,9,TIMEOUT,12,2,11
0.25,97,0,TIMEOUT,12,1,2
0.25,97,1,RESOURCE_TAKEN,8,0,3
0.25,97,2,TIMEOUT,12,2,4
0.25,97,3,RESOURCE_TAKEN,12,0,5
0.25,97,4,TIMEOUT,12,2,6
0.25,97,5,TIMEOUT,12,0,7
0.25,97,6,TIMEOUT,12,0,8
0.25,97,7,TIMEOUT,12,0,9
0.25,97,8,TIMEOUT,12,2,10
0.25,97,9,RESOURCE_TAKEN,8,0,11
0.25,98,0,TIMEOUT,12,1,2
0.25,98,1,TIMEOUT,12,2,3
0.25,98,2,TIMEOUT,12,1,4
0.25,98,3,RESOURCE_TAKEN,9,0,5
0.25,98,4,TIMEOUT,12,1,6
0.25,98,5,TIMEOUT,12,3,7
0.25,98,6,TIMEOUT,12,0,8
0.25,98,7,TIMEOUT,12,0,9
0.25,98,8,TIMEOUT,12,0,10
0.25,98,9,TIMEOUT,12,0,11
0.25,99,0,TIMEOUT,12,0,2
0.25,99,1,TIMEOUT,12,0,3
0.25,99,2,TIMEOUT,12,0,4
0.25,99,3,TIMEOUT,12,2,5
0.25,99,4,RESOURCE_TAKEN,8,0,6
0.25,99,5,TIMEOUT,12,1,7
0.25,99,6,TIMEOUT,12,2,8
0.25,99,7,TIMEOUT,12,1,9
0.25,99,8,RESOURCE_TAKEN,11,0,10
0.25,99,9,TIMEOUT,12,1,11
0.5,0,0,PARTNER_RESCUED,7,0,2
0.5,0,1,TIMEOUT,12,3,3
0.5,0,2,TIMEOUT,12,1,4
0.5,0,3,RESOURCE_TAKEN,7,0,5
0.5,0,4,TIMEOUT,12,0,6
0.5,0,5,PARTNER_RESCUED,6,0,7
0.5,0,6,TIMEOUT,12,0,8
0.5,0,7,TIMEOUT,12,0,9
0.5,0,8,TIMEOUT,12,0,10
0.5,0,9,TIMEOUT,12,0,11
0.5,1,0,PARTNER_RESCUED,7,0,2
0.5,1,1,TIMEOUT,12,2,3
0.5,1,2,TIMEOUT,12,3,4
0.5,1,3,TIMEOUT,12,1,5
0.5,1,4,TIMEOUT,12,0,6
0.5,1,5,TIMEOUT,12,0,7
0.5,1,6,RESOURCE_TAKEN,10,0,8
0.5,1,7,TIMEOUT,12,1,9
0.5,1,8,TIMEOUT,12,2,10
0.5,1,9,TIMEOUT,12,0,11
0.5,2,0,TIMEOUT,12,1,2
0.5,2,1,RESOURCE_TAKEN,12,0,3
0.5,2,2,TIMEOUT,12,3,4
0.5,2,3,TIMEOUT,12,0,5
0.5,2,4,TIMEOUT,12,2,6
0.5,2,5,TIMEOUT,12,0,7
0.5,2,6,RESOURCE_TAKEN,11,0,8
0.5,2,7,TIMEOUT,12,1,9
0.5,2,8,TIMEOUT,12,0,10
0.5,2,9,TIMEOUT,12,0,11
0.5,3,0,TIMEOUT,12,0,2
0.5,3,1,TIMEOUT,12,0,3
0.5,3,2,TIMEOUT,12,2,4
0.5,3,3,RESOURCE_TAKEN,10,0,5
0.5,3,4,PARTNER_RESCUED,7,0,6
0.5,3,5,TIMEOUT,12,1,7
0.5,3,6,TIMEOUT,12,0,8
0.5,3,7,TIMEOUT,12,1,9
0.5,3,8,RESOURCE_TAKEN,12,0,10
0.5,3,9,TIMEOUT,12,2,11
0.5,4,0,TIMEOUT,12,1,2
0.5,4,1,TIMEOUT,12,1,3
0.5,4,2,TIMEOUT,12,0,4
0.5,4,3,TIMEOUT,12,2,5
0.5,4,4,RESOURCE_TAKEN,10,0,6
0.5,4,5,TIMEOUT,12,1,7
0.5,4,6,TIMEOUT,12,1,8
0.5,4,7,TIMEOUT,12,0,9
0.5,4,8,TIMEOUT,12,2,10
0.5,4,9,TIMEOUT,12,0,11
0.5,5,0,TIMEOUT,12,1,2
0.5,5,1,RESOURCE_TAKEN,9,0,3
0.5,5,2,TIMEOUT,12,1,4
0.5,5,3,TIMEOUT,12,0,5
0.5,5,4,TIMEOUT,12,0,6
0.5,5,5,TIMEOUT,12,1,7
0.5,5,6,TIMEOUT,12,1,8
0.5,5,7,RESOURCE_TAKEN,9,0,9
0.5,5,8,PARTNER_RESCUED,7,0,10
0.5,5,9,TIMEOUT,12,2,11
0.5,6,0,TIMEOUT,12,0,2
0.5,6,1,TIMEOUT,12,0,3
0.5,6,2,RESOURCE_TAKEN,11,0,4
0.5,6,3,TIMEOUT,12,0,5
0.5,6,4,TIMEOUT,12,2,6
0.5,6,5,TIMEOUT,12,2,7
0.5,6,6,TIMEOUT,12,0,8
0.5,6,7,TIMEOUT,12,2,9
0.5,6,8,RESOURCE_TAKEN,11,0,10
0.5,6,9,TIMEOUT,12,2,11
0.5,7,0,TIMEOUT,12,1,2
0.5,7,1,TIMEOUT,12,0,3
0.5,7,2,TIMEOUT,12,1,4
0.5,7,3,RESOURCE_TAKEN,8,0,5
0.5,7,4,TIMEOUT,12,2,6
0.5,7,5,TIMEOUT,12,0,7
0.5,7,6,TIMEOUT,12,0,8
0.5,7,7,TIMEOUT,12,0,9
0.5,7,8,TIMEOUT,12,0,10
0.5,7,9,TIMEOUT,12,0,11
0.5,8,0,PARTNER_RESCUED,7,0,2
0.5,8,1,TIMEOUT,12,0,3
0.5,8,2,TIMEOUT,12,0,4
0.5,8,3,TIMEOUT,12,2,5
0.5,8,4,TIMEOUT,12,0,6
0.5,8,5,TIMEOUT,12,0,7
0.5,8,6,TIMEOUT,12,0,8
0.5,8,7,RESOURCE_TAKEN,11,0,9
0.5,8,8,PARTNER_RESCUED,7,0,10
0.5,8,9,TIMEOUT,12,0,11
0.5,9,0,PARTNER_RESCUED,7,0,2
0.5,9,1,TIMEOUT,12,2,3
0.5,9,2,RESOURCE_TAKEN,9,0,4
0.5,9,3,TIMEOUT,12,0,5
0.5,9,4,TIMEOUT,12,2,6
0.5,9,5,TIMEOUT,12,2,7
0.5,9,6,TIMEOUT,12,2,8
0.5,9,7,TIMEOUT,12,0,9
0.5,9,8,TIMEOUT,12,2,10
0.5,9,9,RESOURCE_TAKEN,12,0,11
0.5,10,0,PARTNER_RESCUED,6,0,2
0.5,10,1,TIMEOUT,12,2,3
0.5,10,2,RESOURCE_TAKEN,11,0,4
0.5,10,3,TIMEOUT,12,1,5
0.5,10,4,TIMEOUT,12,1,6
0.5,10,5,TIMEOUT,12,1,7
0.5,10,6,TIMEOUT,12,0,8
0.5,10,7,TIMEOUT,12,0,9
0.5,10,8,TIMEOUT,12,0,10
0.5,10,9,RESOURCE_TAKEN,10,0,11
0.5,11,0,TIMEOUT,12,1,2
0.5,11,1,TIMEOUT,12,1,3
0.5,11,2,TIMEOUT,12,0,4
0.5,11,3,TIMEOUT,12,0,5
0.5,11,4,TIMEOUT,12,3,6
0.5,11,5,TIMEOUT,12,0,7
0.5,11,6,RESOURCE_TAKEN,12,0,8
0.5,11,7,TIMEOUT,12,0,9
0.5,11,8,TIMEOUT,12,2,10
0.5,11,9,TIMEOUT,12,1,11
0.5,12,0,TIMEOUT,12,1,2
0.5,12,1,TIMEOUT,12,1,3
0.5,12,2,TIMEOUT,12,1,4
0.5,12,3,TIMEOUT,12,2,5
0.5,12,4,TIMEOUT,12,0,6
0.5,12,5,TIMEOUT,12,1,7
0.5,12,6,TIMEOUT,12,1,8
0.5,12,7,TIMEOUT,12,1,9
0.5,12,8,RESOURCE_TAKEN,8,0,10
0.5,12,9,TIMEOUT,12,1,11
0.5,13,0,TIMEOUT,12,1,2
0.5,13,1,TIMEOUT,12,2,3
0.5,13,2,RESOURCE_TAKEN,9,0,4
0.5,13,3,TIMEOUT,12,2,5
0.5,13,4,TIMEOUT,12,0,6
0.5,13,5,TIMEOUT,12,0,7
0.5,13,6,TIMEOUT,12,2,8
0.5,13,7,TIMEOUT,12,0,9
0.5,13,8,TIMEOUT,12,0,10
0.5,13,9,TIMEOUT,12,2,11
0.5,14,0,TIMEOUT,12,1,2
0.5,14,1,TIMEOUT,12,0,3
0.5,14,2,TIMEOUT,12,0,4
0.5,14,3,TIMEOUT,12,0,5
0.5,14,4,TIMEOUT,12,0,6
0.5,14,5,TIMEOUT,12,0,7
0.5,14,6,TIMEOUT,12,1,8
0.5,14,7,TIMEOUT,12,1,9
0.5,14,8,RESOURCE_TAKEN,10,0,10
0.5,14,9,TIMEOUT,12,0,11
0.5,15,0,PARTNER_RESCUED,7,0,2
0.5,15,1,TIMEOUT,12,0,3
0.5,15,2,TIMEOUT,12,0,4
0.5,15,3,RESOURCE_TAKEN,11,0,5
0.5,15,4,TIMEOUT,12,0,6
0.5,15,5,TIMEOUT,12,0,7
0.5,15,6,TIMEOUT,12,0,8
0.5,15,7,TIMEOUT,12,0,9
0.5,15,8,TIMEOUT,12,0,10
0.5,15,9,TIMEOUT,12,0,11
0.5,16,0,TIMEOUT,12,1,2
0.5,16,1,TIMEOUT,12,1,3
0.5,16,2,TIMEOUT,12,0,4
0.5,16,3,RESOURCE_TAKEN,7,0,5
0.5,16,4,PARTNER_RESCUED,7,0,6
0.5,16,5,TIMEOUT,12,1,7
0.5,16,6,TIMEOUT,12,1,8
0.5,16,7,TIMEOUT,12,0,9
0.5,16,8,RESOURCE_TAKEN,12,2,10
0.5,16,9,PARTNER_RESCUED,7,0,11
0.5,17,0,TIMEOUT,12,0,2
0.5,17,1,TIMEOUT,12,1,3
0.5,17,2,TIMEOUT,12,4,4
0.5,17,3,TIMEOUT,12,0,5
0.5,17,4,RESOURCE_TAKEN,11,0,6
0.5,17,5,TIMEOUT,12,1,7
0.5,17,6,TIMEOUT,12,0,8
0.5,17,7,RESOURCE_TAKEN,12,0,9
0.5,17,8,TIMEOUT,12,1,10
0.5,17,9,TIMEOUT,12,0,11
0.5,18,0,PARTNER_DEAD,8,0,2
0.5,18,1,PARTNER_RESCUED,6,0,3
0.5,18,2,TIMEOUT,12,1,4
0.5,18,3,TIMEOUT,12,0,5
0.5,18,4,TIMEOUT,12,1,6
0.5,18,5,RESOURCE_TAKEN,12,0,7
