kappa,agent_id,episode_idx,outcome,steps_used,target_switches,n_memories
0.5,79,4,RESOURCE_TAKEN,10,0,6
0.5,79,5,TIMEOUT,12,2,7
0.5,79,6,TIMEOUT,12,2,8
0.5,79,7,TIMEOUT,12,2,9
0.5,79,8,TIMEOUT,12,0,10
0.5,79,9,TIMEOUT,12,0,11
0.5,80,0,TIMEOUT,12,2,2
0.5,80,1,TIMEOUT,12,0,3
0.5,80,2,TIMEOUT,12,2,4
0.5,80,3,TIMEOUT,12,1,5
0.5,80,4,TIMEOUT,12,1,6
0.5,80,5,TIMEOUT,12,1,7
0.5,80,6,TIMEOUT,12,1,8
0.5,80,7,RESOURCE_TAKEN,10,0,9
0.5,80,8,TIMEOUT,12,0,10
0.5,80,9,TIMEOUT,12,0,11
0.5,81,0,TIMEOUT,12,1,2
0.5,81,1,TIMEOUT,12,1,3
0.5,81,2,TIMEOUT,12,0,4
0.5,81,3,TIMEOUT,12,1,5
0.5,81,4,TIMEOUT,12,1,6
0.5,81,5,RESOURCE_TAKEN,10,0,7
0.5,81,6,TIMEOUT,12,0,8
0.5,81,7,TIMEOUT,12,2,9
0.5,81,8,TIMEOUT,12,2,10
0.5,81,9,TIMEOUT,12,3,11
0.5,82,0,PARTNER_RESCUED,7,0,2
0.5,82,1,TIMEOUT,12,1,3
0.5,82,2,TIMEOUT,12,0,4
0.5,82,3,TIMEOUT,12,0,5
0.5,82,4,RESOURCE_TAKEN,12,0,6
0.5,82,5,PARTNER_RESCUED,6,0,7
0.5,82,6,TIMEOUT,12,2,8
0.5,82,7,TIMEOUT,12,4,9
0.5,82,8,TIMEOUT,12,2,10
0.5,82,9,TIMEOUT,12,1,11
0.5,83,0,TIMEOUT,12,2,2
0.5,83,1,TIMEOUT,12,1,3
0.5,83,2,TIMEOUT,12,2,4
0.5,83,3,TIMEOUT,12,0,5
0.5,83,4,TIMEOUT,12,3,6
0.5,83,5,RESOURCE_TAKEN,9,0,7
0.5,83,6,TIMEOUT,12,1,8
0.5,83,7,TIMEOUT,12,1,9
0.5,83,8,TIMEOUT,12,0,10
0.5,83,9,TIMEOUT,12,2,11
0.5,84,0,TIMEOUT,12,1,2
0.5,84,1,TIMEOUT,12,1,3
0.5,84,2,TIMEOUT,12,2,4
0.5,84,3,TIMEOUT,12,2,5
0.5,84,4,RESOURCE_TAKEN,6,0,6
0.5,84,5,TIMEOUT,12,1,7
0.5,84,6,TIMEOUT,12,2,8
0.5,84,7,TIMEOUT,12,1,9
0.5,84,8,TIMEOUT,12,2,10
0.5,84,9,RESOURCE_TAKEN,9,0,11
0.5,85,0,TIMEOUT,12,1,2
0.5,85,1,TIMEOUT,12,3,3
0.5,85,2,RESOURCE_TAKEN,11,0,4
0.5,85,3,TIMEOUT,12,0,5
0.5,85,4,TIMEOUT,12,2,6
0.5,85,5,TIMEOUT,12,3,7
0.5,85,6,TIMEOUT,12,0,8
0.5,85,7,RESOURCE_TAKEN,6,0,9
0.5,85,8,TIMEOUT,12,1,10
0.5,85,9,TIMEOUT,12,2,11
0.5,86,0,TIMEOUT,12,0,2
0.5,86,1,TIMEOUT,12,0,3
0.5,86,2,RESOURCE_TAKEN,9,0,4
0.5,86,3,TIMEOUT,12,0,5
0.5,86,4,TIMEOUT,12,1,6
0.5,86,5,TIMEOUT,12,0,7
0.5,86,6,TIMEOUT,12,2,8
0.5,86,7,TIMEOUT,12,0,9
0.5,86,8,RESOURCE_TAKEN,8,0,10
0.5,86,9,TIMEOUT,12,0,11
0.5,87,0,TIMEOUT,12,2,2
0.5,87,1,TIMEOUT,12,1,3
0.5,87,2,TIMEOUT,12,0,4
0.5,87,3,TIMEOUT,12,1,5
0.5,87,4,RESOURCE_TAKEN,10,0,6
0.5,87,5,TIMEOUT,12,0,7
0.5,87,6,PARTNER_RESCUED,7,0,8
0.5,87,7,TIMEOUT,12,3,9
0.5,87,8,TIMEOUT,12,0,10
0.5,87,9,TIMEOUT,12,2,11
0.5,88,0,TIMEOUT,12,1,2
0.5,88,1,TIMEOUT,12,0,3
0.5,88,2,RESOURCE_TAKEN,12,0,4
0.5,88,3,TIMEOUT,12,1,5
0.5,88,4,TIMEOUT,12,2,6
0.5,88,5,TIMEOUT,12,2,7
0.5,88,6,RESOURCE_TAKEN,9,0,8
0.5,88,7,TIMEOUT,12,0,9
0.5,88,8,TIMEOUT,12,2,10
0.5,88,9,TIMEOUT,12,1,11
0.5,89,0,TIMEOUT,12,1,2
0.5,89,1,TIMEOUT,12,1,3
0.5,89,2,TIMEOUT,12,0,4
0.5,89,3,TIMEOUT,12,1,5
0.5,89,4,TIMEOUT,12,0,6
0.5,89,5,TIMEOUT,12,1,7
0.5,89,6,RESOURCE_TAKEN,10,0,8
0.5,89,7,TIMEOUT,12,0,9
0.5,89,8,TIMEOUT,12,0,10
0.5,89,9,TIMEOUT,12,0,11
0.5,90,0,TIMEOUT,12,1,2
0.5,90,1,TIMEOUT,12,0,3
0.5,90,2,TIMEOUT,12,2,4
0.5,90,3,TIMEOUT,12,1,5
0.5,90,4,RESOURCE_TAKEN,10,0,6
0.5,90,5,PARTNER_RESCUED,6,0,7
0.5,90,6,TIMEOUT,12,1,8
0.5,90,7,TIMEOUT,12,1,9
0.5,90,8,TIMEOUT,12,1,10
0.5,90,9,TIMEOUT,12,1,11
0.5,91,0,TIMEOUT,12,2,2
0.5,91,1,TIMEOUT,12,1,3
0.5,91,2,TIMEOUT,12,0,4
0.5,91,3,TIMEOUT,12,0,5
0.5,91,4,TIMEOUT,12,0,6
0.5,91,5,TIMEOUT,12,0,7
0.5,91,6,TIMEOUT,12,0,8
0.5,91,7,TIMEOUT,12,1,9
0.5,91,8,RESOURCE_TAKEN,12,0,10
0.5,91,9,TIMEOUT,12,1,11
0.5,92,0,TIMEOUT,12,0,2
0.5,92,1,RESOURCE_TAKEN,12,0,3
0.5,92,2,TIMEOUT,12,1,4
0.5,92,3,TIMEOUT,12,2,5
0.5,92,4,TIMEOUT,12,1,6
0.5,92,5,TIMEOUT,12,0,7
0.5,92,6,TIMEOUT,12,0,8
0.5,92,7,RESOURCE_TAKEN,12,0,9
0.5,92,8,TIMEOUT,12,1,10
0.5,92,9,TIMEOUT,12,0,11
0.5,93,0,TIMEOUT,12,0,2
0.5,93,1,RESOURCE_TAKEN,11,1,3
0.5,93,2,TIMEOUT,12,1,4
0.5,93,3,TIMEOUT,12,0,5
0.5,93,4,TIMEOUT,12,0,6
0.5,93,5,TIMEOUT,12,0,7
0.5,93,6,TIMEOUT,12,0,8
0.5,93,7,TIMEOUT,12,0,9
0.5,93,8,TIMEOUT,12,0,10
0.5,93,9,RESOURCE_TAKEN,12,0,11
0.5,94,0,TIMEOUT,12,1,2
0.5,94,1,TIMEOUT,12,2,3
0.5,94,2,TIMEOUT,12,0,4
0.5,94,3,RESOURCE_TAKEN,11,0,5
0.5,94,4,TIMEOUT,12,0,6
0.5,94,5,TIMEOUT,12,1,7
0.5,94,6,TIMEOUT,12,2,8
0.5,94,7,RESOURCE_TAKEN,10,0,9
0.5,94,8,PARTNER_RESCUED,6,0,10
0.5,94,9,TIMEOUT,12,2,11
0.5,95,0,TIMEOUT,12,1,2
0.5,95,1,TIMEOUT,12,0,3
0.5,95,2,RESOURCE_TAKEN,11,0,4
0.5,95,3,PARTNER_DEAD,8,1,5
0.5,95,4,TIMEOUT,12,0,6
0.5,95,5,TIMEOUT,12,0,7
0.5,95,6,TIMEOUT,12,1,8
0.5,95,7,TIMEOUT,12,2,9
0.5,95,8,TIMEOUT,12,0,10
0.5,95,9,TIMEOUT,12,2,11
0.5,96,0,TIMEOUT,12,0,2
0.5,96,1,TIMEOUT,12,0,3
0.5,96,2,TIMEOUT,12,0,4
0.5,96,3,RESOURCE_TAKEN,9,0,5
0.5,96,4,TIMEOUT,12,0,6
0.5,96,5,TIMEOUT,12,2,7
0.5,96,6,TIMEOUT,12,2,8
0.5,96,7,TIMEOUT,12,1,9
0.5,96,8,TIMEOUT,12,0,10
0.5,96,9,RESOURCE_TAKEN,11,0,11
0.5,97,0,TIMEOUT,12,1,2
0.5,97,1,TIMEOUT,12,0,3
0.5,97,2,TIMEOUT,12,0,4
0.5,97,3,TIMEOUT,12,0,5
0.5,97,4,TIMEOUT,12,0,6
0.5,97,5,RESOURCE_TAKEN,10,0,7
0.5,97,6,TIMEOUT,12,1,8
0.5,97,7,TIMEOUT,12,1,9
0.5,97,8,TIMEOUT,12,0,10
0.5,97,9,TIMEOUT,12,1,11
0.5,98,0,TIMEOUT,12,0,2
0.5,98,1,TIMEOUT,12,2,3
0.5,98,2,TIMEOUT,12,0,4
0.5,98,3,TIMEOUT,12,2,5
0.5,98,4,TIMEOUT,12,1,6
0.5,98,5,RESOURCE_TAKEN,11,0,7
0.5,98,6,TIMEOUT,12,1,8
0.5,98,7,TIMEOUT,12,0,9
0.5,98,8,TIMEOUT,12,0,10
0.5,98,9,TIMEOUT,12,0,11
0.5,99,0,TIMEOUT,12,1,2
0.5,99,1,TIMEOUT,12,2,3
0.5,99,2,RESOURCE_TAKEN,11,0,4
0.5,99,3,TIMEOUT,12,0,5
0.5,99,4,TIMEOUT,12,0,6
0.5,99,5,TIMEOUT,12,0,7
0.5,99,6,TIMEOUT,12,0,8
0.5,99,7,TIMEOUT,12,0,9
0.5,99,8,TIMEOUT,12,1,10
0.5,99,9,TIMEOUT,12,0,11
1.0,0,0,PARTNER_RESCUED,6,0,2
1.0,0,1,TIMEOUT,12,0,3
1.0,0,2,TIMEOUT,12,1,4
1.0,0,3,TIMEOUT,12,0,5
1.0,0,4,TIMEOUT,12,1,6
1.0,0,5,RESOURCE_TAKEN,12,0,7
1.0,0,6,PARTNER_RESCUED,6,0,8
1.0,0,7,PARTNER_RESCUED,7,0,9
1.0,0,8,PARTNER_RESCUED,7,0,10
1.0,0,9,TIMEOUT,12,1,11
1.0,1,0,PARTNER_RESCUED,6,0,2
1.0,1,1,TIMEOUT,12,2,3
1.0,1,2,TIMEOUT,12,0,4
1.0,1,3,TIMEOUT,12,0,5
1.0,1,4,TIMEOUT,12,0,6
1.0,1,5,RESOURCE_TAKEN,12,0,7
1.0,1,6,PARTNER_RESCUED,7,0,8
1.0,1,7,TIMEOUT,12,2,9
1.0,1,8,TIMEOUT,12,2,10
1.0,1,9,TIMEOUT,12,0,11
1.0,2,0,TIMEOUT,12,1,2
1.0,2,1,TIMEOUT,12,2,3
1.0,2,2,TIMEOUT,12,2,4
1.0,2,3,TIMEOUT,12,0,5
1.0,2,4,TIMEOUT,12,1,6
1.0,2,5,TIMEOUT,12,1,7
1.0,2,6,RESOURCE_TAKEN,11,0,8
1.0,2,7,PARTNER_RESCUED,6,0,9
1.0,2,8,PARTNER_RESCUED,6,0,10
1.0,2,9,TIMEOUT,12,1,11
1.0,3,0,PARTNER_RESCUED,6,0,2
1.0,3,1,TIMEOUT,12,2,3
1.0,3,2,TIMEOUT,12,2,4
1.0,3,3,TIMEOUT,12,2,5
1.0,3,4,TIMEOUT,12,1,6
1.0,3,5,TIMEOUT,12,2,7
1.0,3,6,RESOURCE_TAKEN,12,0,8
1.0,3,7,PARTNER_RESCUED,6,0,9
1.0,3,8,TIMEOUT,12,1,10
1.0,3,9,TIMEOUT,12,0,11
1.0,4,0,TIMEOUT,12,1,2
1.0,4,1,PARTNER_RESCUED,7,0,3
1.0,4,2,TIMEOUT,12,1,4
1.0,4,3,TIMEOUT,12,2,5
1.0,4,4,TIMEOUT,12,1,6
1.0,4,5,TIMEOUT,12,2,7
1.0,4,6,TIMEOUT,12,2,8
1.0,4,7,TIMEOUT,12,0,9
1.0,4,8,RESOURCE_TAKEN,9,0,10
1.0,4,9,PARTNER_RESCUED,7,0,11
1.0,5,0,TIMEOUT,12,0,2
1.0,5,1,TIMEOUT,12,0,3
1.0,5,2,TIMEOUT,12,2,4
1.0,5,3,TIMEOUT,12,1,5
1.0,5,4,TIMEOUT,12,0,6
1.0,5,5,RESOURCE_TAKEN,10,0,7
1.0,5,6,TIMEOUT,12,1,8
1.0,5,7,PARTNER_RESCUED,6,0,9
1.0,5,8,TIMEOUT,12,1,10
1.0,5,9,TIMEOUT,12,1,11
1.0,6,0,PARTNER_RESCUED,7,0,2
1.0,6,1,TIMEOUT,12,0,3
1.0,6,2,TIMEOUT,12,1,4
1.0,6,3,TIMEOUT,12,1,5
1.0,6,4,TIMEOUT,12,3,6
1.0,6,5,RESOURCE_TAKEN,12,0,7
1.0,6,6,PARTNER_RESCUED,6,0,8
1.0,6,7,PARTNER_RESCUED,7,0,9
1.0,6,8,TIMEOUT,12,0,10
1.0,6,9,TIMEOUT,12,0,11
1.0,7,0,PARTNER_RESCUED,7,0,2
1.0,7,1,TIMEOUT,12,0,3
1.0,7,2,TIMEOUT,12,2,4
1.0,7,3,PARTNER_DEAD,8,0,5
1.0,7,4,TIMEOUT,12,0,6
1.0,7,5,TIMEOUT,12,2,7
1.0,7,6,TIMEOUT,12,1,8
1.0,7,7,PARTNER_DEAD,9,1,9
1.0,7,8,PARTNER_RESCUED,7,0,10
1.0,7,9,TIMEOUT,12,0,11
1.0,8,0,PARTNER_RESCUED,6,0,2
1.0,8,1,TIMEOUT,12,2,3
1.0,8,2,TIMEOUT,12,2,4
1.0,8,3,TIMEOUT,12,2,5
1.0,8,4,TIMEOUT,12,1,6
1.0,8,5,TIMEOUT,12,0,7
1.0,8,6,TIMEOUT,12,2,8
1.0,8,7,TIMEOUT,12,2,9
1.0,8,8,TIMEOUT,12,0,10
1.0,8,9,TIMEOUT,12,1,11
1.0,9,0,TIMEOUT,12,1,2
1.0,9,1,TIMEOUT,12,2,3
1.0,9,2,TIMEOUT,12,1,4
1.0,9,3,TIMEOUT,12,0,5
1.0,9,4,TIMEOUT,12,0,6
1.0,9,5,RESOURCE_TAKEN,12,1,7
1.0,9,6,PARTNER_RESCUED,6,0,8
1.0,9,7,TIMEOUT,12,0,9
1.0,9,8,TIMEOUT,12,1,10
1.0,9,9,TIMEOUT,12,2,11
1.0,10,0,PARTNER_RESCUED,6,0,2
1.0,10,1,TIMEOUT,12,0,3
1.0,10,2,TIMEOUT,12,0,4
1.0,10,3,TIMEOUT,12,2,5
1.0,10,4,TIMEOUT,12,0,6
1.0,10,5,TIMEOUT,12,0,7
1.0,10,6,RESOURCE_TAKEN,11,0,8
1.0,10,7,PARTNER_RESCUED,6,0,9
1.0,10,8,TIMEOUT,12,1,10
1.0,10,9,PARTNER_RESCUED,7,0,11
1.0,11,0,PARTNER_RESCUED,6,0,2
1.0,11,1,TIMEOUT,12,1,3
1.0,11,2,TIMEOUT,12,0,4
1.0,11,3,TIMEOUT,12,2,5
1.0,11,4,TIMEOUT,12,2,6
1.0,11,5,TIMEOUT,12,1,7
1.0,11,6,TIMEOUT,12,1,8
1.0,11,7,TIMEOUT,12,0,9
1.0,11,8,TIMEOUT,12,0,10
1.0,11,9,RESOURCE_TAKEN,12,0,11
1.0,12,0,PARTNER_RESCUED,6,0,2
1.0,12,1,TIMEOUT,12,0,3
1.0,12,2,TIMEOUT,12,2,4
1.0,12,3,TIMEOUT,12,1,5
1.0,12,4,TIMEOUT,12,2,6
1.0,12,5,TIMEOUT,12,2,7
1.0,12,6,TIMEOUT,12,3,8
1.0,12,7,TIMEOUT,12,2,9
1.0,12,8,TIMEOUT,12,0,10
1.0,12,9,RESOURCE_TAKEN,8,0,11
1.0,13,0,TIMEOUT,12,1,2
1.0,13,1,TIMEOUT,12,1,3
1.0,13,2,TIMEOUT,12,2,4
1.0,13,3,TIMEOUT,12,0,5
1.0,13,4,PARTNER_DEAD,8,0,6
1.0,13,5,PARTNER_RESCUED,6,0,7
1.0,13,6,PARTNER_RESCUED,7,0,8
1.0,13,7,TIMEOUT,12,1,9
1.0,13,8,TIMEOUT,12,2,10
1.0,13,9,TIMEOUT,12,0,11
1.0,14,0,TIMEOUT,12,1,2
1.0,14,1,TIMEOUT,12,2,3
1.0,14,2,TIMEOUT,12,1,4
1.0,14,3,TIMEOUT,12,1,5
1.0,14,4,RESOURCE_TAKEN,11,1,6
1.0,14,5,PARTNER_RESCUED,6,0,7
1.0,14,6,TIMEOUT,12,1,8
1.0,14,7,PARTNER_RESCUED,7,0,9
1.0,14,8,PARTNER_RESCUED,7,0,10
1.0,14,9,TIMEOUT,12,2,11
1.0,15,0,TIMEOUT,12,1,2
1.0,15,1,TIMEOUT,12,1,3
1.0,15,2,TIMEOUT,12,2,4
1.0,15,3,TIMEOUT,12,0,5
1.0,15,4,TIMEOUT,12,0,6
1.0,15,5,TIMEOUT,12,0,7
1.0,15,6,TIMEOUT,12,0,8
1.0,15,7,TIMEOUT,12,0,9
1.0,15,8,TIMEOUT,12,0,10
1.0,15,9,TIMEOUT,12,2,11
1.0,16,0,PARTNER_RESCUED,6,0,2
1.0,16,1,PARTNER_RESCUED,6,0,3
1.0,16,2,TIMEOUT,12,0,4
1.0,16,3,TIMEOUT,12,0,5
1.0,16,4,TIMEOUT,12,1,6
1.0,16,5,TIMEOUT,12,1,7
1.0,16,6,PARTNER_RESCUED,6,0,8
1.0,16,7,TIMEOUT,12,0,9
1.0,16,8,TIMEOUT,12,0,10
1.0,16,9,TIMEOUT,12,2,11
1.0,17,0,PARTNER_RESCUED,7,0,2
1.0,17,1,TIMEOUT,12,2,3
1.0,17,2,TIMEOUT,12,0,4
1.0,17,3,TIMEOUT,12,2,5
1.0,17,4,TIMEOUT,12,2,6
1.0,17,5,TIMEOUT,12,1,7
1.0,17,6,TIMEOUT,12,2,8
1.0,17,7,TIMEOUT,12,0,9
1.0,17,8,TIMEOUT,12,1,10
1.0,17,9,TIMEOUT,12,1,11
1.0,18,0,TIMEOUT,12,0,2
1.0,18,1,TIMEOUT,12,0,3
1.0,18,2,TIMEOUT,12,1,4
1.0,18,3,RESOURCE_TAKEN,11,0,5
1.0,18,4,TIMEOUT,12,0,6
1.0,18,5,TIMEOUT,12,0,7
1.0,18,6,PARTNER_RESCUED,7,0,8
1.0,18,7,TIMEOUT,12,1,9
1.0,18,8,TIMEOUT,12,2,10
1.0,18,9,TIMEOUT,12,2,11
1.0,19,0,TIMEOUT,12,1,2
1.0,19,1,TIMEOUT,12,0,3
1.0,19,2,TIMEOUT,12,1,4
1.0,19,3,TIMEOUT,12,0,5
1.0,19,4,TIMEOUT,12,0,6
1.0,19,5,TIMEOUT,12,0,7
1.0,19,6,TIMEOUT,12,2,8
1.0,19,7,TIMEOUT,12,0,9
1.0,19,8,RESOURCE_TAKEN,12,0,10
1.0,19,9,PARTNER_RESCUED,6,0,11
1.0,20,0,TIMEOUT,12,1,2
1.0,20,1,TIMEOUT,12,2,3
1.0,20,2,TIMEOUT,12,1,4
1.0,20,3,TIMEOUT,12,1,5
1.0,20,4,TIMEOUT,12,2,6
1.0,20,5,TIMEOUT,12,0,7
1.0,20,6,TIMEOUT,12,1,8
1.0,20,7,TIMEOUT,12,2,9
1.0,20,8,TIMEOUT,12,2,10
1.0,20,9,TIMEOUT,12,0,11
1.0,21,0,PARTNER_RESCUED,6,0,2
1.0,21,1,TIMEOUT,12,1,3
1.0,21,2,TIMEOUT,12,2,4
1.0,21,3,RESOURCE_TAKEN,11,0,5
1.0,21,4,PARTNER_RESCUED,7,0,6
1.0,21,5,TIMEOUT,12,0,7
1.0,21,6,TIMEOUT,12,1,8
1.0,21,7,TIMEOUT,12,0,9
1.0,21,8,TIMEOUT,12,2,10
1.0,21,9,TIMEOUT,12,0,11
1.0,22,0,PARTNER_RESCUED,6,0,2
1.0,22,1,TIMEOUT,12,0,3
1.0,22,2,TIMEOUT,12,0,4
1.0,22,3,TIMEOUT,12,2,5
1.0,22,4,TIMEOUT,12,1,6
1.0,22,5,TIMEOUT,12,2,7
1.0,22,6,TIMEOUT,12,0,8
1.0,22,7,TIMEOUT,12,1,9
1.0,22,8,RESOURCE_TAKEN,9,0,10
1.0,22,9,PARTNER_RESCUED,6,0,11
1.0,23,0,PARTNER_RESCUED,6,0,2
1.0,23,1,PARTNER_RESCUED,7,0,3
1.0,23,2,TIMEOUT,12,1,4
1.0,23,3,TIMEOUT,12,1,5
1.0,23,4,TIMEOUT,12,3,6
1.0,23,5,TIMEOUT,12,1,7
1.0,23,6,TIMEOUT,12,2,8
1.0,23,7,TIMEOUT,12,1,9
1.0,23,8,TIMEOUT,12,3,10
1.0,23,9,TIMEOUT,12,1,11
1.0,24,0,PARTNER_RESCUED,7,0,2
1.0,24,1,TIMEOUT,12,1,3
1.0,24,2,TIMEOUT,12,1,4
1.0,24,3,TIMEOUT,12,0,5
1.0,24,4,TIMEOUT,12,0,6
1.0,24,5,TIMEOUT,12,1,7
1.0,24,6,TIMEOUT,12,0,8
1.0,24,7,TIMEOUT,12,0,9
1.0,24,8,TIMEOUT,12,2,10
1.0,24,9,TIMEOUT,12,0,11
1.0,25,0,TIMEOUT,12,1,2
1.0,25,1,TIMEOUT,12,0,3
1.0,25,2,RESOURCE_TAKEN,11,0,4
1.0,25,3,PARTNER_RESCUED,6,0,5
1.0,25,4,PARTNER_RESCUED,6,0,6
1.0,25,5,TIMEOUT,12,1,7
1.0,25,6,TIMEOUT,12,1,8
1.0,25,7,TIMEOUT,12,0,9
1.0,25,8,TIMEOUT,12,0,10
1.0,25,9,TIMEOUT,12,1,11
1.0,26,0,PARTNER_RESCUED,6,0,2
1.0,26,1,PARTNER_RESCUED,7,0,3
1.0,26,2,TIMEOUT,12,1,4
1.0,26,3,TIMEOUT,12,0,5
1.0,26,4,TIMEOUT,12,0,6
1.0,26,5,RESOURCE_TAKEN,11,0,7
1.0,26,6,PARTNER_RESCUED,6,0,8
1.0,26,7,PARTNER_RESCUED,6,0,9
1.0,26,8,PARTNER_RESCUED,7,0,10
1.0,26,9,TIMEOUT,12,1,11
1.0,27,0,TIMEOUT,12,1,2
1.0,27,1,TIMEOUT,12,0,3
1.0,27,2,TIMEOUT,12,2,4
1.0,27,3,TIMEOUT,12,1,5
1.0,27,4,RESOURCE_TAKEN,12,1,6
1.0,27,5,PARTNER_RESCUED,7,0,7
1.0,27,6,PARTNER_RESCUED,6,0,8
1.0,27,7,TIMEOUT,12,1,9
1.0,27,8,TIMEOUT,12,3,10
1.0,27,9,TIMEOUT,12,1,11
1.0,28,0,PARTNER_RESCUED,6,0,2
1.0,28,1,TIMEOUT,12,0,3
1.0,28,2,TIMEOUT,12,0,4
1.0,28,3,TIMEOUT,12,1,5
1.0,28,4,TIMEOUT,12,0,6
1.0,28,5,RESOURCE_TAKEN,11,0,7
1.0,28,6,PARTNER_RESCUED,7,0,8
1.0,28,7,TIMEOUT,12,1,9
1.0,28,8,TIMEOUT,12,1,10
1.0,28,9,TIMEOUT,12,1,11
1.0,29,0,PARTNER_DEAD,9,1,2
1.0,29,1,PARTNER_RESCUED,6,0,3
1.0,29,2,TIMEOUT,12,2,4
1.0,29,3,TIMEOUT,12,1,5
1.0,29,4,TIMEOUT,12,0,6
1.0,29,5,TIMEOUT,12,2,7
1.0,29,6,TIMEOUT,12,2,8
1.0,29,7,TIMEOUT,12,1,9
1.0,29,8,TIMEOUT,12,0,10
1.0,29,9,TIMEOUT,12,1,11
1.0,30,0,TIMEOUT,12,1,2
1.0,30,1,TIMEOUT,12,2,3
1.0,30,2,RESOURCE_TAKEN,12,0,4
1.0,30,3,PARTNER_RESCUED,6,0,5
1.0,30,4,TIMEOUT,12,0,6
1.0,30,5,PARTNER_RESCUED,7,0,7
1.0,30,6,TIMEOUT,12,2,8
1.0,30,7,TIMEOUT,12,1,9
1.0,30,8,RESOURCE_TAKEN,12,0,10
1.0,30,9,PARTNER_RESCUED,6,0,11
1.0,31,0,TIMEOUT,12,1,2
1.0,31,1,TIMEOUT,12,0,3
1.0,31,2,TIMEOUT,12,1,4
1.0,31,3,TIMEOUT,12,1,5
1.0,31,4,TIMEOUT,12,0,6
1.0,31,5,TIMEOUT,12,0,7
1.0,31,6,TIMEOUT,12,0,8
1.0,31,7,TIMEOUT,12,1,9
1.0,31,8,TIMEOUT,12,0,10
1.0,31,9,TIMEOUT,12,2,11
1.0,32,0,PARTNER_RESCUED,7,0,2
1.0,32,1,TIMEOUT,12,0,3
1.0,32,2,TIMEOUT,12,0,4
1.0,32,3,TIMEOUT,12,1,5
1.0,32,4,RESOURCE_TAKEN,10,0,6
1.0,32,5,PARTNER_RESCUED,6,0,7
1.0,32,6,PARTNER_RESCUED,7,0,8
1.0,32,7,PARTNER_RESCUED,6,0,9
1.0,32,8,PARTNER_RESCUED,6,0,10
1.0,32,9,TIMEOUT,12,2,11
1.0,33,0,PARTNER_RESCUED,7,0,2
1.0,33,1,PARTNER_RESCUED,7,0,3
1.0,33,2,TIMEOUT,12,1,4
1.0,33,3,TIMEOUT,12,0,5
1.0,33,4,TIMEOUT,12,0,6
1.0,33,5,RESOURCE_TAKEN,10,0,7
1.0,33,6,TIMEOUT,12,1,8
1.0,33,7,TIMEOUT,12,2,9
1.0,33,8,TIMEOUT,12,2,10
1.0,33,9,TIMEOUT,12,2,11
1.0,34,0,PARTNER_RESCUED,6,0,2
1.0,34,1,TIMEOUT,12,0,3
1.0,34,2,TIMEOUT,12,0,4
1.0,34,3,TIMEOUT,12,1,5
1.0,34,4,TIMEOUT,12,1,6
1.0,34,5,TIMEOUT,12,1,7
1.0,34,6,TIMEOUT,12,3,8
1.0,34,7,RESOURCE_TAKEN,8,0,9
1.0,34,8,PARTNER_RESCUED,6,0,10
1.0,34,9,PARTNER_RESCUED,6,0,11
1.0,35,0,PARTNER_RESCUED,7,0,2
1.0,35,1,TIMEOUT,12,0,3
1.0,35,2,TIMEOUT,12,1,4
1.0,35,3,TIMEOUT,12,0,5
1.0,35,4,RESOURCE_TAKEN,10,0,6
1.0,35,5,PARTNER_RESCUED,7,0,7
1.0,35,6,TIMEOUT,12,1,8
1.0,35,7,TIMEOUT,12,0,9
1.0,35,8,TIMEOUT,12,1,10
1.0,35,9,TIMEOUT,12,2,11
1.0,36,0,PARTNER_RESCUED,7,0,2
1.0,36,1,TIMEOUT,12,1,3
1.0,36,2,TIMEOUT,12,1,4
1.0,36,3,TIMEOUT,12,0,5
1.0,36,4,TIMEOUT,12,0,6
1.0,36,5,TIMEOUT,12,2,7
1.0,36,6,TIMEOUT,12,3,8
1.0,36,7,TIMEOUT,12,0,9
1.0,36,8,TIMEOUT,12,1,10
1.0,36,9,TIMEOUT,12,0,11
1.0,37,0,TIMEOUT,12,1,2
1.0,37,1,TIMEOUT,12,0,3
1.0,37,2,TIMEOUT,12,0,4
1.0,37,3,TIMEOUT,12,0,5
1.0,37,4,TIMEOUT,12,0,6
1.0,37,5,TIMEOUT,12,0,7
1.0,37,6,RESOURCE_TAKEN,12,1,8
1.0,37,7,PARTNER_RESCUED,6,0,9
1.0,37,8,TIMEOUT,12,1,10
1.0,37,9,TIMEOUT,12,1,11
1.0,38,0,PARTNER_RESCUED,7,0,2
1.0,38,1,TIMEOUT,12,1,3
1.0,38,2,TIMEOUT,12,0,4
1.0,38,3,TIMEOUT,12,1,5
1.0,38,4,RESOURCE_TAKEN,12,0,6
1.0,38,5,TIMEOUT,12,1,7
1.0,38,6,PARTNER_RESCUED,6,0,8
1.0,38,7,PARTNER_DEAD,8,0,9
1.0,38,8,TIMEOUT,12,1,10
1.0,38,9,TIMEOUT,12,0,11
1.0,39,0,PARTNER_RESCUED,6,0,2
1.0,39,1,TIMEOUT,12,1,3
1.0,39,2,TIMEOUT,12,1,4
1.0,39,3,TIMEOUT,12,0,5
1.0,39,4,TIMEOUT,12,2,6
1.0,39,5,TIMEOUT,12,0,7
1.0,39,6,TIMEOUT,12,0,8
1.0,39,7,RESOURCE_TAKEN,11,0,9
1.0,39,8,PARTNER_RESCUED,6,0,10
