kappa,softmax_temp,agent_id,outcome,rescued,resource,partner_dead,timeout,steps_used,target_switches
0.25,0.15,15,TIMEOUT,0,0,0,1,12,0
0.25,0.15,16,TIMEOUT,0,0,0,1,12,1
0.25,0.15,17,TIMEOUT,0,0,0,1,12,0
0.25,0.15,18,TIMEOUT,0,0,0,1,12,2
0.25,0.15,19,TIMEOUT,0,0,0,1,12,0
0.25,0.15,20,TIMEOUT,0,0,0,1,12,1
0.25,0.15,21,TIMEOUT,0,0,0,1,12,1
0.25,0.15,22,TIMEOUT,0,0,0,1,12,0
0.25,0.15,23,TIMEOUT,0,0,0,1,12,1
0.25,0.15,24,TIMEOUT,0,0,0,1,12,2
0.25,0.15,25,TIMEOUT,0,0,0,1,12,0
0.25,0.15,26,TIMEOUT,0,0,0,1,12,1
0.25,0.15,27,TIMEOUT,0,0,0,1,12,2
0.25,0.15,28,TIMEOUT,0,0,0,1,12,1
0.25,0.15,29,PARTNER_RESCUED,1,0,0,0,7,0
0.25,0.15,30,TIMEOUT,0,0,0,1,12,1
0.25,0.15,31,TIMEOUT,0,0,0,1,12,1
0.25,0.15,32,TIMEOUT,0,0,0,1,12,2
0.25,0.15,33,TIMEOUT,0,0,0,1,12,1
0.25,0.15,34,TIMEOUT,0,0,0,1,12,1
0.25,0.15,35,TIMEOUT,0,0,0,1,12,2
0.25,0.15,36,TIMEOUT,0,0,0,1,12,2
0.25,0.15,37,TIMEOUT,0,0,0,1,12,2
0.25,0.15,38,TIMEOUT,0,0,0,1,12,0
0.25,0.15,39,TIMEOUT,0,0,0,1,12,0
0.25,0.15,40,TIMEOUT,0,0,0,1,12,0
0.25,0.15,41,TIMEOUT,0,0,0,1,12,1
0.25,0.15,42,TIMEOUT,0,0,0,1,12,2
0.25,0.15,43,TIMEOUT,0,0,0,1,12,1
0.25,0.15,44,TIMEOUT,0,0,0,1,12,1
0.25,0.15,45,TIMEOUT,0,0,0,1,12,2
0.25,0.15,46,TIMEOUT,0,0,0,1,12,3
0.25,0.15,47,TIMEOUT,0,0,0,1,12,2
0.25,0.15,48,TIMEOUT,0,0,0,1,12,2
0.25,0.15,49,TIMEOUT,0,0,0,1,12,2
0.25,0.15,50,TIMEOUT,0,0,0,1,12,0
0.25,0.15,51,TIMEOUT,0,0,0,1,12,0
0.25,0.15,52,TIMEOUT,0,0,0,1,12,2
0.25,0.15,53,TIMEOUT,0,0,0,1,12,1
0.25,0.15,54,TIMEOUT,0,0,0,1,12,3
0.25,0.15,55,TIMEOUT,0,0,0,1,12,2
0.25,0.15,56,TIMEOUT,0,0,0,1,12,2
0.25,0.15,57,TIMEOUT,0,0,0,1,12,0
0.25,0.15,58,TIMEOUT,0,0,0,1,12,2
0.25,0.15,59,TIMEOUT,0,0,0,1,12,1
0.25,0.3,0,TIMEOUT,0,0,0,1,12,1
0.25,0.3,1,TIMEOUT,0,0,0,1,12,1
0.25,0.3,2,TIMEOUT,0,0,0,1,12,0
0.25,0.3,3,TIMEOUT,0,0,0,1,12,0
0.25,0.3,4,TIMEOUT,0,0,0,1,12,0
0.25,0.3,5,TIMEOUT,0,0,0,1,12,0
0.25,0.3,6,TIMEOUT,0,0,0,1,12,0
0.25,0.3,7,TIMEOUT,0,0,0,1,12,0
0.25,0.3,8,TIMEOUT,0,0,0,1,12,2
0.25,0.3,9,TIMEOUT,0,0,0,1,12,0
0.25,0.3,10,TIMEOUT,0,0,0,1,12,0
0.25,0.3,11,TIMEOUT,0,0,0,1,12,1
0.25,0.3,12,TIMEOUT,0,0,0,1,12,1
0.25,0.3,13,TIMEOUT,0,0,0,1,12,0
0.25,0.3,14,TIMEOUT,0,0,0,1,12,0
0.25,0.3,15,TIMEOUT,0,0,0,1,12,1
0.25,0.3,16,PARTNER_RESCUED,1,0,0,0,7,0
0.25,0.3,17,TIMEOUT,0,0,0,1,12,1
0.25,0.3,18,TIMEOUT,0,0,0,1,12,0
0.25,0.3,19,TIMEOUT,0,0,0,1,12,1
0.25,0.3,20,TIMEOUT,0,0,0,1,12,3
0.25,0.3,21,TIMEOUT,0,0,0,1,12,3
0.25,0.3,22,TIMEOUT,0,0,0,1,12,2
0.25,0.3,23,TIMEOUT,0,0,0,1,12,2
0.25,0.3,24,RESOURCE_TAKEN,0,1,0,0,12,0
0.25,0.3,25,TIMEOUT,0,0,0,1,12,1
0.25,0.3,26,TIMEOUT,0,0,0,1,12,0
0.25,0.3,27,TIMEOUT,0,0,0,1,12,0
0.25,0.3,28,TIMEOUT,0,0,0,1,12,0
0.25,0.3,29,TIMEOUT,0,0,0,1,12,0
0.25,0.3,30,TIMEOUT,0,0,0,1,12,2
0.25,0.3,31,TIMEOUT,0,0,0,1,12,0
0.25,0.3,32,TIMEOUT,0,0,0,1,12,0
0.25,0.3,33,TIMEOUT,0,0,0,1,12,1
0.25,0.3,34,TIMEOUT,0,0,0,1,12,0
0.25,0.3,35,TIMEOUT,0,0,0,1,12,0
0.25,0.3,36,TIMEOUT,0,0,0,1,12,0
0.25,0.3,37,TIMEOUT,0,0,0,1,12,3
0.25,0.3,38,RESOURCE_TAKEN,0,1,0,0,10,0
0.25,0.3,39,TIMEOUT,0,0,0,1,12,2
0.25,0.3,40,TIMEOUT,0,0,0,1,12,2
0.25,0.3,41,TIMEOUT,0,0,0,1,12,1
0.25,0.3,42,TIMEOUT,0,0,0,1,12,2
0.25,0.3,43,TIMEOUT,0,0,0,1,12,0
0.25,0.3,44,TIMEOUT,0,0,0,1,12,0
0.25,0.3,45,TIMEOUT,0,0,0,1,12,1
0.25,0.3,46,TIMEOUT,0,0,0,1,12,1
0.25,0.3,47,TIMEOUT,0,0,0,1,12,0
0.25,0.3,48,TIMEOUT,0,0,0,1,12,2
0.25,0.3,49,TIMEOUT,0,0,0,1,12,0
0.25,0.3,50,TIMEOUT,0,0,0,1,12,0
0.25,0.3,51,TIMEOUT,0,0,0,1,12,2
0.25,0.3,52,TIMEOUT,0,0,0,1,12,0
0.25,0.3,53,TIMEOUT,0,0,0,1,12,0
0.25,0.3,54,TIMEOUT,0,0,0,1,12,0
0.25,0.3,55,TIMEOUT,0,0,0,1,12,0
0.25,0.3,56,TIMEOUT,0,0,0,1,12,2
0.25,0.3,57,TIMEOUT,0,0,0,1,12,2
0.25,0.3,58,TIMEOUT,0,0,0,1,12,1
0.25,0.3,59,TIMEOUT,0,0,0,1,12,0
0.25,0.6,0,TIMEOUT,0,0,0,1,12,2
0.25,0.6,1,TIMEOUT,0,0,0,1,12,1
0.25,0.6,2,TIMEOUT,0,0,0,1,12,1
0.25,0.6,3,TIMEOUT,0,0,0,1,12,0
0.25,0.6,4,TIMEOUT,0,0,0,1,12,0
0.25,0.6,5,TIMEOUT,0,0,0,1,12,1
0.25,0.6,6,TIMEOUT,0,0,0,1,12,0
0.25,0.6,7,TIMEOUT,0,0,0,1,12,0
0.25,0.6,8,TIMEOUT,0,0,0,1,12,1
0.25,0.6,9,TIMEOUT,0,0,0,1,12,2
0.25,0.6,10,TIMEOUT,0,0,0,1,12,1
0.25,0.6,11,TIMEOUT,0,0,0,1,12,0
0.25,0.6,12,TIMEOUT,0,0,0,1,12,2
0.25,0.6,13,TIMEOUT,0,0,0,1,12,1
0.25,0.6,14,TIMEOUT,0,0,0,1,12,0
0.25,0.6,15,TIMEOUT,0,0,0,1,12,1
0.25,0.6,16,TIMEOUT,0,0,0,1,12,1
0.25,0.6,17,TIMEOUT,0,0,0,1,12,1
0.25,0.6,18,TIMEOUT,0,0,0,1,12,0
0.25,0.6,19,TIMEOUT,0,0,0,1,12,2
0.25,0.6,20,TIMEOUT,0,0,0,1,12,2
0.25,0.6,21,TIMEOUT,0,0,0,1,12,0
0.25,0.6,22,TIMEOUT,0,0,0,1,12,1
0.25,0.6,23,RESOURCE_TAKEN,0,1,0,0,11,0
0.25,0.6,24,TIMEOUT,0,0,0,1,12,1
0.25,0.6,25,TIMEOUT,0,0,0,1,12,0
0.25,0.6,26,TIMEOUT,0,0,0,1,12,0
0.25,0.6,27,TIMEOUT,0,0,0,1,12,0
0.25,0.6,28,TIMEOUT,0,0,0,1,12,0
0.25,0.6,29,TIMEOUT,0,0,0,1,12,2
0.25,0.6,30,TIMEOUT,0,0,0,1,12,2
0.25,0.6,31,TIMEOUT,0,0,0,1,12,0
0.25,0.6,32,TIMEOUT,0,0,0,1,12,2
0.25,0.6,33,PARTNER_DEAD,0,0,1,0,10,1
0.25,0.6,34,TIMEOUT,0,0,0,1,12,0
0.25,0.6,35,TIMEOUT,0,0,0,1,12,2
0.25,0.6,36,TIMEOUT,0,0,0,1,12,0
0.25,0.6,37,TIMEOUT,0,0,0,1,12,0
0.25,0.6,38,TIMEOUT,0,0,0,1,12,0
0.25,0.6,39,TIMEOUT,0,0,0,1,12,1
0.25,0.6,40,TIMEOUT,0,0,0,1,12,0
0.25,0.6,41,RESOURCE_TAKEN,0,1,0,0,10,0
0.25,0.6,42,TIMEOUT,0,0,0,1,12,0
0.25,0.6,43,TIMEOUT,0,0,0,1,12,2
0.25,0.6,44,TIMEOUT,0,0,0,1,12,2
0.25,0.6,45,TIMEOUT,0,0,0,1,12,1
0.25,0.6,46,TIMEOUT,0,0,0,1,12,2
0.25,0.6,47,TIMEOUT,0,0,0,1,12,0
0.25,0.6,48,TIMEOUT,0,0,0,1,12,1
0.25,0.6,49,TIMEOUT,0,0,0,1,12,3
0.25,0.6,50,RESOURCE_TAKEN,0,1,0,0,12,0
0.25,0.6,51,TIMEOUT,0,0,0,1,12,1
0.25,0.6,52,TIMEOUT,0,0,0,1,12,0
0.25,0.6,53,TIMEOUT,0,0,0,1,12,1
0.25,0.6,54,TIMEOUT,0,0,0,1,12,0
0.25,0.6,55,TIMEOUT,0,0,0,1,12,0
0.25,0.6,56,TIMEOUT,0,0,0,1,12,0
0.25,0.6,57,TIMEOUT,0,0,0,1,12,0
0.25,0.6,58,PARTNER_RESCUED,1,0,0,0,6,0
0.25,0.6,59,TIMEOUT,0,0,0,1,12,0
0.5,0.01,0,TIMEOUT,0,0,0,1,12,1
0.5,0.01,1,TIMEOUT,0,0,0,1,12,1
0.5,0.01,2,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,3,TIMEOUT,0,0,0,1,12,1
0.5,0.01,4,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,5,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,6,TIMEOUT,0,0,0,1,12,1
0.5,0.01,7,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,8,TIMEOUT,0,0,0,1,12,1
0.5,0.01,9,TIMEOUT,0,0,0,1,12,1
0.5,0.01,10,TIMEOUT,0,0,0,1,12,1
0.5,0.01,11,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,12,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.01,13,TIMEOUT,0,0,0,1,12,1
0.5,0.01,14,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,15,TIMEOUT,0,0,0,1,12,1
0.5,0.01,16,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,17,TIMEOUT,0,0,0,1,12,1
0.5,0.01,18,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,19,TIMEOUT,0,0,0,1,12,1
0.5,0.01,20,TIMEOUT,0,0,0,1,12,1
0.5,0.01,21,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,22,TIMEOUT,0,0,0,1,12,1
0.5,0.01,23,TIMEOUT,0,0,0,1,12,1
0.5,0.01,24,TIMEOUT,0,0,0,1,12,1
0.5,0.01,25,TIMEOUT,0,0,0,1,12,1
0.5,0.01,26,TIMEOUT,0,0,0,1,12,1
0.5,0.01,27,TIMEOUT,0,0,0,1,12,1
0.5,0.01,28,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,29,TIMEOUT,0,0,0,1,12,1
0.5,0.01,30,TIMEOUT,0,0,0,1,12,1
0.5,0.01,31,TIMEOUT,0,0,0,1,12,1
0.5,0.01,32,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,33,TIMEOUT,0,0,0,1,12,1
0.5,0.01,34,TIMEOUT,0,0,0,1,12,1
0.5,0.01,35,TIMEOUT,0,0,0,1,12,1
0.5,0.01,36,TIMEOUT,0,0,0,1,12,1
0.5,0.01,37,TIMEOUT,0,0,0,1,12,1
0.5,0.01,38,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,39,TIMEOUT,0,0,0,1,12,1
0.5,0.01,40,TIMEOUT,0,0,0,1,12,1
0.5,0.01,41,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,42,TIMEOUT,0,0,0,1,12,1
0.5,0.01,43,TIMEOUT,0,0,0,1,12,1
0.5,0.01,44,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,45,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,46,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,47,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,48,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,49,TIMEOUT,0,0,0,1,12,1
0.5,0.01,50,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,51,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,52,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,53,TIMEOUT,0,0,0,1,12,1
0.5,0.01,54,TIMEOUT,0,0,0,1,12,1
0.5,0.01,55,TIMEOUT,0,0,0,1,12,1
0.5,0.01,56,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.01,57,TIMEOUT,0,0,0,1,12,1
0.5,0.01,58,TIMEOUT,0,0,0,1,12,1
0.5,0.01,59,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.05,0,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.05,1,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.05,2,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.05,3,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.05,4,TIMEOUT,0,0,0,1,12,1
0.5,0.05,5,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.05,6,TIMEOUT,0,0,0,1,12,1
0.5,0.05,7,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.05,8,TIMEOUT,0,0,0,1,12,1
0.5,0.05,9,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.05,10,TIMEOUT,0,0,0,1,12,2
0.5,0.05,11,TIMEOUT,0,0,0,1,12,1
0.5,0.05,12,TIMEOUT,0,0,0,1,12,0
0.5,0.05,13,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.05,14,TIMEOUT,0,0,0,1,12,1
0.5,0.05,15,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.05,16,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.05,17,TIMEOUT,0,0,0,1,12,1
0.5,0.05,18,TIMEOUT,0,0,0,1,12,1
0.5,0.05,19,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.05,20,TIMEOUT,0,0,0,1,12,1
0.5,0.05,21,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.05,22,TIMEOUT,0,0,0,1,12,1
0.5,0.05,23,TIMEOUT,0,0,0,1,12,2
0.5,0.05,24,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.05,25,TIMEOUT,0,0,0,1,12,1
0.5,0.05,26,TIMEOUT,0,0,0,1,12,1
0.5,0.05,27,TIMEOUT,0,0,0,1,12,1
0.5,0.05,28,TIMEOUT,0,0,0,1,12,1
0.5,0.05,29,TIMEOUT,0,0,0,1,12,0
0.5,0.05,30,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.05,31,TIMEOUT,0,0,0,1,12,0
0.5,0.05,32,TIMEOUT,0,0,0,1,12,1
0.5,0.05,33,TIMEOUT,0,0,0,1,12,1
0.5,0.05,34,TIMEOUT,0,0,0,1,12,1
0.5,0.05,35,TIMEOUT,0,0,0,1,12,1
0.5,0.05,36,TIMEOUT,0,0,0,1,12,1
0.5,0.05,37,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.05,38,TIMEOUT,0,0,0,1,12,1
0.5,0.05,39,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.05,40,TIMEOUT,0,0,0,1,12,1
0.5,0.05,41,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.05,42,TIMEOUT,0,0,0,1,12,1
0.5,0.05,43,TIMEOUT,0,0,0,1,12,0
0.5,0.05,44,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.05,45,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.05,46,TIMEOUT,0,0,0,1,12,1
0.5,0.05,47,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.05,48,TIMEOUT,0,0,0,1,12,0
0.5,0.05,49,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.05,50,TIMEOUT,0,0,0,1,12,0
0.5,0.05,51,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.05,52,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.05,53,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.05,54,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.05,55,TIMEOUT,0,0,0,1,12,1
0.5,0.05,56,TIMEOUT,0,0,0,1,12,1
0.5,0.05,57,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.05,58,TIMEOUT,0,0,0,1,12,1
0.5,0.05,59,TIMEOUT,0,0,0,1,12,1
0.5,0.15,0,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.15,1,PARTNER_DEAD,0,0,1,0,9,0
0.5,0.15,2,TIMEOUT,0,0,0,1,12,2
0.5,0.15,3,TIMEOUT,0,0,0,1,12,0
0.5,0.15,4,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.15,5,TIMEOUT,0,0,0,1,12,1
0.5,0.15,6,TIMEOUT,0,0,0,1,12,2
0.5,0.15,7,TIMEOUT,0,0,0,1,12,0
0.5,0.15,8,PARTNER_DEAD,0,0,1,0,8,0
0.5,0.15,9,TIMEOUT,0,0,0,1,12,2
0.5,0.15,10,TIMEOUT,0,0,0,1,12,1
0.5,0.15,11,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.15,12,TIMEOUT,0,0,0,1,12,1
0.5,0.15,13,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.15,14,TIMEOUT,0,0,0,1,12,0
0.5,0.15,15,TIMEOUT,0,0,0,1,12,2
0.5,0.15,16,TIMEOUT,0,0,0,1,12,1
0.5,0.15,17,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.15,18,TIMEOUT,0,0,0,1,12,0
0.5,0.15,19,TIMEOUT,0,0,0,1,12,0
0.5,0.15,20,TIMEOUT,0,0,0,1,12,1
0.5,0.15,21,TIMEOUT,0,0,0,1,12,2
0.5,0.15,22,TIMEOUT,0,0,0,1,12,0
0.5,0.15,23,TIMEOUT,0,0,0,1,12,0
0.5,0.15,24,TIMEOUT,0,0,0,1,12,1
0.5,0.15,25,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.15,26,TIMEOUT,0,0,0,1,12,1
0.5,0.15,27,TIMEOUT,0,0,0,1,12,1
0.5,0.15,28,TIMEOUT,0,0,0,1,12,1
0.5,0.15,29,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.15,30,TIMEOUT,0,0,0,1,12,2
0.5,0.15,31,TIMEOUT,0,0,0,1,12,2
0.5,0.15,32,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.15,33,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.15,34,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.15,35,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.15,36,TIMEOUT,0,0,0,1,12,1
0.5,0.15,37,TIMEOUT,0,0,0,1,12,1
0.5,0.15,38,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.15,39,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.15,40,TIMEOUT,0,0,0,1,12,0
0.5,0.15,41,TIMEOUT,0,0,0,1,12,0
0.5,0.15,42,TIMEOUT,0,0,0,1,12,1
0.5,0.15,43,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.15,44,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.15,45,TIMEOUT,0,0,0,1,12,1
0.5,0.15,46,TIMEOUT,0,0,0,1,12,1
0.5,0.15,47,TIMEOUT,0,0,0,1,12,2
0.5,0.15,48,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.15,49,TIMEOUT,0,0,0,1,12,1
0.5,0.15,50,TIMEOUT,0,0,0,1,12,0
0.5,0.15,51,TIMEOUT,0,0,0,1,12,0
0.5,0.15,52,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.15,53,TIMEOUT,0,0,0,1,12,0
0.5,0.15,54,TIMEOUT,0,0,0,1,12,1
0.5,0.15,55,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.15,56,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.15,57,TIMEOUT,0,0,0,1,12,0
0.5,0.15,58,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.15,59,TIMEOUT,0,0,0,1,12,1
0.5,0.3,0,TIMEOUT,0,0,0,1,12,1
0.5,0.3,1,TIMEOUT,0,0,0,1,12,2
0.5,0.3,2,TIMEOUT,0,0,0,1,12,0
0.5,0.3,3,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.3,4,TIMEOUT,0,0,0,1,12,1
0.5,0.3,5,TIMEOUT,0,0,0,1,12,1
0.5,0.3,6,TIMEOUT,0,0,0,1,12,0
0.5,0.3,7,TIMEOUT,0,0,0,1,12,1
0.5,0.3,8,TIMEOUT,0,0,0,1,12,1
0.5,0.3,9,TIMEOUT,0,0,0,1,12,1
0.5,0.3,10,TIMEOUT,0,0,0,1,12,1
0.5,0.3,11,TIMEOUT,0,0,0,1,12,0
0.5,0.3,12,TIMEOUT,0,0,0,1,12,0
0.5,0.3,13,TIMEOUT,0,0,0,1,12,2
0.5,0.3,14,PARTNER_DEAD,0,0,1,0,9,0
0.5,0.3,15,TIMEOUT,0,0,0,1,12,0
0.5,0.3,16,TIMEOUT,0,0,0,1,12,0
0.5,0.3,17,TIMEOUT,0,0,0,1,12,1
0.5,0.3,18,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.3,19,TIMEOUT,0,0,0,1,12,0
0.5,0.3,20,TIMEOUT,0,0,0,1,12,0
0.5,0.3,21,TIMEOUT,0,0,0,1,12,2
0.5,0.3,22,TIMEOUT,0,0,0,1,12,2
0.5,0.3,23,TIMEOUT,0,0,0,1,12,1
0.5,0.3,24,TIMEOUT,0,0,0,1,12,1
0.5,0.3,25,TIMEOUT,0,0,0,1,12,1
0.5,0.3,26,TIMEOUT,0,0,0,1,12,1
0.5,0.3,27,TIMEOUT,0,0,0,1,12,2
0.5,0.3,28,TIMEOUT,0,0,0,1,12,0
0.5,0.3,29,PARTNER_DEAD,0,0,1,0,11,1
0.5,0.3,30,TIMEOUT,0,0,0,1,12,0
0.5,0.3,31,TIMEOUT,0,0,0,1,12,0
0.5,0.3,32,PARTNER_DEAD,0,0,1,0,10,0
0.5,0.3,33,TIMEOUT,0,0,0,1,12,1
0.5,0.3,34,TIMEOUT,0,0,0,1,12,1
0.5,0.3,35,TIMEOUT,0,0,0,1,12,0
0.5,0.3,36,TIMEOUT,0,0,0,1,12,1
0.5,0.3,37,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.3,38,TIMEOUT,0,0,0,1,12,2
0.5,0.3,39,PARTNER_DEAD,0,0,1,0,9,0
0.5,0.3,40,TIMEOUT,0,0,0,1,12,0
0.5,0.3,41,TIMEOUT,0,0,0,1,12,1
0.5,0.3,42,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.3,43,TIMEOUT,0,0,0,1,12,1
0.5,0.3,44,TIMEOUT,0,0,0,1,12,0
0.5,0.3,45,TIMEOUT,0,0,0,1,12,0
0.5,0.3,46,PARTNER_DEAD,0,0,1,0,10,0
0.5,0.3,47,TIMEOUT,0,0,0,1,12,1
0.5,0.3,48,TIMEOUT,0,0,0,1,12,1
0.5,0.3,49,TIMEOUT,0,0,0,1,12,1
0.5,0.3,50,TIMEOUT,0,0,0,1,12,0
0.5,0.3,51,PARTNER_RESCUED,1,0,0,0,7,0
0.5,0.3,52,TIMEOUT,0,0,0,1,12,0
0.5,0.3,53,TIMEOUT,0,0,0,1,12,1
0.5,0.3,54,TIMEOUT,0,0,0,1,12,1
0.5,0.3,55,TIMEOUT,0,0,0,1,12,1
0.5,0.3,56,TIMEOUT,0,0,0,1,12,0
0.5,0.3,57,TIMEOUT,0,0,0,1,12,2
0.5,0.3,58,TIMEOUT,0,0,0,1,12,1
0.5,0.3,59,TIMEOUT,0,0,0,1,12,2
0.5,0.6,0,TIMEOUT,0,0,0,1,12,1
0.5,0.6,1,TIMEOUT,0,0,0,1,12,0
0.5,0.6,2,TIMEOUT,0,0,0,1,12,1
0.5,0.6,3,PARTNER_DEAD,0,0,1,0,8,0
0.5,0.6,4,TIMEOUT,0,0,0,1,12,2
0.5,0.6,5,TIMEOUT,0,0,0,1,12,0
0.5,0.6,6,TIMEOUT,0,0,0,1,12,0
0.5,0.6,7,TIMEOUT,0,0,0,1,12,0
0.5,0.6,8,TIMEOUT,0,0,0,1,12,1
0.5,0.6,9,TIMEOUT,0,0,0,1,12,1
0.5,0.6,10,TIMEOUT,0,0,0,1,12,2
0.5,0.6,11,TIMEOUT,0,0,0,1,12,0
0.5,0.6,12,TIMEOUT,0,0,0,1,12,0
0.5,0.6,13,TIMEOUT,0,0,0,1,12,0
0.5,0.6,14,TIMEOUT,0,0,0,1,12,1
0.5,0.6,15,TIMEOUT,0,0,0,1,12,0
0.5,0.6,16,PARTNER_DEAD,0,0,1,0,11,1
0.5,0.6,17,TIMEOUT,0,0,0,1,12,1
0.5,0.6,18,TIMEOUT,0,0,0,1,12,1
0.5,0.6,19,TIMEOUT,0,0,0,1,12,1
0.5,0.6,20,TIMEOUT,0,0,0,1,12,1
0.5,0.6,21,TIMEOUT,0,0,0,1,12,1
0.5,0.6,22,PARTNER_RESCUED,1,0,0,0,6,0
0.5,0.6,23,TIMEOUT,0,0,0,1,12,0
0.5,0.6,24,TIMEOUT,0,0,0,1,12,0
0.5,0.6,25,TIMEOUT,0,0,0,1,12,0
0.5,0.6,26,TIMEOUT,0,0,0,1,12,1
0.5,0.6,27,TIMEOUT,0,0,0,1,12,1
0.5,0.6,28,TIMEOUT,0,0,0,1,12,2
0.5,0.6,29,TIMEOUT,0,0,0,1,12,0
0.5,0.6,30,TIMEOUT,0,0,0,1,12,1
0.5,0.6,31,TIMEOUT,0,0,0,1,12,1
0.5,0.6,32,TIMEOUT,0,0,0,1,12,0
0.5,0.6,33,TIMEOUT,0,0,0,1,12,0
0.5,0.6,34,TIMEOUT,0,0,0,1,12,2
0.5,0.6,35,TIMEOUT,0,0,0,1,12,2
0.5,0.6,36,TIMEOUT,0,0,0,1,12,1
0.5,0.6,37,TIMEOUT,0,0,0,1,12,1
0.5,0.6,38,TIMEOUT,0,0,0,1,12,2
0.5,0.6,39,TIMEOUT,0,0,0,1,12,0
0.5,0.6,40,TIMEOUT,0,0,0,1,12,2
0.5,0.6,41,TIMEOUT,0,0,0,1,12,0
0.5,0.6,42,TIMEOUT,0,0,0,1,12,0
0.5,0.6,43,TIMEOUT,0,0,0,1,12,0
0.5,0.6,44,TIMEOUT,0,0,0,1,12,1
0.5,0.6,45,TIMEOUT,0,0,0,1,12,0
0.5,0.6,46,TIMEOUT,0,0,0,1,12,0
