seed_group,agent_id,episode_idx,outcome,rescued
2,11,2,TIMEOUT,0
2,11,3,PARTNER_RESCUED,1
2,11,4,PARTNER_RESCUED,1
2,11,5,PARTNER_RESCUED,1
2,11,6,PARTNER_RESCUED,1
2,11,7,PARTNER_RESCUED,1
2,11,8,PARTNER_RESCUED,1
2,11,9,PARTNER_RESCUED,1
2,12,0,PARTNER_RESCUED,1
2,12,1,PARTNER_RESCUED,1
2,12,2,TIMEOUT,0
2,12,3,RESOURCE_TAKEN,0
2,12,4,PARTNER_RESCUED,1
2,12,5,TIMEOUT,0
2,12,6,PARTNER_RESCUED,1
2,12,7,PARTNER_RESCUED,1
2,12,8,PARTNER_RESCUED,1
2,12,9,PARTNER_RESCUED,1
2,13,0,PARTNER_RESCUED,1
2,13,1,PARTNER_RESCUED,1
2,13,2,PARTNER_RESCUED,1
2,13,3,PARTNER_RESCUED,1
2,13,4,PARTNER_RESCUED,1
2,13,5,PARTNER_RESCUED,1
2,13,6,PARTNER_RESCUED,1
2,13,7,PARTNER_RESCUED,1
2,13,8,PARTNER_RESCUED,1
2,13,9,PARTNER_RESCUED,1
2,14,0,PARTNER_RESCUED,1
2,14,1,TIMEOUT,0
2,14,2,PARTNER_RESCUED,1
2,14,3,PARTNER_RESCUED,1
2,14,4,PARTNER_RESCUED,1
2,14,5,PARTNER_RESCUED,1
2,14,6,PARTNER_RESCUED,1
2,14,7,TIMEOUT,0
2,14,8,TIMEOUT,0
2,14,9,RESOURCE_TAKEN,0
2,15,0,PARTNER_RESCUED,1
2,15,1,PARTNER_DEAD,0
2,15,2,PARTNER_RESCUED,1
2,15,3,PARTNER_RESCUED,1
2,15,4,PARTNER_RESCUED,1
2,15,5,PARTNER_RESCUED,1
2,15,6,PARTNER_RESCUED,1
2,15,7,PARTNER_RESCUED,1
2,15,8,PARTNER_RESCUED,1
2,15,9,PARTNER_RESCUED,1
2,16,0,PARTNER_RESCUED,1
2,16,1,PARTNER_RESCUED,1
2,16,2,PARTNER_RESCUED,1
2,16,3,PARTNER_RESCUED,1
2,16,4,PARTNER_RESCUED,1
2,16,5,TIMEOUT,0
2,16,6,TIMEOUT,0
2,16,7,PARTNER_RESCUED,1
2,16,8,PARTNER_RESCUED,1
2,16,9,PARTNER_RESCUED,1
2,17,0,PARTNER_RESCUED,1
2,17,1,PARTNER_RESCUED,1
2,17,2,PARTNER_RESCUED,1
2,17,3,PARTNER_RESCUED,1
2,17,4,PARTNER_RESCUED,1
2,17,5,PARTNER_RESCUED,1
2,17,6,PARTNER_RESCUED,1
2,17,7,PARTNER_RESCUED,1
2,17,8,PARTNER_RESCUED,1
2,17,9,PARTNER_RESCUED,1
2,18,0,PARTNER_RESCUED,1
2,18,1,PARTNER_RESCUED,1
2,18,2,PARTNER_RESCUED,1
2,18,3,PARTNER_RESCUED,1
2,18,4,TIMEOUT,0
2,18,5,PARTNER_RESCUED,1
2,18,6,TIMEOUT,0
2,18,7,PARTNER_RESCUED,1
2,18,8,PARTNER_RESCUED,1
2,18,9,PARTNER_RESCUED,1
2,19,0,PARTNER_RESCUED,1
2,19,1,TIMEOUT,0
2,19,2,PARTNER_RESCUED,1
2,19,3,PARTNER_RESCUED,1
2,19,4,TIMEOUT,0
2,19,5,PARTNER_RESCUED,1
2,19,6,PARTNER_RESCUED,1
2,19,7,PARTNER_RESCUED,1
2,19,8,TIMEOUT,0
2,19,9,TIMEOUT,0
2,20,0,PARTNER_RESCUED,1
2,20,1,PARTNER_RESCUED,1
2,20,2,PARTNER_RESCUED,1
2,20,3,TIMEOUT,0
2,20,4,PARTNER_RESCUED,1
2,20,5,TIMEOUT,0
2,20,6,PARTNER_RESCUED,1
2,20,7,PARTNER_RESCUED,1
2,20,8,TIMEOUT,0
2,20,9,TIMEOUT,0
2,21,0,PARTNER_RESCUED,1
2,21,1,PARTNER_RESCUED,1
2,21,2,PARTNER_RESCUED,1
2,21,3,PARTNER_RESCUED,1
2,21,4,PARTNER_RESCUED,1
2,21,5,PARTNER_RESCUED,1
2,21,6,PARTNER_RESCUED,1
2,21,7,PARTNER_RESCUED,1
2,21,8,PARTNER_RESCUED,1
2,21,9,TIMEOUT,0
2,22,0,PARTNER_RESCUED,1
2,22,1,TIMEOUT,0
2,22,2,PARTNER_RESCUED,1
2,22,3,PARTNER_RESCUED,1
2,22,4,PARTNER_RESCUED,1
2,22,5,PARTNER_RESCUED,1
2,22,6,TIMEOUT,0
2,22,7,PARTNER_RESCUED,1
2,22,8,PARTNER_RESCUED,1
2,22,9,PARTNER_RESCUED,1
2,23,0,PARTNER_RESCUED,1
2,23,1,TIMEOUT,0
2,23,2,TIMEOUT,0
2,23,3,RESOURCE_TAKEN,0
2,23,4,TIMEOUT,0
2,23,5,TIMEOUT,0
2,23,6,PARTNER_RESCUED,1
2,23,7,PARTNER_RESCUED,1
2,23,8,PARTNER_RESCUED,1
2,23,9,PARTNER_RESCUED,1
2,24,0,PARTNER_RESCUED,1
2,24,1,PARTNER_RESCUED,1
2,24,2,PARTNER_RESCUED,1
2,24,3,PARTNER_RESCUED,1
2,24,4,PARTNER_RESCUED,1
2,24,5,PARTNER_RESCUED,1
2,24,6,PARTNER_RESCUED,1
2,24,7,PARTNER_RESCUED,1
2,24,8,PARTNER_RESCUED,1
2,24,9,TIMEOUT,0
2,25,0,PARTNER_RESCUED,1
2,25,1,PARTNER_RESCUED,1
2,25,2,PARTNER_RESCUED,1
2,25,3,PARTNER_RESCUED,1
2,25,4,PARTNER_RESCUED,1
2,25,5,RESOURCE_TAKEN,0
2,25,6,PARTNER_RESCUED,1
2,25,7,PARTNER_RESCUED,1
2,25,8,PARTNER_RESCUED,1
2,25,9,PARTNER_RESCUED,1
2,26,0,PARTNER_RESCUED,1
2,26,1,TIMEOUT,0
2,26,2,PARTNER_RESCUED,1
2,26,3,TIMEOUT,0
2,26,4,PARTNER_RESCUED,1
2,26,5,PARTNER_RESCUED,1
2,26,6,PARTNER_RESCUED,1
2,26,7,PARTNER_RESCUED,1
2,26,8,PARTNER_RESCUED,1
2,26,9,PARTNER_RESCUED,1
2,27,0,TIMEOUT,0
2,27,1,PARTNER_RESCUED,1
2,27,2,PARTNER_RESCUED,1
2,27,3,PARTNER_RESCUED,1
2,27,4,PARTNER_RESCUED,1
2,27,5,PARTNER_RESCUED,1
2,27,6,PARTNER_RESCUED,1
2,27,7,TIMEOUT,0
2,27,8,PARTNER_RESCUED,1
2,27,9,PARTNER_RESCUED,1
2,28,0,PARTNER_RESCUED,1
2,28,1,PARTNER_RESCUED,1
2,28,2,PARTNER_RESCUED,1
2,28,3,PARTNER_RESCUED,1
2,28,4,PARTNER_RESCUED,1
2,28,5,PARTNER_RESCUED,1
2,28,6,PARTNER_RESCUED,1
2,28,7,PARTNER_RESCUED,1
2,28,8,PARTNER_RESCUED,1
2,28,9,PARTNER_RESCUED,1
2,29,0,PARTNER_RESCUED,1
2,29,1,TIMEOUT,0
2,29,2,PARTNER_RESCUED,1
2,29,3,PARTNER_RESCUED,1
2,29,4,PARTNER_RESCUED,1
2,29,5,PARTNER_RESCUED,1
2,29,6,PARTNER_RESCUED,1
2,29,7,TIMEOUT,0
2,29,8,PARTNER_RESCUED,1
2,29,9,PARTNER_RESCUED,1
3,0,0,PARTNER_RESCUED,1
3,0,1,PARTNER_RESCUED,1
3,0,2,PARTNER_RESCUED,1
3,0,3,PARTNER_RESCUED,1
3,0,4,TIMEOUT,0
3,0,5,PARTNER_RESCUED,1
3,0,6,TIMEOUT,0
3,0,7,PARTNER_RESCUED,1
3,0,8,PARTNER_RESCUED,1
3,0,9,PARTNER_RESCUED,1
3,1,0,PARTNER_RESCUED,1
3,1,1,PARTNER_RESCUED,1
3,1,2,PARTNER_RESCUED,1
3,1,3,PARTNER_RESCUED,1
3,1,4,PARTNER_RESCUED,1
3,1,5,PARTNER_RESCUED,1
3,1,6,PARTNER_RESCUED,1
3,1,7,PARTNER_RESCUED,1
3,1,8,PARTNER_RESCUED,1
3,1,9,TIMEOUT,0
3,2,0,PARTNER_RESCUED,1
3,2,1,PARTNER_RESCUED,1
3,2,2,PARTNER_RESCUED,1
3,2,3,PARTNER_RESCUED,1
3,2,4,PARTNER_DEAD,0
3,2,5,PARTNER_RESCUED,1
3,2,6,PARTNER_RESCUED,1
3,2,7,PARTNER_RESCUED,1
3,2,8,PARTNER_RESCUED,1
3,2,9,PARTNER_RESCUED,1
3,3,0,PARTNER_RESCUED,1
3,3,1,PARTNER_RESCUED,1
3,3,2,PARTNER_RESCUED,1
3,3,3,PARTNER_RESCUED,1
3,3,4,TIMEOUT,0
3,3,5,PARTNER_RESCUED,1
3,3,6,TIMEOUT,0
3,3,7,PARTNER_RESCUED,1
3,3,8,TIMEOUT,0
3,3,9,PARTNER_RESCUED,1
3,4,0,PARTNER_RESCUED,1
3,4,1,TIMEOUT,0
3,4,2,RESOURCE_TAKEN,0
3,4,3,PARTNER_RESCUED,1
3,4,4,PARTNER_RESCUED,1
3,4,5,PARTNER_RESCUED,1
3,4,6,TIMEOUT,0
3,4,7,PARTNER_RESCUED,1
3,4,8,PARTNER_RESCUED,1
3,4,9,PARTNER_RESCUED,1
3,5,0,PARTNER_RESCUED,1
3,5,1,TIMEOUT,0
3,5,2,PARTNER_RESCUED,1
3,5,3,TIMEOUT,0
3,5,4,PARTNER_RESCUED,1
3,5,5,PARTNER_RESCUED,1
3,5,6,PARTNER_RESCUED,1
3,5,7,PARTNER_RESCUED,1
3,5,8,PARTNER_RESCUED,1
3,5,9,TIMEOUT,0
3,6,0,PARTNER_RESCUED,1
3,6,1,PARTNER_RESCUED,1
3,6,2,PARTNER_RESCUED,1
3,6,3,RESOURCE_TAKEN,0
3,6,4,PARTNER_RESCUED,1
3,6,5,PARTNER_RESCUED,1
3,6,6,PARTNER_RESCUED,1
3,6,7,PARTNER_RESCUED,1
3,6,8,PARTNER_RESCUED,1
3,6,9,TIMEOUT,0
3,7,0,PARTNER_RESCUED,1
3,7,1,TIMEOUT,0
3,7,2,PARTNER_RESCUED,1
3,7,3,PARTNER_RESCUED,1
3,7,4,PARTNER_RESCUED,1
3,7,5,PARTNER_RESCUED,1
3,7,6,PARTNER_RESCUED,1
3,7,7,TIMEOUT,0
3,7,8,PARTNER_RESCUED,1
3,7,9,PARTNER_RESCUED,1
3,8,0,PARTNER_RESCUED,1
3,8,1,PARTNER_RESCUED,1
3,8,2,TIMEOUT,0
3,8,3,PARTNER_RESCUED,1
3,8,4,PARTNER_RESCUED,1
3,8,5,PARTNER_RESCUED,1
3,8,6,PARTNER_RESCUED,1
3,8,7,PARTNER_RESCUED,1
3,8,8,PARTNER_RESCUED,1
3,8,9,TIMEOUT,0
3,9,0,TIMEOUT,0
3,9,1,PARTNER_RESCUED,1
3,9,2,PARTNER_RESCUED,1
3,9,3,PARTNER_RESCUED,1
3,9,4,PARTNER_RESCUED,1
3,9,5,TIMEOUT,0
3,9,6,PARTNER_RESCUED,1
3,9,7,PARTNER_RESCUED,1
3,9,8,PARTNER_RESCUED,1
3,9,9,PARTNER_RESCUED,1
3,10,0,PARTNER_RESCUED,1
3,10,1,PARTNER_RESCUED,1
3,10,2,PARTNER_RESCUED,1
3,10,3,TIMEOUT,0
3,10,4,RESOURCE_TAKEN,0
3,10,5,PARTNER_RESCUED,1
3,10,6,PARTNER_RESCUED,1
3,10,7,PARTNER_RESCUED,1
3,10,8,PARTNER_RESCUED,1
3,10,9,PARTNER_RESCUED,1
3,11,0,PARTNER_RESCUED,1
3,11,1,TIMEOUT,0
3,11,2,PARTNER_RESCUED,1
3,11,3,PARTNER_RESCUED,1
3,11,4,PARTNER_RESCUED,1
3,11,5,PARTNER_RESCUED,1
3,11,6,PARTNER_RESCUED,1
3,11,7,PARTNER_RESCUED,1
3,11,8,PARTNER_RESCUED,1
3,11,9,TIMEOUT,0
3,12,0,PARTNER_RESCUED,1
3,12,1,TIMEOUT,0
3,12,2,TIMEOUT,0
3,12,3,PARTNER_RESCUED,1
3,12,4,PARTNER_RESCUED,1
3,12,5,PARTNER_RESCUED,1
3,12,6,PARTNER_RESCUED,1
3,12,7,TIMEOUT,0
3,12,8,TIMEOUT,0
3,12,9,PARTNER_RESCUED,1
3,13,0,PARTNER_RESCUED,1
3,13,1,PARTNER_RESCUED,1
3,13,2,PARTNER_RESCUED,1
3,13,3,TIMEOUT,0
3,13,4,PARTNER_RESCUED,1
3,13,5,PARTNER_RESCUED,1
3,13,6,TIMEOUT,0
3,13,7,PARTNER_RESCUED,1
3,13,8,PARTNER_RESCUED,1
3,13,9,PARTNER_RESCUED,1
3,14,0,PARTNER_RESCUED,1
3,14,1,PARTNER_RESCUED,1
3,14,2,TIMEOUT,0
3,14,3,PARTNER_RESCUED,1
3,14,4,PARTNER_RESCUED,1
3,14,5,TIMEOUT,0
3,14,6,PARTNER_RESCUED,1
3,14,7,PARTNER_RESCUED,1
3,14,8,PARTNER_RESCUED,1
3,14,9,PARTNER_RESCUED,1
3,15,0,PARTNER_RESCUED,1
3,15,1,PARTNER_RESCUED,1
3,15,2,PARTNER_RESCUED,1
3,15,3,PARTNER_RESCUED,1
3,15,4,PARTNER_RESCUED,1
3,15,5,TIMEOUT,0
3,15,6,PARTNER_RESCUED,1
3,15,7,PARTNER_RESCUED,1
3,15,8,PARTNER_RESCUED,1
3,15,9,PARTNER_RESCUED,1
3,16,0,PARTNER_RESCUED,1
3,16,1,PARTNER_RESCUED,1
3,16,2,PARTNER_RESCUED,1
3,16,3,TIMEOUT,0
3,16,4,PARTNER_RESCUED,1
3,16,5,PARTNER_RESCUED,1
3,16,6,PARTNER_RESCUED,1
3,16,7,PARTNER_RESCUED,1
3,16,8,PARTNER_RESCUED,1
3,16,9,PARTNER_RESCUED,1
3,17,0,PARTNER_RESCUED,1
3,17,1,PARTNER_RESCUED,1
3,17,2,PARTNER_RESCUED,1
3,17,3,PARTNER_RESCUED,1
3,17,4,PARTNER_RESCUED,1
3,17,5,PARTNER_RESCUED,1
3,17,6,RESOURCE_TAKEN,0
3,17,7,PARTNER_RESCUED,1
3,17,8,PARTNER_RESCUED,1
3,17,9,PARTNER_RESCUED,1
3,18,0,PARTNER_RESCUED,1
3,18,1,PARTNER_RESCUED,1
3,18,2,PARTNER_RESCUED,1
3,18,3,PARTNER_RESCUED,1
3,18,4,PARTNER_RESCUED,1
3,18,5,PARTNER_RESCUED,1
3,18,6,PARTNER_RESCUED,1
3,18,7,TIMEOUT,0
3,18,8,PARTNER_RESCUED,1
3,18,9,PARTNER_RESCUED,1
3,19,0,PARTNER_RESCUED,1
3,19,1,PARTNER_RESCUED,1
3,19,2,TIMEOUT,0
3,19,3,PARTNER_RESCUED,1
3,19,4,PARTNER_RESCUED,1
3,19,5,PARTNER_RESCUED,1
3,19,6,TIMEOUT,0
3,19,7,TIMEOUT,0
3,19,8,TIMEOUT,0
3,19,9,TIMEOUT,0
3,20,0,PARTNER_RESCUED,1
3,20,1,PARTNER_RESCUED,1
3,20,2,PARTNER_RESCUED,1
3,20,3,PARTNER_RESCUED,1
3,20,4,PARTNER_RESCUED,1
3,20,5,PARTNER_RESCUED,1
3,20,6,PARTNER_RESCUED,1
3,20,7,PARTNER_RESCUED,1
3,20,8,PARTNER_RESCUED,1
3,20,9,TIMEOUT,0
3,21,0,PARTNER_RESCUED,1
3,21,1,PARTNER_RESCUED,1
3,21,2,PARTNER_RESCUED,1
3,21,3,PARTNER_RESCUED,1
3,21,4,TIMEOUT,0
3,21,5,TIMEOUT,0
3,21,6,PARTNER_RESCUED,1
3,21,7,PARTNER_RESCUED,1
3,21,8,TIMEOUT,0
3,21,9,PARTNER_RESCUED,1
3,22,0,PARTNER_RESCUED,1
3,22,1,PARTNER_RESCUED,1
3,22,2,PARTNER_RESCUED,1
3,22,3,PARTNER_RESCUED,1
3,22,4,PARTNER_RESCUED,1
3,22,5,PARTNER_RESCUED,1
3,22,6,PARTNER_RESCUED,1
3,22,7,PARTNER_RESCUED,1
3,22,8,TIMEOUT,0
3,22,9,PARTNER_RESCUED,1
3,23,0,PARTNER_RESCUED,1
3,23,1,TIMEOUT,0
3,23,2,PARTNER_RESCUED,1
3,23,3,PARTNER_RESCUED,1
3,23,4,PARTNER_RESCUED,1
3,23,5,PARTNER_RESCUED,1
3,23,6,PARTNER_RESCUED,1
3,23,7,PARTNER_RESCUED,1
3,23,8,TIMEOUT,0
3,23,9,PARTNER_RESCUED,1
3,24,0,PARTNER_RESCUED,1
3,24,1,TIMEOUT,0
3,24,2,TIMEOUT,0
3,24,3,PARTNER_RESCUED,1
3,24,4,PARTNER_RESCUED,1
3,24,5,TIMEOUT,0
3,24,6,PARTNER_RESCUED,1
3,24,7,PARTNER_RESCUED,1
3,24,8,PARTNER_RESCUED,1
3,24,9,TIMEOUT,0
3,25,0,PARTNER_RESCUED,1
3,25,1,PARTNER_RESCUED,1
3,25,2,TIMEOUT,0
3,25,3,RESOURCE_TAKEN,0
3,25,4,PARTNER_RESCUED,1
3,25,5,TIMEOUT,0
3,25,6,TIMEOUT,0
3,25,7,PARTNER_RESCUED,1
3,25,8,PARTNER_RESCUED,1
3,25,9,PARTNER_RESCUED,1
3,26,0,PARTNER_RESCUED,1
3,26,1,PARTNER_RESCUED,1
3,26,2,PARTNER_RESCUED,1
3,26,3,PARTNER_RESCUED,1
3,26,4,PARTNER_RESCUED,1
3,26,5,PARTNER_RESCUED,1
3,26,6,PARTNER_RESCUED,1
3,26,7,PARTNER_RESCUED,1
3,26,8,PARTNER_RESCUED,1
3,26,9,PARTNER_RESCUED,1
3,27,0,PARTNER_RESCUED,1
3,27,1,TIMEOUT,0
3,27,2,PARTNER_RESCUED,1
3,27,3,PARTNER_RESCUED,1
3,27,4,PARTNER_RESCUED,1
3,27,5,PARTNER_RESCUED,1
3,27,6,TIMEOUT,0
3,27,7,PARTNER_RESCUED,1
3,27,8,PARTNER_RESCUED,1
3,27,9,PARTNER_RESCUED,1
3,28,0,PARTNER_RESCUED,1
3,28,1,PARTNER_RESCUED,1
3,28,2,PARTNER_RESCUED,1
3,28,3,PARTNER_RESCUED,1
3,28,4,PARTNER_RESCUED,1
3,28,5,PARTNER_RESCUED,1
3,28,6,PARTNER_RESCUED,1
3,28,7,PARTNER_RESCUED,1
3,28,8,PARTNER_RESCUED,1
3,28,9,TIMEOUT,0
3,29,0,PARTNER_RESCUED,1
3,29,1,PARTNER_RESCUED,1
3,29,2,PARTNER_RESCUED,1
3,29,3,PARTNER_RESCUED,1
3,29,4,TIMEOUT,0
3,29,5,PARTNER_RESCUED,1
3,29,6,PARTNER_RESCUED,1
3,29,7,PARTNER_RESCUED,1
3,29,8,PARTNER_RESCUED,1
3,29,9,TIMEOUT,0
4,0,0,PARTNER_RESCUED,1
4,0,1,PARTNER_RESCUED,1
4,0,2,PARTNER_RESCUED,1
4,0,3,PARTNER_RESCUED,1
4,0,4,PARTNER_RESCUED,1
4,0,5,PARTNER_RESCUED,1
4,0,6,PARTNER_RESCUED,1
4,0,7,PARTNER_RESCUED,1
4,0,8,PARTNER_RESCUED,1
4,0,9,PARTNER_RESCUED,1
4,1,0,PARTNER_RESCUED,1
4,1,1,PARTNER_RESCUED,1
4,1,2,PARTNER_RESCUED,1
4,1,3,PARTNER_RESCUED,1
4,1,4,PARTNER_RESCUED,1
4,1,5,PARTNER_RESCUED,1
4,1,6,PARTNER_RESCUED,1
4,1,7,PARTNER_RESCUED,1
4,1,8,PARTNER_RESCUED,1
4,1,9,PARTNER_RESCUED,1
4,2,0,PARTNER_RESCUED,1
4,2,1,PARTNER_RESCUED,1
4,2,2,PARTNER_RESCUED,1
4,2,3,PARTNER_RESCUED,1
4,2,4,TIMEOUT,0
4,2,5,PARTNER_RESCUED,1
4,2,6,PARTNER_RESCUED,1
4,2,7,TIMEOUT,0
4,2,8,TIMEOUT,0
4,2,9,PARTNER_RESCUED,1
4,3,0,PARTNER_RESCUED,1
4,3,1,PARTNER_RESCUED,1
4,3,2,PARTNER_RESCUED,1
4,3,3,PARTNER_RESCUED,1
4,3,4,PARTNER_RESCUED,1
4,3,5,PARTNER_RESCUED,1
4,3,6,PARTNER_RESCUED,1
4,3,7,PARTNER_RESCUED,1
4,3,8,PARTNER_RESCUED,1
4,3,9,PARTNER_RESCUED,1
4,4,0,PARTNER_RESCUED,1
4,4,1,PARTNER_RESCUED,1
4,4,2,PARTNER_RESCUED,1
4,4,3,PARTNER_RESCUED,1
4,4,4,PARTNER_RESCUED,1
4,4,5,PARTNER_RESCUED,1
4,4,6,PARTNER_RESCUED,1
4,4,7,PARTNER_DEAD,0
4,4,8,PARTNER_RESCUED,1
4,4,9,PARTNER_RESCUED,1
4,5,0,PARTNER_RESCUED,1
4,5,1,PARTNER_RESCUED,1
4,5,2,PARTNER_RESCUED,1
4,5,3,PARTNER_RESCUED,1
4,5,4,PARTNER_RESCUED,1
4,5,5,PARTNER_RESCUED,1
4,5,6,PARTNER_RESCUED,1
4,5,7,PARTNER_RESCUED,1
4,5,8,PARTNER_RESCUED,1
4,5,9,PARTNER_RESCUED,1
4,6,0,PARTNER_RESCUED,1
4,6,1,PARTNER_RESCUED,1
4,6,2,PARTNER_RESCUED,1
4,6,3,PARTNER_RESCUED,1
4,6,4,PARTNER_RESCUED,1
4,6,5,PARTNER_RESCUED,1
4,6,6,PARTNER_RESCUED,1
4,6,7,TIMEOUT,0
4,6,8,PARTNER_RESCUED,1
4,6,9,PARTNER_RESCUED,1
4,7,0,PARTNER_RESCUED,1
4,7,1,PARTNER_RESCUED,1
4,7,2,RESOURCE_TAKEN,0
4,7,3,TIMEOUT,0
4,7,4,PARTNER_RESCUED,1
4,7,5,PARTNER_RESCUED,1
4,7,6,PARTNER_RESCUED,1
4,7,7,PARTNER_RESCUED,1
4,7,8,PARTNER_RESCUED,1
4,7,9,PARTNER_RESCUED,1
4,8,0,PARTNER_RESCUED,1
4,8,1,PARTNER_RESCUED,1
4,8,2,PARTNER_RESCUED,1
4,8,3,PARTNER_RESCUED,1
4,8,4,PARTNER_RESCUED,1
4,8,5,PARTNER_RESCUED,1
4,8,6,PARTNER_RESCUED,1
4,8,7,PARTNER_RESCUED,1
4,8,8,PARTNER_RESCUED,1
4,8,9,PARTNER_RESCUED,1
4,9,0,PARTNER_RESCUED,1
4,9,1,PARTNER_RESCUED,1
4,9,2,PARTNER_RESCUED,1
4,9,3,PARTNER_RESCUED,1
4,9,4,PARTNER_RESCUED,1
4,9,5,PARTNER_RESCUED,1
4,9,6,RESOURCE_TAKEN,0
4,9,7,PARTNER_RESCUED,1
4,9,8,PARTNER_RESCUED,1
4,9,9,PARTNER_RESCUED,1
4,10,0,PARTNER_RESCUED,1
4,10,1,PARTNER_RESCUED,1
4,10,2,PARTNER_RESCUED,1
4,10,3,PARTNER_RESCUED,1
4,10,4,PARTNER_RESCUED,1
4,10,5,PARTNER_RESCUED,1
4,10,6,PARTNER_RESCUED,1
4,10,7,PARTNER_RESCUED,1
4,10,8,PARTNER_RESCUED,1
4,10,9,TIMEOUT,0
4,11,0,PARTNER_RESCUED,1
4,11,1,PARTNER_RESCUED,1
4,11,2,TIMEOUT,0
4,11,3,PARTNER_RESCUED,1
4,11,4,PARTNER_RESCUED,1
4,11,5,TIMEOUT,0
4,11,6,PARTNER_RESCUED,1
4,11,7,PARTNER_RESCUED,1
4,11,8,PARTNER_RESCUED,1
4,11,9,PARTNER_RESCUED,1
4,12,0,PARTNER_RESCUED,1
4,12,1,TIMEOUT,0
4,12,2,PARTNER_RESCUED,1
4,12,3,PARTNER_RESCUED,1
4,12,4,PARTNER_RESCUED,1
4,12,5,PARTNER_RESCUED,1
4,12,6,PARTNER_RESCUED,1
4,12,7,PARTNER_RESCUED,1
4,12,8,TIMEOUT,0
4,12,9,PARTNER_RESCUED,1
4,13,0,PARTNER_RESCUED,1
4,13,1,PARTNER_RESCUED,1
4,13,2,PARTNER_RESCUED,1
4,13,3,RESOURCE_TAKEN,0
4,13,4,PARTNER_RESCUED,1
4,13,5,PARTNER_DEAD,0
4,13,6,PARTNER_RESCUED,1
4,13,7,PARTNER_RESCUED,1
4,13,8,PARTNER_RESCUED,1
4,13,9,PARTNER_RESCUED,1
4,14,0,PARTNER_RESCUED,1
4,14,1,PARTNER_RESCUED,1
4,14,2,PARTNER_RESCUED,1
4,14,3,PARTNER_RESCUED,1
4,14,4,PARTNER_RESCUED,1
4,14,5,TIMEOUT,0
4,14,6,PARTNER_RESCUED,1
4,14,7,PARTNER_RESCUED,1
4,14,8,PARTNER_RESCUED,1
4,14,9,TIMEOUT,0
4,15,0,PARTNER_RESCUED,1
4,15,1,PARTNER_RESCUED,1
4,15,2,PARTNER_RESCUED,1
4,15,3,PARTNER_RESCUED,1
4,15,4,PARTNER_RESCUED,1
4,15,5,PARTNER_RESCUED,1
4,15,6,PARTNER_RESCUED,1
4,15,7,PARTNER_RESCUED,1
4,15,8,PARTNER_RESCUED,1
4,15,9,PARTNER_RESCUED,1
4,16,0,PARTNER_RESCUED,1
4,16,1,PARTNER_RESCUED,1
4,16,2,RESOURCE_TAKEN,0
4,16,3,PARTNER_RESCUED,1
4,16,4,PARTNER_RESCUED,1
4,16,5,PARTNER_RESCUED,1
4,16,6,PARTNER_RESCUED,1
4,16,7,TIMEOUT,0
4,16,8,PARTNER_RESCUED,1
4,16,9,PARTNER_RESCUED,1
4,17,0,PARTNER_RESCUED,1
4,17,1,PARTNER_RESCUED,1
4,17,2,PARTNER_RESCUED,1
4,17,3,PARTNER_RESCUED,1
4,17,4,PARTNER_RESCUED,1
4,17,5,TIMEOUT,0
4,17,6,PARTNER_RESCUED,1
4,17,7,PARTNER_RESCUED,1
4,17,8,PARTNER_RESCUED,1
4,17,9,PARTNER_RESCUED,1
4,18,0,PARTNER_RESCUED,1
4,18,1,PARTNER_RESCUED,1
4,18,2,PARTNER_RESCUED,1
4,18,3,PARTNER_RESCUED,1
4,18,4,PARTNER_RESCUED,1
4,18,5,PARTNER_RESCUED,1
4,18,6,PARTNER_RESCUED,1
4,18,7,PARTNER_RESCUED,1
4,18,8,PARTNER_RESCUED,1
4,18,9,PARTNER_RESCUED,1
4,19,0,PARTNER_RESCUED,1
4,19,1,PARTNER_RESCUED,1
4,19,2,TIMEOUT,0
4,19,3,PARTNER_RESCUED,1
4,19,4,PARTNER_RESCUED,1
4,19,5,PARTNER_RESCUED,1
4,19,6,PARTNER_RESCUED,1
4,19,7,PARTNER_RESCUED,1
4,19,8,PARTNER_RESCUED,1
4,19,9,PARTNER_RESCUED,1
4,20,0,PARTNER_RESCUED,1
4,20,1,PARTNER_RESCUED,1
4,20,2,PARTNER_RESCUED,1
4,20,3,PARTNER_RESCUED,1
4,20,4,PARTNER_RESCUED,1
4,20,5,PARTNER_RESCUED,1
4,20,6,RESOURCE_TAKEN,0
4,20,7,PARTNER_RESCUED,1
4,20,8,PARTNER_RESCUED,1
4,20,9,PARTNER_RESCUED,1
4,21,0,PARTNER_RESCUED,1
4,21,1,TIMEOUT,0
4,21,2,RESOURCE_TAKEN,0
4,21,3,PARTNER_RESCUED,1
4,21,4,PARTNER_RESCUED,1
4,21,5,PARTNER_RESCUED,1
4,21,6,PARTNER_RESCUED,1
4,21,7,TIMEOUT,0
4,21,8,RESOURCE_TAKEN,0
4,21,9,PARTNER_RESCUED,1
4,22,0,PARTNER_RESCUED,1
4,22,1,TIMEOUT,0
4,22,2,PARTNER_RESCUED,1
4,22,3,PARTNER_RESCUED,1
4,22,4,PARTNER_RESCUED,1
4,22,5,PARTNER_RESCUED,1
4,22,6,PARTNER_RESCUED,1
4,22,7,PARTNER_RESCUED,1
4,22,8,PARTNER_RESCUED,1
4,22,9,PARTNER_RESCUED,1
4,23,0,PARTNER_RESCUED,1
