rescue_importance,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
0.1,20,0,PARTNER_RESCUED,1,2,0
0.1,20,1,TIMEOUT,0,3,2
0.1,20,2,TIMEOUT,0,4,2
0.1,20,3,TIMEOUT,0,5,2
0.1,20,4,TIMEOUT,0,6,2
0.1,20,5,TIMEOUT,0,7,2
0.1,20,6,TIMEOUT,0,8,1
0.1,20,7,TIMEOUT,0,9,2
0.1,20,8,TIMEOUT,0,10,1
0.1,20,9,RESOURCE_TAKEN,0,11,0
0.1,21,0,PARTNER_RESCUED,1,2,0
0.1,21,1,PARTNER_RESCUED,1,3,0
0.1,21,2,TIMEOUT,0,4,0
0.1,21,3,TIMEOUT,0,5,1
0.1,21,4,TIMEOUT,0,6,3
0.1,21,5,TIMEOUT,0,7,1
0.1,21,6,RESOURCE_TAKEN,0,8,0
0.1,21,7,PARTNER_RESCUED,1,9,0
0.1,21,8,TIMEOUT,0,10,1
0.1,21,9,PARTNER_RESCUED,1,11,0
0.1,22,0,PARTNER_RESCUED,1,2,0
0.1,22,1,TIMEOUT,0,3,0
0.1,22,2,PARTNER_RESCUED,1,4,0
0.1,22,3,TIMEOUT,0,5,1
0.1,22,4,TIMEOUT,0,6,0
0.1,22,5,TIMEOUT,0,7,1
0.1,22,6,PARTNER_RESCUED,1,8,0
0.1,22,7,TIMEOUT,0,9,1
0.1,22,8,TIMEOUT,0,10,0
0.1,22,9,RESOURCE_TAKEN,0,11,0
0.1,23,0,PARTNER_RESCUED,1,2,0
0.1,23,1,PARTNER_RESCUED,1,3,0
0.1,23,2,TIMEOUT,0,4,1
0.1,23,3,TIMEOUT,0,5,0
0.1,23,4,TIMEOUT,0,6,2
0.1,23,5,TIMEOUT,0,7,0
0.1,23,6,TIMEOUT,0,8,1
0.1,23,7,TIMEOUT,0,9,2
0.1,23,8,TIMEOUT,0,10,0
0.1,23,9,TIMEOUT,0,11,1
0.1,24,0,PARTNER_RESCUED,1,2,0
0.1,24,1,PARTNER_RESCUED,1,3,0
0.1,24,2,PARTNER_RESCUED,1,4,0
0.1,24,3,TIMEOUT,0,5,2
0.1,24,4,TIMEOUT,0,6,2
0.1,24,5,TIMEOUT,0,7,0
0.1,24,6,TIMEOUT,0,8,0
0.1,24,7,TIMEOUT,0,9,2
0.1,24,8,TIMEOUT,0,10,0
0.1,24,9,TIMEOUT,0,11,2
0.1,25,0,TIMEOUT,0,2,1
0.1,25,1,PARTNER_RESCUED,1,3,0
0.1,25,2,TIMEOUT,0,4,1
0.1,25,3,TIMEOUT,0,5,2
0.1,25,4,TIMEOUT,0,6,0
0.1,25,5,TIMEOUT,0,7,1
0.1,25,6,TIMEOUT,0,8,0
0.1,25,7,RESOURCE_TAKEN,0,9,0
0.1,25,8,TIMEOUT,0,10,1
0.1,25,9,TIMEOUT,0,11,1
0.1,26,0,TIMEOUT,0,2,0
0.1,26,1,TIMEOUT,0,3,0
0.1,26,2,TIMEOUT,0,4,1
0.1,26,3,TIMEOUT,0,5,3
0.1,26,4,TIMEOUT,0,6,2
0.1,26,5,TIMEOUT,0,7,1
0.1,26,6,TIMEOUT,0,8,0
0.1,26,7,RESOURCE_TAKEN,0,9,0
0.1,26,8,PARTNER_RESCUED,1,10,0
0.1,26,9,PARTNER_RESCUED,1,11,0
0.1,27,0,PARTNER_RESCUED,1,2,0
0.1,27,1,PARTNER_RESCUED,1,3,0
0.1,27,2,TIMEOUT,0,4,1
0.1,27,3,PARTNER_RESCUED,1,5,0
0.1,27,4,TIMEOUT,0,6,2
0.1,27,5,RESOURCE_TAKEN,0,7,0
0.1,27,6,PARTNER_RESCUED,1,8,0
0.1,27,7,TIMEOUT,0,9,1
0.1,27,8,TIMEOUT,0,10,2
0.1,27,9,TIMEOUT,0,11,2
0.1,28,0,TIMEOUT,0,2,1
0.1,28,1,PARTNER_RESCUED,1,3,0
0.1,28,2,TIMEOUT,0,4,1
0.1,28,3,TIMEOUT,0,5,0
0.1,28,4,TIMEOUT,0,6,0
0.1,28,5,TIMEOUT,0,7,1
0.1,28,6,TIMEOUT,0,8,0
0.1,28,7,PARTNER_RESCUED,1,9,0
0.1,28,8,TIMEOUT,0,10,0
0.1,28,9,RESOURCE_TAKEN,0,11,0
0.1,29,0,TIMEOUT,0,2,1
0.1,29,1,TIMEOUT,0,3,1
0.1,29,2,TIMEOUT,0,4,0
0.1,29,3,TIMEOUT,0,5,0
0.1,29,4,TIMEOUT,0,6,3
0.1,29,5,TIMEOUT,0,7,0
0.1,29,6,TIMEOUT,0,8,0
0.1,29,7,TIMEOUT,0,9,1
0.1,29,8,RESOURCE_TAKEN,0,10,1
0.1,29,9,TIMEOUT,0,11,1
0.1,30,0,PARTNER_RESCUED,1,2,0
0.1,30,1,PARTNER_RESCUED,1,3,0
0.1,30,2,TIMEOUT,0,4,0
0.1,30,3,TIMEOUT,0,5,1
0.1,30,4,TIMEOUT,0,6,0
0.1,30,5,TIMEOUT,0,7,1
0.1,30,6,TIMEOUT,0,8,1
0.1,30,7,TIMEOUT,0,9,3
0.1,30,8,TIMEOUT,0,10,1
0.1,30,9,TIMEOUT,0,11,1
0.1,31,0,PARTNER_RESCUED,1,2,0
0.1,31,1,PARTNER_RESCUED,1,3,0
0.1,31,2,TIMEOUT,0,4,0
0.1,31,3,TIMEOUT,0,5,3
0.1,31,4,TIMEOUT,0,6,0
0.1,31,5,TIMEOUT,0,7,0
0.1,31,6,TIMEOUT,0,8,1
0.1,31,7,RESOURCE_TAKEN,0,9,0
0.1,31,8,PARTNER_RESCUED,1,10,0
0.1,31,9,PARTNER_RESCUED,1,11,0
0.1,32,0,PARTNER_RESCUED,1,2,0
0.1,32,1,PARTNER_RESCUED,1,3,0
0.1,32,2,TIMEOUT,0,4,1
0.1,32,3,TIMEOUT,0,5,2
0.1,32,4,TIMEOUT,0,6,0
0.1,32,5,TIMEOUT,0,7,0
0.1,32,6,TIMEOUT,0,8,1
0.1,32,7,TIMEOUT,0,9,0
0.1,32,8,TIMEOUT,0,10,1
0.1,32,9,TIMEOUT,0,11,1
0.1,33,0,PARTNER_RESCUED,1,2,0
0.1,33,1,TIMEOUT,0,3,2
0.1,33,2,TIMEOUT,0,4,1
0.1,33,3,TIMEOUT,0,5,2
0.1,33,4,RESOURCE_TAKEN,0,6,0
0.1,33,5,PARTNER_RESCUED,1,7,0
0.1,33,6,TIMEOUT,0,8,1
0.1,33,7,TIMEOUT,0,9,1
0.1,33,8,TIMEOUT,0,10,1
0.1,33,9,TIMEOUT,0,11,1
0.1,34,0,PARTNER_RESCUED,1,2,0
0.1,34,1,TIMEOUT,0,3,0
0.1,34,2,PARTNER_RESCUED,1,4,0
0.1,34,3,PARTNER_RESCUED,1,5,0
0.1,34,4,TIMEOUT,0,6,2
0.1,34,5,TIMEOUT,0,7,2
0.1,34,6,TIMEOUT,0,8,1
0.1,34,7,TIMEOUT,0,9,1
0.1,34,8,TIMEOUT,0,10,0
0.1,34,9,TIMEOUT,0,11,1
0.1,35,0,PARTNER_RESCUED,1,2,0
0.1,35,1,TIMEOUT,0,3,0
0.1,35,2,TIMEOUT,0,4,1
0.1,35,3,RESOURCE_TAKEN,0,5,0
0.1,35,4,PARTNER_RESCUED,1,6,0
0.1,35,5,TIMEOUT,0,7,1
0.1,35,6,TIMEOUT,0,8,0
0.1,35,7,TIMEOUT,0,9,0
0.1,35,8,TIMEOUT,0,10,1
0.1,35,9,TIMEOUT,0,11,0
0.1,36,0,PARTNER_RESCUED,1,2,0
0.1,36,1,TIMEOUT,0,3,1
0.1,36,2,TIMEOUT,0,4,1
0.1,36,3,TIMEOUT,0,5,2
0.1,36,4,RESOURCE_TAKEN,0,6,0
0.1,36,5,PARTNER_RESCUED,1,7,0
0.1,36,6,PARTNER_RESCUED,1,8,0
0.1,36,7,PARTNER_RESCUED,1,9,0
0.1,36,8,PARTNER_RESCUED,1,10,0
0.1,36,9,TIMEOUT,0,11,0
0.1,37,0,TIMEOUT,0,2,1
0.1,37,1,TIMEOUT,0,3,2
0.1,37,2,TIMEOUT,0,4,1
0.1,37,3,TIMEOUT,0,5,0
0.1,37,4,TIMEOUT,0,6,2
0.1,37,5,TIMEOUT,0,7,3
0.1,37,6,TIMEOUT,0,8,1
0.1,37,7,TIMEOUT,0,9,0
0.1,37,8,TIMEOUT,0,10,1
0.1,37,9,TIMEOUT,0,11,1
0.1,38,0,PARTNER_RESCUED,1,2,0
0.1,38,1,TIMEOUT,0,3,0
0.1,38,2,TIMEOUT,0,4,0
0.1,38,3,TIMEOUT,0,5,0
0.1,38,4,RESOURCE_TAKEN,0,6,0
0.1,38,5,PARTNER_RESCUED,1,7,0
0.1,38,6,TIMEOUT,0,8,0
0.1,38,7,PARTNER_RESCUED,1,9,0
0.1,38,8,TIMEOUT,0,10,2
0.1,38,9,TIMEOUT,0,11,1
0.1,39,0,PARTNER_RESCUED,1,2,0
0.1,39,1,PARTNER_RESCUED,1,3,0
0.1,39,2,TIMEOUT,0,4,2
0.1,39,3,TIMEOUT,0,5,0
0.1,39,4,TIMEOUT,0,6,1
0.1,39,5,TIMEOUT,0,7,2
0.1,39,6,RESOURCE_TAKEN,0,8,0
0.1,39,7,PARTNER_RESCUED,1,9,0
0.1,39,8,TIMEOUT,0,10,0
0.1,39,9,TIMEOUT,0,11,2
0.1,40,0,PARTNER_RESCUED,1,2,0
0.1,40,1,TIMEOUT,0,3,2
0.1,40,2,TIMEOUT,0,4,1
0.1,40,3,TIMEOUT,0,5,2
0.1,40,4,TIMEOUT,0,6,2
0.1,40,5,TIMEOUT,0,7,0
0.1,40,6,TIMEOUT,0,8,1
0.1,40,7,RESOURCE_TAKEN,0,9,1
0.1,40,8,PARTNER_RESCUED,1,10,0
0.1,40,9,PARTNER_RESCUED,1,11,0
0.1,41,0,PARTNER_RESCUED,1,2,0
0.1,41,1,TIMEOUT,0,3,1
0.1,41,2,TIMEOUT,0,4,1
0.1,41,3,TIMEOUT,0,5,2
0.1,41,4,TIMEOUT,0,6,0
0.1,41,5,TIMEOUT,0,7,3
0.1,41,6,TIMEOUT,0,8,1
0.1,41,7,TIMEOUT,0,9,0
0.1,41,8,TIMEOUT,0,10,2
0.1,41,9,RESOURCE_TAKEN,0,11,0
0.1,42,0,PARTNER_RESCUED,1,2,0
0.1,42,1,TIMEOUT,0,3,1
0.1,42,2,TIMEOUT,0,4,1
0.1,42,3,TIMEOUT,0,5,2
0.1,42,4,TIMEOUT,0,6,0
0.1,42,5,TIMEOUT,0,7,2
0.1,42,6,TIMEOUT,0,8,1
0.1,42,7,TIMEOUT,0,9,0
0.1,42,8,TIMEOUT,0,10,2
0.1,42,9,TIMEOUT,0,11,0
0.1,43,0,PARTNER_RESCUED,1,2,0
0.1,43,1,TIMEOUT,0,3,1
0.1,43,2,RESOURCE_TAKEN,0,4,0
0.1,43,3,PARTNER_RESCUED,1,5,0
0.1,43,4,TIMEOUT,0,6,1
0.1,43,5,TIMEOUT,0,7,2
0.1,43,6,TIMEOUT,0,8,0
0.1,43,7,TIMEOUT,0,9,0
0.1,43,8,TIMEOUT,0,10,0
0.1,43,9,TIMEOUT,0,11,2
0.1,44,0,TIMEOUT,0,2,1
0.1,44,1,TIMEOUT,0,3,0
0.1,44,2,TIMEOUT,0,4,2
0.1,44,3,TIMEOUT,0,5,2
0.1,44,4,TIMEOUT,0,6,0
0.1,44,5,TIMEOUT,0,7,1
0.1,44,6,TIMEOUT,0,8,0
0.1,44,7,RESOURCE_TAKEN,0,9,1
0.1,44,8,TIMEOUT,0,10,1
0.1,44,9,PARTNER_RESCUED,1,11,0
0.1,45,0,PARTNER_RESCUED,1,2,0
0.1,45,1,PARTNER_RESCUED,1,3,0
0.1,45,2,TIMEOUT,0,4,1
0.1,45,3,TIMEOUT,0,5,2
0.1,45,4,TIMEOUT,0,6,0
0.1,45,5,TIMEOUT,0,7,2
0.1,45,6,TIMEOUT,0,8,0
0.1,45,7,TIMEOUT,0,9,1
0.1,45,8,TIMEOUT,0,10,1
0.1,45,9,TIMEOUT,0,11,1
0.1,46,0,PARTNER_RESCUED,1,2,0
0.1,46,1,TIMEOUT,0,3,1
0.1,46,2,TIMEOUT,0,4,0
0.1,46,3,TIMEOUT,0,5,1
0.1,46,4,TIMEOUT,0,6,0
0.1,46,5,TIMEOUT,0,7,2
0.1,46,6,RESOURCE_TAKEN,0,8,0
0.1,46,7,PARTNER_RESCUED,1,9,0
0.1,46,8,PARTNER_RESCUED,1,10,0
0.1,46,9,TIMEOUT,0,11,1
0.1,47,0,PARTNER_RESCUED,1,2,0
0.1,47,1,TIMEOUT,0,3,2
0.1,47,2,PARTNER_DEAD,0,4,0
0.1,47,3,TIMEOUT,0,5,1
0.1,47,4,TIMEOUT,0,6,0
0.1,47,5,PARTNER_RESCUED,1,7,0
0.1,47,6,TIMEOUT,0,8,2
0.1,47,7,TIMEOUT,0,9,1
0.1,47,8,TIMEOUT,0,10,1
0.1,47,9,TIMEOUT,0,11,2
0.1,48,0,TIMEOUT,0,2,0
0.1,48,1,TIMEOUT,0,3,0
0.1,48,2,TIMEOUT,0,4,1
0.1,48,3,RESOURCE_TAKEN,0,5,0
0.1,48,4,PARTNER_RESCUED,1,6,0
0.1,48,5,PARTNER_RESCUED,1,7,0
0.1,48,6,TIMEOUT,0,8,2
0.1,48,7,TIMEOUT,0,9,2
0.1,48,8,TIMEOUT,0,10,1
0.1,48,9,TIMEOUT,0,11,2
0.1,49,0,PARTNER_RESCUED,1,2,0
0.1,49,1,PARTNER_RESCUED,1,3,0
0.1,49,2,TIMEOUT,0,4,1
0.1,49,3,TIMEOUT,0,5,1
0.1,49,4,RESOURCE_TAKEN,0,6,0
0.1,49,5,PARTNER_RESCUED,1,7,0
0.1,49,6,PARTNER_RESCUED,1,8,0
0.1,49,7,PARTNER_RESCUED,1,9,0
0.1,49,8,TIMEOUT,0,10,1
0.1,49,9,TIMEOUT,0,11,0
0.1,50,0,PARTNER_RESCUED,1,2,0
0.1,50,1,TIMEOUT,0,3,1
0.1,50,2,TIMEOUT,0,4,0
0.1,50,3,TIMEOUT,0,5,2
0.1,50,4,TIMEOUT,0,6,1
0.1,50,5,TIMEOUT,0,7,0
0.1,50,6,TIMEOUT,0,8,0
0.1,50,7,TIMEOUT,0,9,0
0.1,50,8,TIMEOUT,0,10,0
0.1,50,9,RESOURCE_TAKEN,0,11,0
0.1,51,0,PARTNER_RESCUED,1,2,0
0.1,51,1,TIMEOUT,0,3,1
0.1,51,2,TIMEOUT,0,4,0
0.1,51,3,PARTNER_RESCUED,1,5,0
0.1,51,4,PARTNER_RESCUED,1,6,0
0.1,51,5,PARTNER_RESCUED,1,7,0
0.1,51,6,TIMEOUT,0,8,0
0.1,51,7,TIMEOUT,0,9,0
0.1,51,8,TIMEOUT,0,10,0
0.1,51,9,TIMEOUT,0,11,1
0.1,52,0,PARTNER_RESCUED,1,2,0
0.1,52,1,PARTNER_RESCUED,1,3,0
0.1,52,2,TIMEOUT,0,4,0
0.1,52,3,TIMEOUT,0,5,0
0.1,52,4,TIMEOUT,0,6,1
0.1,52,5,TIMEOUT,0,7,0
0.1,52,6,TIMEOUT,0,8,0
0.1,52,7,TIMEOUT,0,9,2
0.1,52,8,TIMEOUT,0,10,3
0.1,52,9,TIMEOUT,0,11,2
0.1,53,0,TIMEOUT,0,2,1
0.1,53,1,TIMEOUT,0,3,2
0.1,53,2,TIMEOUT,0,4,2
0.1,53,3,TIMEOUT,0,5,0
0.1,53,4,TIMEOUT,0,6,0
0.1,53,5,TIMEOUT,0,7,0
0.1,53,6,TIMEOUT,0,8,3
0.1,53,7,TIMEOUT,0,9,0
0.1,53,8,TIMEOUT,0,10,0
0.1,53,9,RESOURCE_TAKEN,0,11,0
0.1,54,0,PARTNER_DEAD,0,2,1
0.1,54,1,TIMEOUT,0,3,0
0.1,54,2,TIMEOUT,0,4,0
0.1,54,3,PARTNER_RESCUED,1,5,0
0.1,54,4,PARTNER_RESCUED,1,6,0
0.1,54,5,TIMEOUT,0,7,0
0.1,54,6,TIMEOUT,0,8,1
0.1,54,7,TIMEOUT,0,9,0
0.1,54,8,TIMEOUT,0,10,1
0.1,54,9,TIMEOUT,0,11,1
0.1,55,0,PARTNER_RESCUED,1,2,0
0.1,55,1,PARTNER_RESCUED,1,3,0
0.1,55,2,TIMEOUT,0,4,1
0.1,55,3,TIMEOUT,0,5,1
0.1,55,4,TIMEOUT,0,6,0
0.1,55,5,TIMEOUT,0,7,1
0.1,55,6,TIMEOUT,0,8,0
0.1,55,7,TIMEOUT,0,9,0
0.1,55,8,TIMEOUT,0,10,0
0.1,55,9,TIMEOUT,0,11,0
0.1,56,0,PARTNER_RESCUED,1,2,0
0.1,56,1,PARTNER_RESCUED,1,3,0
0.1,56,2,PARTNER_RESCUED,1,4,0
0.1,56,3,TIMEOUT,0,5,1
0.1,56,4,TIMEOUT,0,6,0
0.1,56,5,TIMEOUT,0,7,2
0.1,56,6,TIMEOUT,0,8,0
0.1,56,7,TIMEOUT,0,9,0
0.1,56,8,TIMEOUT,0,10,0
0.1,56,9,RESOURCE_TAKEN,0,11,0
0.1,57,0,PARTNER_RESCUED,1,2,0
0.1,57,1,TIMEOUT,0,3,2
0.1,57,2,TIMEOUT,0,4,0
0.1,57,3,TIMEOUT,0,5,0
0.1,57,4,TIMEOUT,0,6,3
0.1,57,5,TIMEOUT,0,7,0
0.1,57,6,TIMEOUT,0,8,3
0.1,57,7,TIMEOUT,0,9,1
0.1,57,8,TIMEOUT,0,10,3
0.1,57,9,RESOURCE_TAKEN,0,11,0
0.1,58,0,PARTNER_RESCUED,1,2,0
0.1,58,1,TIMEOUT,0,3,1
0.1,58,2,TIMEOUT,0,4,1
0.1,58,3,TIMEOUT,0,5,2
0.1,58,4,TIMEOUT,0,6,0
0.1,58,5,TIMEOUT,0,7,0
0.1,58,6,RESOURCE_TAKEN,0,8,0
0.1,58,7,PARTNER_RESCUED,1,9,0
0.1,58,8,TIMEOUT,0,10,1
0.1,58,9,TIMEOUT,0,11,0
0.1,59,0,PARTNER_RESCUED,1,2,0
0.1,59,1,TIMEOUT,0,3,1
0.1,59,2,TIMEOUT,0,4,1
0.1,59,3,TIMEOUT,0,5,2
0.1,59,4,TIMEOUT,0,6,0
0.1,59,5,PARTNER_RESCUED,1,7,0
0.1,59,6,TIMEOUT,0,8,1
0.1,59,7,TIMEOUT,0,9,0
0.1,59,8,TIMEOUT,0,10,3
0.1,59,9,TIMEOUT,0,11,0
0.1,60,0,PARTNER_RESCUED,1,2,0
0.1,60,1,PARTNER_RESCUED,1,3,0
0.1,60,2,TIMEOUT,0,4,0
0.1,60,3,TIMEOUT,0,5,1
0.1,60,4,TIMEOUT,0,6,1
0.1,60,5,TIMEOUT,0,7,2
0.1,60,6,TIMEOUT,0,8,0
0.1,60,7,TIMEOUT,0,9,2
0.1,60,8,TIMEOUT,0,10,1
0.1,60,9,TIMEOUT,0,11,0
0.1,61,0,PARTNER_RESCUED,1,2,0
0.1,61,1,TIMEOUT,0,3,1
0.1,61,2,TIMEOUT,0,4,2
0.1,61,3,RESOURCE_TAKEN,0,5,0
0.1,61,4,PARTNER_RESCUED,1,6,0
0.1,61,5,TIMEOUT,0,7,1
0.1,61,6,TIMEOUT,0,8,1
0.1,61,7,TIMEOUT,0,9,2
0.1,61,8,TIMEOUT,0,10,2
0.1,61,9,TIMEOUT,0,11,3
0.1,62,0,TIMEOUT,0,2,0
0.1,62,1,TIMEOUT,0,3,1
0.1,62,2,TIMEOUT,0,4,2
0.1,62,3,TIMEOUT,0,5,1
0.1,62,4,TIMEOUT,0,6,0
0.1,62,5,TIMEOUT,0,7,1
0.1,62,6,RESOURCE_TAKEN,0,8,2
0.1,62,7,PARTNER_RESCUED,1,9,0
0.1,62,8,TIMEOUT,0,10,1
0.1,62,9,PARTNER_RESCUED,1,11,0
0.1,63,0,PARTNER_RESCUED,1,2,0
0.1,63,1,TIMEOUT,0,3,0
0.1,63,2,TIMEOUT,0,4,0
0.1,63,3,PARTNER_DEAD,0,5,1
0.1,63,4,PARTNER_RESCUED,1,6,0
0.1,63,5,PARTNER_RESCUED,1,7,0
0.1,63,6,PARTNER_RESCUED,1,8,0
0.1,63,7,TIMEOUT,0,9,0
0.1,63,8,TIMEOUT,0,10,2
0.1,63,9,TIMEOUT,0,11,0
0.1,64,0,PARTNER_RESCUED,1,2,0
0.1,64,1,TIMEOUT,0,3,0
0.1,64,2,TIMEOUT,0,4,1
0.1,64,3,TIMEOUT,0,5,0
0.1,64,4,TIMEOUT,0,6,0
0.1,64,5,TIMEOUT,0,7,2
0.1,64,6,TIMEOUT,0,8,2
0.1,64,7,TIMEOUT,0,9,0
0.1,64,8,TIMEOUT,0,10,3
0.1,64,9,TIMEOUT,0,11,2
0.1,65,0,TIMEOUT,0,2,1
0.1,65,1,TIMEOUT,0,3,2
0.1,65,2,RESOURCE_TAKEN,0,4,0
0.1,65,3,PARTNER_RESCUED,1,5,0
0.1,65,4,PARTNER_RESCUED,1,6,0
0.1,65,5,TIMEOUT,0,7,1
0.1,65,6,TIMEOUT,0,8,2
0.1,65,7,TIMEOUT,0,9,1
0.1,65,8,TIMEOUT,0,10,1
0.1,65,9,TIMEOUT,0,11,1
0.1,66,0,PARTNER_RESCUED,1,2,0
0.1,66,1,PARTNER_RESCUED,1,3,0
0.1,66,2,TIMEOUT,0,4,1
0.1,66,3,TIMEOUT,0,5,0
0.1,66,4,TIMEOUT,0,6,0
0.1,66,5,TIMEOUT,0,7,0
0.1,66,6,TIMEOUT,0,8,2
0.1,66,7,TIMEOUT,0,9,2
0.1,66,8,TIMEOUT,0,10,1
0.1,66,9,RESOURCE_TAKEN,0,11,1
0.1,67,0,PARTNER_RESCUED,1,2,0
0.1,67,1,TIMEOUT,0,3,1
0.1,67,2,TIMEOUT,0,4,2
0.1,67,3,TIMEOUT,0,5,1
0.1,67,4,TIMEOUT,0,6,0
0.1,67,5,TIMEOUT,0,7,1
0.1,67,6,TIMEOUT,0,8,0
0.1,67,7,TIMEOUT,0,9,0
0.1,67,8,TIMEOUT,0,10,2
0.1,67,9,TIMEOUT,0,11,1
0.1,68,0,PARTNER_RESCUED,1,2,0
0.1,68,1,PARTNER_RESCUED,1,3,0
0.1,68,2,TIMEOUT,0,4,0
0.1,68,3,PARTNER_RESCUED,1,5,0
0.1,68,4,TIMEOUT,0,6,2
0.1,68,5,TIMEOUT,0,7,2
0.1,68,6,RESOURCE_TAKEN,0,8,0
0.1,68,7,PARTNER_RESCUED,1,9,0
0.1,68,8,TIMEOUT,0,10,0
0.1,68,9,TIMEOUT,0,11,1
0.1,69,0,PARTNER_RESCUED,1,2,0
0.1,69,1,PARTNER_RESCUED,1,3,0
0.1,69,2,TIMEOUT,0,4,2
0.1,69,3,TIMEOUT,0,5,1
0.1,69,4,TIMEOUT,0,6,2
0.1,69,5,TIMEOUT,0,7,1
0.1,69,6,TIMEOUT,0,8,0
0.1,69,7,TIMEOUT,0,9,2
0.1,69,8,TIMEOUT,0,10,0
0.1,69,9,TIMEOUT,0,11,1
0.1,70,0,PARTNER_RESCUED,1,2,0
0.1,70,1,PARTNER_DEAD,0,3,1
0.1,70,2,PARTNER_RESCUED,1,4,0
0.1,70,3,PARTNER_RESCUED,1,5,0
0.1,70,4,PARTNER_RESCUED,1,6,0
0.1,70,5,PARTNER_RESCUED,1,7,0
0.1,70,6,TIMEOUT,0,8,0
0.1,70,7,TIMEOUT,0,9,2
0.1,70,8,TIMEOUT,0,10,0
0.1,70,9,TIMEOUT,0,11,2
0.1,71,0,PARTNER_RESCUED,1,2,0
0.1,71,1,TIMEOUT,0,3,0
0.1,71,2,TIMEOUT,0,4,0
0.1,71,3,TIMEOUT,0,5,2
0.1,71,4,TIMEOUT,0,6,0
0.1,71,5,TIMEOUT,0,7,1
0.1,71,6,RESOURCE_TAKEN,0,8,0
0.1,71,7,TIMEOUT,0,9,1
0.1,71,8,PARTNER_RESCUED,1,10,0
0.1,71,9,PARTNER_RESCUED,1,11,0
0.1,72,0,PARTNER_RESCUED,1,2,0
0.1,72,1,PARTNER_RESCUED,1,3,0
0.1,72,2,TIMEOUT,0,4,0
0.1,72,3,TIMEOUT,0,5,0
0.1,72,4,TIMEOUT,0,6,0
0.1,72,5,TIMEOUT,0,7,1
0.1,72,6,TIMEOUT,0,8,0
0.1,72,7,TIMEOUT,0,9,0
0.1,72,8,TIMEOUT,0,10,0
0.1,72,9,TIMEOUT,0,11,1
0.1,73,0,PARTNER_RESCUED,1,2,0
0.1,73,1,TIMEOUT,0,3,2
0.1,73,2,TIMEOUT,0,4,0
0.1,73,3,TIMEOUT,0,5,0
0.1,73,4,TIMEOUT,0,6,1
0.1,73,5,TIMEOUT,0,7,2
0.1,73,6,TIMEOUT,0,8,1
0.1,73,7,TIMEOUT,0,9,0
0.1,73,8,TIMEOUT,0,10,2
0.1,73,9,TIMEOUT,0,11,1
0.1,74,0,TIMEOUT,0,2,1
0.1,74,1,TIMEOUT,0,3,0
0.1,74,2,TIMEOUT,0,4,0
0.1,74,3,TIMEOUT,0,5,2
0.1,74,4,RESOURCE_TAKEN,0,6,0
0.1,74,5,PARTNER_RESCUED,1,7,0
0.1,74,6,TIMEOUT,0,8,1
0.1,74,7,TIMEOUT,0,9,0
0.1,74,8,TIMEOUT,0,10,1
0.1,74,9,TIMEOUT,0,11,1
0.1,75,0,PARTNER_RESCUED,1,2,0
0.1,75,1,TIMEOUT,0,3,1
0.1,75,2,PARTNER_RESCUED,1,4,0
0.1,75,3,TIMEOUT,0,5,2
0.1,75,4,TIMEOUT,0,6,2
0.1,75,5,TIMEOUT,0,7,2
0.1,75,6,TIMEOUT,0,8,1
0.1,75,7,TIMEOUT,0,9,1
0.1,75,8,TIMEOUT,0,10,0
0.1,75,9,TIMEOUT,0,11,0
0.1,76,0,PARTNER_RESCUED,1,2,0
0.1,76,1,TIMEOUT,0,3,2
0.1,76,2,TIMEOUT,0,4,0
0.1,76,3,TIMEOUT,0,5,0
0.1,76,4,TIMEOUT,0,6,1
0.1,76,5,TIMEOUT,0,7,0
0.1,76,6,TIMEOUT,0,8,1
0.1,76,7,RESOURCE_TAKEN,0,9,1
0.1,76,8,PARTNER_RESCUED,1,10,0
0.1,76,9,PARTNER_RESCUED,1,11,0
0.1,77,0,PARTNER_DEAD,0,2,1
0.1,77,1,PARTNER_RESCUED,1,3,0
0.1,77,2,TIMEOUT,0,4,1
0.1,77,3,TIMEOUT,0,5,2
0.1,77,4,TIMEOUT,0,6,1
0.1,77,5,TIMEOUT,0,7,2
0.1,77,6,TIMEOUT,0,8,1
0.1,77,7,TIMEOUT,0,9,0
0.1,77,8,TIMEOUT,0,10,0
0.1,77,9,TIMEOUT,0,11,0
0.1,78,0,PARTNER_RESCUED,1,2,0
0.1,78,1,TIMEOUT,0,3,1
0.1,78,2,TIMEOUT,0,4,2
0.1,78,3,TIMEOUT,0,5,0
0.1,78,4,PARTNER_RESCUED,1,6,0
0.1,78,5,TIMEOUT,0,7,1
0.1,78,6,TIMEOUT,0,8,1
0.1,78,7,RESOURCE_TAKEN,0,9,0
0.1,78,8,PARTNER_RESCUED,1,10,0
0.1,78,9,PARTNER_RESCUED,1,11,0
0.1,79,0,PARTNER_RESCUED,1,2,0
0.1,79,1,TIMEOUT,0,3,1
0.1,79,2,TIMEOUT,0,4,0
0.1,79,3,TIMEOUT,0,5,1
0.1,79,4,TIMEOUT,0,6,2
0.1,79,5,TIMEOUT,0,7,1
0.1,79,6,TIMEOUT,0,8,1
0.1,79,7,TIMEOUT,0,9,2
0.1,79,8,TIMEOUT,0,10,2
0.1,79,9,RESOURCE_TAKEN,0,11,0
0.1,80,0,PARTNER_RESCUED,1,2,0
