tau,agent_id,episode_idx,outcome,steps_used,target_switches,n_memories,e_max,was_encoded
0.0,93,5,TIMEOUT,12,2,7,0.4717,1
0.0,93,6,TIMEOUT,12,1,8,0.4717,1
0.0,93,7,TIMEOUT,12,2,9,0.4717,1
0.0,93,8,RESOURCE_TAKEN,11,0,10,0.39,1
0.0,93,9,TIMEOUT,12,1,11,1.0,1
0.0,94,0,PARTNER_RESCUED,6,0,2,1.0,1
0.0,94,1,TIMEOUT,12,2,3,1.0,1
0.0,94,2,TIMEOUT,12,0,4,0.6673,1
0.0,94,3,TIMEOUT,12,2,5,0.4995,1
0.0,94,4,TIMEOUT,12,2,6,0.4717,1
0.0,94,5,TIMEOUT,12,0,7,0.4717,1
0.0,94,6,TIMEOUT,12,1,8,0.4717,1
0.0,94,7,TIMEOUT,12,0,9,0.4717,1
0.0,94,8,TIMEOUT,12,0,10,0.4717,1
0.0,94,9,RESOURCE_TAKEN,9,0,11,0.2517,1
0.0,95,0,TIMEOUT,12,1,2,1.0,1
0.0,95,1,TIMEOUT,12,0,3,0.822,1
0.0,95,2,TIMEOUT,12,2,4,0.5723,1
0.0,95,3,TIMEOUT,12,1,5,0.4717,1
0.0,95,4,RESOURCE_TAKEN,9,0,6,0.2915,1
0.0,95,5,PARTNER_RESCUED,7,0,7,1.0,1
0.0,95,6,TIMEOUT,12,1,8,1.0,1
0.0,95,7,TIMEOUT,12,0,9,1.0,1
0.0,95,8,TIMEOUT,12,1,10,0.729,1
0.0,95,9,TIMEOUT,12,0,11,0.5356,1
0.0,96,0,PARTNER_RESCUED,6,0,2,1.0,1
0.0,96,1,PARTNER_RESCUED,6,0,3,0.62,1
0.0,96,2,TIMEOUT,12,1,4,1.0,1
0.0,96,3,TIMEOUT,12,1,5,0.5695,1
0.0,96,4,TIMEOUT,12,3,6,0.4717,1
0.0,96,5,TIMEOUT,12,0,7,0.4717,1
0.0,96,6,TIMEOUT,12,2,8,0.4717,1
0.0,96,7,TIMEOUT,12,2,9,0.4717,1
0.0,96,8,TIMEOUT,12,2,10,0.4717,1
0.0,96,9,TIMEOUT,12,0,11,0.4717,1
0.0,97,0,PARTNER_RESCUED,6,0,2,1.0,1
0.0,97,1,TIMEOUT,12,0,3,1.0,1
0.0,97,2,TIMEOUT,12,0,4,0.6561,1
0.0,97,3,TIMEOUT,12,2,5,0.505,1
0.0,97,4,TIMEOUT,12,0,6,0.4717,1
0.0,97,5,TIMEOUT,12,0,7,0.4717,1
0.0,97,6,TIMEOUT,12,0,8,0.4717,1
0.0,97,7,TIMEOUT,12,2,9,0.4717,1
0.0,97,8,TIMEOUT,12,1,10,0.4717,1
0.0,97,9,TIMEOUT,12,1,11,0.4717,1
0.0,98,0,PARTNER_RESCUED,6,0,2,1.0,1
0.0,98,1,TIMEOUT,12,1,3,1.0,1
0.0,98,2,TIMEOUT,12,0,4,0.7066,1
0.0,98,3,TIMEOUT,12,1,5,0.4934,1
0.0,98,4,TIMEOUT,12,0,6,0.4717,1
0.0,98,5,TIMEOUT,12,0,7,0.4717,1
0.0,98,6,TIMEOUT,12,1,8,0.4717,1
0.0,98,7,TIMEOUT,12,0,9,0.4717,1
0.0,98,8,TIMEOUT,12,0,10,0.4717,1
0.0,98,9,TIMEOUT,12,0,11,0.4717,1
0.0,99,0,TIMEOUT,12,0,2,1.0,1
0.0,99,1,TIMEOUT,12,0,3,0.8099,1
0.0,99,2,TIMEOUT,12,2,4,0.5831,1
0.0,99,3,TIMEOUT,12,0,5,0.4717,1
0.0,99,4,TIMEOUT,12,1,6,0.4717,1
0.0,99,5,TIMEOUT,12,1,7,0.4717,1
0.0,99,6,TIMEOUT,12,0,8,0.4717,1
0.0,99,7,TIMEOUT,12,0,9,0.4717,1
0.0,99,8,TIMEOUT,12,2,10,0.4717,1
0.0,99,9,RESOURCE_TAKEN,11,0,11,0.39,1
0.3,0,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,0,1,PARTNER_RESCUED,7,0,3,0.8,1
0.3,0,2,PARTNER_RESCUED,7,0,4,0.7,1
0.3,0,3,TIMEOUT,12,1,5,1.0,1
0.3,0,4,TIMEOUT,12,0,6,0.4791,1
0.3,0,5,TIMEOUT,12,0,7,0.4717,1
0.3,0,6,RESOURCE_TAKEN,6,0,7,0.189,0
0.3,0,7,TIMEOUT,12,0,8,0.4717,1
0.3,0,8,TIMEOUT,12,2,9,0.4717,1
0.3,0,9,TIMEOUT,12,1,10,0.4717,1
0.3,1,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,1,1,TIMEOUT,12,1,3,1.0,1
0.3,1,2,TIMEOUT,12,0,4,0.6451,1
0.3,1,3,TIMEOUT,12,0,5,0.4812,1
0.3,1,4,RESOURCE_TAKEN,12,1,6,0.4717,1
0.3,1,5,TIMEOUT,12,1,7,1.0,1
0.3,1,6,PARTNER_RESCUED,7,0,8,0.8644,1
0.3,1,7,TIMEOUT,12,0,9,1.0,1
0.3,1,8,TIMEOUT,12,0,10,0.7053,1
0.3,1,9,RESOURCE_TAKEN,12,0,11,0.5401,1
0.3,2,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,2,1,TIMEOUT,12,0,3,1.0,1
0.3,2,2,TIMEOUT,12,2,4,0.697,1
0.3,2,3,TIMEOUT,12,0,5,0.491,1
0.3,2,4,RESOURCE_TAKEN,12,1,6,0.4717,1
0.3,2,5,PARTNER_RESCUED,6,0,7,1.0,1
0.3,2,6,TIMEOUT,12,2,8,1.0,1
0.3,2,7,TIMEOUT,12,0,9,1.0,1
0.3,2,8,TIMEOUT,12,1,10,0.7432,1
0.3,2,9,TIMEOUT,12,2,11,0.5387,1
0.3,3,0,TIMEOUT,12,0,2,1.0,1
0.3,3,1,PARTNER_RESCUED,6,0,3,0.4248,1
0.3,3,2,TIMEOUT,12,1,4,1.0,1
0.3,3,3,TIMEOUT,12,1,5,0.4954,1
0.3,3,4,TIMEOUT,12,1,6,0.4717,1
0.3,3,5,TIMEOUT,12,2,7,0.4717,1
0.3,3,6,TIMEOUT,12,0,8,0.4717,1
0.3,3,7,TIMEOUT,12,2,9,0.4717,1
0.3,3,8,TIMEOUT,12,1,10,0.4717,1
0.3,3,9,TIMEOUT,12,0,11,0.4717,1
0.3,4,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,4,1,PARTNER_RESCUED,7,0,3,0.7,1
0.3,4,2,TIMEOUT,12,0,4,1.0,1
0.3,4,3,TIMEOUT,12,0,5,0.5565,1
0.3,4,4,TIMEOUT,12,2,6,0.4717,1
0.3,4,5,TIMEOUT,12,3,7,0.4717,1
0.3,4,6,TIMEOUT,12,0,8,0.4717,1
0.3,4,7,TIMEOUT,12,1,9,0.4717,1
0.3,4,8,TIMEOUT,12,2,10,0.4717,1
0.3,4,9,TIMEOUT,12,0,11,0.4717,1
0.3,5,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,5,1,TIMEOUT,12,1,3,1.0,1
0.3,5,2,TIMEOUT,12,2,4,0.699,1
0.3,5,3,TIMEOUT,12,2,5,0.4994,1
0.3,5,4,TIMEOUT,12,1,6,0.4717,1
0.3,5,5,TIMEOUT,12,0,7,0.4717,1
0.3,5,6,RESOURCE_TAKEN,8,1,7,0.2251,0
0.3,5,7,RESOURCE_TAKEN,12,0,8,0.4717,1
0.3,5,8,PARTNER_RESCUED,7,0,9,1.0,1
0.3,5,9,PARTNER_RESCUED,6,0,10,0.62,1
0.3,6,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,6,1,TIMEOUT,12,1,3,1.0,1
0.3,6,2,TIMEOUT,12,1,4,0.6745,1
0.3,6,3,TIMEOUT,12,0,5,0.489,1
0.3,6,4,TIMEOUT,12,1,6,0.4717,1
0.3,6,5,TIMEOUT,12,1,7,0.4717,1
0.3,6,6,TIMEOUT,12,1,8,0.4717,1
0.3,6,7,RESOURCE_TAKEN,12,0,9,0.4717,1
0.3,6,8,TIMEOUT,12,0,10,1.0,1
0.3,6,9,PARTNER_RESCUED,6,0,11,0.7582,1
0.3,7,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,7,1,TIMEOUT,12,1,3,1.0,1
0.3,7,2,TIMEOUT,12,1,4,0.6726,1
0.3,7,3,TIMEOUT,12,2,5,0.5001,1
0.3,7,4,TIMEOUT,12,0,6,0.4717,1
0.3,7,5,RESOURCE_TAKEN,12,0,7,0.4717,1
0.3,7,6,PARTNER_RESCUED,6,0,8,1.0,1
0.3,7,7,PARTNER_RESCUED,7,0,9,0.7,1
0.3,7,8,PARTNER_RESCUED,7,0,10,0.7,1
0.3,7,9,PARTNER_RESCUED,7,0,11,0.7,1
0.3,8,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,8,1,TIMEOUT,12,1,3,1.0,1
0.3,8,2,TIMEOUT,12,1,4,0.6752,1
0.3,8,3,TIMEOUT,12,2,5,0.5039,1
0.3,8,4,TIMEOUT,12,1,6,0.4717,1
0.3,8,5,RESOURCE_TAKEN,11,0,7,0.39,1
0.3,8,6,TIMEOUT,12,1,8,1.0,1
0.3,8,7,TIMEOUT,12,1,9,1.0,1
0.3,8,8,TIMEOUT,12,2,10,0.9407,1
0.3,8,9,TIMEOUT,12,0,11,0.638,1
0.3,9,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,9,1,TIMEOUT,12,1,3,1.0,1
0.3,9,2,TIMEOUT,12,2,4,0.6718,1
0.3,9,3,RESOURCE_TAKEN,12,0,5,0.5004,1
0.3,9,4,TIMEOUT,12,0,6,1.0,1
0.3,9,5,PARTNER_RESCUED,7,0,7,0.8637,1
0.3,9,6,TIMEOUT,12,1,8,1.0,1
0.3,9,7,TIMEOUT,12,1,9,0.7182,1
0.3,9,8,TIMEOUT,12,0,10,0.5134,1
0.3,9,9,TIMEOUT,12,0,11,0.4717,1
0.3,10,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,10,1,TIMEOUT,12,1,3,1.0,1
0.3,10,2,TIMEOUT,12,0,4,0.7045,1
0.3,10,3,TIMEOUT,12,0,5,0.5076,1
0.3,10,4,TIMEOUT,12,1,6,0.4717,1
0.3,10,5,TIMEOUT,12,0,7,0.4717,1
0.3,10,6,RESOURCE_TAKEN,11,0,8,0.39,1
0.3,10,7,PARTNER_RESCUED,6,0,9,1.0,1
0.3,10,8,TIMEOUT,12,1,10,1.0,1
0.3,10,9,TIMEOUT,12,2,11,1.0,1
0.3,11,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,11,1,TIMEOUT,12,1,3,1.0,1
0.3,11,2,TIMEOUT,12,2,4,0.6863,1
0.3,11,3,TIMEOUT,12,1,5,0.4966,1
0.3,11,4,TIMEOUT,12,0,6,0.4717,1
0.3,11,5,TIMEOUT,12,2,7,0.4717,1
0.3,11,6,RESOURCE_TAKEN,12,0,8,0.4717,1
0.3,11,7,TIMEOUT,12,1,9,1.0,1
0.3,11,8,PARTNER_RESCUED,7,0,10,0.8737,1
0.3,11,9,TIMEOUT,12,1,11,1.0,1
0.3,12,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,12,1,TIMEOUT,12,0,3,1.0,1
0.3,12,2,TIMEOUT,12,0,4,0.7027,1
0.3,12,3,TIMEOUT,12,0,5,0.4813,1
0.3,12,4,TIMEOUT,12,0,6,0.4717,1
0.3,12,5,TIMEOUT,12,0,7,0.4717,1
0.3,12,6,TIMEOUT,12,2,8,0.4717,1
0.3,12,7,RESOURCE_TAKEN,12,0,9,0.4717,1
0.3,12,8,PARTNER_RESCUED,6,0,10,1.0,1
0.3,12,9,TIMEOUT,12,0,11,1.0,1
0.3,13,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,13,1,TIMEOUT,12,1,3,1.0,1
0.3,13,2,TIMEOUT,12,2,4,0.6828,1
0.3,13,3,TIMEOUT,12,1,5,0.4986,1
0.3,13,4,RESOURCE_TAKEN,12,0,6,0.4717,1
0.3,13,5,PARTNER_RESCUED,7,0,7,1.0,1
0.3,13,6,TIMEOUT,12,1,8,1.0,1
0.3,13,7,PARTNER_RESCUED,7,0,9,0.666,1
0.3,13,8,PARTNER_RESCUED,7,0,10,0.7,1
0.3,13,9,TIMEOUT,12,2,11,1.0,1
0.3,14,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,14,1,TIMEOUT,12,0,3,1.0,1
0.3,14,2,TIMEOUT,12,0,4,0.7032,1
0.3,14,3,TIMEOUT,12,1,5,0.496,1
0.3,14,4,TIMEOUT,12,3,6,0.4717,1
0.3,14,5,TIMEOUT,12,0,7,0.4717,1
0.3,14,6,TIMEOUT,12,2,8,0.4717,1
0.3,14,7,TIMEOUT,12,0,9,0.4717,1
0.3,14,8,TIMEOUT,12,3,10,0.4717,1
0.3,14,9,TIMEOUT,12,2,11,0.4717,1
0.3,15,0,TIMEOUT,12,0,2,1.0,1
0.3,15,1,TIMEOUT,12,2,3,0.8502,1
0.3,15,2,TIMEOUT,12,1,4,0.5631,1
0.3,15,3,TIMEOUT,12,2,5,0.4717,1
0.3,15,4,TIMEOUT,12,2,6,0.4717,1
0.3,15,5,TIMEOUT,12,2,7,0.4717,1
0.3,15,6,TIMEOUT,12,1,8,0.4717,1
0.3,15,7,TIMEOUT,12,2,9,0.4717,1
0.3,15,8,TIMEOUT,12,0,10,0.4717,1
0.3,15,9,TIMEOUT,12,1,11,0.4717,1
0.3,16,0,TIMEOUT,12,1,2,1.0,1
0.3,16,1,TIMEOUT,12,1,3,0.822,1
0.3,16,2,TIMEOUT,12,1,4,0.5772,1
0.3,16,3,TIMEOUT,12,0,5,0.4717,1
0.3,16,4,TIMEOUT,12,0,6,0.4717,1
0.3,16,5,TIMEOUT,12,1,7,0.4717,1
0.3,16,6,PARTNER_RESCUED,6,0,7,0.1721,0
0.3,16,7,RESOURCE_TAKEN,8,0,7,0.2139,0
0.3,16,8,TIMEOUT,12,1,8,0.4717,1
0.3,16,9,TIMEOUT,12,1,9,0.4717,1
0.3,17,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,17,1,PARTNER_RESCUED,7,0,3,0.7,1
0.3,17,2,TIMEOUT,12,0,4,1.0,1
0.3,17,3,TIMEOUT,12,0,5,0.5323,1
0.3,17,4,TIMEOUT,12,0,6,0.4717,1
0.3,17,5,TIMEOUT,12,0,7,0.4717,1
0.3,17,6,TIMEOUT,12,0,8,0.4717,1
0.3,17,7,TIMEOUT,12,0,9,0.4717,1
0.3,17,8,TIMEOUT,12,1,10,0.4717,1
0.3,17,9,TIMEOUT,12,1,11,0.4717,1
0.3,18,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,18,1,TIMEOUT,12,0,3,1.0,1
0.3,18,2,TIMEOUT,12,2,4,0.698,1
0.3,18,3,TIMEOUT,12,0,5,0.5116,1
0.3,18,4,TIMEOUT,12,4,6,0.4717,1
0.3,18,5,TIMEOUT,12,1,7,0.4717,1
0.3,18,6,TIMEOUT,12,1,8,0.4717,1
0.3,18,7,TIMEOUT,12,0,9,0.4717,1
0.3,18,8,TIMEOUT,12,0,10,0.4717,1
0.3,18,9,TIMEOUT,12,0,11,0.4717,1
0.3,19,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,19,1,TIMEOUT,12,1,3,1.0,1
0.3,19,2,TIMEOUT,12,0,4,0.6594,1
0.3,19,3,TIMEOUT,12,0,5,0.5089,1
0.3,19,4,TIMEOUT,12,1,6,0.4717,1
0.3,19,5,TIMEOUT,12,0,7,0.4717,1
0.3,19,6,TIMEOUT,12,1,8,0.4717,1
0.3,19,7,RESOURCE_TAKEN,12,0,9,0.4717,1
0.3,19,8,TIMEOUT,12,1,10,1.0,1
0.3,19,9,TIMEOUT,12,1,11,1.0,1
0.3,20,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,20,1,TIMEOUT,12,0,3,1.0,1
0.3,20,2,TIMEOUT,12,0,4,0.6933,1
0.3,20,3,TIMEOUT,12,0,5,0.5095,1
0.3,20,4,TIMEOUT,12,0,6,0.4717,1
0.3,20,5,TIMEOUT,12,1,7,0.4717,1
0.3,20,6,TIMEOUT,12,1,8,0.4717,1
0.3,20,7,TIMEOUT,12,0,9,0.4717,1
0.3,20,8,TIMEOUT,12,2,10,0.4717,1
0.3,20,9,RESOURCE_TAKEN,10,0,11,0.3167,1
0.3,21,0,TIMEOUT,12,2,2,1.0,1
0.3,21,1,RESOURCE_TAKEN,12,0,3,0.8803,1
0.3,21,2,TIMEOUT,12,1,4,1.0,1
0.3,21,3,PARTNER_RESCUED,6,0,5,0.7575,1
0.3,21,4,TIMEOUT,12,2,6,1.0,1
0.3,21,5,TIMEOUT,12,1,7,0.7489,1
0.3,21,6,TIMEOUT,12,0,8,0.5449,1
0.3,21,7,TIMEOUT,12,0,9,0.4717,1
0.3,21,8,TIMEOUT,12,0,10,0.4717,1
0.3,21,9,TIMEOUT,12,2,11,0.4717,1
0.3,22,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,22,1,TIMEOUT,12,0,3,1.0,1
0.3,22,2,TIMEOUT,12,2,4,0.6826,1
0.3,22,3,TIMEOUT,12,2,5,0.5002,1
0.3,22,4,TIMEOUT,12,2,6,0.4717,1
0.3,22,5,TIMEOUT,12,2,7,0.4717,1
0.3,22,6,TIMEOUT,12,0,8,0.4717,1
0.3,22,7,TIMEOUT,12,2,9,0.4717,1
0.3,22,8,TIMEOUT,12,1,10,0.4717,1
0.3,22,9,TIMEOUT,12,0,11,0.4717,1
0.3,23,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,23,1,PARTNER_RESCUED,7,0,3,0.7,1
0.3,23,2,TIMEOUT,12,2,4,1.0,1
0.3,23,3,TIMEOUT,12,0,5,0.564,1
0.3,23,4,TIMEOUT,12,0,6,0.4717,1
0.3,23,5,TIMEOUT,12,1,7,0.4717,1
0.3,23,6,TIMEOUT,12,0,8,0.4717,1
0.3,23,7,TIMEOUT,12,0,9,0.4717,1
0.3,23,8,TIMEOUT,12,2,10,0.4717,1
0.3,23,9,TIMEOUT,12,3,11,0.4717,1
0.3,24,0,TIMEOUT,12,0,2,1.0,1
0.3,24,1,TIMEOUT,12,0,3,0.8577,1
0.3,24,2,TIMEOUT,12,1,4,0.5751,1
0.3,24,3,TIMEOUT,12,0,5,0.4717,1
0.3,24,4,TIMEOUT,12,0,6,0.4717,1
0.3,24,5,TIMEOUT,12,0,7,0.4717,1
0.3,24,6,TIMEOUT,12,0,8,0.4717,1
0.3,24,7,TIMEOUT,12,0,9,0.4717,1
0.3,24,8,TIMEOUT,12,2,10,0.4717,1
0.3,24,9,TIMEOUT,12,3,11,0.4717,1
0.3,25,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,25,1,TIMEOUT,12,1,3,1.0,1
0.3,25,2,TIMEOUT,12,3,4,0.6798,1
0.3,25,3,TIMEOUT,12,2,5,0.4988,1
0.3,25,4,TIMEOUT,12,2,6,0.4717,1
0.3,25,5,RESOURCE_TAKEN,11,0,7,0.39,1
0.3,25,6,TIMEOUT,12,0,8,1.0,1
0.3,25,7,PARTNER_RESCUED,7,0,9,0.8713,1
0.3,25,8,TIMEOUT,12,0,10,1.0,1
0.3,25,9,TIMEOUT,12,1,11,0.7356,1
0.3,26,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,26,1,PARTNER_RESCUED,7,0,3,0.7,1
0.3,26,2,PARTNER_RESCUED,6,0,4,0.62,1
0.3,26,3,TIMEOUT,12,0,5,1.0,1
0.3,26,4,TIMEOUT,12,1,6,0.4794,1
0.3,26,5,TIMEOUT,12,1,7,0.4717,1
0.3,26,6,TIMEOUT,12,1,8,0.4717,1
0.3,26,7,TIMEOUT,12,2,9,0.4717,1
0.3,26,8,TIMEOUT,12,1,10,0.4717,1
0.3,26,9,TIMEOUT,12,1,11,0.4717,1
0.3,27,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,27,1,TIMEOUT,12,2,3,1.0,1
0.3,27,2,TIMEOUT,12,2,4,0.6947,1
0.3,27,3,TIMEOUT,12,0,5,0.4821,1
0.3,27,4,TIMEOUT,12,1,6,0.4717,1
0.3,27,5,TIMEOUT,12,0,7,0.4717,1
0.3,27,6,TIMEOUT,12,2,8,0.4717,1
0.3,27,7,TIMEOUT,12,3,9,0.4717,1
0.3,27,8,RESOURCE_TAKEN,12,0,10,0.4717,1
0.3,27,9,PARTNER_RESCUED,7,0,11,1.0,1
0.3,28,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,28,1,PARTNER_RESCUED,6,0,3,0.62,1
0.3,28,2,TIMEOUT,12,0,4,1.0,1
0.3,28,3,TIMEOUT,12,1,5,0.5629,1
0.3,28,4,TIMEOUT,12,0,6,0.4717,1
0.3,28,5,TIMEOUT,12,2,7,0.4717,1
0.3,28,6,TIMEOUT,12,1,8,0.4717,1
0.3,28,7,RESOURCE_TAKEN,8,0,8,0.218,0
0.3,28,8,RESOURCE_TAKEN,9,0,8,0.2517,0
0.3,28,9,TIMEOUT,12,1,9,0.4717,1
0.3,29,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,29,1,TIMEOUT,12,1,3,1.0,1
0.3,29,2,TIMEOUT,12,2,4,0.666,1
0.3,29,3,TIMEOUT,12,0,5,0.4806,1
0.3,29,4,RESOURCE_TAKEN,12,0,6,0.4717,1
0.3,29,5,PARTNER_RESCUED,7,0,7,1.0,1
0.3,29,6,PARTNER_RESCUED,6,0,8,0.62,1
0.3,29,7,PARTNER_RESCUED,6,0,9,0.62,1
0.3,29,8,TIMEOUT,12,1,10,1.0,1
0.3,29,9,TIMEOUT,12,2,11,0.7331,1
0.3,30,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,30,1,TIMEOUT,12,1,3,1.0,1
0.3,30,2,TIMEOUT,12,0,4,0.666,1
0.3,30,3,TIMEOUT,12,1,5,0.5013,1
0.3,30,4,TIMEOUT,12,0,6,0.4717,1
0.3,30,5,TIMEOUT,12,1,7,0.4717,1
0.3,30,6,TIMEOUT,12,2,8,0.4717,1
0.3,30,7,TIMEOUT,12,2,9,0.4717,1
0.3,30,8,RESOURCE_TAKEN,11,0,10,0.39,1
0.3,30,9,PARTNER_RESCUED,7,0,11,1.0,1
0.3,31,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,31,1,TIMEOUT,12,1,3,1.0,1
0.3,31,2,TIMEOUT,12,0,4,0.6807,1
0.3,31,3,TIMEOUT,12,2,5,0.4849,1
0.3,31,4,TIMEOUT,12,0,6,0.4717,1
0.3,31,5,TIMEOUT,12,2,7,0.4717,1
0.3,31,6,TIMEOUT,12,2,8,0.4717,1
0.3,31,7,RESOURCE_TAKEN,10,0,9,0.3167,1
0.3,31,8,PARTNER_RESCUED,6,0,10,1.0,1
0.3,31,9,TIMEOUT,12,1,11,1.0,1
0.3,32,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,32,1,TIMEOUT,12,0,3,1.0,1
0.3,32,2,TIMEOUT,12,1,4,0.643,1
0.3,32,3,TIMEOUT,12,2,5,0.4899,1
0.3,32,4,TIMEOUT,12,0,6,0.4717,1
0.3,32,5,TIMEOUT,12,3,7,0.4717,1
0.3,32,6,TIMEOUT,12,0,8,0.4717,1
0.3,32,7,TIMEOUT,12,0,9,0.4717,1
0.3,32,8,RESOURCE_TAKEN,9,0,9,0.2517,0
0.3,32,9,RESOURCE_TAKEN,10,0,10,0.3167,1
0.3,33,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,33,1,TIMEOUT,12,0,3,1.0,1
0.3,33,2,TIMEOUT,12,2,4,0.6843,1
0.3,33,3,TIMEOUT,12,0,5,0.5132,1
0.3,33,4,TIMEOUT,12,1,6,0.4717,1
0.3,33,5,TIMEOUT,12,1,7,0.4717,1
0.3,33,6,TIMEOUT,12,0,8,0.4717,1
0.3,33,7,RESOURCE_TAKEN,11,1,9,0.39,1
0.3,33,8,PARTNER_RESCUED,6,0,10,1.0,1
0.3,33,9,PARTNER_RESCUED,6,0,11,0.62,1
0.3,34,0,TIMEOUT,12,1,2,1.0,1
0.3,34,1,TIMEOUT,12,1,3,0.8092,1
0.3,34,2,TIMEOUT,12,2,4,0.582,1
0.3,34,3,TIMEOUT,12,2,5,0.4717,1
0.3,34,4,TIMEOUT,12,1,6,0.4717,1
0.3,34,5,TIMEOUT,12,0,7,0.4717,1
0.3,34,6,TIMEOUT,12,0,8,0.4717,1
0.3,34,7,TIMEOUT,12,1,9,0.4717,1
0.3,34,8,TIMEOUT,12,1,10,0.4717,1
0.3,34,9,TIMEOUT,12,0,11,0.4717,1
0.3,35,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,35,1,TIMEOUT,12,0,3,1.0,1
0.3,35,2,TIMEOUT,12,1,4,0.6557,1
0.3,35,3,TIMEOUT,12,2,5,0.4966,1
0.3,35,4,TIMEOUT,12,0,6,0.4717,1
0.3,35,5,TIMEOUT,12,2,7,0.4717,1
0.3,35,6,TIMEOUT,12,1,8,0.4717,1
0.3,35,7,TIMEOUT,12,0,9,0.4717,1
0.3,35,8,TIMEOUT,12,0,10,0.4717,1
0.3,35,9,TIMEOUT,12,1,11,0.4717,1
0.3,36,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,36,1,TIMEOUT,12,0,3,1.0,1
0.3,36,2,TIMEOUT,12,3,4,0.669,1
0.3,36,3,TIMEOUT,12,2,5,0.4965,1
0.3,36,4,TIMEOUT,12,2,6,0.4717,1
0.3,36,5,TIMEOUT,12,0,7,0.4717,1
0.3,36,6,TIMEOUT,12,1,8,0.4717,1
0.3,36,7,TIMEOUT,12,1,9,0.4717,1
0.3,36,8,RESOURCE_TAKEN,9,0,9,0.2517,0
0.3,36,9,TIMEOUT,12,0,10,0.4717,1
0.3,37,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,37,1,PARTNER_RESCUED,7,0,3,0.7,1
0.3,37,2,TIMEOUT,12,2,4,1.0,1
0.3,37,3,TIMEOUT,12,2,5,0.5578,1
0.3,37,4,RESOURCE_TAKEN,12,0,6,0.4717,1
0.3,37,5,PARTNER_RESCUED,6,0,7,1.0,1
0.3,37,6,TIMEOUT,12,0,8,1.0,1
0.3,37,7,PARTNER_RESCUED,6,0,9,0.6001,1
0.3,37,8,TIMEOUT,12,0,10,1.0,1
0.3,37,9,TIMEOUT,12,3,11,0.6277,1
0.3,38,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,38,1,TIMEOUT,12,2,3,1.0,1
0.3,38,2,TIMEOUT,12,2,4,0.676,1
0.3,38,3,TIMEOUT,12,2,5,0.4905,1
0.3,38,4,TIMEOUT,12,2,6,0.4717,1
0.3,38,5,TIMEOUT,12,2,7,0.4717,1
0.3,38,6,TIMEOUT,12,1,8,0.4717,1
0.3,38,7,TIMEOUT,12,2,9,0.4717,1
0.3,38,8,TIMEOUT,12,1,10,0.4717,1
0.3,38,9,TIMEOUT,12,0,11,0.4717,1
0.3,39,0,TIMEOUT,12,0,2,1.0,1
0.3,39,1,TIMEOUT,12,2,3,0.8352,1
0.3,39,2,TIMEOUT,12,2,4,0.5789,1
0.3,39,3,TIMEOUT,12,0,5,0.4717,1
0.3,39,4,TIMEOUT,12,0,6,0.4717,1
0.3,39,5,TIMEOUT,12,1,7,0.4717,1
0.3,39,6,TIMEOUT,12,2,8,0.4717,1
0.3,39,7,TIMEOUT,12,2,9,0.4717,1
0.3,39,8,TIMEOUT,12,0,10,0.4717,1
0.3,39,9,TIMEOUT,12,0,11,0.4717,1
0.3,40,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,40,1,PARTNER_RESCUED,6,0,3,0.62,1
0.3,40,2,PARTNER_RESCUED,7,0,4,0.7,1
0.3,40,3,TIMEOUT,12,2,5,1.0,1
0.3,40,4,TIMEOUT,12,1,6,0.475,1
