condition,sigma,seed_group,agent_id,episode_idx,outcome,rescued
control,0.0,2,17,14,TIMEOUT,0
control,0.0,2,17,15,TIMEOUT,0
control,0.0,2,17,16,RESOURCE_TAKEN,0
control,0.0,2,17,17,PARTNER_RESCUED,1
control,0.0,2,17,18,PARTNER_RESCUED,1
control,0.0,2,17,19,PARTNER_RESCUED,1
control,0.0,2,18,0,PARTNER_RESCUED,1
control,0.0,2,18,1,PARTNER_RESCUED,1
control,0.0,2,18,2,TIMEOUT,0
control,0.0,2,18,3,PARTNER_RESCUED,1
control,0.0,2,18,4,PARTNER_RESCUED,1
control,0.0,2,18,5,TIMEOUT,0
control,0.0,2,18,6,TIMEOUT,0
control,0.0,2,18,7,TIMEOUT,0
control,0.0,2,18,8,TIMEOUT,0
control,0.0,2,18,9,TIMEOUT,0
control,0.0,2,18,10,TIMEOUT,0
control,0.0,2,18,11,TIMEOUT,0
control,0.0,2,18,12,PARTNER_RESCUED,1
control,0.0,2,18,13,TIMEOUT,0
control,0.0,2,18,14,TIMEOUT,0
control,0.0,2,18,15,TIMEOUT,0
control,0.0,2,18,16,TIMEOUT,0
control,0.0,2,18,17,TIMEOUT,0
control,0.0,2,18,18,PARTNER_DEAD,0
control,0.0,2,18,19,PARTNER_RESCUED,1
control,0.0,2,19,0,PARTNER_RESCUED,1
control,0.0,2,19,1,PARTNER_RESCUED,1
control,0.0,2,19,2,PARTNER_RESCUED,1
control,0.0,2,19,3,TIMEOUT,0
control,0.0,2,19,4,TIMEOUT,0
control,0.0,2,19,5,TIMEOUT,0
control,0.0,2,19,6,TIMEOUT,0
control,0.0,2,19,7,TIMEOUT,0
control,0.0,2,19,8,TIMEOUT,0
control,0.0,2,19,9,PARTNER_RESCUED,1
control,0.0,2,19,10,PARTNER_RESCUED,1
control,0.0,2,19,11,TIMEOUT,0
control,0.0,2,19,12,PARTNER_RESCUED,1
control,0.0,2,19,13,PARTNER_RESCUED,1
control,0.0,2,19,14,PARTNER_RESCUED,1
control,0.0,2,19,15,PARTNER_RESCUED,1
control,0.0,2,19,16,PARTNER_RESCUED,1
control,0.0,2,19,17,TIMEOUT,0
control,0.0,2,19,18,TIMEOUT,0
control,0.0,2,19,19,TIMEOUT,0
control,0.0,2,20,0,PARTNER_RESCUED,1
control,0.0,2,20,1,PARTNER_RESCUED,1
control,0.0,2,20,2,PARTNER_RESCUED,1
control,0.0,2,20,3,PARTNER_RESCUED,1
control,0.0,2,20,4,PARTNER_RESCUED,1
control,0.0,2,20,5,TIMEOUT,0
control,0.0,2,20,6,TIMEOUT,0
control,0.0,2,20,7,TIMEOUT,0
control,0.0,2,20,8,TIMEOUT,0
control,0.0,2,20,9,TIMEOUT,0
control,0.0,2,20,10,TIMEOUT,0
control,0.0,2,20,11,TIMEOUT,0
control,0.0,2,20,12,TIMEOUT,0
control,0.0,2,20,13,PARTNER_RESCUED,1
control,0.0,2,20,14,PARTNER_RESCUED,1
control,0.0,2,20,15,PARTNER_RESCUED,1
control,0.0,2,20,16,PARTNER_RESCUED,1
control,0.0,2,20,17,TIMEOUT,0
control,0.0,2,20,18,TIMEOUT,0
control,0.0,2,20,19,TIMEOUT,0
control,0.0,2,21,0,PARTNER_RESCUED,1
control,0.0,2,21,1,PARTNER_RESCUED,1
control,0.0,2,21,2,TIMEOUT,0
control,0.0,2,21,3,PARTNER_RESCUED,1
control,0.0,2,21,4,PARTNER_RESCUED,1
control,0.0,2,21,5,PARTNER_RESCUED,1
control,0.0,2,21,6,PARTNER_DEAD,0
control,0.0,2,21,7,PARTNER_RESCUED,1
control,0.0,2,21,8,PARTNER_RESCUED,1
control,0.0,2,21,9,PARTNER_RESCUED,1
control,0.0,2,21,10,PARTNER_RESCUED,1
control,0.0,2,21,11,PARTNER_RESCUED,1
control,0.0,2,21,12,PARTNER_RESCUED,1
control,0.0,2,21,13,TIMEOUT,0
control,0.0,2,21,14,PARTNER_RESCUED,1
control,0.0,2,21,15,TIMEOUT,0
control,0.0,2,21,16,TIMEOUT,0
control,0.0,2,21,17,TIMEOUT,0
control,0.0,2,21,18,TIMEOUT,0
control,0.0,2,21,19,PARTNER_RESCUED,1
control,0.0,2,22,0,PARTNER_RESCUED,1
control,0.0,2,22,1,TIMEOUT,0
control,0.0,2,22,2,TIMEOUT,0
control,0.0,2,22,3,TIMEOUT,0
control,0.0,2,22,4,PARTNER_RESCUED,1
control,0.0,2,22,5,TIMEOUT,0
control,0.0,2,22,6,TIMEOUT,0
control,0.0,2,22,7,TIMEOUT,0
control,0.0,2,22,8,TIMEOUT,0
control,0.0,2,22,9,TIMEOUT,0
control,0.0,2,22,10,TIMEOUT,0
control,0.0,2,22,11,PARTNER_RESCUED,1
control,0.0,2,22,12,PARTNER_RESCUED,1
control,0.0,2,22,13,PARTNER_RESCUED,1
control,0.0,2,22,14,TIMEOUT,0
control,0.0,2,22,15,TIMEOUT,0
control,0.0,2,22,16,TIMEOUT,0
control,0.0,2,22,17,TIMEOUT,0
control,0.0,2,22,18,PARTNER_RESCUED,1
control,0.0,2,22,19,TIMEOUT,0
control,0.0,2,23,0,PARTNER_RESCUED,1
control,0.0,2,23,1,PARTNER_RESCUED,1
control,0.0,2,23,2,PARTNER_RESCUED,1
control,0.0,2,23,3,TIMEOUT,0
control,0.0,2,23,4,TIMEOUT,0
control,0.0,2,23,5,TIMEOUT,0
control,0.0,2,23,6,TIMEOUT,0
control,0.0,2,23,7,TIMEOUT,0
control,0.0,2,23,8,TIMEOUT,0
control,0.0,2,23,9,TIMEOUT,0
control,0.0,2,23,10,TIMEOUT,0
control,0.0,2,23,11,TIMEOUT,0
control,0.0,2,23,12,TIMEOUT,0
control,0.0,2,23,13,TIMEOUT,0
control,0.0,2,23,14,TIMEOUT,0
control,0.0,2,23,15,TIMEOUT,0
control,0.0,2,23,16,TIMEOUT,0
control,0.0,2,23,17,TIMEOUT,0
control,0.0,2,23,18,PARTNER_RESCUED,1
control,0.0,2,23,19,TIMEOUT,0
control,0.0,2,24,0,PARTNER_RESCUED,1
control,0.0,2,24,1,PARTNER_RESCUED,1
control,0.0,2,24,2,PARTNER_RESCUED,1
control,0.0,2,24,3,PARTNER_RESCUED,1
control,0.0,2,24,4,PARTNER_RESCUED,1
control,0.0,2,24,5,PARTNER_RESCUED,1
control,0.0,2,24,6,PARTNER_RESCUED,1
control,0.0,2,24,7,TIMEOUT,0
control,0.0,2,24,8,TIMEOUT,0
control,0.0,2,24,9,PARTNER_RESCUED,1
control,0.0,2,24,10,PARTNER_RESCUED,1
control,0.0,2,24,11,PARTNER_RESCUED,1
control,0.0,2,24,12,PARTNER_RESCUED,1
control,0.0,2,24,13,PARTNER_RESCUED,1
control,0.0,2,24,14,TIMEOUT,0
control,0.0,2,24,15,TIMEOUT,0
control,0.0,2,24,16,TIMEOUT,0
control,0.0,2,24,17,TIMEOUT,0
control,0.0,2,24,18,TIMEOUT,0
control,0.0,2,24,19,TIMEOUT,0
control,0.0,3,0,0,PARTNER_RESCUED,1
control,0.0,3,0,1,PARTNER_RESCUED,1
control,0.0,3,0,2,PARTNER_RESCUED,1
control,0.0,3,0,3,TIMEOUT,0
control,0.0,3,0,4,TIMEOUT,0
control,0.0,3,0,5,TIMEOUT,0
control,0.0,3,0,6,PARTNER_RESCUED,1
control,0.0,3,0,7,PARTNER_DEAD,0
control,0.0,3,0,8,PARTNER_RESCUED,1
control,0.0,3,0,9,PARTNER_RESCUED,1
control,0.0,3,0,10,PARTNER_RESCUED,1
control,0.0,3,0,11,PARTNER_RESCUED,1
control,0.0,3,0,12,PARTNER_RESCUED,1
control,0.0,3,0,13,PARTNER_DEAD,0
control,0.0,3,0,14,PARTNER_RESCUED,1
control,0.0,3,0,15,PARTNER_RESCUED,1
control,0.0,3,0,16,TIMEOUT,0
control,0.0,3,0,17,PARTNER_RESCUED,1
control,0.0,3,0,18,TIMEOUT,0
control,0.0,3,0,19,TIMEOUT,0
control,0.0,3,1,0,PARTNER_RESCUED,1
control,0.0,3,1,1,PARTNER_RESCUED,1
control,0.0,3,1,2,PARTNER_RESCUED,1
control,0.0,3,1,3,TIMEOUT,0
control,0.0,3,1,4,TIMEOUT,0
control,0.0,3,1,5,PARTNER_RESCUED,1
control,0.0,3,1,6,PARTNER_RESCUED,1
control,0.0,3,1,7,PARTNER_RESCUED,1
control,0.0,3,1,8,PARTNER_RESCUED,1
control,0.0,3,1,9,PARTNER_RESCUED,1
control,0.0,3,1,10,PARTNER_RESCUED,1
control,0.0,3,1,11,TIMEOUT,0
control,0.0,3,1,12,TIMEOUT,0
control,0.0,3,1,13,TIMEOUT,0
control,0.0,3,1,14,TIMEOUT,0
control,0.0,3,1,15,TIMEOUT,0
control,0.0,3,1,16,TIMEOUT,0
control,0.0,3,1,17,TIMEOUT,0
control,0.0,3,1,18,TIMEOUT,0
control,0.0,3,1,19,TIMEOUT,0
control,0.0,3,2,0,PARTNER_RESCUED,1
control,0.0,3,2,1,TIMEOUT,0
control,0.0,3,2,2,PARTNER_RESCUED,1
control,0.0,3,2,3,PARTNER_RESCUED,1
control,0.0,3,2,4,PARTNER_RESCUED,1
control,0.0,3,2,5,PARTNER_RESCUED,1
control,0.0,3,2,6,PARTNER_RESCUED,1
control,0.0,3,2,7,TIMEOUT,0
control,0.0,3,2,8,TIMEOUT,0
control,0.0,3,2,9,PARTNER_RESCUED,1
control,0.0,3,2,10,PARTNER_RESCUED,1
control,0.0,3,2,11,PARTNER_RESCUED,1
control,0.0,3,2,12,PARTNER_RESCUED,1
control,0.0,3,2,13,PARTNER_RESCUED,1
control,0.0,3,2,14,TIMEOUT,0
control,0.0,3,2,15,PARTNER_RESCUED,1
control,0.0,3,2,16,PARTNER_RESCUED,1
control,0.0,3,2,17,TIMEOUT,0
control,0.0,3,2,18,TIMEOUT,0
control,0.0,3,2,19,TIMEOUT,0
control,0.0,3,3,0,PARTNER_RESCUED,1
control,0.0,3,3,1,PARTNER_RESCUED,1
control,0.0,3,3,2,PARTNER_RESCUED,1
control,0.0,3,3,3,PARTNER_RESCUED,1
control,0.0,3,3,4,PARTNER_RESCUED,1
control,0.0,3,3,5,TIMEOUT,0
control,0.0,3,3,6,TIMEOUT,0
control,0.0,3,3,7,TIMEOUT,0
control,0.0,3,3,8,TIMEOUT,0
control,0.0,3,3,9,TIMEOUT,0
control,0.0,3,3,10,TIMEOUT,0
control,0.0,3,3,11,TIMEOUT,0
control,0.0,3,3,12,TIMEOUT,0
control,0.0,3,3,13,TIMEOUT,0
control,0.0,3,3,14,TIMEOUT,0
control,0.0,3,3,15,TIMEOUT,0
control,0.0,3,3,16,TIMEOUT,0
control,0.0,3,3,17,TIMEOUT,0
control,0.0,3,3,18,TIMEOUT,0
control,0.0,3,3,19,TIMEOUT,0
control,0.0,3,4,0,PARTNER_RESCUED,1
control,0.0,3,4,1,PARTNER_RESCUED,1
control,0.0,3,4,2,TIMEOUT,0
control,0.0,3,4,3,PARTNER_RESCUED,1
control,0.0,3,4,4,TIMEOUT,0
control,0.0,3,4,5,TIMEOUT,0
control,0.0,3,4,6,TIMEOUT,0
control,0.0,3,4,7,TIMEOUT,0
control,0.0,3,4,8,TIMEOUT,0
control,0.0,3,4,9,TIMEOUT,0
control,0.0,3,4,10,TIMEOUT,0
control,0.0,3,4,11,TIMEOUT,0
control,0.0,3,4,12,TIMEOUT,0
control,0.0,3,4,13,TIMEOUT,0
control,0.0,3,4,14,TIMEOUT,0
control,0.0,3,4,15,TIMEOUT,0
control,0.0,3,4,16,TIMEOUT,0
control,0.0,3,4,17,TIMEOUT,0
control,0.0,3,4,18,TIMEOUT,0
control,0.0,3,4,19,TIMEOUT,0
control,0.0,3,5,0,PARTNER_RESCUED,1
control,0.0,3,5,1,TIMEOUT,0
control,0.0,3,5,2,TIMEOUT,0
control,0.0,3,5,3,TIMEOUT,0
control,0.0,3,5,4,TIMEOUT,0
control,0.0,3,5,5,TIMEOUT,0
control,0.0,3,5,6,TIMEOUT,0
control,0.0,3,5,7,TIMEOUT,0
control,0.0,3,5,8,PARTNER_RESCUED,1
control,0.0,3,5,9,PARTNER_RESCUED,1
control,0.0,3,5,10,PARTNER_RESCUED,1
control,0.0,3,5,11,PARTNER_RESCUED,1
control,0.0,3,5,12,PARTNER_RESCUED,1
control,0.0,3,5,13,PARTNER_RESCUED,1
control,0.0,3,5,14,TIMEOUT,0
control,0.0,3,5,15,TIMEOUT,0
control,0.0,3,5,16,TIMEOUT,0
control,0.0,3,5,17,PARTNER_RESCUED,1
control,0.0,3,5,18,TIMEOUT,0
control,0.0,3,5,19,TIMEOUT,0
control,0.0,3,6,0,PARTNER_RESCUED,1
control,0.0,3,6,1,PARTNER_RESCUED,1
control,0.0,3,6,2,TIMEOUT,0
control,0.0,3,6,3,PARTNER_RESCUED,1
control,0.0,3,6,4,TIMEOUT,0
control,0.0,3,6,5,TIMEOUT,0
control,0.0,3,6,6,TIMEOUT,0
control,0.0,3,6,7,TIMEOUT,0
control,0.0,3,6,8,TIMEOUT,0
control,0.0,3,6,9,TIMEOUT,0
control,0.0,3,6,10,TIMEOUT,0
control,0.0,3,6,11,TIMEOUT,0
control,0.0,3,6,12,TIMEOUT,0
control,0.0,3,6,13,TIMEOUT,0
control,0.0,3,6,14,TIMEOUT,0
control,0.0,3,6,15,TIMEOUT,0
control,0.0,3,6,16,TIMEOUT,0
control,0.0,3,6,17,TIMEOUT,0
control,0.0,3,6,18,TIMEOUT,0
control,0.0,3,6,19,PARTNER_RESCUED,1
control,0.0,3,7,0,PARTNER_RESCUED,1
control,0.0,3,7,1,PARTNER_RESCUED,1
control,0.0,3,7,2,PARTNER_RESCUED,1
control,0.0,3,7,3,TIMEOUT,0
control,0.0,3,7,4,PARTNER_RESCUED,1
control,0.0,3,7,5,TIMEOUT,0
control,0.0,3,7,6,TIMEOUT,0
control,0.0,3,7,7,TIMEOUT,0
control,0.0,3,7,8,TIMEOUT,0
control,0.0,3,7,9,TIMEOUT,0
control,0.0,3,7,10,TIMEOUT,0
control,0.0,3,7,11,TIMEOUT,0
control,0.0,3,7,12,TIMEOUT,0
control,0.0,3,7,13,TIMEOUT,0
control,0.0,3,7,14,TIMEOUT,0
control,0.0,3,7,15,PARTNER_RESCUED,1
control,0.0,3,7,16,PARTNER_RESCUED,1
control,0.0,3,7,17,TIMEOUT,0
control,0.0,3,7,18,TIMEOUT,0
control,0.0,3,7,19,TIMEOUT,0
control,0.0,3,8,0,PARTNER_RESCUED,1
control,0.0,3,8,1,TIMEOUT,0
control,0.0,3,8,2,PARTNER_RESCUED,1
control,0.0,3,8,3,PARTNER_RESCUED,1
control,0.0,3,8,4,PARTNER_RESCUED,1
control,0.0,3,8,5,PARTNER_RESCUED,1
control,0.0,3,8,6,PARTNER_RESCUED,1
control,0.0,3,8,7,TIMEOUT,0
control,0.0,3,8,8,TIMEOUT,0
control,0.0,3,8,9,TIMEOUT,0
control,0.0,3,8,10,TIMEOUT,0
control,0.0,3,8,11,TIMEOUT,0
control,0.0,3,8,12,PARTNER_RESCUED,1
control,0.0,3,8,13,PARTNER_RESCUED,1
control,0.0,3,8,14,PARTNER_RESCUED,1
control,0.0,3,8,15,PARTNER_RESCUED,1
control,0.0,3,8,16,PARTNER_RESCUED,1
control,0.0,3,8,17,TIMEOUT,0
control,0.0,3,8,18,TIMEOUT,0
control,0.0,3,8,19,TIMEOUT,0
control,0.0,3,9,0,PARTNER_RESCUED,1
control,0.0,3,9,1,TIMEOUT,0
control,0.0,3,9,2,TIMEOUT,0
control,0.0,3,9,3,TIMEOUT,0
control,0.0,3,9,4,PARTNER_RESCUED,1
control,0.0,3,9,5,PARTNER_RESCUED,1
control,0.0,3,9,6,TIMEOUT,0
control,0.0,3,9,7,TIMEOUT,0
control,0.0,3,9,8,TIMEOUT,0
control,0.0,3,9,9,TIMEOUT,0
control,0.0,3,9,10,TIMEOUT,0
control,0.0,3,9,11,TIMEOUT,0
control,0.0,3,9,12,TIMEOUT,0
control,0.0,3,9,13,TIMEOUT,0
control,0.0,3,9,14,TIMEOUT,0
control,0.0,3,9,15,TIMEOUT,0
control,0.0,3,9,16,TIMEOUT,0
control,0.0,3,9,17,TIMEOUT,0
control,0.0,3,9,18,TIMEOUT,0
control,0.0,3,9,19,TIMEOUT,0
control,0.0,3,10,0,PARTNER_RESCUED,1
control,0.0,3,10,1,PARTNER_RESCUED,1
control,0.0,3,10,2,PARTNER_RESCUED,1
control,0.0,3,10,3,TIMEOUT,0
control,0.0,3,10,4,PARTNER_RESCUED,1
control,0.0,3,10,5,PARTNER_RESCUED,1
control,0.0,3,10,6,PARTNER_DEAD,0
control,0.0,3,10,7,PARTNER_RESCUED,1
control,0.0,3,10,8,PARTNER_RESCUED,1
control,0.0,3,10,9,PARTNER_RESCUED,1
control,0.0,3,10,10,PARTNER_RESCUED,1
control,0.0,3,10,11,PARTNER_RESCUED,1
control,0.0,3,10,12,PARTNER_RESCUED,1
control,0.0,3,10,13,PARTNER_RESCUED,1
control,0.0,3,10,14,PARTNER_RESCUED,1
control,0.0,3,10,15,PARTNER_RESCUED,1
control,0.0,3,10,16,TIMEOUT,0
control,0.0,3,10,17,PARTNER_RESCUED,1
control,0.0,3,10,18,PARTNER_RESCUED,1
control,0.0,3,10,19,PARTNER_DEAD,0
control,0.0,3,11,0,PARTNER_RESCUED,1
control,0.0,3,11,1,PARTNER_RESCUED,1
control,0.0,3,11,2,PARTNER_RESCUED,1
control,0.0,3,11,3,PARTNER_RESCUED,1
control,0.0,3,11,4,PARTNER_RESCUED,1
control,0.0,3,11,5,PARTNER_RESCUED,1
control,0.0,3,11,6,TIMEOUT,0
control,0.0,3,11,7,TIMEOUT,0
control,0.0,3,11,8,PARTNER_RESCUED,1
control,0.0,3,11,9,PARTNER_RESCUED,1
control,0.0,3,11,10,PARTNER_RESCUED,1
control,0.0,3,11,11,PARTNER_RESCUED,1
control,0.0,3,11,12,TIMEOUT,0
control,0.0,3,11,13,PARTNER_RESCUED,1
control,0.0,3,11,14,PARTNER_RESCUED,1
control,0.0,3,11,15,PARTNER_RESCUED,1
control,0.0,3,11,16,PARTNER_RESCUED,1
control,0.0,3,11,17,TIMEOUT,0
control,0.0,3,11,18,TIMEOUT,0
control,0.0,3,11,19,TIMEOUT,0
control,0.0,3,12,0,PARTNER_RESCUED,1
control,0.0,3,12,1,PARTNER_RESCUED,1
control,0.0,3,12,2,TIMEOUT,0
control,0.0,3,12,3,TIMEOUT,0
control,0.0,3,12,4,TIMEOUT,0
control,0.0,3,12,5,TIMEOUT,0
control,0.0,3,12,6,TIMEOUT,0
control,0.0,3,12,7,PARTNER_RESCUED,1
control,0.0,3,12,8,PARTNER_RESCUED,1
control,0.0,3,12,9,TIMEOUT,0
control,0.0,3,12,10,TIMEOUT,0
control,0.0,3,12,11,TIMEOUT,0
control,0.0,3,12,12,PARTNER_RESCUED,1
control,0.0,3,12,13,PARTNER_RESCUED,1
control,0.0,3,12,14,PARTNER_RESCUED,1
control,0.0,3,12,15,PARTNER_RESCUED,1
control,0.0,3,12,16,PARTNER_RESCUED,1
control,0.0,3,12,17,TIMEOUT,0
control,0.0,3,12,18,TIMEOUT,0
control,0.0,3,12,19,TIMEOUT,0
control,0.0,3,13,0,PARTNER_RESCUED,1
control,0.0,3,13,1,PARTNER_RESCUED,1
control,0.0,3,13,2,PARTNER_DEAD,0
control,0.0,3,13,3,PARTNER_RESCUED,1
control,0.0,3,13,4,PARTNER_RESCUED,1
control,0.0,3,13,5,PARTNER_RESCUED,1
control,0.0,3,13,6,PARTNER_RESCUED,1
control,0.0,3,13,7,PARTNER_RESCUED,1
control,0.0,3,13,8,PARTNER_RESCUED,1
control,0.0,3,13,9,TIMEOUT,0
control,0.0,3,13,10,TIMEOUT,0
control,0.0,3,13,11,TIMEOUT,0
control,0.0,3,13,12,PARTNER_RESCUED,1
control,0.0,3,13,13,PARTNER_RESCUED,1
control,0.0,3,13,14,PARTNER_RESCUED,1
control,0.0,3,13,15,PARTNER_RESCUED,1
control,0.0,3,13,16,TIMEOUT,0
control,0.0,3,13,17,TIMEOUT,0
control,0.0,3,13,18,TIMEOUT,0
control,0.0,3,13,19,TIMEOUT,0
control,0.0,3,14,0,PARTNER_RESCUED,1
control,0.0,3,14,1,PARTNER_RESCUED,1
control,0.0,3,14,2,TIMEOUT,0
control,0.0,3,14,3,TIMEOUT,0
control,0.0,3,14,4,TIMEOUT,0
control,0.0,3,14,5,TIMEOUT,0
control,0.0,3,14,6,TIMEOUT,0
control,0.0,3,14,7,TIMEOUT,0
control,0.0,3,14,8,TIMEOUT,0
control,0.0,3,14,9,TIMEOUT,0
control,0.0,3,14,10,TIMEOUT,0
control,0.0,3,14,11,PARTNER_RESCUED,1
control,0.0,3,14,12,PARTNER_RESCUED,1
control,0.0,3,14,13,TIMEOUT,0
control,0.0,3,14,14,TIMEOUT,0
control,0.0,3,14,15,TIMEOUT,0
control,0.0,3,14,16,TIMEOUT,0
control,0.0,3,14,17,TIMEOUT,0
control,0.0,3,14,18,TIMEOUT,0
control,0.0,3,14,19,TIMEOUT,0
control,0.0,3,15,0,PARTNER_RESCUED,1
control,0.0,3,15,1,PARTNER_RESCUED,1
control,0.0,3,15,2,PARTNER_RESCUED,1
control,0.0,3,15,3,PARTNER_RESCUED,1
control,0.0,3,15,4,PARTNER_RESCUED,1
control,0.0,3,15,5,PARTNER_RESCUED,1
control,0.0,3,15,6,PARTNER_RESCUED,1
control,0.0,3,15,7,TIMEOUT,0
control,0.0,3,15,8,TIMEOUT,0
control,0.0,3,15,9,TIMEOUT,0
control,0.0,3,15,10,TIMEOUT,0
control,0.0,3,15,11,PARTNER_DEAD,0
control,0.0,3,15,12,PARTNER_RESCUED,1
control,0.0,3,15,13,PARTNER_RESCUED,1
control,0.0,3,15,14,PARTNER_RESCUED,1
control,0.0,3,15,15,PARTNER_RESCUED,1
control,0.0,3,15,16,PARTNER_RESCUED,1
control,0.0,3,15,17,TIMEOUT,0
control,0.0,3,15,18,PARTNER_RESCUED,1
control,0.0,3,15,19,TIMEOUT,0
control,0.0,3,16,0,PARTNER_RESCUED,1
control,0.0,3,16,1,PARTNER_RESCUED,1
control,0.0,3,16,2,PARTNER_RESCUED,1
control,0.0,3,16,3,PARTNER_RESCUED,1
control,0.0,3,16,4,TIMEOUT,0
control,0.0,3,16,5,PARTNER_RESCUED,1
control,0.0,3,16,6,PARTNER_RESCUED,1
control,0.0,3,16,7,PARTNER_RESCUED,1
control,0.0,3,16,8,PARTNER_RESCUED,1
control,0.0,3,16,9,TIMEOUT,0
control,0.0,3,16,10,PARTNER_RESCUED,1
control,0.0,3,16,11,PARTNER_RESCUED,1
control,0.0,3,16,12,TIMEOUT,0
control,0.0,3,16,13,PARTNER_RESCUED,1
control,0.0,3,16,14,TIMEOUT,0
control,0.0,3,16,15,TIMEOUT,0
control,0.0,3,16,16,TIMEOUT,0
control,0.0,3,16,17,PARTNER_RESCUED,1
control,0.0,3,16,18,PARTNER_RESCUED,1
control,0.0,3,16,19,PARTNER_RESCUED,1
control,0.0,3,17,0,PARTNER_RESCUED,1
control,0.0,3,17,1,PARTNER_RESCUED,1
control,0.0,3,17,2,TIMEOUT,0
control,0.0,3,17,3,TIMEOUT,0
control,0.0,3,17,4,TIMEOUT,0
control,0.0,3,17,5,PARTNER_RESCUED,1
control,0.0,3,17,6,PARTNER_RESCUED,1
control,0.0,3,17,7,PARTNER_RESCUED,1
control,0.0,3,17,8,TIMEOUT,0
control,0.0,3,17,9,PARTNER_RESCUED,1
control,0.0,3,17,10,TIMEOUT,0
control,0.0,3,17,11,TIMEOUT,0
control,0.0,3,17,12,TIMEOUT,0
control,0.0,3,17,13,TIMEOUT,0
control,0.0,3,17,14,TIMEOUT,0
control,0.0,3,17,15,TIMEOUT,0
control,0.0,3,17,16,TIMEOUT,0
control,0.0,3,17,17,TIMEOUT,0
control,0.0,3,17,18,TIMEOUT,0
control,0.0,3,17,19,TIMEOUT,0
control,0.0,3,18,0,PARTNER_RESCUED,1
control,0.0,3,18,1,PARTNER_RESCUED,1
control,0.0,3,18,2,TIMEOUT,0
control,0.0,3,18,3,TIMEOUT,0
control,0.0,3,18,4,PARTNER_RESCUED,1
control,0.0,3,18,5,PARTNER_RESCUED,1
control,0.0,3,18,6,PARTNER_RESCUED,1
control,0.0,3,18,7,PARTNER_RESCUED,1
control,0.0,3,18,8,PARTNER_RESCUED,1
control,0.0,3,18,9,PARTNER_RESCUED,1
control,0.0,3,18,10,PARTNER_RESCUED,1
control,0.0,3,18,11,PARTNER_RESCUED,1
control,0.0,3,18,12,PARTNER_RESCUED,1
control,0.0,3,18,13,TIMEOUT,0
control,0.0,3,18,14,PARTNER_RESCUED,1
control,0.0,3,18,15,PARTNER_RESCUED,1
control,0.0,3,18,16,PARTNER_RESCUED,1
control,0.0,3,18,17,PARTNER_RESCUED,1
control,0.0,3,18,18,TIMEOUT,0
control,0.0,3,18,19,TIMEOUT,0
control,0.0,3,19,0,PARTNER_RESCUED,1
control,0.0,3,19,1,PARTNER_RESCUED,1
control,0.0,3,19,2,PARTNER_RESCUED,1
control,0.0,3,19,3,TIMEOUT,0
control,0.0,3,19,4,TIMEOUT,0
control,0.0,3,19,5,TIMEOUT,0
control,0.0,3,19,6,TIMEOUT,0
control,0.0,3,19,7,TIMEOUT,0
control,0.0,3,19,8,PARTNER_RESCUED,1
control,0.0,3,19,9,PARTNER_RESCUED,1
control,0.0,3,19,10,TIMEOUT,0
control,0.0,3,19,11,TIMEOUT,0
control,0.0,3,19,12,TIMEOUT,0
control,0.0,3,19,13,TIMEOUT,0
control,0.0,3,19,14,TIMEOUT,0
control,0.0,3,19,15,TIMEOUT,0
control,0.0,3,19,16,TIMEOUT,0
control,0.0,3,19,17,TIMEOUT,0
control,0.0,3,19,18,TIMEOUT,0
control,0.0,3,19,19,TIMEOUT,0
control,0.0,3,20,0,PARTNER_RESCUED,1
control,0.0,3,20,1,TIMEOUT,0
control,0.0,3,20,2,TIMEOUT,0
control,0.0,3,20,3,TIMEOUT,0
control,0.0,3,20,4,TIMEOUT,0
control,0.0,3,20,5,TIMEOUT,0
control,0.0,3,20,6,TIMEOUT,0
control,0.0,3,20,7,PARTNER_RESCUED,1
control,0.0,3,20,8,PARTNER_RESCUED,1
control,0.0,3,20,9,TIMEOUT,0
control,0.0,3,20,10,TIMEOUT,0
control,0.0,3,20,11,TIMEOUT,0
control,0.0,3,20,12,TIMEOUT,0
control,0.0,3,20,13,TIMEOUT,0
control,0.0,3,20,14,TIMEOUT,0
control,0.0,3,20,15,TIMEOUT,0
control,0.0,3,20,16,TIMEOUT,0
control,0.0,3,20,17,TIMEOUT,0
control,0.0,3,20,18,TIMEOUT,0
control,0.0,3,20,19,TIMEOUT,0
control,0.0,3,21,0,PARTNER_RESCUED,1
control,0.0,3,21,1,TIMEOUT,0
control,0.0,3,21,2,TIMEOUT,0
control,0.0,3,21,3,PARTNER_RESCUED,1
control,0.0,3,21,4,PARTNER_RESCUED,1
control,0.0,3,21,5,TIMEOUT,0
control,0.0,3,21,6,TIMEOUT,0
control,0.0,3,21,7,TIMEOUT,0
control,0.0,3,21,8,TIMEOUT,0
control,0.0,3,21,9,PARTNER_RESCUED,1
control,0.0,3,21,10,PARTNER_RESCUED,1
control,0.0,3,21,11,PARTNER_RESCUED,1
control,0.0,3,21,12,PARTNER_RESCUED,1
control,0.0,3,21,13,TIMEOUT,0
control,0.0,3,21,14,TIMEOUT,0
control,0.0,3,21,15,PARTNER_RESCUED,1
control,0.0,3,21,16,TIMEOUT,0
control,0.0,3,21,17,TIMEOUT,0
control,0.0,3,21,18,TIMEOUT,0
control,0.0,3,21,19,TIMEOUT,0
