condition,sigma,seed_group,agent_id,episode_idx,outcome,rescued
treatment,0.4,0,9,4,PARTNER_RESCUED,1
treatment,0.4,0,9,5,PARTNER_RESCUED,1
treatment,0.4,0,9,6,PARTNER_RESCUED,1
treatment,0.4,0,9,7,PARTNER_RESCUED,1
treatment,0.4,0,9,8,PARTNER_RESCUED,1
treatment,0.4,0,9,9,TIMEOUT,0
treatment,0.4,0,9,10,PARTNER_RESCUED,1
treatment,0.4,0,9,11,PARTNER_RESCUED,1
treatment,0.4,0,9,12,PARTNER_RESCUED,1
treatment,0.4,0,9,13,PARTNER_RESCUED,1
treatment,0.4,0,9,14,TIMEOUT,0
treatment,0.4,0,9,15,PARTNER_RESCUED,1
treatment,0.4,0,9,16,PARTNER_RESCUED,1
treatment,0.4,0,9,17,PARTNER_RESCUED,1
treatment,0.4,0,9,18,PARTNER_RESCUED,1
treatment,0.4,0,9,19,TIMEOUT,0
treatment,0.4,0,10,0,PARTNER_RESCUED,1
treatment,0.4,0,10,1,TIMEOUT,0
treatment,0.4,0,10,2,PARTNER_RESCUED,1
treatment,0.4,0,10,3,PARTNER_RESCUED,1
treatment,0.4,0,10,4,TIMEOUT,0
treatment,0.4,0,10,5,PARTNER_RESCUED,1
treatment,0.4,0,10,6,TIMEOUT,0
treatment,0.4,0,10,7,TIMEOUT,0
treatment,0.4,0,10,8,RESOURCE_TAKEN,0
treatment,0.4,0,10,9,PARTNER_RESCUED,1
treatment,0.4,0,10,10,TIMEOUT,0
treatment,0.4,0,10,11,PARTNER_RESCUED,1
treatment,0.4,0,10,12,PARTNER_RESCUED,1
treatment,0.4,0,10,13,PARTNER_RESCUED,1
treatment,0.4,0,10,14,PARTNER_RESCUED,1
treatment,0.4,0,10,15,PARTNER_RESCUED,1
treatment,0.4,0,10,16,PARTNER_RESCUED,1
treatment,0.4,0,10,17,PARTNER_RESCUED,1
treatment,0.4,0,10,18,PARTNER_RESCUED,1
treatment,0.4,0,10,19,PARTNER_RESCUED,1
treatment,0.4,0,11,0,PARTNER_RESCUED,1
treatment,0.4,0,11,1,PARTNER_RESCUED,1
treatment,0.4,0,11,2,TIMEOUT,0
treatment,0.4,0,11,3,PARTNER_RESCUED,1
treatment,0.4,0,11,4,PARTNER_RESCUED,1
treatment,0.4,0,11,5,PARTNER_RESCUED,1
treatment,0.4,0,11,6,PARTNER_RESCUED,1
treatment,0.4,0,11,7,PARTNER_RESCUED,1
treatment,0.4,0,11,8,PARTNER_RESCUED,1
treatment,0.4,0,11,9,PARTNER_RESCUED,1
treatment,0.4,0,11,10,PARTNER_RESCUED,1
treatment,0.4,0,11,11,PARTNER_RESCUED,1
treatment,0.4,0,11,12,PARTNER_RESCUED,1
treatment,0.4,0,11,13,TIMEOUT,0
treatment,0.4,0,11,14,PARTNER_RESCUED,1
treatment,0.4,0,11,15,TIMEOUT,0
treatment,0.4,0,11,16,PARTNER_RESCUED,1
treatment,0.4,0,11,17,PARTNER_RESCUED,1
treatment,0.4,0,11,18,PARTNER_RESCUED,1
treatment,0.4,0,11,19,PARTNER_RESCUED,1
treatment,0.4,0,12,0,PARTNER_RESCUED,1
treatment,0.4,0,12,1,PARTNER_RESCUED,1
treatment,0.4,0,12,2,TIMEOUT,0
treatment,0.4,0,12,3,RESOURCE_TAKEN,0
treatment,0.4,0,12,4,PARTNER_RESCUED,1
treatment,0.4,0,12,5,TIMEOUT,0
treatment,0.4,0,12,6,PARTNER_RESCUED,1
treatment,0.4,0,12,7,PARTNER_RESCUED,1
treatment,0.4,0,12,8,PARTNER_RESCUED,1
treatment,0.4,0,12,9,PARTNER_RESCUED,1
treatment,0.4,0,12,10,PARTNER_RESCUED,1
treatment,0.4,0,12,11,PARTNER_RESCUED,1
treatment,0.4,0,12,12,PARTNER_RESCUED,1
treatment,0.4,0,12,13,PARTNER_RESCUED,1
treatment,0.4,0,12,14,PARTNER_RESCUED,1
treatment,0.4,0,12,15,PARTNER_RESCUED,1
treatment,0.4,0,12,16,PARTNER_RESCUED,1
treatment,0.4,0,12,17,TIMEOUT,0
treatment,0.4,0,12,18,TIMEOUT,0
treatment,0.4,0,12,19,TIMEOUT,0
treatment,0.4,0,13,0,PARTNER_RESCUED,1
treatment,0.4,0,13,1,PARTNER_RESCUED,1
treatment,0.4,0,13,2,PARTNER_RESCUED,1
treatment,0.4,0,13,3,PARTNER_RESCUED,1
treatment,0.4,0,13,4,PARTNER_RESCUED,1
treatment,0.4,0,13,5,PARTNER_RESCUED,1
treatment,0.4,0,13,6,PARTNER_RESCUED,1
treatment,0.4,0,13,7,PARTNER_RESCUED,1
treatment,0.4,0,13,8,PARTNER_RESCUED,1
treatment,0.4,0,13,9,PARTNER_RESCUED,1
treatment,0.4,0,13,10,PARTNER_RESCUED,1
treatment,0.4,0,13,11,PARTNER_RESCUED,1
treatment,0.4,0,13,12,PARTNER_RESCUED,1
treatment,0.4,0,13,13,TIMEOUT,0
treatment,0.4,0,13,14,PARTNER_RESCUED,1
treatment,0.4,0,13,15,PARTNER_RESCUED,1
treatment,0.4,0,13,16,PARTNER_RESCUED,1
treatment,0.4,0,13,17,PARTNER_RESCUED,1
treatment,0.4,0,13,18,PARTNER_RESCUED,1
treatment,0.4,0,13,19,PARTNER_RESCUED,1
treatment,0.4,0,14,0,PARTNER_RESCUED,1
treatment,0.4,0,14,1,TIMEOUT,0
treatment,0.4,0,14,2,PARTNER_RESCUED,1
treatment,0.4,0,14,3,PARTNER_RESCUED,1
treatment,0.4,0,14,4,PARTNER_RESCUED,1
treatment,0.4,0,14,5,PARTNER_RESCUED,1
treatment,0.4,0,14,6,PARTNER_RESCUED,1
treatment,0.4,0,14,7,TIMEOUT,0
treatment,0.4,0,14,8,TIMEOUT,0
treatment,0.4,0,14,9,RESOURCE_TAKEN,0
treatment,0.4,0,14,10,PARTNER_RESCUED,1
treatment,0.4,0,14,11,PARTNER_RESCUED,1
treatment,0.4,0,14,12,PARTNER_RESCUED,1
treatment,0.4,0,14,13,PARTNER_RESCUED,1
treatment,0.4,0,14,14,PARTNER_RESCUED,1
treatment,0.4,0,14,15,PARTNER_RESCUED,1
treatment,0.4,0,14,16,PARTNER_RESCUED,1
treatment,0.4,0,14,17,PARTNER_RESCUED,1
treatment,0.4,0,14,18,PARTNER_RESCUED,1
treatment,0.4,0,14,19,PARTNER_RESCUED,1
treatment,0.4,0,15,0,PARTNER_RESCUED,1
treatment,0.4,0,15,1,PARTNER_DEAD,0
treatment,0.4,0,15,2,PARTNER_RESCUED,1
treatment,0.4,0,15,3,PARTNER_RESCUED,1
treatment,0.4,0,15,4,PARTNER_RESCUED,1
treatment,0.4,0,15,5,PARTNER_RESCUED,1
treatment,0.4,0,15,6,PARTNER_RESCUED,1
treatment,0.4,0,15,7,PARTNER_RESCUED,1
treatment,0.4,0,15,8,PARTNER_RESCUED,1
treatment,0.4,0,15,9,PARTNER_RESCUED,1
treatment,0.4,0,15,10,TIMEOUT,0
treatment,0.4,0,15,11,PARTNER_RESCUED,1
treatment,0.4,0,15,12,TIMEOUT,0
treatment,0.4,0,15,13,PARTNER_RESCUED,1
treatment,0.4,0,15,14,PARTNER_RESCUED,1
treatment,0.4,0,15,15,PARTNER_RESCUED,1
treatment,0.4,0,15,16,PARTNER_RESCUED,1
treatment,0.4,0,15,17,PARTNER_RESCUED,1
treatment,0.4,0,15,18,PARTNER_RESCUED,1
treatment,0.4,0,15,19,PARTNER_RESCUED,1
treatment,0.4,0,16,0,PARTNER_RESCUED,1
treatment,0.4,0,16,1,PARTNER_RESCUED,1
treatment,0.4,0,16,2,PARTNER_RESCUED,1
treatment,0.4,0,16,3,PARTNER_RESCUED,1
treatment,0.4,0,16,4,PARTNER_RESCUED,1
treatment,0.4,0,16,5,TIMEOUT,0
treatment,0.4,0,16,6,TIMEOUT,0
treatment,0.4,0,16,7,PARTNER_RESCUED,1
treatment,0.4,0,16,8,PARTNER_RESCUED,1
treatment,0.4,0,16,9,PARTNER_RESCUED,1
treatment,0.4,0,16,10,TIMEOUT,0
treatment,0.4,0,16,11,PARTNER_RESCUED,1
treatment,0.4,0,16,12,TIMEOUT,0
treatment,0.4,0,16,13,TIMEOUT,0
treatment,0.4,0,16,14,PARTNER_RESCUED,1
treatment,0.4,0,16,15,PARTNER_RESCUED,1
treatment,0.4,0,16,16,PARTNER_RESCUED,1
treatment,0.4,0,16,17,PARTNER_RESCUED,1
treatment,0.4,0,16,18,PARTNER_RESCUED,1
treatment,0.4,0,16,19,TIMEOUT,0
treatment,0.4,0,17,0,PARTNER_RESCUED,1
treatment,0.4,0,17,1,PARTNER_RESCUED,1
treatment,0.4,0,17,2,PARTNER_RESCUED,1
treatment,0.4,0,17,3,PARTNER_RESCUED,1
treatment,0.4,0,17,4,PARTNER_RESCUED,1
treatment,0.4,0,17,5,PARTNER_RESCUED,1
treatment,0.4,0,17,6,PARTNER_RESCUED,1
treatment,0.4,0,17,7,PARTNER_RESCUED,1
treatment,0.4,0,17,8,PARTNER_RESCUED,1
treatment,0.4,0,17,9,PARTNER_RESCUED,1
treatment,0.4,0,17,10,PARTNER_RESCUED,1
treatment,0.4,0,17,11,PARTNER_RESCUED,1
treatment,0.4,0,17,12,PARTNER_RESCUED,1
treatment,0.4,0,17,13,PARTNER_RESCUED,1
treatment,0.4,0,17,14,PARTNER_RESCUED,1
treatment,0.4,0,17,15,PARTNER_RESCUED,1
treatment,0.4,0,17,16,PARTNER_RESCUED,1
treatment,0.4,0,17,17,PARTNER_RESCUED,1
treatment,0.4,0,17,18,PARTNER_RESCUED,1
treatment,0.4,0,17,19,PARTNER_RESCUED,1
treatment,0.4,0,18,0,PARTNER_RESCUED,1
treatment,0.4,0,18,1,PARTNER_RESCUED,1
treatment,0.4,0,18,2,PARTNER_RESCUED,1
treatment,0.4,0,18,3,PARTNER_RESCUED,1
treatment,0.4,0,18,4,TIMEOUT,0
treatment,0.4,0,18,5,PARTNER_RESCUED,1
treatment,0.4,0,18,6,TIMEOUT,0
treatment,0.4,0,18,7,PARTNER_RESCUED,1
treatment,0.4,0,18,8,PARTNER_RESCUED,1
treatment,0.4,0,18,9,PARTNER_RESCUED,1
treatment,0.4,0,18,10,PARTNER_RESCUED,1
treatment,0.4,0,18,11,PARTNER_RESCUED,1
treatment,0.4,0,18,12,PARTNER_RESCUED,1
treatment,0.4,0,18,13,PARTNER_RESCUED,1
treatment,0.4,0,18,14,PARTNER_RESCUED,1
treatment,0.4,0,18,15,PARTNER_RESCUED,1
treatment,0.4,0,18,16,PARTNER_RESCUED,1
treatment,0.4,0,18,17,PARTNER_RESCUED,1
treatment,0.4,0,18,18,PARTNER_RESCUED,1
treatment,0.4,0,18,19,TIMEOUT,0
treatment,0.4,0,19,0,PARTNER_RESCUED,1
treatment,0.4,0,19,1,TIMEOUT,0
treatment,0.4,0,19,2,PARTNER_RESCUED,1
treatment,0.4,0,19,3,PARTNER_RESCUED,1
treatment,0.4,0,19,4,TIMEOUT,0
treatment,0.4,0,19,5,PARTNER_RESCUED,1
treatment,0.4,0,19,6,PARTNER_RESCUED,1
treatment,0.4,0,19,7,PARTNER_RESCUED,1
treatment,0.4,0,19,8,TIMEOUT,0
treatment,0.4,0,19,9,TIMEOUT,0
treatment,0.4,0,19,10,PARTNER_RESCUED,1
treatment,0.4,0,19,11,PARTNER_RESCUED,1
treatment,0.4,0,19,12,PARTNER_RESCUED,1
treatment,0.4,0,19,13,PARTNER_RESCUED,1
treatment,0.4,0,19,14,PARTNER_RESCUED,1
treatment,0.4,0,19,15,PARTNER_RESCUED,1
treatment,0.4,0,19,16,PARTNER_RESCUED,1
treatment,0.4,0,19,17,PARTNER_RESCUED,1
treatment,0.4,0,19,18,PARTNER_RESCUED,1
treatment,0.4,0,19,19,PARTNER_RESCUED,1
treatment,0.4,0,20,0,PARTNER_RESCUED,1
treatment,0.4,0,20,1,PARTNER_RESCUED,1
treatment,0.4,0,20,2,PARTNER_RESCUED,1
treatment,0.4,0,20,3,TIMEOUT,0
treatment,0.4,0,20,4,PARTNER_RESCUED,1
treatment,0.4,0,20,5,TIMEOUT,0
treatment,0.4,0,20,6,PARTNER_RESCUED,1
treatment,0.4,0,20,7,PARTNER_RESCUED,1
treatment,0.4,0,20,8,TIMEOUT,0
treatment,0.4,0,20,9,TIMEOUT,0
treatment,0.4,0,20,10,PARTNER_RESCUED,1
treatment,0.4,0,20,11,PARTNER_RESCUED,1
treatment,0.4,0,20,12,PARTNER_RESCUED,1
treatment,0.4,0,20,13,PARTNER_RESCUED,1
treatment,0.4,0,20,14,PARTNER_RESCUED,1
treatment,0.4,0,20,15,PARTNER_RESCUED,1
treatment,0.4,0,20,16,PARTNER_RESCUED,1
treatment,0.4,0,20,17,PARTNER_RESCUED,1
treatment,0.4,0,20,18,PARTNER_RESCUED,1
treatment,0.4,0,20,19,PARTNER_RESCUED,1
treatment,0.4,0,21,0,PARTNER_RESCUED,1
treatment,0.4,0,21,1,PARTNER_RESCUED,1
treatment,0.4,0,21,2,PARTNER_RESCUED,1
treatment,0.4,0,21,3,PARTNER_RESCUED,1
treatment,0.4,0,21,4,PARTNER_RESCUED,1
treatment,0.4,0,21,5,PARTNER_RESCUED,1
treatment,0.4,0,21,6,PARTNER_RESCUED,1
treatment,0.4,0,21,7,PARTNER_RESCUED,1
treatment,0.4,0,21,8,PARTNER_RESCUED,1
treatment,0.4,0,21,9,TIMEOUT,0
treatment,0.4,0,21,10,TIMEOUT,0
treatment,0.4,0,21,11,PARTNER_RESCUED,1
treatment,0.4,0,21,12,PARTNER_RESCUED,1
treatment,0.4,0,21,13,PARTNER_RESCUED,1
treatment,0.4,0,21,14,PARTNER_RESCUED,1
treatment,0.4,0,21,15,PARTNER_RESCUED,1
treatment,0.4,0,21,16,PARTNER_RESCUED,1
treatment,0.4,0,21,17,PARTNER_RESCUED,1
treatment,0.4,0,21,18,PARTNER_RESCUED,1
treatment,0.4,0,21,19,PARTNER_RESCUED,1
treatment,0.4,0,22,0,PARTNER_RESCUED,1
treatment,0.4,0,22,1,TIMEOUT,0
treatment,0.4,0,22,2,PARTNER_RESCUED,1
treatment,0.4,0,22,3,PARTNER_RESCUED,1
treatment,0.4,0,22,4,PARTNER_RESCUED,1
treatment,0.4,0,22,5,PARTNER_RESCUED,1
treatment,0.4,0,22,6,TIMEOUT,0
treatment,0.4,0,22,7,PARTNER_RESCUED,1
treatment,0.4,0,22,8,PARTNER_RESCUED,1
treatment,0.4,0,22,9,PARTNER_RESCUED,1
treatment,0.4,0,22,10,PARTNER_DEAD,0
treatment,0.4,0,22,11,PARTNER_RESCUED,1
treatment,0.4,0,22,12,PARTNER_RESCUED,1
treatment,0.4,0,22,13,PARTNER_RESCUED,1
treatment,0.4,0,22,14,PARTNER_RESCUED,1
treatment,0.4,0,22,15,PARTNER_RESCUED,1
treatment,0.4,0,22,16,PARTNER_RESCUED,1
treatment,0.4,0,22,17,PARTNER_RESCUED,1
treatment,0.4,0,22,18,PARTNER_RESCUED,1
treatment,0.4,0,22,19,TIMEOUT,0
treatment,0.4,0,23,0,PARTNER_RESCUED,1
treatment,0.4,0,23,1,TIMEOUT,0
treatment,0.4,0,23,2,TIMEOUT,0
treatment,0.4,0,23,3,RESOURCE_TAKEN,0
treatment,0.4,0,23,4,TIMEOUT,0
treatment,0.4,0,23,5,TIMEOUT,0
treatment,0.4,0,23,6,PARTNER_RESCUED,1
treatment,0.4,0,23,7,PARTNER_RESCUED,1
treatment,0.4,0,23,8,PARTNER_RESCUED,1
treatment,0.4,0,23,9,PARTNER_RESCUED,1
treatment,0.4,0,23,10,PARTNER_RESCUED,1
treatment,0.4,0,23,11,PARTNER_RESCUED,1
treatment,0.4,0,23,12,TIMEOUT,0
treatment,0.4,0,23,13,PARTNER_RESCUED,1
treatment,0.4,0,23,14,PARTNER_RESCUED,1
treatment,0.4,0,23,15,PARTNER_RESCUED,1
treatment,0.4,0,23,16,PARTNER_RESCUED,1
treatment,0.4,0,23,17,TIMEOUT,0
treatment,0.4,0,23,18,TIMEOUT,0
treatment,0.4,0,23,19,TIMEOUT,0
treatment,0.4,0,24,0,PARTNER_RESCUED,1
treatment,0.4,0,24,1,PARTNER_RESCUED,1
treatment,0.4,0,24,2,PARTNER_RESCUED,1
treatment,0.4,0,24,3,PARTNER_RESCUED,1
treatment,0.4,0,24,4,PARTNER_RESCUED,1
treatment,0.4,0,24,5,PARTNER_RESCUED,1
treatment,0.4,0,24,6,PARTNER_RESCUED,1
treatment,0.4,0,24,7,PARTNER_RESCUED,1
treatment,0.4,0,24,8,PARTNER_RESCUED,1
treatment,0.4,0,24,9,TIMEOUT,0
treatment,0.4,0,24,10,PARTNER_RESCUED,1
treatment,0.4,0,24,11,PARTNER_RESCUED,1
treatment,0.4,0,24,12,PARTNER_RESCUED,1
treatment,0.4,0,24,13,PARTNER_RESCUED,1
treatment,0.4,0,24,14,TIMEOUT,0
treatment,0.4,0,24,15,PARTNER_RESCUED,1
treatment,0.4,0,24,16,PARTNER_RESCUED,1
treatment,0.4,0,24,17,TIMEOUT,0
treatment,0.4,0,24,18,PARTNER_RESCUED,1
treatment,0.4,0,24,19,PARTNER_RESCUED,1
treatment,0.4,1,0,0,PARTNER_RESCUED,1
treatment,0.4,1,0,1,PARTNER_RESCUED,1
treatment,0.4,1,0,2,PARTNER_RESCUED,1
treatment,0.4,1,0,3,PARTNER_RESCUED,1
treatment,0.4,1,0,4,TIMEOUT,0
treatment,0.4,1,0,5,PARTNER_RESCUED,1
treatment,0.4,1,0,6,TIMEOUT,0
treatment,0.4,1,0,7,PARTNER_RESCUED,1
treatment,0.4,1,0,8,PARTNER_RESCUED,1
treatment,0.4,1,0,9,PARTNER_RESCUED,1
treatment,0.4,1,0,10,PARTNER_RESCUED,1
treatment,0.4,1,0,11,PARTNER_RESCUED,1
treatment,0.4,1,0,12,PARTNER_RESCUED,1
treatment,0.4,1,0,13,PARTNER_RESCUED,1
treatment,0.4,1,0,14,PARTNER_DEAD,0
treatment,0.4,1,0,15,PARTNER_RESCUED,1
treatment,0.4,1,0,16,PARTNER_RESCUED,1
treatment,0.4,1,0,17,PARTNER_RESCUED,1
treatment,0.4,1,0,18,PARTNER_RESCUED,1
treatment,0.4,1,0,19,PARTNER_RESCUED,1
treatment,0.4,1,1,0,PARTNER_RESCUED,1
treatment,0.4,1,1,1,PARTNER_RESCUED,1
treatment,0.4,1,1,2,PARTNER_RESCUED,1
treatment,0.4,1,1,3,PARTNER_RESCUED,1
treatment,0.4,1,1,4,PARTNER_RESCUED,1
treatment,0.4,1,1,5,PARTNER_RESCUED,1
treatment,0.4,1,1,6,PARTNER_RESCUED,1
treatment,0.4,1,1,7,PARTNER_RESCUED,1
treatment,0.4,1,1,8,PARTNER_RESCUED,1
treatment,0.4,1,1,9,TIMEOUT,0
treatment,0.4,1,1,10,PARTNER_RESCUED,1
treatment,0.4,1,1,11,PARTNER_RESCUED,1
treatment,0.4,1,1,12,PARTNER_RESCUED,1
treatment,0.4,1,1,13,PARTNER_RESCUED,1
treatment,0.4,1,1,14,PARTNER_RESCUED,1
treatment,0.4,1,1,15,PARTNER_RESCUED,1
treatment,0.4,1,1,16,PARTNER_RESCUED,1
treatment,0.4,1,1,17,PARTNER_RESCUED,1
treatment,0.4,1,1,18,PARTNER_RESCUED,1
treatment,0.4,1,1,19,PARTNER_RESCUED,1
treatment,0.4,1,2,0,PARTNER_RESCUED,1
treatment,0.4,1,2,1,PARTNER_RESCUED,1
treatment,0.4,1,2,2,PARTNER_RESCUED,1
treatment,0.4,1,2,3,PARTNER_RESCUED,1
treatment,0.4,1,2,4,PARTNER_DEAD,0
treatment,0.4,1,2,5,PARTNER_RESCUED,1
treatment,0.4,1,2,6,PARTNER_RESCUED,1
treatment,0.4,1,2,7,PARTNER_RESCUED,1
treatment,0.4,1,2,8,PARTNER_RESCUED,1
treatment,0.4,1,2,9,PARTNER_RESCUED,1
treatment,0.4,1,2,10,PARTNER_RESCUED,1
treatment,0.4,1,2,11,PARTNER_RESCUED,1
treatment,0.4,1,2,12,PARTNER_RESCUED,1
treatment,0.4,1,2,13,PARTNER_RESCUED,1
treatment,0.4,1,2,14,PARTNER_RESCUED,1
treatment,0.4,1,2,15,TIMEOUT,0
treatment,0.4,1,2,16,PARTNER_RESCUED,1
treatment,0.4,1,2,17,PARTNER_RESCUED,1
treatment,0.4,1,2,18,PARTNER_RESCUED,1
treatment,0.4,1,2,19,TIMEOUT,0
treatment,0.4,1,3,0,PARTNER_RESCUED,1
treatment,0.4,1,3,1,PARTNER_RESCUED,1
treatment,0.4,1,3,2,PARTNER_RESCUED,1
treatment,0.4,1,3,3,PARTNER_RESCUED,1
treatment,0.4,1,3,4,TIMEOUT,0
treatment,0.4,1,3,5,PARTNER_RESCUED,1
treatment,0.4,1,3,6,TIMEOUT,0
treatment,0.4,1,3,7,PARTNER_RESCUED,1
treatment,0.4,1,3,8,TIMEOUT,0
treatment,0.4,1,3,9,PARTNER_RESCUED,1
treatment,0.4,1,3,10,PARTNER_RESCUED,1
treatment,0.4,1,3,11,PARTNER_RESCUED,1
treatment,0.4,1,3,12,TIMEOUT,0
treatment,0.4,1,3,13,PARTNER_RESCUED,1
treatment,0.4,1,3,14,PARTNER_RESCUED,1
treatment,0.4,1,3,15,PARTNER_RESCUED,1
treatment,0.4,1,3,16,PARTNER_RESCUED,1
treatment,0.4,1,3,17,PARTNER_RESCUED,1
treatment,0.4,1,3,18,PARTNER_RESCUED,1
treatment,0.4,1,3,19,PARTNER_RESCUED,1
treatment,0.4,1,4,0,PARTNER_RESCUED,1
treatment,0.4,1,4,1,TIMEOUT,0
treatment,0.4,1,4,2,RESOURCE_TAKEN,0
treatment,0.4,1,4,3,PARTNER_RESCUED,1
treatment,0.4,1,4,4,PARTNER_RESCUED,1
treatment,0.4,1,4,5,PARTNER_RESCUED,1
treatment,0.4,1,4,6,TIMEOUT,0
treatment,0.4,1,4,7,PARTNER_RESCUED,1
treatment,0.4,1,4,8,PARTNER_RESCUED,1
treatment,0.4,1,4,9,PARTNER_RESCUED,1
treatment,0.4,1,4,10,PARTNER_RESCUED,1
treatment,0.4,1,4,11,PARTNER_RESCUED,1
treatment,0.4,1,4,12,PARTNER_RESCUED,1
treatment,0.4,1,4,13,PARTNER_RESCUED,1
treatment,0.4,1,4,14,PARTNER_RESCUED,1
treatment,0.4,1,4,15,PARTNER_RESCUED,1
treatment,0.4,1,4,16,TIMEOUT,0
treatment,0.4,1,4,17,PARTNER_RESCUED,1
treatment,0.4,1,4,18,RESOURCE_TAKEN,0
treatment,0.4,1,4,19,PARTNER_RESCUED,1
treatment,0.4,1,5,0,PARTNER_RESCUED,1
treatment,0.4,1,5,1,TIMEOUT,0
treatment,0.4,1,5,2,PARTNER_RESCUED,1
treatment,0.4,1,5,3,TIMEOUT,0
treatment,0.4,1,5,4,PARTNER_RESCUED,1
treatment,0.4,1,5,5,PARTNER_RESCUED,1
treatment,0.4,1,5,6,PARTNER_RESCUED,1
treatment,0.4,1,5,7,PARTNER_RESCUED,1
treatment,0.4,1,5,8,PARTNER_RESCUED,1
treatment,0.4,1,5,9,TIMEOUT,0
treatment,0.4,1,5,10,PARTNER_RESCUED,1
treatment,0.4,1,5,11,PARTNER_RESCUED,1
treatment,0.4,1,5,12,PARTNER_RESCUED,1
treatment,0.4,1,5,13,PARTNER_RESCUED,1
treatment,0.4,1,5,14,TIMEOUT,0
treatment,0.4,1,5,15,PARTNER_RESCUED,1
treatment,0.4,1,5,16,TIMEOUT,0
treatment,0.4,1,5,17,PARTNER_RESCUED,1
treatment,0.4,1,5,18,PARTNER_RESCUED,1
treatment,0.4,1,5,19,PARTNER_RESCUED,1
treatment,0.4,1,6,0,PARTNER_RESCUED,1
treatment,0.4,1,6,1,PARTNER_RESCUED,1
treatment,0.4,1,6,2,PARTNER_RESCUED,1
treatment,0.4,1,6,3,RESOURCE_TAKEN,0
treatment,0.4,1,6,4,PARTNER_RESCUED,1
treatment,0.4,1,6,5,PARTNER_RESCUED,1
treatment,0.4,1,6,6,PARTNER_RESCUED,1
treatment,0.4,1,6,7,PARTNER_RESCUED,1
treatment,0.4,1,6,8,PARTNER_RESCUED,1
treatment,0.4,1,6,9,TIMEOUT,0
treatment,0.4,1,6,10,PARTNER_RESCUED,1
treatment,0.4,1,6,11,PARTNER_RESCUED,1
treatment,0.4,1,6,12,TIMEOUT,0
treatment,0.4,1,6,13,RESOURCE_TAKEN,0
treatment,0.4,1,6,14,PARTNER_RESCUED,1
treatment,0.4,1,6,15,PARTNER_RESCUED,1
treatment,0.4,1,6,16,PARTNER_RESCUED,1
treatment,0.4,1,6,17,PARTNER_RESCUED,1
treatment,0.4,1,6,18,PARTNER_RESCUED,1
treatment,0.4,1,6,19,PARTNER_RESCUED,1
treatment,0.4,1,7,0,PARTNER_RESCUED,1
treatment,0.4,1,7,1,TIMEOUT,0
treatment,0.4,1,7,2,PARTNER_RESCUED,1
treatment,0.4,1,7,3,PARTNER_RESCUED,1
treatment,0.4,1,7,4,PARTNER_RESCUED,1
treatment,0.4,1,7,5,PARTNER_RESCUED,1
treatment,0.4,1,7,6,PARTNER_RESCUED,1
treatment,0.4,1,7,7,TIMEOUT,0
treatment,0.4,1,7,8,PARTNER_RESCUED,1
treatment,0.4,1,7,9,PARTNER_RESCUED,1
treatment,0.4,1,7,10,PARTNER_RESCUED,1
treatment,0.4,1,7,11,TIMEOUT,0
treatment,0.4,1,7,12,PARTNER_RESCUED,1
treatment,0.4,1,7,13,RESOURCE_TAKEN,0
treatment,0.4,1,7,14,PARTNER_RESCUED,1
treatment,0.4,1,7,15,PARTNER_RESCUED,1
treatment,0.4,1,7,16,PARTNER_RESCUED,1
treatment,0.4,1,7,17,PARTNER_RESCUED,1
treatment,0.4,1,7,18,TIMEOUT,0
treatment,0.4,1,7,19,PARTNER_RESCUED,1
treatment,0.4,1,8,0,PARTNER_RESCUED,1
treatment,0.4,1,8,1,PARTNER_RESCUED,1
treatment,0.4,1,8,2,TIMEOUT,0
treatment,0.4,1,8,3,PARTNER_RESCUED,1
treatment,0.4,1,8,4,PARTNER_RESCUED,1
treatment,0.4,1,8,5,PARTNER_RESCUED,1
treatment,0.4,1,8,6,PARTNER_RESCUED,1
treatment,0.4,1,8,7,PARTNER_RESCUED,1
treatment,0.4,1,8,8,PARTNER_RESCUED,1
treatment,0.4,1,8,9,TIMEOUT,0
treatment,0.4,1,8,10,PARTNER_RESCUED,1
treatment,0.4,1,8,11,TIMEOUT,0
treatment,0.4,1,8,12,PARTNER_RESCUED,1
treatment,0.4,1,8,13,PARTNER_RESCUED,1
treatment,0.4,1,8,14,PARTNER_RESCUED,1
treatment,0.4,1,8,15,PARTNER_RESCUED,1
treatment,0.4,1,8,16,PARTNER_RESCUED,1
treatment,0.4,1,8,17,PARTNER_RESCUED,1
treatment,0.4,1,8,18,PARTNER_RESCUED,1
treatment,0.4,1,8,19,PARTNER_RESCUED,1
treatment,0.4,1,9,0,TIMEOUT,0
treatment,0.4,1,9,1,PARTNER_RESCUED,1
treatment,0.4,1,9,2,PARTNER_RESCUED,1
treatment,0.4,1,9,3,PARTNER_RESCUED,1
treatment,0.4,1,9,4,PARTNER_RESCUED,1
treatment,0.4,1,9,5,TIMEOUT,0
treatment,0.4,1,9,6,PARTNER_RESCUED,1
treatment,0.4,1,9,7,PARTNER_RESCUED,1
treatment,0.4,1,9,8,PARTNER_RESCUED,1
treatment,0.4,1,9,9,PARTNER_RESCUED,1
treatment,0.4,1,9,10,PARTNER_RESCUED,1
treatment,0.4,1,9,11,PARTNER_RESCUED,1
treatment,0.4,1,9,12,PARTNER_RESCUED,1
treatment,0.4,1,9,13,PARTNER_RESCUED,1
