inject_mode,beta_guilt,beta_loyalty,kappa,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
off,0.05,0.05,1.0,83,0,PARTNER_RESCUED,1,2,0
off,0.05,0.05,1.0,83,1,TIMEOUT,0,3,0
off,0.05,0.05,1.0,83,2,TIMEOUT,0,4,1
off,0.05,0.05,1.0,83,3,TIMEOUT,0,5,1
off,0.05,0.05,1.0,84,0,PARTNER_RESCUED,1,2,0
off,0.05,0.05,1.0,84,1,TIMEOUT,0,3,2
off,0.05,0.05,1.0,84,2,TIMEOUT,0,4,1
off,0.05,0.05,1.0,84,3,TIMEOUT,0,5,0
off,0.05,0.05,1.0,85,0,PARTNER_RESCUED,1,2,0
off,0.05,0.05,1.0,85,1,TIMEOUT,0,3,1
off,0.05,0.05,1.0,85,2,TIMEOUT,0,4,1
off,0.05,0.05,1.0,85,3,TIMEOUT,0,5,0
off,0.05,0.05,1.0,86,0,PARTNER_RESCUED,1,2,0
off,0.05,0.05,1.0,86,1,TIMEOUT,0,3,0
off,0.05,0.05,1.0,86,2,PARTNER_RESCUED,1,4,0
off,0.05,0.05,1.0,86,3,TIMEOUT,0,5,0
off,0.05,0.05,1.0,87,0,PARTNER_RESCUED,1,2,0
off,0.05,0.05,1.0,87,1,TIMEOUT,0,3,1
off,0.05,0.05,1.0,87,2,PARTNER_RESCUED,1,4,0
off,0.05,0.05,1.0,87,3,TIMEOUT,0,5,1
off,0.05,0.05,1.0,88,0,PARTNER_RESCUED,1,2,0
off,0.05,0.05,1.0,88,1,TIMEOUT,0,3,1
off,0.05,0.05,1.0,88,2,PARTNER_RESCUED,1,4,0
off,0.05,0.05,1.0,88,3,PARTNER_RESCUED,1,5,0
off,0.05,0.05,1.0,89,0,TIMEOUT,0,2,1
off,0.05,0.05,1.0,89,1,PARTNER_RESCUED,1,3,0
off,0.05,0.05,1.0,89,2,TIMEOUT,0,4,1
off,0.05,0.05,1.0,89,3,TIMEOUT,0,5,0
off,0.05,0.05,1.0,90,0,TIMEOUT,0,2,1
off,0.05,0.05,1.0,90,1,TIMEOUT,0,3,1
off,0.05,0.05,1.0,90,2,PARTNER_RESCUED,1,4,0
off,0.05,0.05,1.0,90,3,PARTNER_RESCUED,1,5,0
off,0.05,0.05,1.0,91,0,TIMEOUT,0,2,1
off,0.05,0.05,1.0,91,1,TIMEOUT,0,3,0
off,0.05,0.05,1.0,91,2,TIMEOUT,0,4,1
off,0.05,0.05,1.0,91,3,TIMEOUT,0,5,0
off,0.05,0.05,1.0,92,0,PARTNER_RESCUED,1,2,0
off,0.05,0.05,1.0,92,1,TIMEOUT,0,3,1
off,0.05,0.05,1.0,92,2,PARTNER_RESCUED,1,4,0
off,0.05,0.05,1.0,92,3,TIMEOUT,0,5,1
off,0.05,0.05,1.0,93,0,TIMEOUT,0,2,1
off,0.05,0.05,1.0,93,1,TIMEOUT,0,3,1
off,0.05,0.05,1.0,93,2,TIMEOUT,0,4,0
off,0.05,0.05,1.0,93,3,PARTNER_RESCUED,1,5,0
off,0.05,0.05,1.0,94,0,PARTNER_RESCUED,1,2,0
off,0.05,0.05,1.0,94,1,PARTNER_RESCUED,1,3,0
off,0.05,0.05,1.0,94,2,TIMEOUT,0,4,2
off,0.05,0.05,1.0,94,3,PARTNER_RESCUED,1,5,0
off,0.05,0.05,1.0,95,0,PARTNER_RESCUED,1,2,0
off,0.05,0.05,1.0,95,1,TIMEOUT,0,3,1
off,0.05,0.05,1.0,95,2,PARTNER_RESCUED,1,4,0
off,0.05,0.05,1.0,95,3,PARTNER_RESCUED,1,5,0
off,0.05,0.05,1.0,96,0,PARTNER_RESCUED,1,2,0
off,0.05,0.05,1.0,96,1,PARTNER_DEAD,0,3,0
off,0.05,0.05,1.0,96,2,PARTNER_RESCUED,1,4,0
off,0.05,0.05,1.0,96,3,TIMEOUT,0,5,0
off,0.05,0.05,1.0,97,0,PARTNER_RESCUED,1,2,0
off,0.05,0.05,1.0,97,1,PARTNER_RESCUED,1,3,0
off,0.05,0.05,1.0,97,2,TIMEOUT,0,4,1
off,0.05,0.05,1.0,97,3,PARTNER_RESCUED,1,5,0
off,0.05,0.05,1.0,98,0,TIMEOUT,0,2,0
off,0.05,0.05,1.0,98,1,TIMEOUT,0,3,1
off,0.05,0.05,1.0,98,2,TIMEOUT,0,4,1
off,0.05,0.05,1.0,98,3,TIMEOUT,0,5,1
off,0.05,0.05,1.0,99,0,TIMEOUT,0,2,1
off,0.05,0.05,1.0,99,1,PARTNER_RESCUED,1,3,0
off,0.05,0.05,1.0,99,2,PARTNER_RESCUED,1,4,0
off,0.05,0.05,1.0,99,3,TIMEOUT,0,5,1
off,0.05,0.05,1.0,100,0,PARTNER_RESCUED,1,2,0
off,0.05,0.05,1.0,100,1,TIMEOUT,0,3,0
off,0.05,0.05,1.0,100,2,PARTNER_RESCUED,1,4,0
off,0.05,0.05,1.0,100,3,TIMEOUT,0,5,1
