sigma,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
0.05,8,4,PARTNER_RESCUED,1,6,0
0.05,8,5,PARTNER_RESCUED,1,7,0
0.05,8,6,PARTNER_RESCUED,1,8,0
0.05,8,7,PARTNER_RESCUED,1,9,0
0.05,8,8,TIMEOUT,0,10,1
0.05,8,9,PARTNER_RESCUED,1,11,0
0.05,8,10,PARTNER_RESCUED,1,12,0
0.05,8,11,PARTNER_RESCUED,1,13,0
0.05,8,12,PARTNER_RESCUED,1,14,0
0.05,8,13,PARTNER_RESCUED,1,15,0
0.05,8,14,PARTNER_RESCUED,1,16,0
0.05,8,15,PARTNER_RESCUED,1,17,0
0.05,8,16,PARTNER_RESCUED,1,18,0
0.05,8,17,TIMEOUT,0,19,0
0.05,8,18,PARTNER_RESCUED,1,20,0
0.05,8,19,PARTNER_RESCUED,1,21,0
0.05,9,0,PARTNER_RESCUED,1,2,0
0.05,9,1,PARTNER_RESCUED,1,3,0
0.05,9,2,PARTNER_RESCUED,1,4,0
0.05,9,3,TIMEOUT,0,5,0
0.05,9,4,PARTNER_RESCUED,1,6,0
0.05,9,5,PARTNER_RESCUED,1,7,0
0.05,9,6,PARTNER_RESCUED,1,8,0
0.05,9,7,PARTNER_RESCUED,1,9,0
0.05,9,8,TIMEOUT,0,10,0
0.05,9,9,PARTNER_RESCUED,1,11,0
0.05,9,10,PARTNER_RESCUED,1,12,0
0.05,9,11,PARTNER_RESCUED,1,13,0
0.05,9,12,PARTNER_RESCUED,1,14,0
0.05,9,13,PARTNER_RESCUED,1,15,0
0.05,9,14,PARTNER_RESCUED,1,16,0
0.05,9,15,PARTNER_RESCUED,1,17,0
0.05,9,16,PARTNER_RESCUED,1,18,0
0.05,9,17,PARTNER_RESCUED,1,19,0
0.05,9,18,PARTNER_RESCUED,1,20,0
0.05,9,19,PARTNER_RESCUED,1,21,0
0.05,10,0,PARTNER_RESCUED,1,2,0
0.05,10,1,PARTNER_RESCUED,1,3,0
0.05,10,2,PARTNER_RESCUED,1,4,0
0.05,10,3,TIMEOUT,0,5,0
0.05,10,4,PARTNER_RESCUED,1,6,0
0.05,10,5,PARTNER_RESCUED,1,7,0
0.05,10,6,PARTNER_RESCUED,1,8,0
0.05,10,7,TIMEOUT,0,9,0
0.05,10,8,PARTNER_RESCUED,1,10,0
0.05,10,9,PARTNER_RESCUED,1,11,0
0.05,10,10,PARTNER_RESCUED,1,12,0
0.05,10,11,PARTNER_RESCUED,1,13,0
0.05,10,12,PARTNER_RESCUED,1,14,0
0.05,10,13,TIMEOUT,0,15,1
0.05,10,14,PARTNER_RESCUED,1,16,0
0.05,10,15,PARTNER_RESCUED,1,17,0
0.05,10,16,PARTNER_RESCUED,1,18,0
0.05,10,17,PARTNER_RESCUED,1,19,0
0.05,10,18,PARTNER_RESCUED,1,20,0
0.05,10,19,PARTNER_RESCUED,1,21,0
0.05,11,0,PARTNER_RESCUED,1,2,0
0.05,11,1,TIMEOUT,0,3,1
0.05,11,2,PARTNER_RESCUED,1,4,0
0.05,11,3,TIMEOUT,0,5,0
0.05,11,4,PARTNER_RESCUED,1,6,0
0.05,11,5,PARTNER_RESCUED,1,7,0
0.05,11,6,PARTNER_RESCUED,1,8,0
0.05,11,7,PARTNER_RESCUED,1,9,0
0.05,11,8,PARTNER_RESCUED,1,10,0
0.05,11,9,PARTNER_RESCUED,1,11,0
0.05,11,10,PARTNER_RESCUED,1,12,0
0.05,11,11,PARTNER_RESCUED,1,13,0
0.05,11,12,TIMEOUT,0,14,1
0.05,11,13,TIMEOUT,0,15,0
0.05,11,14,PARTNER_RESCUED,1,16,0
0.05,11,15,PARTNER_RESCUED,1,17,0
0.05,11,16,PARTNER_RESCUED,1,18,0
0.05,11,17,TIMEOUT,0,19,0
0.05,11,18,TIMEOUT,0,20,1
0.05,11,19,TIMEOUT,0,21,2
0.05,12,0,PARTNER_RESCUED,1,2,0
0.05,12,1,PARTNER_RESCUED,1,3,0
0.05,12,2,PARTNER_RESCUED,1,4,0
0.05,12,3,PARTNER_RESCUED,1,5,0
0.05,12,4,PARTNER_RESCUED,1,6,0
0.05,12,5,PARTNER_RESCUED,1,7,0
0.05,12,6,PARTNER_RESCUED,1,8,0
0.05,12,7,PARTNER_RESCUED,1,9,0
0.05,12,8,TIMEOUT,0,10,2
0.05,12,9,PARTNER_RESCUED,1,11,0
0.05,12,10,PARTNER_RESCUED,1,12,0
0.05,12,11,PARTNER_RESCUED,1,13,0
0.05,12,12,PARTNER_RESCUED,1,14,0
0.05,12,13,PARTNER_RESCUED,1,15,0
0.05,12,14,PARTNER_RESCUED,1,16,0
0.05,12,15,PARTNER_RESCUED,1,17,0
0.05,12,16,TIMEOUT,0,18,1
0.05,12,17,PARTNER_RESCUED,1,19,0
0.05,12,18,PARTNER_RESCUED,1,20,0
0.05,12,19,PARTNER_RESCUED,1,21,0
0.05,13,0,PARTNER_RESCUED,1,2,0
0.05,13,1,PARTNER_RESCUED,1,3,0
0.05,13,2,TIMEOUT,0,4,1
0.05,13,3,PARTNER_RESCUED,1,5,0
0.05,13,4,PARTNER_RESCUED,1,6,0
0.05,13,5,TIMEOUT,0,7,1
0.05,13,6,PARTNER_RESCUED,1,8,0
0.05,13,7,PARTNER_RESCUED,1,9,0
0.05,13,8,PARTNER_RESCUED,1,10,0
0.05,13,9,TIMEOUT,0,11,0
0.05,13,10,PARTNER_RESCUED,1,12,0
0.05,13,11,PARTNER_RESCUED,1,13,0
0.05,13,12,PARTNER_RESCUED,1,14,0
0.05,13,13,PARTNER_RESCUED,1,15,0
0.05,13,14,TIMEOUT,0,16,0
0.05,13,15,TIMEOUT,0,17,0
0.05,13,16,PARTNER_RESCUED,1,18,0
0.05,13,17,PARTNER_RESCUED,1,19,0
0.05,13,18,PARTNER_RESCUED,1,20,0
0.05,13,19,PARTNER_RESCUED,1,21,0
0.05,14,0,PARTNER_RESCUED,1,2,0
0.05,14,1,PARTNER_RESCUED,1,3,0
0.05,14,2,PARTNER_RESCUED,1,4,0
0.05,14,3,PARTNER_RESCUED,1,5,0
0.05,14,4,PARTNER_RESCUED,1,6,0
0.05,14,5,PARTNER_RESCUED,1,7,0
0.05,14,6,PARTNER_RESCUED,1,8,0
0.05,14,7,PARTNER_RESCUED,1,9,0
0.05,14,8,PARTNER_RESCUED,1,10,0
0.05,14,9,TIMEOUT,0,11,1
0.05,14,10,PARTNER_RESCUED,1,12,0
0.05,14,11,PARTNER_RESCUED,1,13,0
0.05,14,12,PARTNER_RESCUED,1,14,0
0.05,14,13,TIMEOUT,0,15,1
0.05,14,14,TIMEOUT,0,16,2
0.05,14,15,PARTNER_RESCUED,1,17,0
0.05,14,16,PARTNER_RESCUED,1,18,0
0.05,14,17,PARTNER_RESCUED,1,19,0
0.05,14,18,PARTNER_RESCUED,1,20,0
0.05,14,19,PARTNER_RESCUED,1,21,0
0.05,15,0,PARTNER_RESCUED,1,2,0
0.05,15,1,PARTNER_RESCUED,1,3,0
0.05,15,2,PARTNER_DEAD,0,4,0
0.05,15,3,PARTNER_RESCUED,1,5,0
0.05,15,4,PARTNER_RESCUED,1,6,0
0.05,15,5,PARTNER_RESCUED,1,7,0
0.05,15,6,PARTNER_RESCUED,1,8,0
0.05,15,7,PARTNER_RESCUED,1,9,0
0.05,15,8,PARTNER_RESCUED,1,10,0
0.05,15,9,TIMEOUT,0,11,1
0.05,15,10,PARTNER_RESCUED,1,12,0
0.05,15,11,PARTNER_RESCUED,1,13,0
0.05,15,12,PARTNER_RESCUED,1,14,0
0.05,15,13,PARTNER_RESCUED,1,15,0
0.05,15,14,PARTNER_RESCUED,1,16,0
0.05,15,15,PARTNER_RESCUED,1,17,0
0.05,15,16,TIMEOUT,0,18,1
0.05,15,17,TIMEOUT,0,19,2
0.05,15,18,PARTNER_RESCUED,1,20,0
0.05,15,19,PARTNER_RESCUED,1,21,0
0.05,16,0,PARTNER_RESCUED,1,2,0
0.05,16,1,PARTNER_RESCUED,1,3,0
0.05,16,2,PARTNER_RESCUED,1,4,0
0.05,16,3,PARTNER_RESCUED,1,5,0
0.05,16,4,TIMEOUT,0,6,1
0.05,16,5,TIMEOUT,0,7,0
0.05,16,6,PARTNER_RESCUED,1,8,0
0.05,16,7,PARTNER_RESCUED,1,9,0
0.05,16,8,PARTNER_RESCUED,1,10,0
0.05,16,9,PARTNER_RESCUED,1,11,0
0.05,16,10,PARTNER_RESCUED,1,12,0
0.05,16,11,TIMEOUT,0,13,0
0.05,16,12,TIMEOUT,0,14,0
0.05,16,13,TIMEOUT,0,15,1
0.05,16,14,TIMEOUT,0,16,1
0.05,16,15,PARTNER_RESCUED,1,17,0
0.05,16,16,PARTNER_RESCUED,1,18,0
0.05,16,17,PARTNER_RESCUED,1,19,0
0.05,16,18,PARTNER_RESCUED,1,20,0
0.05,16,19,PARTNER_RESCUED,1,21,0
0.05,17,0,PARTNER_RESCUED,1,2,0
0.05,17,1,TIMEOUT,0,3,0
0.05,17,2,PARTNER_RESCUED,1,4,0
0.05,17,3,PARTNER_RESCUED,1,5,0
0.05,17,4,PARTNER_RESCUED,1,6,0
0.05,17,5,PARTNER_RESCUED,1,7,0
0.05,17,6,PARTNER_RESCUED,1,8,0
0.05,17,7,PARTNER_RESCUED,1,9,0
0.05,17,8,PARTNER_RESCUED,1,10,0
0.05,17,9,PARTNER_RESCUED,1,11,0
0.05,17,10,TIMEOUT,0,12,1
0.05,17,11,TIMEOUT,0,13,1
0.05,17,12,TIMEOUT,0,14,1
0.05,17,13,PARTNER_RESCUED,1,15,0
0.05,17,14,PARTNER_RESCUED,1,16,0
0.05,17,15,PARTNER_RESCUED,1,17,0
0.05,17,16,TIMEOUT,0,18,1
0.05,17,17,PARTNER_RESCUED,1,19,0
0.05,17,18,PARTNER_RESCUED,1,20,0
0.05,17,19,PARTNER_RESCUED,1,21,0
0.05,18,0,PARTNER_RESCUED,1,2,0
0.05,18,1,PARTNER_RESCUED,1,3,0
0.05,18,2,PARTNER_RESCUED,1,4,0
0.05,18,3,TIMEOUT,0,5,1
0.05,18,4,PARTNER_RESCUED,1,6,0
0.05,18,5,PARTNER_RESCUED,1,7,0
0.05,18,6,PARTNER_RESCUED,1,8,0
0.05,18,7,TIMEOUT,0,9,1
0.05,18,8,PARTNER_RESCUED,1,10,0
0.05,18,9,PARTNER_RESCUED,1,11,0
0.05,18,10,PARTNER_RESCUED,1,12,0
0.05,18,11,TIMEOUT,0,13,1
0.05,18,12,PARTNER_RESCUED,1,14,0
0.05,18,13,PARTNER_RESCUED,1,15,0
0.05,18,14,PARTNER_RESCUED,1,16,0
0.05,18,15,TIMEOUT,0,17,1
0.05,18,16,PARTNER_RESCUED,1,18,0
0.05,18,17,PARTNER_RESCUED,1,19,0
0.05,18,18,PARTNER_RESCUED,1,20,0
0.05,18,19,PARTNER_RESCUED,1,21,0
0.05,19,0,PARTNER_RESCUED,1,2,0
0.05,19,1,PARTNER_RESCUED,1,3,0
0.05,19,2,PARTNER_RESCUED,1,4,0
0.05,19,3,TIMEOUT,0,5,0
0.05,19,4,PARTNER_RESCUED,1,6,0
0.05,19,5,PARTNER_RESCUED,1,7,0
0.05,19,6,PARTNER_RESCUED,1,8,0
0.05,19,7,TIMEOUT,0,9,1
0.05,19,8,PARTNER_RESCUED,1,10,0
0.05,19,9,PARTNER_RESCUED,1,11,0
0.05,19,10,PARTNER_RESCUED,1,12,0
0.05,19,11,PARTNER_RESCUED,1,13,0
0.05,19,12,PARTNER_RESCUED,1,14,0
0.05,19,13,PARTNER_RESCUED,1,15,0
0.05,19,14,PARTNER_RESCUED,1,16,0
0.05,19,15,PARTNER_RESCUED,1,17,0
0.05,19,16,TIMEOUT,0,18,1
0.05,19,17,PARTNER_RESCUED,1,19,0
0.05,19,18,TIMEOUT,0,20,1
0.05,19,19,TIMEOUT,0,21,2
0.05,20,0,PARTNER_RESCUED,1,2,0
0.05,20,1,PARTNER_RESCUED,1,3,0
0.05,20,2,PARTNER_RESCUED,1,4,0
0.05,20,3,PARTNER_RESCUED,1,5,0
0.05,20,4,PARTNER_RESCUED,1,6,0
0.05,20,5,PARTNER_RESCUED,1,7,0
0.05,20,6,TIMEOUT,0,8,1
0.05,20,7,TIMEOUT,0,9,0
0.05,20,8,TIMEOUT,0,10,1
0.05,20,9,TIMEOUT,0,11,1
0.05,20,10,TIMEOUT,0,12,2
0.05,20,11,TIMEOUT,0,13,0
0.05,20,12,TIMEOUT,0,14,2
0.05,20,13,PARTNER_RESCUED,1,15,0
0.05,20,14,PARTNER_RESCUED,1,16,0
0.05,20,15,PARTNER_RESCUED,1,17,0
0.05,20,16,PARTNER_RESCUED,1,18,0
0.05,20,17,TIMEOUT,0,19,1
0.05,20,18,TIMEOUT,0,20,1
0.05,20,19,PARTNER_RESCUED,1,21,0
0.05,21,0,PARTNER_RESCUED,1,2,0
0.05,21,1,PARTNER_RESCUED,1,3,0
0.05,21,2,PARTNER_RESCUED,1,4,0
0.05,21,3,TIMEOUT,0,5,1
0.05,21,4,PARTNER_RESCUED,1,6,0
0.05,21,5,PARTNER_RESCUED,1,7,0
0.05,21,6,PARTNER_RESCUED,1,8,0
0.05,21,7,PARTNER_RESCUED,1,9,0
0.05,21,8,TIMEOUT,0,10,1
0.05,21,9,PARTNER_RESCUED,1,11,0
0.05,21,10,PARTNER_RESCUED,1,12,0
0.05,21,11,PARTNER_RESCUED,1,13,0
0.05,21,12,PARTNER_RESCUED,1,14,0
0.05,21,13,PARTNER_RESCUED,1,15,0
0.05,21,14,TIMEOUT,0,16,1
0.05,21,15,TIMEOUT,0,17,1
0.05,21,16,PARTNER_RESCUED,1,18,0
0.05,21,17,PARTNER_RESCUED,1,19,0
0.05,21,18,PARTNER_RESCUED,1,20,0
0.05,21,19,PARTNER_RESCUED,1,21,0
0.05,22,0,PARTNER_RESCUED,1,2,0
0.05,22,1,PARTNER_RESCUED,1,3,0
0.05,22,2,PARTNER_RESCUED,1,4,0
0.05,22,3,PARTNER_RESCUED,1,5,0
0.05,22,4,PARTNER_RESCUED,1,6,0
0.05,22,5,PARTNER_RESCUED,1,7,0
0.05,22,6,TIMEOUT,0,8,0
0.05,22,7,TIMEOUT,0,9,1
0.05,22,8,TIMEOUT,0,10,2
0.05,22,9,RESOURCE_TAKEN,0,11,0
0.05,22,10,PARTNER_RESCUED,1,12,0
0.05,22,11,PARTNER_RESCUED,1,13,0
0.05,22,12,PARTNER_RESCUED,1,14,0
0.05,22,13,PARTNER_RESCUED,1,15,0
0.05,22,14,PARTNER_RESCUED,1,16,0
0.05,22,15,PARTNER_RESCUED,1,17,0
0.05,22,16,PARTNER_RESCUED,1,18,0
0.05,22,17,PARTNER_RESCUED,1,19,0
0.05,22,18,TIMEOUT,0,20,2
0.05,22,19,PARTNER_RESCUED,1,21,0
0.05,23,0,PARTNER_RESCUED,1,2,0
0.05,23,1,PARTNER_RESCUED,1,3,0
0.05,23,2,TIMEOUT,0,4,0
0.05,23,3,PARTNER_RESCUED,1,5,0
0.05,23,4,PARTNER_RESCUED,1,6,0
0.05,23,5,PARTNER_RESCUED,1,7,0
0.05,23,6,TIMEOUT,0,8,1
0.05,23,7,PARTNER_RESCUED,1,9,0
0.05,23,8,PARTNER_RESCUED,1,10,0
0.05,23,9,PARTNER_RESCUED,1,11,0
0.05,23,10,PARTNER_RESCUED,1,12,0
0.05,23,11,PARTNER_RESCUED,1,13,0
0.05,23,12,TIMEOUT,0,14,1
0.05,23,13,PARTNER_RESCUED,1,15,0
0.05,23,14,PARTNER_RESCUED,1,16,0
0.05,23,15,PARTNER_RESCUED,1,17,0
0.05,23,16,PARTNER_RESCUED,1,18,0
0.05,23,17,PARTNER_RESCUED,1,19,0
0.05,23,18,PARTNER_RESCUED,1,20,0
0.05,23,19,TIMEOUT,0,21,0
0.05,24,0,PARTNER_RESCUED,1,2,0
0.05,24,1,PARTNER_RESCUED,1,3,0
0.05,24,2,PARTNER_RESCUED,1,4,0
0.05,24,3,PARTNER_RESCUED,1,5,0
0.05,24,4,PARTNER_RESCUED,1,6,0
0.05,24,5,PARTNER_RESCUED,1,7,0
0.05,24,6,TIMEOUT,0,8,1
0.05,24,7,TIMEOUT,0,9,2
0.05,24,8,PARTNER_RESCUED,1,10,0
0.05,24,9,PARTNER_RESCUED,1,11,0
0.05,24,10,PARTNER_RESCUED,1,12,0
0.05,24,11,PARTNER_RESCUED,1,13,0
0.05,24,12,PARTNER_RESCUED,1,14,0
0.05,24,13,PARTNER_RESCUED,1,15,0
0.05,24,14,PARTNER_RESCUED,1,16,0
0.05,24,15,PARTNER_RESCUED,1,17,0
0.05,24,16,TIMEOUT,0,18,1
0.05,24,17,PARTNER_RESCUED,1,19,0
0.05,24,18,PARTNER_RESCUED,1,20,0
0.05,24,19,PARTNER_RESCUED,1,21,0
0.05,25,0,PARTNER_RESCUED,1,2,0
0.05,25,1,TIMEOUT,0,3,1
0.05,25,2,TIMEOUT,0,4,0
0.05,25,3,PARTNER_RESCUED,1,5,0
0.05,25,4,PARTNER_RESCUED,1,6,0
0.05,25,5,PARTNER_RESCUED,1,7,0
0.05,25,6,PARTNER_RESCUED,1,8,0
0.05,25,7,TIMEOUT,0,9,0
0.05,25,8,PARTNER_RESCUED,1,10,0
0.05,25,9,TIMEOUT,0,11,0
0.05,25,10,TIMEOUT,0,12,1
0.05,25,11,TIMEOUT,0,13,0
0.05,25,12,PARTNER_RESCUED,1,14,0
0.05,25,13,PARTNER_RESCUED,1,15,0
0.05,25,14,PARTNER_RESCUED,1,16,0
0.05,25,15,PARTNER_RESCUED,1,17,0
0.05,25,16,TIMEOUT,0,18,0
0.05,25,17,TIMEOUT,0,19,2
0.05,25,18,PARTNER_RESCUED,1,20,0
0.05,25,19,PARTNER_RESCUED,1,21,0
0.05,26,0,PARTNER_RESCUED,1,2,0
0.05,26,1,PARTNER_RESCUED,1,3,0
0.05,26,2,PARTNER_RESCUED,1,4,0
0.05,26,3,PARTNER_RESCUED,1,5,0
0.05,26,4,PARTNER_RESCUED,1,6,0
0.05,26,5,PARTNER_RESCUED,1,7,0
0.05,26,6,PARTNER_RESCUED,1,8,0
0.05,26,7,PARTNER_RESCUED,1,9,0
0.05,26,8,PARTNER_RESCUED,1,10,0
0.05,26,9,PARTNER_RESCUED,1,11,0
0.05,26,10,TIMEOUT,0,12,0
0.05,26,11,PARTNER_RESCUED,1,13,0
0.05,26,12,PARTNER_RESCUED,1,14,0
0.05,26,13,PARTNER_RESCUED,1,15,0
0.05,26,14,PARTNER_RESCUED,1,16,0
0.05,26,15,PARTNER_RESCUED,1,17,0
0.05,26,16,PARTNER_RESCUED,1,18,0
0.05,26,17,PARTNER_RESCUED,1,19,0
0.05,26,18,PARTNER_RESCUED,1,20,0
0.05,26,19,PARTNER_RESCUED,1,21,0
0.05,27,0,PARTNER_RESCUED,1,2,0
0.05,27,1,PARTNER_RESCUED,1,3,0
0.05,27,2,TIMEOUT,0,4,2
0.05,27,3,PARTNER_RESCUED,1,5,0
0.05,27,4,PARTNER_RESCUED,1,6,0
0.05,27,5,PARTNER_RESCUED,1,7,0
0.05,27,6,PARTNER_RESCUED,1,8,0
0.05,27,7,PARTNER_RESCUED,1,9,0
0.05,27,8,PARTNER_RESCUED,1,10,0
0.05,27,9,TIMEOUT,0,11,0
0.05,27,10,TIMEOUT,0,12,1
0.05,27,11,PARTNER_RESCUED,1,13,0
0.05,27,12,PARTNER_RESCUED,1,14,0
0.05,27,13,PARTNER_RESCUED,1,15,0
0.05,27,14,PARTNER_RESCUED,1,16,0
0.05,27,15,PARTNER_RESCUED,1,17,0
0.05,27,16,PARTNER_RESCUED,1,18,0
0.05,27,17,PARTNER_RESCUED,1,19,0
0.05,27,18,PARTNER_RESCUED,1,20,0
0.05,27,19,PARTNER_RESCUED,1,21,0
0.05,28,0,PARTNER_RESCUED,1,2,0
0.05,28,1,TIMEOUT,0,3,0
0.05,28,2,PARTNER_RESCUED,1,4,0
0.05,28,3,PARTNER_RESCUED,1,5,0
0.05,28,4,PARTNER_RESCUED,1,6,0
0.05,28,5,PARTNER_RESCUED,1,7,0
0.05,28,6,PARTNER_RESCUED,1,8,0
0.05,28,7,PARTNER_RESCUED,1,9,0
0.05,28,8,TIMEOUT,0,10,1
0.05,28,9,PARTNER_RESCUED,1,11,0
0.05,28,10,PARTNER_RESCUED,1,12,0
0.05,28,11,PARTNER_RESCUED,1,13,0
0.05,28,12,TIMEOUT,0,14,1
0.05,28,13,TIMEOUT,0,15,0
0.05,28,14,TIMEOUT,0,16,0
0.05,28,15,TIMEOUT,0,17,2
0.05,28,16,PARTNER_RESCUED,1,18,0
0.05,28,17,PARTNER_RESCUED,1,19,0
0.05,28,18,PARTNER_RESCUED,1,20,0
0.05,28,19,TIMEOUT,0,21,1
0.05,29,0,PARTNER_RESCUED,1,2,0
0.05,29,1,TIMEOUT,0,3,0
0.05,29,2,PARTNER_RESCUED,1,4,0
0.05,29,3,PARTNER_RESCUED,1,5,0
0.05,29,4,PARTNER_RESCUED,1,6,0
0.05,29,5,PARTNER_RESCUED,1,7,0
0.05,29,6,TIMEOUT,0,8,1
0.05,29,7,TIMEOUT,0,9,0
0.05,29,8,TIMEOUT,0,10,0
0.05,29,9,PARTNER_RESCUED,1,11,0
0.05,29,10,PARTNER_RESCUED,1,12,0
0.05,29,11,TIMEOUT,0,13,1
0.05,29,12,TIMEOUT,0,14,1
0.05,29,13,PARTNER_RESCUED,1,15,0
0.05,29,14,PARTNER_RESCUED,1,16,0
0.05,29,15,TIMEOUT,0,17,1
0.05,29,16,TIMEOUT,0,18,1
0.05,29,17,PARTNER_RESCUED,1,19,0
0.05,29,18,TIMEOUT,0,20,1
0.05,29,19,PARTNER_RESCUED,1,21,0
0.05,30,0,PARTNER_RESCUED,1,2,0
0.05,30,1,PARTNER_RESCUED,1,3,0
0.05,30,2,PARTNER_RESCUED,1,4,0
0.05,30,3,PARTNER_RESCUED,1,5,0
0.05,30,4,PARTNER_RESCUED,1,6,0
0.05,30,5,PARTNER_RESCUED,1,7,0
0.05,30,6,PARTNER_RESCUED,1,8,0
0.05,30,7,PARTNER_RESCUED,1,9,0
0.05,30,8,PARTNER_RESCUED,1,10,0
0.05,30,9,PARTNER_RESCUED,1,11,0
0.05,30,10,TIMEOUT,0,12,0
0.05,30,11,PARTNER_RESCUED,1,13,0
0.05,30,12,PARTNER_RESCUED,1,14,0
0.05,30,13,TIMEOUT,0,15,0
0.05,30,14,PARTNER_RESCUED,1,16,0
0.05,30,15,PARTNER_RESCUED,1,17,0
0.05,30,16,PARTNER_RESCUED,1,18,0
0.05,30,17,PARTNER_RESCUED,1,19,0
0.05,30,18,TIMEOUT,0,20,1
0.05,30,19,PARTNER_RESCUED,1,21,0
0.05,31,0,PARTNER_RESCUED,1,2,0
0.05,31,1,TIMEOUT,0,3,0
0.05,31,2,TIMEOUT,0,4,0
0.05,31,3,PARTNER_RESCUED,1,5,0
0.05,31,4,PARTNER_RESCUED,1,6,0
0.05,31,5,PARTNER_RESCUED,1,7,0
0.05,31,6,PARTNER_RESCUED,1,8,0
0.05,31,7,PARTNER_RESCUED,1,9,0
0.05,31,8,TIMEOUT,0,10,0
0.05,31,9,PARTNER_RESCUED,1,11,0
0.05,31,10,PARTNER_RESCUED,1,12,0
0.05,31,11,PARTNER_RESCUED,1,13,0
0.05,31,12,PARTNER_RESCUED,1,14,0
0.05,31,13,PARTNER_RESCUED,1,15,0
0.05,31,14,TIMEOUT,0,16,1
0.05,31,15,TIMEOUT,0,17,2
0.05,31,16,PARTNER_RESCUED,1,18,0
0.05,31,17,PARTNER_RESCUED,1,19,0
0.05,31,18,PARTNER_RESCUED,1,20,0
0.05,31,19,PARTNER_RESCUED,1,21,0
0.05,32,0,PARTNER_RESCUED,1,2,0
0.05,32,1,PARTNER_RESCUED,1,3,0
0.05,32,2,PARTNER_RESCUED,1,4,0
0.05,32,3,TIMEOUT,0,5,1
0.05,32,4,PARTNER_RESCUED,1,6,0
0.05,32,5,TIMEOUT,0,7,0
0.05,32,6,TIMEOUT,0,8,0
0.05,32,7,TIMEOUT,0,9,1
0.05,32,8,TIMEOUT,0,10,0
0.05,32,9,PARTNER_RESCUED,1,11,0
0.05,32,10,TIMEOUT,0,12,0
0.05,32,11,PARTNER_RESCUED,1,13,0
0.05,32,12,TIMEOUT,0,14,1
0.05,32,13,PARTNER_RESCUED,1,15,0
0.05,32,14,PARTNER_RESCUED,1,16,0
0.05,32,15,PARTNER_RESCUED,1,17,0
0.05,32,16,TIMEOUT,0,18,1
0.05,32,17,PARTNER_RESCUED,1,19,0
0.05,32,18,PARTNER_RESCUED,1,20,0
0.05,32,19,PARTNER_RESCUED,1,21,0
0.05,33,0,PARTNER_RESCUED,1,2,0
0.05,33,1,PARTNER_RESCUED,1,3,0
0.05,33,2,TIMEOUT,0,4,2
0.05,33,3,TIMEOUT,0,5,1
0.05,33,4,PARTNER_RESCUED,1,6,0
0.05,33,5,PARTNER_RESCUED,1,7,0
0.05,33,6,TIMEOUT,0,8,1
0.05,33,7,TIMEOUT,0,9,0
0.05,33,8,PARTNER_RESCUED,1,10,0
0.05,33,9,PARTNER_DEAD,0,11,1
0.05,33,10,PARTNER_RESCUED,1,12,0
0.05,33,11,PARTNER_RESCUED,1,13,0
0.05,33,12,PARTNER_RESCUED,1,14,0
0.05,33,13,PARTNER_RESCUED,1,15,0
0.05,33,14,PARTNER_RESCUED,1,16,0
0.05,33,15,TIMEOUT,0,17,1
0.05,33,16,PARTNER_RESCUED,1,18,0
0.05,33,17,PARTNER_RESCUED,1,19,0
0.05,33,18,PARTNER_RESCUED,1,20,0
0.05,33,19,TIMEOUT,0,21,1
0.05,34,0,PARTNER_RESCUED,1,2,0
0.05,34,1,PARTNER_RESCUED,1,3,0
0.05,34,2,PARTNER_RESCUED,1,4,0
0.05,34,3,TIMEOUT,0,5,0
0.05,34,4,PARTNER_RESCUED,1,6,0
0.05,34,5,PARTNER_RESCUED,1,7,0
0.05,34,6,PARTNER_RESCUED,1,8,0
0.05,34,7,PARTNER_RESCUED,1,9,0
0.05,34,8,TIMEOUT,0,10,0
0.05,34,9,TIMEOUT,0,11,2
0.05,34,10,PARTNER_RESCUED,1,12,0
0.05,34,11,PARTNER_RESCUED,1,13,0
0.05,34,12,TIMEOUT,0,14,1
0.05,34,13,TIMEOUT,0,15,1
0.05,34,14,PARTNER_RESCUED,1,16,0
0.05,34,15,TIMEOUT,0,17,1
0.05,34,16,TIMEOUT,0,18,1
0.05,34,17,PARTNER_RESCUED,1,19,0
0.05,34,18,TIMEOUT,0,20,1
0.05,34,19,TIMEOUT,0,21,0
0.05,35,0,PARTNER_RESCUED,1,2,0
0.05,35,1,PARTNER_RESCUED,1,3,0
0.05,35,2,PARTNER_DEAD,0,4,1
0.05,35,3,PARTNER_RESCUED,1,5,0
0.05,35,4,PARTNER_RESCUED,1,6,0
0.05,35,5,PARTNER_RESCUED,1,7,0
0.05,35,6,TIMEOUT,0,8,1
0.05,35,7,PARTNER_RESCUED,1,9,0
0.05,35,8,PARTNER_RESCUED,1,10,0
0.05,35,9,TIMEOUT,0,11,1
0.05,35,10,PARTNER_RESCUED,1,12,0
0.05,35,11,PARTNER_RESCUED,1,13,0
0.05,35,12,PARTNER_RESCUED,1,14,0
0.05,35,13,TIMEOUT,0,15,1
0.05,35,14,PARTNER_RESCUED,1,16,0
0.05,35,15,PARTNER_RESCUED,1,17,0
0.05,35,16,PARTNER_RESCUED,1,18,0
0.05,35,17,TIMEOUT,0,19,1
0.05,35,18,TIMEOUT,0,20,1
0.05,35,19,PARTNER_RESCUED,1,21,0
0.05,36,0,PARTNER_RESCUED,1,2,0
0.05,36,1,TIMEOUT,0,3,0
