mode,beta_guilt,beta_loyalty,agent_id,episode_idx,step,seed_impact,top1_is_seed,seed_stored_guilt,seed_stored_loyalty,seed_age
seed_only_floor,0.05,0.3,0,0,0,0.9245333822705224,1,0.9,0.6,15
seed_only_floor,0.05,0.3,0,0,1,0.7667975486778673,1,0.855,0.42,16
seed_only_floor,0.05,0.3,0,0,2,0.6548670019132636,1,0.8122499999999999,0.294,17
seed_only_floor,0.05,0.3,0,0,3,0.5676168933315894,1,0.7716374999999999,0.20579999999999998,18
seed_only_floor,0.05,0.3,0,0,4,0.4998220621825306,1,0.7330556249999999,0.14405999999999997,19
seed_only_floor,0.05,0.3,0,0,5,0.44281195695785447,1,0.6964028437499998,0.10084199999999997,20
seed_only_floor,0.05,0.3,0,1,0,0.4665546719317802,0,0.6615827015624998,0.07058939999999998,21
seed_only_floor,0.05,0.3,0,1,1,0.4399074212248141,0,0.6285035664843748,0.049412579999999984,22
seed_only_floor,0.05,0.3,0,1,2,0.41673624683854466,0,0.597078388160156,0.034588805999999986,23
seed_only_floor,0.05,0.3,0,1,3,0.38851750996811973,0,0.5672244687521482,0.02421216419999999,24
seed_only_floor,0.05,0.3,0,1,4,0.36304464044858686,0,0.5388632453145408,0.016948514939999992,25
seed_only_floor,0.05,0.3,0,1,5,0.33985258320278394,0,0.5119200830488138,0.011863960457999994,26
seed_only_floor,0.05,0.3,0,1,6,0.3223698849587056,0,0.486324078896373,0.008304772320599995,27
seed_only_floor,0.05,0.3,0,1,7,0.3750566605496028,0,0.4620078749515544,0.005813340624419996,28
seed_only_floor,0.05,0.3,0,1,8,0.36362089370720274,0,0.43890748120397666,0.004069338437093997,29
seed_only_floor,0.05,0.3,0,1,9,0.34414558397714956,0,0.4169621071437778,0.0028485369059657976,30
seed_only_floor,0.05,0.3,0,1,10,0.3136744098612625,0,0.3961140017865889,0.0019939758341760584,31
seed_only_floor,0.05,0.3,0,1,11,0.30490842860532874,0,0.37630830169725943,0.0013957830839232408,32
seed_only_floor,0.05,0.3,0,2,0,0.21241122280142574,0,0.3574928866123964,0.0009770481587462684,33
seed_only_floor,0.05,0.3,0,2,1,0.1953658397844367,0,0.33961824228177656,0.0006839337111223878,34
seed_only_floor,0.05,0.3,0,2,2,0.18424766467533543,0,0.3226373301676877,0.00047875359778567144,35
seed_only_floor,0.05,0.3,0,2,3,0.16981803137667156,0,0.3065054636593033,0.00033512751844996997,36
seed_only_floor,0.05,0.3,0,2,4,0.15577853442264936,0,0.29118019047633814,0.00023458926291497896,37
seed_only_floor,0.05,0.3,0,2,5,0.14317777552966474,0,0.2766211809525212,0.00016421248404048527,38
seed_only_floor,0.05,0.3,0,2,6,0.13110195684121118,0,0.26279012190489515,0.00011494873882833968,39
