beta_guilt,beta_loyalty,agent_id,ep0_outcome,ep1_outcome,snapshot_after_ep,mem_idx,tag,age,importance,guilt,loyalty,survival,fear,curiosity,emo_magnitude,mem_class
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,4,0,seed,69,0.9,0.0564049469420805,0.037603297961387006,0.2,0.1,0.0,0.39400824490346753,guilt
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,4,1,rescue,47,0.7,0.0,0.07179586554468056,0.1,0.1,0.0,0.2717958655446806,loyalty
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,4,2,timeout,35,0.5,0.06643335359504285,0.04982501519628215,0.2,0.2,0.0,0.5162583687913249,guilt
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,4,3,timeout,23,0.5,0.12294274709000945,0.09220706031750707,0.2,0.2,0.0,0.6151498074075166,guilt
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,4,4,timeout,11,0.5,0.22752003691058387,0.1706400276829379,0.2,0.2,0.0,0.7981600645935218,guilt
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,4,5,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,9,0,seed,124,0.9,0.0033582690417355214,0.002238846027823681,0.2,0.1,0.0,0.3055971150695592,guilt
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,9,1,rescue,102,0.7,0.0,0.004274622097081143,0.1,0.1,0.0,0.20427462209708114,loyalty
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,9,2,timeout,90,0.5,0.003955345883863578,0.0029665094128976843,0.2,0.2,0.0,0.4069218552967613,guilt
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,9,3,timeout,78,0.5,0.007319833522443687,0.005489875141832769,0.2,0.2,0.0,0.41280970866427646,guilt
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,9,4,timeout,66,0.5,0.013546214255212876,0.010159660691409661,0.2,0.2,0.0,0.4237058749466226,guilt
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,9,5,failure,55,0.85,0.05060777183970002,0.029769277552764692,0.3,0.2,0.0,0.5803770493924647,guilt
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,9,6,rescue,48,0.7,0.0,0.06820607226744653,0.1,0.1,0.0,0.2682060722674465,loyalty
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,9,7,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,9,8,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,9,9,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,0,PARTNER_RESCUED,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,4,0,seed,75,0.9,0.04146281908825676,0.027641879392171168,0.2,0.1,0.0,0.36910469848042793,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,4,1,timeout,48,0.5,0.034103036133723265,0.025577277100292468,0.2,0.2,0.0,0.45968031323401576,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,4,2,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,4,3,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,4,4,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,9,0,seed,125,0.9,0.0031903555896487454,0.002126903726432497,0.2,0.1,0.0,0.3053172593160812,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,9,1,timeout,98,0.5,0.0026240572721701917,0.0019680429541276447,0.2,0.2,0.0,0.4045921002262979,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,9,2,timeout,86,0.5,0.004856127112423727,0.003642095334317797,0.2,0.2,0.0,0.40849822244674155,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,9,3,timeout,74,0.5,0.008986835303527368,0.00674012647764553,0.2,0.2,0.0,0.4157269617811729,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,9,4,timeout,62,0.5,0.016631197434289646,0.012473398075717238,0.2,0.2,0.0,0.4291045955100069,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,9,5,timeout,50,0.5,0.030777990110685244,0.02308349258301395,0.2,0.2,0.0,0.4538614826936992,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,9,6,timeout,38,0.5,0.056958296538549856,0.042718722403912404,0.2,0.2,0.0,0.49967701894246225,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,9,7,failure,30,0.85,0.1824429493514967,0.1073193819714686,0.3,0.2,0.0,0.7897623313229654,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,9,8,rescue,24,0.7,0.0,0.23359121947101794,0.1,0.1,0.0,0.433591219471018,loyalty
0.05,0.05,1,TIMEOUT,TIMEOUT,9,9,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,1,TIMEOUT,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,4,0,seed,75,0.9,0.04146281908825676,0.027641879392171168,0.2,0.1,0.0,0.36910469848042793,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,4,1,timeout,48,0.5,0.034103036133723265,0.025577277100292468,0.2,0.2,0.0,0.45968031323401576,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,4,2,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,4,3,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,4,4,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,4,5,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,9,0,seed,130,0.9,0.002468636339116771,0.0016457575594111804,0.2,0.1,0.0,0.30411439389852796,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,9,1,timeout,103,0.5,0.0020304454961135427,0.001522834122085158,0.2,0.2,0.0,0.4035532796181987,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,9,2,timeout,91,0.5,0.0037575785896703986,0.0028181839422528,0.2,0.2,0.0,0.40657576253192323,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,9,3,timeout,79,0.5,0.006953841846321502,0.00521538138474113,0.2,0.2,0.0,0.41216922323106264,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,9,4,timeout,67,0.5,0.012868903542452232,0.009651677656839178,0.2,0.2,0.0,0.4225205811992914,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,9,5,failure,55,0.85,0.05060777183970002,0.029769277552764692,0.3,0.2,0.0,0.5803770493924647,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,9,6,rescue,48,0.7,0.0,0.06820607226744653,0.1,0.1,0.0,0.2682060722674465,loyalty
0.05,0.05,2,TIMEOUT,TIMEOUT,9,7,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,9,8,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,9,9,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,2,TIMEOUT,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,4,0,seed,68,0.9,0.05937362836008474,0.03958241890672316,0.2,0.1,0.0,0.3989560472668079,guilt
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,4,1,rescue,47,0.7,0.0,0.07179586554468056,0.1,0.1,0.0,0.2717958655446806,loyalty
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,4,2,timeout,35,0.5,0.06643335359504285,0.04982501519628215,0.2,0.2,0.0,0.5162583687913249,guilt
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,4,3,timeout,23,0.5,0.12294274709000945,0.09220706031750707,0.2,0.2,0.0,0.6151498074075166,guilt
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,4,4,timeout,11,0.5,0.22752003691058387,0.1706400276829379,0.2,0.2,0.0,0.7981600645935218,guilt
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,4,5,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,9,0,seed,110,0.9,0.006886285303843633,0.004590856869229088,0.2,0.1,0.0,0.31147714217307276,guilt
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,9,1,rescue,89,0.7,0.0,0.008327043966028585,0.1,0.1,0.0,0.20832704396602858,loyalty
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,9,2,timeout,77,0.5,0.007705087918361776,0.0057788159387713355,0.2,0.2,0.0,0.41348390385713313,guilt
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,9,3,timeout,65,0.5,0.014259172900224082,0.010694379675168066,0.2,0.2,0.0,0.42495355257539214,guilt
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,9,4,timeout,53,0.5,0.026388279271148757,0.01979120945336158,0.2,0.2,0.0,0.44617948872451035,guilt
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,9,5,failure,42,0.85,0.09858488810500475,0.057991110650002765,0.3,0.2,0.0,0.6565759987550075,guilt
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,9,6,rescue,35,0.7,0.0,0.1328667071900857,0.1,0.1,0.0,0.3328667071900857,loyalty
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,9,7,rescue,29,0.7,0.0,0.18074843279405245,0.1,0.1,0.0,0.38074843279405246,loyalty
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,9,8,timeout,17,0.5,0.16724813408767084,0.12543610056575313,0.2,0.2,0.0,0.6926842346534241,guilt
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,9,9,failure,6,0.85,0.6248281070312499,0.3675459453124999,0.3,0.2,0.0,1.4923740523437496,guilt
0.05,0.05,3,PARTNER_RESCUED,TIMEOUT,9,10,rescue,0,0.7,0.0,0.8,0.1,0.1,0.0,1.0,loyalty
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,4,0,seed,47,0.9,0.17434033601265078,0.11622689067510053,0.2,0.1,0.0,0.5905672266877513,guilt
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,4,1,rescue,26,0.7,0.0,0.21081607557259366,0.1,0.1,0.0,0.4108160755725937,loyalty
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,4,2,failure,18,0.85,0.33763217068948553,0.19860715922910904,0.3,0.2,0.0,1.0362393299185946,guilt
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,4,3,rescue,12,0.7,0.0,0.43228807013010934,0.1,0.1,0.0,0.6322880701301093,loyalty
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,4,4,rescue,6,0.7,0.0,0.5880735124999998,0.1,0.1,0.0,0.7880735124999998,loyalty
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,4,5,rescue,0,0.7,0.0,0.8,0.1,0.1,0.0,1.0,loyalty
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,9,0,seed,102,0.9,0.010379971702805722,0.006919981135203814,0.2,0.1,0.0,0.31729995283800955,guilt
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,9,1,rescue,81,0.7,0.0,0.01255168453261031,0.1,0.1,0.0,0.2125516845326103,loyalty
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,9,2,failure,73,0.85,0.02010213159999545,0.011824783294114963,0.3,0.2,0.0,0.5319269148941104,guilt
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,9,3,rescue,67,0.7,0.0,0.025737807084904463,0.1,0.1,0.0,0.22573780708490448,loyalty
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,9,4,rescue,61,0.7,0.0,0.035013047230083465,0.1,0.1,0.0,0.23501304723008348,loyalty
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,9,5,rescue,55,0.7,0.0,0.0476308440844235,0.1,0.1,0.0,0.2476308440844235,loyalty
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,9,6,rescue,48,0.7,0.0,0.06820607226744653,0.1,0.1,0.0,0.2682060722674465,loyalty
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,9,7,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,9,8,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,9,9,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,4,PARTNER_RESCUED,PARTNER_DEAD,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,4,0,seed,75,0.9,0.04146281908825676,0.027641879392171168,0.2,0.1,0.0,0.36910469848042793,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,4,1,timeout,48,0.5,0.034103036133723265,0.025577277100292468,0.2,0.2,0.0,0.45968031323401576,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,4,2,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,4,3,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,4,4,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,9,0,seed,135,0.9,0.0019101837408283422,0.0012734558272188949,0.2,0.1,0.0,0.3031836395680473,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,9,1,timeout,108,0.5,0.0015711200195253894,0.0011783400146440426,0.2,0.2,0.0,0.40274946003416945,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,9,2,timeout,96,0.5,0.002907542683845088,0.0021806570128838168,0.2,0.2,0.0,0.40508819969672893,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,9,3,timeout,84,0.5,0.005380750263073382,0.004035562697305039,0.2,0.2,0.0,0.40941631296037845,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,9,4,timeout,72,0.5,0.009957712247675755,0.00746828418575682,0.2,0.2,0.0,0.4174259964334326,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,9,5,timeout,60,0.5,0.01842791959478077,0.013820939696085584,0.2,0.2,0.0,0.43224885929086637,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,9,6,timeout,48,0.5,0.034103036133723265,0.025577277100292468,0.2,0.2,0.0,0.45968031323401576,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,9,7,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,9,8,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,9,9,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,5,TIMEOUT,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,4,0,seed,61,0.9,0.08502141972396386,0.05668094648264259,0.2,0.1,0.0,0.4417023662066065,guilt
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,4,1,rescue,40,0.7,0.0,0.10280972525208247,0.1,0.1,0.0,0.3028097252520825,loyalty
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,4,2,timeout,28,0.5,0.09513075410213287,0.07134806557659966,0.2,0.2,0.0,0.5664788196787325,guilt
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,4,3,timeout,16,0.5,0.17605066746070616,0.13203800059552961,0.2,0.2,0.0,0.7080886680562357,guilt
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,4,4,failure,6,0.85,0.6248281070312499,0.3675459453124999,0.3,0.2,0.0,1.4923740523437496,guilt
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,4,5,rescue,0,0.7,0.0,0.8,0.1,0.1,0.0,1.0,loyalty
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,9,0,seed,105,0.9,0.008899528238693053,0.005933018825795369,0.2,0.1,0.0,0.31483254706448843,guilt
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,9,1,rescue,84,0.7,0.0,0.010761500526146764,0.1,0.1,0.0,0.21076150052614678,loyalty
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,9,2,timeout,72,0.5,0.009957712247675755,0.00746828418575682,0.2,0.2,0.0,0.4174259964334326,guilt
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,9,3,timeout,60,0.5,0.01842791959478077,0.013820939696085584,0.2,0.2,0.0,0.43224885929086637,guilt
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,9,4,failure,50,0.85,0.0654032289852062,0.03847248763835657,0.3,0.2,0.0,0.6038757166235628,guilt
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,9,5,rescue,44,0.7,0.0,0.08373916377860398,0.1,0.1,0.0,0.283739163778604,loyalty
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,9,6,rescue,37,0.7,0.0,0.11991220323905233,0.1,0.1,0.0,0.31991220323905234,loyalty
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,9,7,timeout,25,0.5,0.11095582924873351,0.08321687193655013,0.2,0.2,0.0,0.5941727011852838,guilt
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,9,8,failure,15,0.85,0.39379754563579017,0.23164561507987647,0.3,0.2,0.0,1.1254431607156665,guilt
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,9,9,failure,7,0.85,0.5935867016796874,0.34916864804687486,0.3,0.2,0.0,1.4427553497265622,guilt
0.05,0.05,6,PARTNER_RESCUED,TIMEOUT,9,10,rescue,0,0.7,0.0,0.8,0.1,0.1,0.0,1.0,loyalty
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,4,0,seed,63,0.9,0.07673183130087738,0.051154554200584935,0.2,0.1,0.0,0.4278863855014624,guilt
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,4,1,rescue,42,0.7,0.0,0.09278577704000442,0.1,0.1,0.0,0.2927857770400044,loyalty
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,4,2,rescue,36,0.7,0.0,0.1262233718305814,0.1,0.1,0.0,0.3262233718305814,loyalty
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,4,3,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,4,4,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,9,0,seed,123,0.9,0.003535020043932128,0.0023566800292880853,0.2,0.1,0.0,0.3058917000732202,guilt
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,9,1,rescue,102,0.7,0.0,0.004274622097081143,0.1,0.1,0.0,0.20427462209708114,loyalty
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,9,2,rescue,96,0.7,0.0,0.005815085367690176,0.1,0.1,0.0,0.2058150853676902,loyalty
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,9,3,timeout,84,0.5,0.005380750263073382,0.004035562697305039,0.2,0.2,0.0,0.40941631296037845,guilt
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,9,4,timeout,72,0.5,0.009957712247675755,0.00746828418575682,0.2,0.2,0.0,0.4174259964334326,guilt
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,9,5,timeout,60,0.5,0.01842791959478077,0.013820939696085584,0.2,0.2,0.0,0.43224885929086637,guilt
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,9,6,timeout,48,0.5,0.034103036133723265,0.025577277100292468,0.2,0.2,0.0,0.45968031323401576,guilt
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,9,7,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,9,8,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,9,9,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,7,PARTNER_RESCUED,PARTNER_RESCUED,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,4,0,seed,65,0.9,0.06925047774904183,0.0461669851660279,0.2,0.1,0.0,0.41541746291506976,guilt
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,4,1,rescue,43,0.7,0.0,0.08814648818800419,0.1,0.1,0.0,0.2881464881880042,loyalty
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,4,2,rescue,36,0.7,0.0,0.1262233718305814,0.1,0.1,0.0,0.3262233718305814,loyalty
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,4,3,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,4,4,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,9,0,seed,116,0.9,0.005062052483385567,0.0033747016555903783,0.2,0.1,0.0,0.308436754138976,guilt
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,9,1,rescue,94,0.7,0.0,0.006443307886637315,0.1,0.1,0.0,0.20644330788663734,loyalty
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,9,2,rescue,87,0.7,0.0,0.00922664151360508,0.1,0.1,0.0,0.2092266415136051,loyalty
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,9,3,timeout,75,0.5,0.008537493538351,0.006403120153763253,0.2,0.2,0.0,0.4149406136921143,guilt
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,9,4,timeout,63,0.5,0.015799637562575162,0.011849728171931376,0.2,0.2,0.0,0.42764936573450657,guilt
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,9,5,timeout,51,0.5,0.02923909060515098,0.021929317953863253,0.2,0.2,0.0,0.45116840855901424,guilt
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,9,6,timeout,39,0.5,0.05411038171162236,0.04058278628371678,0.2,0.2,0.0,0.4946931679953392,guilt
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,9,7,timeout,27,0.5,0.10013763589698198,0.07510322692273648,0.2,0.2,0.0,0.5752408628197185,guilt
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,9,8,failure,18,0.85,0.33763217068948553,0.19860715922910904,0.3,0.2,0.0,1.0362393299185946,guilt
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,9,9,rescue,12,0.7,0.0,0.43228807013010934,0.1,0.1,0.0,0.6322880701301093,loyalty
0.05,0.05,8,PARTNER_RESCUED,PARTNER_RESCUED,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,9,PARTNER_RESCUED,TIMEOUT,4,0,seed,63,0.9,0.07673183130087738,0.051154554200584935,0.2,0.1,0.0,0.4278863855014624,guilt
0.05,0.05,9,PARTNER_RESCUED,TIMEOUT,4,1,rescue,41,0.7,0.0,0.09766923898947834,0.1,0.1,0.0,0.2976692389894784,loyalty
0.05,0.05,9,PARTNER_RESCUED,TIMEOUT,4,2,timeout,29,0.5,0.09037421639702622,0.06778066229776968,0.2,0.2,0.0,0.5581548786947959,guilt
0.05,0.05,9,PARTNER_RESCUED,TIMEOUT,4,3,failure,18,0.85,0.33763217068948553,0.19860715922910904,0.3,0.2,0.0,1.0362393299185946,guilt
0.05,0.05,9,PARTNER_RESCUED,TIMEOUT,4,4,rescue,12,0.7,0.0,0.43228807013010934,0.1,0.1,0.0,0.6322880701301093,loyalty
0.05,0.05,9,PARTNER_RESCUED,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,9,PARTNER_RESCUED,TIMEOUT,9,0,seed,117,0.9,0.004808949859216288,0.0032059665728108593,0.2,0.1,0.0,0.30801491643202716,guilt
0.05,0.05,9,PARTNER_RESCUED,TIMEOUT,9,1,rescue,95,0.7,0.0,0.0061211424923054494,0.1,0.1,0.0,0.20612114249230545,loyalty
0.05,0.05,9,PARTNER_RESCUED,TIMEOUT,9,2,timeout,83,0.5,0.005663947645340402,0.004247960734005304,0.2,0.2,0.0,0.4099119083793457,guilt
0.05,0.05,9,PARTNER_RESCUED,TIMEOUT,9,3,failure,72,0.85,0.021160138526311004,0.0124471403095947,0.3,0.2,0.0,0.5336072788359056,guilt
0.05,0.05,9,PARTNER_RESCUED,TIMEOUT,9,4,rescue,66,0.7,0.0,0.027092428510425752,0.1,0.1,0.0,0.22709242851042577,loyalty
0.05,0.05,9,PARTNER_RESCUED,TIMEOUT,9,5,timeout,54,0.5,0.025068865307591316,0.018801648980693503,0.2,0.2,0.0,0.44387051428828483,guilt
