beta_guilt,beta_loyalty,agent_id,ep0_outcome,ep1_outcome,snapshot_after_ep,mem_idx,tag,age,importance,guilt,loyalty,survival,fear,curiosity,emo_magnitude,mem_class
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,4,1,rescue,48,0.7,0.0,0.06820607226744653,0.1,0.1,0.0,0.2682060722674465,loyalty
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,4,2,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,4,3,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,4,4,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,9,0,seed,127,0.9,0.0028792959196579926,0.001919530613105328,0.2,0.1,0.0,0.30479882653276336,guilt
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,9,1,rescue,106,0.7,0.0,0.003481706414460697,0.1,0.1,0.0,0.20348170641446073,loyalty
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,9,2,timeout,94,0.5,0.0032216539433186577,0.002416240457488994,0.2,0.2,0.0,0.40563789440080766,guilt
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,9,3,timeout,82,0.5,0.005962050152989897,0.004471537614742426,0.2,0.2,0.0,0.4104335877677323,guilt
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,9,4,timeout,70,0.5,0.01103347617470998,0.008275107131032489,0.2,0.2,0.0,0.4193085833057425,guilt
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,9,5,timeout,58,0.5,0.020418747473441298,0.015314060605080983,0.2,0.2,0.0,0.4357328080785223,guilt
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,9,6,timeout,46,0.5,0.03778729765509504,0.028340473241321294,0.2,0.2,0.0,0.4661277708964163,guilt
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,9,7,timeout,34,0.5,0.0699298458895188,0.05244738441713911,0.2,0.2,0.0,0.5223772303066578,guilt
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,9,8,timeout,22,0.5,0.12941341798948364,0.09706006349211271,0.2,0.2,0.0,0.6264734814815964,guilt
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,9,9,timeout,10,0.5,0.23949477569535144,0.1796210817715136,0.2,0.2,0.0,0.8191158574668651,guilt
0.05,0.05,81,PARTNER_RESCUED,TIMEOUT,9,10,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,4,0,seed,69,0.9,0.0564049469420805,0.037603297961387006,0.2,0.1,0.0,0.39400824490346753,guilt
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,4,1,rescue,48,0.7,0.0,0.06820607226744653,0.1,0.1,0.0,0.2682060722674465,loyalty
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,4,2,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,4,3,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,4,4,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,9,0,seed,127,0.9,0.0028792959196579926,0.001919530613105328,0.2,0.1,0.0,0.30479882653276336,guilt
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,9,1,rescue,106,0.7,0.0,0.003481706414460697,0.1,0.1,0.0,0.20348170641446073,loyalty
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,9,2,timeout,94,0.5,0.0032216539433186577,0.002416240457488994,0.2,0.2,0.0,0.40563789440080766,guilt
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,9,3,timeout,82,0.5,0.005962050152989897,0.004471537614742426,0.2,0.2,0.0,0.4104335877677323,guilt
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,9,4,timeout,70,0.5,0.01103347617470998,0.008275107131032489,0.2,0.2,0.0,0.4193085833057425,guilt
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,9,5,timeout,58,0.5,0.020418747473441298,0.015314060605080983,0.2,0.2,0.0,0.4357328080785223,guilt
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,9,6,timeout,46,0.5,0.03778729765509504,0.028340473241321294,0.2,0.2,0.0,0.4661277708964163,guilt
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,9,7,failure,36,0.85,0.1341123325699928,0.07888960739411338,0.3,0.2,0.0,0.7130019399641061,guilt
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,9,8,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,9,9,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,82,PARTNER_RESCUED,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,4,0,seed,65,0.9,0.06925047774904183,0.0461669851660279,0.2,0.1,0.0,0.41541746291506976,guilt
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,4,1,rescue,43,0.7,0.0,0.08814648818800419,0.1,0.1,0.0,0.2881464881880042,loyalty
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,4,2,timeout,31,0.5,0.08156273029831615,0.061172047723737126,0.2,0.2,0.0,0.5427347780220533,guilt
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,4,3,failure,24,0.85,0.24819067068795655,0.14599451216938614,0.3,0.2,0.0,0.8941851828573426,guilt
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,4,4,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,9,0,seed,125,0.9,0.0031903555896487454,0.002126903726432497,0.2,0.1,0.0,0.3053172593160812,guilt
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,9,1,rescue,103,0.7,0.0,0.004060890992227085,0.1,0.1,0.0,0.2040608909922271,loyalty
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,9,2,timeout,91,0.5,0.0037575785896703986,0.0028181839422528,0.2,0.2,0.0,0.40657576253192323,guilt
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,9,3,failure,84,0.85,0.011434094309030952,0.00672593782884173,0.3,0.2,0.0,0.5181600321378728,guilt
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,9,4,timeout,72,0.5,0.009957712247675755,0.00746828418575682,0.2,0.2,0.0,0.4174259964334326,guilt
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,9,5,timeout,60,0.5,0.01842791959478077,0.013820939696085584,0.2,0.2,0.0,0.43224885929086637,guilt
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,9,6,timeout,48,0.5,0.034103036133723265,0.025577277100292468,0.2,0.2,0.0,0.45968031323401576,guilt
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,9,7,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,9,8,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,9,9,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,83,PARTNER_RESCUED,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,4,0,seed,69,0.9,0.0564049469420805,0.037603297961387006,0.2,0.1,0.0,0.39400824490346753,guilt
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,4,1,rescue,47,0.7,0.0,0.07179586554468056,0.1,0.1,0.0,0.2717958655446806,loyalty
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,4,2,timeout,35,0.5,0.06643335359504285,0.04982501519628215,0.2,0.2,0.0,0.5162583687913249,guilt
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,4,3,timeout,23,0.5,0.12294274709000945,0.09220706031750707,0.2,0.2,0.0,0.6151498074075166,guilt
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,4,4,failure,12,0.85,0.4593060745132413,0.2701800438313183,0.3,0.2,0.0,1.2294861183445596,guilt
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,9,0,seed,111,0.9,0.0065419710386514516,0.0043613140257676335,0.2,0.1,0.0,0.3109032850644191,guilt
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,9,1,rescue,89,0.7,0.0,0.008327043966028585,0.1,0.1,0.0,0.20832704396602858,loyalty
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,9,2,timeout,77,0.5,0.007705087918361776,0.0057788159387713355,0.2,0.2,0.0,0.41348390385713313,guilt
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,9,3,timeout,65,0.5,0.014259172900224082,0.010694379675168066,0.2,0.2,0.0,0.42495355257539214,guilt
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,9,4,failure,54,0.85,0.053271338778631605,0.03133608163448915,0.3,0.2,0.0,0.5846074204131207,guilt
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,9,5,timeout,42,0.5,0.04639288852000221,0.03479466639000167,0.2,0.2,0.0,0.4811875549100039,guilt
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,9,6,timeout,30,0.5,0.0858555055771749,0.06439162918288119,0.2,0.2,0.0,0.5502471347600562,guilt
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,9,7,failure,20,0.85,0.3047130340472607,0.17924296120427088,0.3,0.2,0.0,0.9839559952515315,guilt
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,9,8,rescue,14,0.7,0.0,0.3901399832924236,0.1,0.1,0.0,0.5901399832924236,loyalty
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,9,9,rescue,7,0.7,0.0,0.5586698368749998,0.1,0.1,0.0,0.7586698368749998,loyalty
0.05,0.05,84,PARTNER_RESCUED,TIMEOUT,9,10,rescue,0,0.7,0.0,0.8,0.1,0.1,0.0,1.0,loyalty
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,4,0,seed,70,0.9,0.05358469959497647,0.035723133063317654,0.2,0.1,0.0,0.38930783265829416,guilt
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,4,1,rescue,48,0.7,0.0,0.06820607226744653,0.1,0.1,0.0,0.2682060722674465,loyalty
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,4,2,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,4,3,failure,24,0.85,0.24819067068795655,0.14599451216938614,0.3,0.2,0.0,0.8941851828573426,guilt
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,4,4,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,9,0,seed,124,0.9,0.0033582690417355214,0.002238846027823681,0.2,0.1,0.0,0.3055971150695592,guilt
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,9,1,rescue,102,0.7,0.0,0.004274622097081143,0.1,0.1,0.0,0.20427462209708114,loyalty
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,9,2,timeout,90,0.5,0.003955345883863578,0.0029665094128976843,0.2,0.2,0.0,0.4069218552967613,guilt
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,9,3,failure,78,0.85,0.015554646235192855,0.009149791903054613,0.3,0.2,0.0,0.5247044381382475,guilt
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,9,4,timeout,66,0.5,0.013546214255212876,0.010159660691409661,0.2,0.2,0.0,0.4237058749466226,guilt
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,9,5,timeout,54,0.5,0.025068865307591316,0.018801648980693503,0.2,0.2,0.0,0.44387051428828483,guilt
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,9,6,timeout,42,0.5,0.04639288852000221,0.03479466639000167,0.2,0.2,0.0,0.4811875549100039,guilt
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,9,7,failure,31,0.85,0.17332080188392188,0.10195341287289517,0.3,0.2,0.0,0.775274214756817,guilt
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,9,8,rescue,24,0.7,0.0,0.23359121947101794,0.1,0.1,0.0,0.433591219471018,loyalty
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,9,9,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,85,PARTNER_RESCUED,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,4,0,seed,69,0.9,0.0564049469420805,0.037603297961387006,0.2,0.1,0.0,0.39400824490346753,guilt
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,4,1,rescue,48,0.7,0.0,0.06820607226744653,0.1,0.1,0.0,0.2682060722674465,loyalty
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,4,2,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,4,3,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,4,4,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,9,0,seed,117,0.9,0.004808949859216288,0.0032059665728108593,0.2,0.1,0.0,0.30801491643202716,guilt
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,9,1,rescue,96,0.7,0.0,0.005815085367690176,0.1,0.1,0.0,0.2058150853676902,loyalty
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,9,2,timeout,84,0.5,0.005380750263073382,0.004035562697305039,0.2,0.2,0.0,0.40941631296037845,guilt
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,9,3,timeout,72,0.5,0.009957712247675755,0.00746828418575682,0.2,0.2,0.0,0.4174259964334326,guilt
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,9,4,timeout,60,0.5,0.01842791959478077,0.013820939696085584,0.2,0.2,0.0,0.43224885929086637,guilt
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,9,5,timeout,48,0.5,0.034103036133723265,0.025577277100292468,0.2,0.2,0.0,0.45968031323401576,guilt
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,9,6,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,9,7,failure,25,0.85,0.23578113715355872,0.13869478656091683,0.3,0.2,0.0,0.8744759237144755,guilt
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,9,8,rescue,18,0.7,0.0,0.3177714547665746,0.1,0.1,0.0,0.5177714547665746,loyalty
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,9,9,rescue,12,0.7,0.0,0.43228807013010934,0.1,0.1,0.0,0.6322880701301093,loyalty
0.05,0.05,86,PARTNER_RESCUED,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,4,0,seed,59,0.9,0.0942065592509295,0.06280437283395301,0.2,0.1,0.0,0.4570109320848825,guilt
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,4,1,rescue,38,0.7,0.0,0.11391659307709971,0.1,0.1,0.0,0.31391659307709974,loyalty
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,4,2,timeout,26,0.5,0.10540803778629683,0.07905602833972261,0.2,0.2,0.0,0.5844640661260194,guilt
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,4,3,timeout,14,0.5,0.1950699916462118,0.14630249373465887,0.2,0.2,0.0,0.7413724853808707,guilt
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,4,4,failure,6,0.85,0.6248281070312499,0.3675459453124999,0.3,0.2,0.0,1.4923740523437496,guilt
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,4,5,rescue,0,0.7,0.0,0.8,0.1,0.1,0.0,1.0,loyalty
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,9,0,seed,112,0.9,0.0062148724867188785,0.004143248324479252,0.2,0.1,0.0,0.3103581208111982,guilt
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,9,1,rescue,91,0.7,0.0,0.007515157179340797,0.1,0.1,0.0,0.20751515717934083,loyalty
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,9,2,timeout,79,0.5,0.006953841846321502,0.00521538138474113,0.2,0.2,0.0,0.41216922323106264,guilt
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,9,3,timeout,67,0.5,0.012868903542452232,0.009651677656839178,0.2,0.2,0.0,0.4225205811992914,guilt
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,9,4,failure,59,0.85,0.04122034646200966,0.024247262624711545,0.3,0.2,0.0,0.5654676090867212,guilt
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,9,5,rescue,53,0.7,0.0,0.052776558542297514,0.1,0.1,0.0,0.2527765585422975,loyalty
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,9,6,rescue,47,0.7,0.0,0.07179586554468056,0.1,0.1,0.0,0.2717958655446806,loyalty
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,9,7,timeout,35,0.5,0.06643335359504285,0.04982501519628215,0.2,0.2,0.0,0.5162583687913249,guilt
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,9,8,timeout,23,0.5,0.12294274709000945,0.09220706031750707,0.2,0.2,0.0,0.6151498074075166,guilt
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,9,9,timeout,11,0.5,0.22752003691058387,0.1706400276829379,0.2,0.2,0.0,0.7981600645935218,guilt
0.05,0.05,87,PARTNER_RESCUED,TIMEOUT,9,10,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,4,0,seed,62,0.9,0.08077034873776566,0.05384689915851046,0.2,0.1,0.0,0.4346172478962761,guilt
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,4,1,rescue,41,0.7,0.0,0.09766923898947834,0.1,0.1,0.0,0.2976692389894784,loyalty
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,4,2,timeout,29,0.5,0.09037421639702622,0.06778066229776968,0.2,0.2,0.0,0.5581548786947959,guilt
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,4,3,failure,18,0.85,0.33763217068948553,0.19860715922910904,0.3,0.2,0.0,1.0362393299185946,guilt
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,4,4,rescue,12,0.7,0.0,0.43228807013010934,0.1,0.1,0.0,0.6322880701301093,loyalty
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,9,0,seed,121,0.9,0.0039169197162682865,0.002611279810845524,0.2,0.1,0.0,0.30652819952711385,guilt
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,9,1,rescue,100,0.7,0.0,0.004736423376267195,0.1,0.1,0.0,0.2047364233762672,loyalty
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,9,2,timeout,88,0.5,0.004382654718962413,0.0032869910392218115,0.2,0.2,0.0,0.4076696457581842,guilt
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,9,3,failure,77,0.85,0.016373311826518796,0.009631359897952224,0.3,0.2,0.0,0.5260046717244711,guilt
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,9,4,rescue,71,0.7,0.0,0.02096360473194896,0.1,0.1,0.0,0.22096360473194898,loyalty
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,9,5,timeout,59,0.5,0.019397810099769233,0.014548357574826932,0.2,0.2,0.0,0.43394616767459615,guilt
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,9,6,timeout,47,0.5,0.03589793277234028,0.02692344957925523,0.2,0.2,0.0,0.46282138235159553,guilt
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,9,7,timeout,35,0.5,0.06643335359504285,0.04982501519628215,0.2,0.2,0.0,0.5162583687913249,guilt
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,9,8,timeout,23,0.5,0.12294274709000945,0.09220706031750707,0.2,0.2,0.0,0.6151498074075166,guilt
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,9,9,timeout,11,0.5,0.22752003691058387,0.1706400276829379,0.2,0.2,0.0,0.7981600645935218,guilt
0.05,0.05,88,PARTNER_RESCUED,TIMEOUT,9,10,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,4,0,seed,69,0.9,0.0564049469420805,0.037603297961387006,0.2,0.1,0.0,0.39400824490346753,guilt
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,4,1,rescue,48,0.7,0.0,0.06820607226744653,0.1,0.1,0.0,0.2682060722674465,loyalty
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,4,2,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,4,3,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,4,4,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,9,0,seed,129,0.9,0.002598564567491338,0.0017323763783275584,0.2,0.1,0.0,0.3043309409458189,guilt
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,9,1,rescue,108,0.7,0.0,0.003142240039050779,0.1,0.1,0.0,0.2031422400390508,loyalty
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,9,2,timeout,96,0.5,0.002907542683845088,0.0021806570128838168,0.2,0.2,0.0,0.40508819969672893,guilt
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,9,3,timeout,84,0.5,0.005380750263073382,0.004035562697305039,0.2,0.2,0.0,0.40941631296037845,guilt
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,9,4,timeout,72,0.5,0.009957712247675755,0.00746828418575682,0.2,0.2,0.0,0.4174259964334326,guilt
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,9,5,timeout,60,0.5,0.01842791959478077,0.013820939696085584,0.2,0.2,0.0,0.43224885929086637,guilt
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,9,6,timeout,48,0.5,0.034103036133723265,0.025577277100292468,0.2,0.2,0.0,0.45968031323401576,guilt
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,9,7,timeout,36,0.5,0.0631116859152907,0.04733376443646804,0.2,0.2,0.0,0.5104454503517588,guilt
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,9,8,timeout,24,0.5,0.11679560973550897,0.08759670730163172,0.2,0.2,0.0,0.6043923170371407,guilt
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,9,9,timeout,12,0.5,0.21614403506505467,0.162108026298791,0.2,0.2,0.0,0.7782520613638457,guilt
0.05,0.05,89,PARTNER_RESCUED,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.05,0.05,90,PARTNER_RESCUED,TIMEOUT,4,0,seed,60,0.9,0.08949623128838302,0.05966415419225536,0.2,0.1,0.0,0.4491603854806384,guilt
0.05,0.05,90,PARTNER_RESCUED,TIMEOUT,4,1,rescue,39,0.7,0.0,0.10822076342324471,0.1,0.1,0.0,0.3082207634232447,loyalty
0.05,0.05,90,PARTNER_RESCUED,TIMEOUT,4,2,timeout,27,0.5,0.10013763589698198,0.07510322692273648,0.2,0.2,0.0,0.5752408628197185,guilt
0.05,0.05,90,PARTNER_RESCUED,TIMEOUT,4,3,timeout,15,0.5,0.18531649206390122,0.1389873690479259,0.2,0.2,0.0,0.7243038611118271,guilt
0.05,0.05,90,PARTNER_RESCUED,TIMEOUT,4,4,failure,6,0.85,0.6248281070312499,0.3675459453124999,0.3,0.2,0.0,1.4923740523437496,guilt
0.05,0.05,90,PARTNER_RESCUED,TIMEOUT,4,5,rescue,0,0.7,0.0,0.8,0.1,0.1,0.0,1.0,loyalty
0.05,0.05,90,PARTNER_RESCUED,TIMEOUT,9,0,seed,120,0.9,0.004123073385545565,0.00274871559036371,0.2,0.1,0.0,0.3068717889759093,guilt
0.05,0.05,90,PARTNER_RESCUED,TIMEOUT,9,1,rescue,99,0.7,0.0,0.004985708817123364,0.1,0.1,0.0,0.20498570881712336,loyalty
0.05,0.05,90,PARTNER_RESCUED,TIMEOUT,9,2,timeout,87,0.5,0.00461332075680254,0.003459990567601907,0.2,0.2,0.0,0.4080733113244045,guilt
0.05,0.05,90,PARTNER_RESCUED,TIMEOUT,9,3,timeout,75,0.5,0.008537493538351,0.006403120153763253,0.2,0.2,0.0,0.4149406136921143,guilt
0.05,0.05,90,PARTNER_RESCUED,TIMEOUT,9,4,failure,66,0.85,0.02878570529232739,0.0169327678190161,0.3,0.2,0.0,0.5457184731113435,guilt
0.05,0.05,90,PARTNER_RESCUED,TIMEOUT,9,5,rescue,60,0.7,0.0,0.03685583918956154,0.1,0.1,0.0,0.23685583918956155,loyalty
