t_snap,kappa,outcome,steps_used,target_switches
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,TIMEOUT,8,1
8,0.875,TIMEOUT,8,1
8,0.875,TIMEOUT,8,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,7,0
8,0.875,TIMEOUT,8,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,TIMEOUT,8,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,TIMEOUT,8,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_DEAD,8,0
8,0.875,TIMEOUT,8,0
8,0.875,TIMEOUT,8,1
8,0.875,TIMEOUT,8,1
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,TIMEOUT,8,1
8,0.875,TIMEOUT,8,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,0
8,0.875,PARTNER_DEAD,8,0
8,0.875,TIMEOUT,8,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,TIMEOUT,8,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_DEAD,8,1
8,0.875,TIMEOUT,8,1
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,TIMEOUT,8,1
8,0.875,TIMEOUT,8,1
8,0.875,TIMEOUT,8,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,1
8,0.875,TIMEOUT,8,1
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,PARTNER_RESCUED,6,0
8,0.875,TIMEOUT,8,0
8,0.875,PARTNER_RESCUED,7,0
8,0.875,TIMEOUT,8,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,TIMEOUT,8,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,1
8,0.9,TIMEOUT,8,1
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,1
8,0.9,TIMEOUT,8,1
8,0.9,TIMEOUT,8,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,TIMEOUT,8,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,1
8,0.9,TIMEOUT,8,1
8,0.9,TIMEOUT,8,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_DEAD,8,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,1
8,0.9,TIMEOUT,8,1
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_DEAD,8,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,1
8,0.9,TIMEOUT,8,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,TIMEOUT,8,1
8,0.9,TIMEOUT,8,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.9,TIMEOUT,8,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,7,0
8,0.9,TIMEOUT,8,1
8,0.9,PARTNER_RESCUED,7,0
8,0.9,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,TIMEOUT,8,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,0
8,0.925,TIMEOUT,8,1
8,0.925,TIMEOUT,8,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_DEAD,8,1
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_DEAD,8,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_DEAD,8,1
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,0
8,0.925,TIMEOUT,8,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,1
8,0.925,TIMEOUT,8,0
8,0.925,TIMEOUT,8,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,TIMEOUT,8,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,TIMEOUT,8,0
8,0.925,TIMEOUT,8,1
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,0
8,0.925,TIMEOUT,8,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,6,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,1
8,0.925,TIMEOUT,8,1
8,0.925,PARTNER_RESCUED,7,0
8,0.925,TIMEOUT,8,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,TIMEOUT,8,1
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,TIMEOUT,8,1
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,TIMEOUT,8,1
8,0.95,TIMEOUT,8,1
8,0.95,TIMEOUT,8,1
8,0.95,TIMEOUT,8,1
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,TIMEOUT,8,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,TIMEOUT,8,1
8,0.95,TIMEOUT,8,1
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,TIMEOUT,8,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,TIMEOUT,8,1
8,0.95,PARTNER_RESCUED,6,0
8,0.95,TIMEOUT,8,1
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,TIMEOUT,8,1
8,0.95,TIMEOUT,8,1
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,TIMEOUT,8,1
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,7,0
8,0.95,PARTNER_RESCUED,6,0
8,0.95,PARTNER_RESCUED,6,0
