mode,beta_guilt,beta_loyalty,agent_id,episode_idx,outcome,rescued,n_memories
off,0.05,0.1,35,5,PARTNER_RESCUED,1,7
off,0.05,0.1,35,6,PARTNER_RESCUED,1,8
off,0.05,0.1,35,7,PARTNER_RESCUED,1,9
off,0.05,0.1,35,8,PARTNER_RESCUED,1,10
off,0.05,0.1,35,9,TIMEOUT,0,11
off,0.05,0.1,36,0,PARTNER_RESCUED,1,2
off,0.05,0.1,36,1,TIMEOUT,0,3
off,0.05,0.1,36,2,PARTNER_RESCUED,1,4
off,0.05,0.1,36,3,TIMEOUT,0,5
off,0.05,0.1,36,4,TIMEOUT,0,6
off,0.05,0.1,36,5,TIMEOUT,0,7
off,0.05,0.1,36,6,TIMEOUT,0,8
off,0.05,0.1,36,7,PARTNER_RESCUED,1,9
off,0.05,0.1,36,8,TIMEOUT,0,10
off,0.05,0.1,36,9,PARTNER_RESCUED,1,11
off,0.05,0.1,37,0,PARTNER_RESCUED,1,2
off,0.05,0.1,37,1,TIMEOUT,0,3
off,0.05,0.1,37,2,PARTNER_RESCUED,1,4
off,0.05,0.1,37,3,PARTNER_RESCUED,1,5
off,0.05,0.1,37,4,PARTNER_RESCUED,1,6
off,0.05,0.1,37,5,TIMEOUT,0,7
off,0.05,0.1,37,6,TIMEOUT,0,8
off,0.05,0.1,37,7,PARTNER_RESCUED,1,9
off,0.05,0.1,37,8,TIMEOUT,0,10
off,0.05,0.1,37,9,TIMEOUT,0,11
off,0.05,0.1,38,0,PARTNER_RESCUED,1,2
off,0.05,0.1,38,1,TIMEOUT,0,3
off,0.05,0.1,38,2,TIMEOUT,0,4
off,0.05,0.1,38,3,TIMEOUT,0,5
off,0.05,0.1,38,4,PARTNER_RESCUED,1,6
off,0.05,0.1,38,5,PARTNER_RESCUED,1,7
off,0.05,0.1,38,6,PARTNER_RESCUED,1,8
off,0.05,0.1,38,7,TIMEOUT,0,9
off,0.05,0.1,38,8,TIMEOUT,0,10
off,0.05,0.1,38,9,TIMEOUT,0,11
off,0.05,0.1,39,0,PARTNER_RESCUED,1,2
off,0.05,0.1,39,1,TIMEOUT,0,3
off,0.05,0.1,39,2,PARTNER_RESCUED,1,4
off,0.05,0.1,39,3,TIMEOUT,0,5
off,0.05,0.1,39,4,PARTNER_RESCUED,1,6
off,0.05,0.1,39,5,TIMEOUT,0,7
off,0.05,0.1,39,6,PARTNER_RESCUED,1,8
off,0.05,0.1,39,7,PARTNER_RESCUED,1,9
off,0.05,0.1,39,8,TIMEOUT,0,10
off,0.05,0.1,39,9,PARTNER_RESCUED,1,11
off,0.05,0.2,0,0,PARTNER_RESCUED,1,2
off,0.05,0.2,0,1,TIMEOUT,0,3
off,0.05,0.2,0,2,PARTNER_RESCUED,1,4
off,0.05,0.2,0,3,TIMEOUT,0,5
off,0.05,0.2,0,4,TIMEOUT,0,6
off,0.05,0.2,0,5,PARTNER_RESCUED,1,7
off,0.05,0.2,0,6,TIMEOUT,0,8
off,0.05,0.2,0,7,PARTNER_RESCUED,1,9
off,0.05,0.2,0,8,TIMEOUT,0,10
off,0.05,0.2,0,9,TIMEOUT,0,11
off,0.05,0.2,1,0,PARTNER_RESCUED,1,2
off,0.05,0.2,1,1,TIMEOUT,0,3
off,0.05,0.2,1,2,PARTNER_RESCUED,1,4
off,0.05,0.2,1,3,TIMEOUT,0,5
off,0.05,0.2,1,4,TIMEOUT,0,6
off,0.05,0.2,1,5,PARTNER_RESCUED,1,7
off,0.05,0.2,1,6,PARTNER_RESCUED,1,8
off,0.05,0.2,1,7,PARTNER_RESCUED,1,9
off,0.05,0.2,1,8,TIMEOUT,0,10
off,0.05,0.2,1,9,TIMEOUT,0,11
off,0.05,0.2,2,0,TIMEOUT,0,2
off,0.05,0.2,2,1,PARTNER_RESCUED,1,3
off,0.05,0.2,2,2,TIMEOUT,0,4
off,0.05,0.2,2,3,PARTNER_RESCUED,1,5
off,0.05,0.2,2,4,TIMEOUT,0,6
off,0.05,0.2,2,5,PARTNER_RESCUED,1,7
off,0.05,0.2,2,6,PARTNER_RESCUED,1,8
off,0.05,0.2,2,7,TIMEOUT,0,9
off,0.05,0.2,2,8,TIMEOUT,0,10
off,0.05,0.2,2,9,TIMEOUT,0,11
off,0.05,0.2,3,0,PARTNER_RESCUED,1,2
off,0.05,0.2,3,1,TIMEOUT,0,3
off,0.05,0.2,3,2,PARTNER_RESCUED,1,4
off,0.05,0.2,3,3,TIMEOUT,0,5
off,0.05,0.2,3,4,TIMEOUT,0,6
off,0.05,0.2,3,5,PARTNER_RESCUED,1,7
off,0.05,0.2,3,6,TIMEOUT,0,8
off,0.05,0.2,3,7,PARTNER_RESCUED,1,9
off,0.05,0.2,3,8,PARTNER_RESCUED,1,10
off,0.05,0.2,3,9,TIMEOUT,0,11
off,0.05,0.2,4,0,PARTNER_RESCUED,1,2
off,0.05,0.2,4,1,TIMEOUT,0,3
off,0.05,0.2,4,2,TIMEOUT,0,4
off,0.05,0.2,4,3,TIMEOUT,0,5
off,0.05,0.2,4,4,TIMEOUT,0,6
off,0.05,0.2,4,5,PARTNER_RESCUED,1,7
off,0.05,0.2,4,6,PARTNER_RESCUED,1,8
off,0.05,0.2,4,7,TIMEOUT,0,9
off,0.05,0.2,4,8,PARTNER_RESCUED,1,10
off,0.05,0.2,4,9,TIMEOUT,0,11
off,0.05,0.2,5,0,PARTNER_RESCUED,1,2
off,0.05,0.2,5,1,TIMEOUT,0,3
off,0.05,0.2,5,2,TIMEOUT,0,4
off,0.05,0.2,5,3,TIMEOUT,0,5
off,0.05,0.2,5,4,PARTNER_DEAD,0,6
off,0.05,0.2,5,5,PARTNER_RESCUED,1,7
off,0.05,0.2,5,6,PARTNER_RESCUED,1,8
off,0.05,0.2,5,7,TIMEOUT,0,9
off,0.05,0.2,5,8,TIMEOUT,0,10
off,0.05,0.2,5,9,PARTNER_RESCUED,1,11
off,0.05,0.2,6,0,TIMEOUT,0,2
off,0.05,0.2,6,1,TIMEOUT,0,3
off,0.05,0.2,6,2,TIMEOUT,0,4
off,0.05,0.2,6,3,TIMEOUT,0,5
off,0.05,0.2,6,4,PARTNER_RESCUED,1,6
off,0.05,0.2,6,5,PARTNER_RESCUED,1,7
off,0.05,0.2,6,6,TIMEOUT,0,8
off,0.05,0.2,6,7,TIMEOUT,0,9
off,0.05,0.2,6,8,TIMEOUT,0,10
off,0.05,0.2,6,9,TIMEOUT,0,11
off,0.05,0.2,7,0,PARTNER_RESCUED,1,2
off,0.05,0.2,7,1,TIMEOUT,0,3
off,0.05,0.2,7,2,TIMEOUT,0,4
off,0.05,0.2,7,3,TIMEOUT,0,5
off,0.05,0.2,7,4,TIMEOUT,0,6
off,0.05,0.2,7,5,PARTNER_RESCUED,1,7
off,0.05,0.2,7,6,TIMEOUT,0,8
off,0.05,0.2,7,7,TIMEOUT,0,9
off,0.05,0.2,7,8,PARTNER_RESCUED,1,10
off,0.05,0.2,7,9,TIMEOUT,0,11
off,0.05,0.2,8,0,PARTNER_RESCUED,1,2
off,0.05,0.2,8,1,TIMEOUT,0,3
off,0.05,0.2,8,2,PARTNER_RESCUED,1,4
off,0.05,0.2,8,3,TIMEOUT,0,5
off,0.05,0.2,8,4,PARTNER_RESCUED,1,6
off,0.05,0.2,8,5,PARTNER_RESCUED,1,7
off,0.05,0.2,8,6,TIMEOUT,0,8
off,0.05,0.2,8,7,TIMEOUT,0,9
off,0.05,0.2,8,8,TIMEOUT,0,10
off,0.05,0.2,8,9,TIMEOUT,0,11
off,0.05,0.2,9,0,PARTNER_RESCUED,1,2
off,0.05,0.2,9,1,TIMEOUT,0,3
off,0.05,0.2,9,2,TIMEOUT,0,4
off,0.05,0.2,9,3,TIMEOUT,0,5
off,0.05,0.2,9,4,TIMEOUT,0,6
off,0.05,0.2,9,5,TIMEOUT,0,7
off,0.05,0.2,9,6,TIMEOUT,0,8
off,0.05,0.2,9,7,TIMEOUT,0,9
off,0.05,0.2,9,8,PARTNER_RESCUED,1,10
