mode,beta_guilt,beta_loyalty,agent_id,episode_idx,step,seed_impact,top1_is_seed,seed_stored_guilt,seed_stored_loyalty,seed_age
seed_only_floor,0.05,0.1,0,0,0,0.9245333822705224,1,0.9,0.6,15
seed_only_floor,0.05,0.1,0,0,1,0.8142136609875538,1,0.855,0.54,16
seed_only_floor,0.05,0.1,0,0,2,0.7208507880665872,1,0.8122499999999999,0.48600000000000004,17
seed_only_floor,0.05,0.1,0,0,3,0.6373039546266227,1,0.7716374999999999,0.43740000000000007,18
seed_only_floor,0.05,0.1,0,0,4,0.5662593333781883,1,0.7330556249999999,0.39366000000000007,19
seed_only_floor,0.05,0.1,0,0,5,0.5026384897911013,1,0.6964028437499998,0.35429400000000005,20
seed_only_floor,0.05,0.1,0,1,0,0.5282199713832852,0,0.6615827015624998,0.31886460000000005,21
seed_only_floor,0.05,0.1,0,1,1,0.47459588219186394,0,0.6285035664843748,0.28697814000000005,22
seed_only_floor,0.05,0.1,0,1,2,0.42517163047673134,0,0.597078388160156,0.25828032600000006,23
seed_only_floor,0.05,0.1,0,1,3,0.40527311401425337,0,0.5672244687521482,0.23245229340000007,24
seed_only_floor,0.05,0.1,0,1,4,0.38503117819044835,0,0.5388632453145408,0.20920706406000006,25
seed_only_floor,0.05,0.1,0,1,5,0.34891419581014843,0,0.5119200830488138,0.18828635765400006,26
seed_only_floor,0.05,0.1,0,1,6,0.3170939381687934,0,0.486324078896373,0.16945772188860006,27
seed_only_floor,0.05,0.1,0,1,7,0.3438110138852402,0,0.4620078749515544,0.15251194969974005,28
seed_only_floor,0.05,0.1,0,1,8,0.331255736905566,0,0.43890748120397666,0.13726075472976604,29
seed_only_floor,0.05,0.1,0,1,9,0.31709907357314704,0,0.4169621071437778,0.12353467925678943,30
seed_only_floor,0.05,0.1,0,1,10,0.31084035214869377,0,0.3961140017865889,0.11118121133111049,31
seed_only_floor,0.05,0.1,0,1,11,0.29601011803229305,0,0.37630830169725943,0.10006309019799944,32
seed_only_floor,0.05,0.1,0,2,0,0.22208584415902785,0,0.3574928866123964,0.0900567811781995,33
