condition,mem_capacity,encoding_jitter,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
jitter_only,9999,0.15,24,5,TIMEOUT,0,7,2
jitter_only,9999,0.15,24,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,24,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,24,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,24,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,25,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,25,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,25,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,25,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,25,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,25,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,25,6,RESOURCE_TAKEN,0,8,0
jitter_only,9999,0.15,25,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,25,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,25,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,26,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,26,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,26,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,26,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,26,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,26,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,26,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,26,7,TIMEOUT,0,9,2
jitter_only,9999,0.15,26,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,26,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,27,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,27,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,27,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,27,3,PARTNER_DEAD,0,5,1
jitter_only,9999,0.15,27,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,27,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,27,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,27,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,27,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,27,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,28,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,28,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,28,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,28,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,28,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,28,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,28,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,28,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,28,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,28,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,29,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,29,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,29,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,29,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,29,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,29,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,29,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,29,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,29,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,29,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,30,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,30,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,30,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,30,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,30,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,30,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,30,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,30,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,30,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,30,9,TIMEOUT,0,11,2
jitter_only,9999,0.15,31,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,31,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,31,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,31,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,31,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,31,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,31,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,31,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,31,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,31,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,32,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,32,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,32,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,32,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,32,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,32,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,32,6,TIMEOUT,0,8,2
jitter_only,9999,0.15,32,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,32,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,32,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,33,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,33,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,33,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,33,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,33,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,33,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,33,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,33,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,33,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,33,9,RESOURCE_TAKEN,0,11,0
jitter_only,9999,0.15,34,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,34,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,34,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,34,3,TIMEOUT,0,5,2
jitter_only,9999,0.15,34,4,TIMEOUT,0,6,2
jitter_only,9999,0.15,34,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,34,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,34,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,34,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,34,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,35,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,35,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,35,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,35,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,35,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,35,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,35,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,35,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,35,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,35,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,36,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,36,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,36,2,TIMEOUT,0,4,2
jitter_only,9999,0.15,36,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,36,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,36,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,36,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,36,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,36,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,36,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,37,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,37,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,37,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,37,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,37,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,37,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,37,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,37,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,37,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,37,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,38,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,38,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,38,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,38,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,38,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,38,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,38,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,38,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,38,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,38,9,TIMEOUT,0,11,2
jitter_only,9999,0.15,39,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,39,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,39,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,39,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,39,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,39,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,39,6,TIMEOUT,0,8,2
jitter_only,9999,0.15,39,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,39,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,39,9,RESOURCE_TAKEN,0,11,0
jitter_only,9999,0.15,40,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,40,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,40,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,40,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,40,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,40,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,40,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,40,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,40,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,40,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,41,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,41,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,41,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,41,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,41,4,TIMEOUT,0,6,2
jitter_only,9999,0.15,41,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,41,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,41,7,TIMEOUT,0,9,2
jitter_only,9999,0.15,41,8,RESOURCE_TAKEN,0,10,1
jitter_only,9999,0.15,41,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,42,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,42,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,42,2,TIMEOUT,0,4,3
jitter_only,9999,0.15,42,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,42,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,42,5,PARTNER_DEAD,0,7,1
jitter_only,9999,0.15,42,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,42,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,42,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,42,9,TIMEOUT,0,11,2
jitter_only,9999,0.15,43,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,43,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,43,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,43,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,43,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,43,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,43,6,TIMEOUT,0,8,2
jitter_only,9999,0.15,43,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,43,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,43,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,44,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,44,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,44,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,44,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,44,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,44,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,44,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,44,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,44,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,44,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,45,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,45,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,45,2,TIMEOUT,0,4,2
jitter_only,9999,0.15,45,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,45,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,45,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,45,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,45,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,45,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,45,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,46,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,46,1,PARTNER_DEAD,0,3,0
jitter_only,9999,0.15,46,2,PARTNER_DEAD,0,4,0
jitter_only,9999,0.15,46,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,46,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,46,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,46,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,46,7,TIMEOUT,0,9,2
jitter_only,9999,0.15,46,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,46,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,47,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,47,1,TIMEOUT,0,3,2
jitter_only,9999,0.15,47,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,47,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,47,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,47,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,47,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,47,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,47,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,47,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,48,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,48,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,48,2,TIMEOUT,0,4,3
jitter_only,9999,0.15,48,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,48,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,48,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,48,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,48,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,48,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,48,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,49,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,49,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,49,2,TIMEOUT,0,4,2
jitter_only,9999,0.15,49,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,49,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,49,5,RESOURCE_TAKEN,0,7,1
jitter_only,9999,0.15,49,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,49,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,49,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,49,9,PARTNER_DEAD,0,11,1
jitter_only,9999,0.15,50,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,50,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,50,2,TIMEOUT,0,4,2
jitter_only,9999,0.15,50,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,50,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,50,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,50,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,50,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,50,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,50,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,51,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,51,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,51,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,51,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,51,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,51,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,51,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,51,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,51,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,51,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,52,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,52,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,52,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,52,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,52,4,TIMEOUT,0,6,2
jitter_only,9999,0.15,52,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,52,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,52,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,52,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,52,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,53,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,53,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,53,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,53,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,53,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,53,5,TIMEOUT,0,7,2
jitter_only,9999,0.15,53,6,RESOURCE_TAKEN,0,8,0
jitter_only,9999,0.15,53,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,53,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,53,9,TIMEOUT,0,11,2
jitter_only,9999,0.15,54,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,54,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,54,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,54,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,54,4,TIMEOUT,0,6,2
jitter_only,9999,0.15,54,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,54,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,54,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,54,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,54,9,TIMEOUT,0,11,2
jitter_only,9999,0.15,55,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,55,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,55,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,55,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,55,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,55,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,55,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,55,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,55,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,55,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,56,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,56,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,56,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,56,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,56,4,RESOURCE_TAKEN,0,6,0
jitter_only,9999,0.15,56,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,56,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,56,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,56,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,56,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,57,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,57,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,57,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,57,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,57,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,57,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,57,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,57,7,TIMEOUT,0,9,3
jitter_only,9999,0.15,57,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,57,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,58,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,58,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,58,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,58,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,58,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,58,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,58,6,TIMEOUT,0,8,2
jitter_only,9999,0.15,58,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,58,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,58,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,59,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,59,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,59,2,TIMEOUT,0,4,2
jitter_only,9999,0.15,59,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,59,4,RESOURCE_TAKEN,0,6,0
jitter_only,9999,0.15,59,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,59,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,59,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,59,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,59,9,TIMEOUT,0,11,2
jitter_only,9999,0.15,60,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,60,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,60,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,60,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,60,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,60,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,60,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,60,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,60,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,60,9,RESOURCE_TAKEN,0,11,1
jitter_only,9999,0.15,61,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,61,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,61,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,61,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,61,4,PARTNER_DEAD,0,6,1
jitter_only,9999,0.15,61,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,61,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,61,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,61,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,61,9,TIMEOUT,0,11,2
jitter_only,9999,0.15,62,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,62,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,62,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,62,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,62,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,62,5,TIMEOUT,0,7,2
jitter_only,9999,0.15,62,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,62,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,62,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,62,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,63,0,TIMEOUT,0,2,0
jitter_only,9999,0.15,63,1,TIMEOUT,0,3,2
jitter_only,9999,0.15,63,2,RESOURCE_TAKEN,0,4,0
jitter_only,9999,0.15,63,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,63,4,TIMEOUT,0,6,2
jitter_only,9999,0.15,63,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,63,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,63,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,63,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,63,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,64,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,64,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,64,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,64,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,64,4,PARTNER_DEAD,0,6,0
jitter_only,9999,0.15,64,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,64,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,64,7,PARTNER_DEAD,0,9,1
jitter_only,9999,0.15,64,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,64,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,65,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,65,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,65,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,65,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,65,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,65,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,65,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,65,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,65,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,65,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,66,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,66,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,66,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,66,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,66,4,TIMEOUT,0,6,2
jitter_only,9999,0.15,66,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,66,6,TIMEOUT,0,8,2
jitter_only,9999,0.15,66,7,PARTNER_DEAD,0,9,1
jitter_only,9999,0.15,66,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,66,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,67,0,PARTNER_RESCUED,1,2,0
