mode,beta_guilt,beta_loyalty,agent_id,episode_idx,step,seed_impact,top1_is_seed,seed_stored_guilt,seed_stored_loyalty,seed_age
off,0.05,0.05,24,2,7,0.15354987199459733,0,0.23716808501916783,0.15811205667944522,41
off,0.05,0.05,24,2,8,0.15150070571910562,0,0.22530968076820942,0.15020645384547296,42
off,0.05,0.05,24,2,9,0.1474039448202356,0,0.21404419672979894,0.14269613115319932,43
off,0.05,0.05,24,2,10,0.14236832287675114,0,0.20334198689330898,0.13556132459553935,44
off,0.05,0.05,24,2,11,0.14069731905910318,0,0.19317488754864354,0.12878325836576238,45
off,0.05,0.05,24,3,0,0.10800950990718809,0,0.18351614317121134,0.12234409544747425,46
off,0.05,0.05,24,3,1,0.10384400680730012,0,0.17434033601265078,0.11622689067510053,47
off,0.05,0.05,24,3,2,0.09628461947081096,0,0.16562331921201823,0.1104155461413455,48
off,0.05,0.05,24,3,3,0.08875158393831087,0,0.15734215325141732,0.10489476883427822,49
off,0.05,0.05,24,3,4,0.08140006770223228,0,0.14947504558884644,0.0996500303925643,50
off,0.05,0.05,24,3,5,0.07435616901642308,0,0.14200129330940411,0.09466752887293609,51
off,0.05,0.05,24,3,6,0.06887532722689862,0,0.1349012286439339,0.08993415242928927,52
off,0.05,0.05,24,3,7,0.07430278001437071,0,0.1281561672117372,0.08543744480782481,53
off,0.05,0.05,24,3,8,0.07280919907256046,0,0.12174835885115033,0.08116557256743356,54
off,0.05,0.05,24,3,9,0.07218384975459434,0,0.11566094090859282,0.07710729393906188,55
off,0.05,0.05,24,3,10,0.07122868291188823,0,0.10987789386316317,0.07325192924210878,56
off,0.05,0.05,24,3,11,0.0698365353509031,0,0.104383999170005,0.06958933278000334,57
off,0.05,0.05,24,4,0,0.05525321293135247,0,0.09916479921150474,0.06610986614100317,58
off,0.05,0.05,24,4,1,0.05107158522353897,0,0.0942065592509295,0.06280437283395301,59
off,0.05,0.05,24,4,2,0.04959397484112077,0,0.08949623128838302,0.05966415419225536,60
off,0.05,0.05,24,4,3,0.04585911582860385,0,0.08502141972396386,0.05668094648264259,61
off,0.05,0.05,24,4,4,0.042187424993036786,0,0.08077034873776566,0.05384689915851046,62
off,0.05,0.05,24,4,5,0.03912145940538366,0,0.07673183130087738,0.051154554200584935,63
off,0.05,0.05,24,4,6,0.03610532567429295,0,0.0728952397358335,0.04859682649055569,64
off,0.05,0.05,24,4,7,0.03882484173066547,0,0.06925047774904183,0.0461669851660279,65
off,0.05,0.05,24,4,8,0.03682492243281896,0,0.06578795386158974,0.043858635907726505,66
off,0.05,0.05,24,4,9,0.034933061134228616,0,0.06249855616851025,0.04166570411234018,67
off,0.05,0.05,24,4,10,0.034324636650402425,0,0.05937362836008474,0.03958241890672316,68
off,0.05,0.05,24,4,11,0.03353009119416434,0,0.0564049469420805,0.037603297961387006,69
off,0.05,0.05,24,5,0,0.0291934122213725,0,0.05358469959497647,0.035723133063317654,70
off,0.05,0.05,24,5,1,0.0270353166364332,0,0.050905464615227644,0.03393697641015177,71
off,0.05,0.05,24,5,2,0.025662299614834343,0,0.04836019138446626,0.032240127589644174,72
off,0.05,0.05,24,5,3,0.02436159619297894,0,0.04594218181524295,0.030628121210161965,73
off,0.05,0.05,24,5,4,0.0224476169801633,0,0.0436450727244808,0.029096715149653864,74
off,0.05,0.05,24,5,5,0.020595746631170257,0,0.04146281908825676,0.027641879392171168,75
off,0.05,0.05,24,5,6,0.01955746319717419,0,0.03938967813384392,0.026259785422562607,76
off,0.05,0.05,24,5,7,0.02148959442159976,0,0.037420194227151725,0.024946796151434476,77
off,0.05,0.05,24,5,8,0.021011364924819437,0,0.035549184515794134,0.02369945634386275,78
off,0.05,0.05,24,5,9,0.01995704596548297,0,0.033771725290004426,0.022514483526669613,79
off,0.05,0.05,24,5,10,0.019375563113510675,0,0.0320831390255042,0.021388759350336132,80
off,0.05,0.05,24,5,11,0.0193823918730239,0,0.03047898207422899,0.020319321382819323,81
off,0.05,0.05,24,6,0,0.015696195415687626,0,0.02895503297051754,0.019303355313678355,82
off,0.05,0.05,24,6,1,0.01518835414712639,0,0.02750728132199166,0.018338187547994437,83
off,0.05,0.05,24,6,2,0.014595365711590372,0,0.026131917255892076,0.017421278170594714,84
off,0.05,0.05,24,6,3,0.01351211986471755,0,0.024825321393097472,0.016550214262064978,85
off,0.05,0.05,24,6,4,0.012440573794991885,0,0.0235840553234426,0.015722703548961728,86
off,0.05,0.05,24,6,5,0.01182221681596286,0,0.02240485255727047,0.01493656837151364,87
off,0.05,0.05,24,6,6,0.01123514719198372,0,0.021284609929406943,0.014189739952937958,88
off,0.05,0.05,24,6,7,0.012881809281451564,0,0.020220379432936596,0.01348025295529106,89
off,0.05,0.05,24,6,8,0.01242922042387569,0,0.019209360461289765,0.012806240307526506,90
off,0.05,0.05,24,6,9,0.011874319539158903,0,0.018248892438225275,0.01216592829215018,91
off,0.05,0.05,24,6,10,0.01184972615234839,0,0.01733644781631401,0.011557631877542671,92
off,0.05,0.05,24,6,11,0.011740286709776965,0,0.01646962542549831,0.010979750283665537,93
off,0.05,0.05,24,7,0,0.008519244064630584,0,0.01564614415422339,0.01043076276948226,94
off,0.05,0.05,24,7,1,0.007901948266922833,0,0.014863836946512221,0.009909224631008146,95
