severity,kappa,outcome,steps_used,target_switches
0.2,0.25,RESOURCE_TAKEN,11,0
0.2,0.25,RESOURCE_TAKEN,9,0
0.2,0.25,TIMEOUT,12,2
0.2,0.25,RESOURCE_TAKEN,7,0
0.2,0.25,TIMEOUT,12,0
0.2,0.25,RESOURCE_TAKEN,9,0
0.2,0.25,TIMEOUT,12,1
0.2,0.25,RESOURCE_TAKEN,9,0
0.2,0.25,RESOURCE_TAKEN,12,0
0.2,0.25,TIMEOUT,12,1
0.2,0.25,TIMEOUT,12,1
0.2,0.25,TIMEOUT,12,0
0.2,0.25,TIMEOUT,12,1
0.2,0.25,RESOURCE_TAKEN,9,0
0.2,0.25,TIMEOUT,12,2
0.2,0.25,TIMEOUT,12,1
0.2,0.25,TIMEOUT,12,1
0.2,0.25,RESOURCE_TAKEN,10,0
0.2,0.25,TIMEOUT,12,1
0.2,0.25,TIMEOUT,12,2
0.2,0.25,RESOURCE_TAKEN,11,0
0.2,0.25,TIMEOUT,12,0
0.2,0.25,TIMEOUT,12,0
0.2,0.25,RESOURCE_TAKEN,8,0
0.2,0.25,RESOURCE_TAKEN,12,0
0.2,0.25,TIMEOUT,12,0
0.2,0.25,TIMEOUT,12,0
0.2,0.25,RESOURCE_TAKEN,8,0
0.2,0.25,RESOURCE_TAKEN,6,0
0.2,0.25,TIMEOUT,12,0
0.2,0.25,TIMEOUT,12,1
0.2,0.25,TIMEOUT,12,0
0.2,0.25,RESOURCE_TAKEN,8,0
0.2,0.25,TIMEOUT,12,0
0.2,0.25,RESOURCE_TAKEN,8,0
0.2,0.25,TIMEOUT,12,1
0.2,0.25,RESOURCE_TAKEN,10,0
0.2,0.25,RESOURCE_TAKEN,11,0
0.2,0.25,TIMEOUT,12,0
0.2,0.25,TIMEOUT,12,0
0.2,0.25,RESOURCE_TAKEN,12,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,TIMEOUT,12,1
0.2,0.5,TIMEOUT,12,1
0.2,0.5,RESOURCE_TAKEN,12,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,11,1
0.2,0.5,RESOURCE_TAKEN,12,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,11,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,TIMEOUT,12,1
0.2,0.5,TIMEOUT,12,2
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,11,0
0.2,0.5,RESOURCE_TAKEN,6,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,RESOURCE_TAKEN,7,0
0.2,0.5,TIMEOUT,12,2
0.2,0.5,RESOURCE_TAKEN,12,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,RESOURCE_TAKEN,10,1
0.2,0.5,TIMEOUT,12,2
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,RESOURCE_TAKEN,11,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,RESOURCE_TAKEN,11,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,RESOURCE_TAKEN,6,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,7,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,TIMEOUT,12,1
0.2,0.5,TIMEOUT,12,2
0.2,0.5,RESOURCE_TAKEN,9,1
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,6,0
0.2,0.5,RESOURCE_TAKEN,6,0
0.2,0.5,RESOURCE_TAKEN,9,1
0.2,0.5,RESOURCE_TAKEN,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,7,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,2
0.2,0.5,RESOURCE_TAKEN,12,1
0.2,0.5,TIMEOUT,12,1
0.2,0.5,RESOURCE_TAKEN,7,0
0.2,0.5,RESOURCE_TAKEN,9,1
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,6,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,TIMEOUT,12,2
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,6,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,7,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,RESOURCE_TAKEN,6,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,RESOURCE_TAKEN,11,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,RESOURCE_TAKEN,9,1
0.2,0.5,RESOURCE_TAKEN,9,1
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,11,0
0.2,0.5,RESOURCE_TAKEN,7,0
0.2,0.5,RESOURCE_TAKEN,11,0
0.2,0.5,RESOURCE_TAKEN,7,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,2
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,RESOURCE_TAKEN,7,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,10,1
0.2,0.5,RESOURCE_TAKEN,6,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,12,0
0.2,0.5,RESOURCE_TAKEN,7,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,RESOURCE_TAKEN,11,0
0.2,0.5,RESOURCE_TAKEN,12,1
0.2,0.5,TIMEOUT,12,2
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,RESOURCE_TAKEN,12,0
0.2,0.5,RESOURCE_TAKEN,11,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,7,0
0.2,0.5,RESOURCE_TAKEN,12,0
0.2,0.5,RESOURCE_TAKEN,12,0
0.2,0.5,RESOURCE_TAKEN,6,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,TIMEOUT,12,2
0.2,0.5,RESOURCE_TAKEN,6,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,RESOURCE_TAKEN,12,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,RESOURCE_TAKEN,6,0
0.2,0.5,TIMEOUT,12,2
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,11,0
0.2,0.5,RESOURCE_TAKEN,8,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,RESOURCE_TAKEN,11,0
0.2,0.5,RESOURCE_TAKEN,12,0
0.2,0.5,RESOURCE_TAKEN,7,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,TIMEOUT,12,1
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,12,1
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,RESOURCE_TAKEN,7,0
0.2,0.5,RESOURCE_TAKEN,6,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,6,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,RESOURCE_TAKEN,10,0
0.2,0.5,TIMEOUT,12,1
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,9,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,TIMEOUT,12,0
0.2,0.5,RESOURCE_TAKEN,7,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,2
0.2,1.0,RESOURCE_TAKEN,10,1
0.2,1.0,TIMEOUT,12,1
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,9,0
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,RESOURCE_TAKEN,7,0
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,6,0
0.2,1.0,RESOURCE_TAKEN,6,0
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,RESOURCE_TAKEN,9,0
0.2,1.0,RESOURCE_TAKEN,11,0
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,11,0
0.2,1.0,RESOURCE_TAKEN,9,0
0.2,1.0,RESOURCE_TAKEN,6,0
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,RESOURCE_TAKEN,11,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,6,0
0.2,1.0,TIMEOUT,12,2
0.2,1.0,TIMEOUT,12,1
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,2
0.2,1.0,RESOURCE_TAKEN,9,1
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,2
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,RESOURCE_TAKEN,9,1
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,RESOURCE_TAKEN,9,0
0.2,1.0,RESOURCE_TAKEN,11,0
0.2,1.0,RESOURCE_TAKEN,7,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,11,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,6,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,11,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,7,0
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,RESOURCE_TAKEN,11,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,RESOURCE_TAKEN,9,1
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,7,0
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,7,0
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,RESOURCE_TAKEN,7,0
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,7,0
0.2,1.0,TIMEOUT,12,2
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,TIMEOUT,12,3
0.2,1.0,TIMEOUT,12,1
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,6,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,11,0
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,RESOURCE_TAKEN,9,0
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,RESOURCE_TAKEN,9,0
0.2,1.0,RESOURCE_TAKEN,9,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,11,0
0.2,1.0,TIMEOUT,12,2
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,2
0.2,1.0,RESOURCE_TAKEN,8,1
0.2,1.0,TIMEOUT,12,2
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,9,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,9,0
0.2,1.0,RESOURCE_TAKEN,9,0
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,RESOURCE_TAKEN,9,0
0.2,1.0,RESOURCE_TAKEN,11,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,2
0.2,1.0,RESOURCE_TAKEN,9,0
0.2,1.0,RESOURCE_TAKEN,9,0
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,7,0
0.2,1.0,RESOURCE_TAKEN,12,1
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,2
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,RESOURCE_TAKEN,12,1
0.2,1.0,RESOURCE_TAKEN,10,1
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,RESOURCE_TAKEN,9,1
0.2,1.0,RESOURCE_TAKEN,12,1
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,RESOURCE_TAKEN,11,1
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,TIMEOUT,12,1
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,RESOURCE_TAKEN,12,1
0.2,1.0,RESOURCE_TAKEN,12,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,6,0
0.2,1.0,RESOURCE_TAKEN,12,1
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,11,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,12,1
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,RESOURCE_TAKEN,11,1
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,12,1
0.2,1.0,RESOURCE_TAKEN,11,0
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,7,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,RESOURCE_TAKEN,6,0
0.2,1.0,RESOURCE_TAKEN,7,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,10,0
0.2,1.0,TIMEOUT,12,1
0.2,1.0,RESOURCE_TAKEN,11,0
0.2,1.0,RESOURCE_TAKEN,11,0
0.2,1.0,RESOURCE_TAKEN,8,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,0
0.2,1.0,TIMEOUT,12,2
0.2,1.0,RESOURCE_TAKEN,11,1
0.2,2.0,RESOURCE_TAKEN,12,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,12,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,11,1
0.2,2.0,TIMEOUT,12,2
0.2,2.0,RESOURCE_TAKEN,10,0
0.2,2.0,RESOURCE_TAKEN,10,0
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,RESOURCE_TAKEN,8,0
0.2,2.0,TIMEOUT,12,2
0.2,2.0,RESOURCE_TAKEN,10,0
0.2,2.0,RESOURCE_TAKEN,10,0
0.2,2.0,RESOURCE_TAKEN,11,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,11,0
0.2,2.0,RESOURCE_TAKEN,10,0
0.2,2.0,RESOURCE_TAKEN,12,0
0.2,2.0,RESOURCE_TAKEN,8,0
0.2,2.0,RESOURCE_TAKEN,9,1
0.2,2.0,RESOURCE_TAKEN,12,1
0.2,2.0,RESOURCE_TAKEN,11,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,11,1
0.2,2.0,TIMEOUT,12,1
0.2,2.0,TIMEOUT,12,1
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,10,0
0.2,2.0,RESOURCE_TAKEN,10,1
0.2,2.0,RESOURCE_TAKEN,12,0
0.2,2.0,RESOURCE_TAKEN,11,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,11,0
0.2,2.0,RESOURCE_TAKEN,10,1
0.2,2.0,RESOURCE_TAKEN,11,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,7,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,TIMEOUT,12,2
0.2,2.0,RESOURCE_TAKEN,12,2
0.2,2.0,RESOURCE_TAKEN,10,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,6,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,10,0
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,TIMEOUT,12,2
0.2,2.0,TIMEOUT,12,1
0.2,2.0,TIMEOUT,12,1
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,11,0
0.2,2.0,RESOURCE_TAKEN,11,0
0.2,2.0,RESOURCE_TAKEN,8,0
0.2,2.0,RESOURCE_TAKEN,8,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,TIMEOUT,12,1
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,12,0
0.2,2.0,RESOURCE_TAKEN,7,0
0.2,2.0,RESOURCE_TAKEN,10,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,8,0
0.2,2.0,RESOURCE_TAKEN,10,0
0.2,2.0,RESOURCE_TAKEN,8,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,7,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,11,1
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,RESOURCE_TAKEN,8,0
0.2,2.0,RESOURCE_TAKEN,12,1
0.2,2.0,RESOURCE_TAKEN,11,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,10,1
0.2,2.0,RESOURCE_TAKEN,6,0
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,12,0
0.2,2.0,TIMEOUT,12,2
0.2,2.0,RESOURCE_TAKEN,12,1
0.2,2.0,RESOURCE_TAKEN,8,0
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,8,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,12,1
0.2,2.0,TIMEOUT,12,2
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,11,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,10,0
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,RESOURCE_TAKEN,6,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,7,0
0.2,2.0,RESOURCE_TAKEN,12,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,12,1
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,RESOURCE_TAKEN,11,0
0.2,2.0,RESOURCE_TAKEN,11,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,8,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,12,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,10,0
0.2,2.0,RESOURCE_TAKEN,6,0
0.2,2.0,RESOURCE_TAKEN,10,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,TIMEOUT,12,2
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,TIMEOUT,12,2
0.2,2.0,RESOURCE_TAKEN,12,1
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,8,0
0.2,2.0,RESOURCE_TAKEN,12,1
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,10,1
0.2,2.0,RESOURCE_TAKEN,11,1
0.2,2.0,TIMEOUT,12,2
0.2,2.0,TIMEOUT,12,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,RESOURCE_TAKEN,12,1
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,RESOURCE_TAKEN,12,1
0.2,2.0,RESOURCE_TAKEN,12,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,11,0
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,RESOURCE_TAKEN,7,0
0.2,2.0,RESOURCE_TAKEN,11,0
0.2,2.0,RESOURCE_TAKEN,10,0
0.2,2.0,RESOURCE_TAKEN,12,2
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,RESOURCE_TAKEN,6,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,TIMEOUT,12,2
0.2,2.0,RESOURCE_TAKEN,8,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,RESOURCE_TAKEN,12,1
0.2,2.0,RESOURCE_TAKEN,6,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,TIMEOUT,12,1
0.2,2.0,TIMEOUT,12,1
0.2,2.0,TIMEOUT,12,1
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,12,0
0.2,2.0,TIMEOUT,12,0
0.2,2.0,TIMEOUT,12,1
0.2,2.0,RESOURCE_TAKEN,10,1
0.2,2.0,TIMEOUT,12,1
0.2,2.0,TIMEOUT,12,0
0.2,2.0,RESOURCE_TAKEN,9,0
0.2,2.0,TIMEOUT,12,1
