capacity,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
2,64,5,PARTNER_RESCUED,1,2,0
2,64,6,PARTNER_RESCUED,1,2,0
2,64,7,TIMEOUT,0,2,0
2,64,8,RESOURCE_TAKEN,0,2,0
2,64,9,PARTNER_RESCUED,1,2,0
2,65,0,PARTNER_RESCUED,1,2,0
2,65,1,TIMEOUT,0,2,2
2,65,2,TIMEOUT,0,2,2
2,65,3,TIMEOUT,0,2,1
2,65,4,TIMEOUT,0,2,1
2,65,5,TIMEOUT,0,2,2
2,65,6,TIMEOUT,0,2,2
2,65,7,TIMEOUT,0,2,2
2,65,8,TIMEOUT,0,2,3
2,65,9,TIMEOUT,0,2,1
2,66,0,PARTNER_RESCUED,1,2,0
2,66,1,TIMEOUT,0,2,0
2,66,2,TIMEOUT,0,2,2
2,66,3,TIMEOUT,0,2,2
2,66,4,TIMEOUT,0,2,2
2,66,5,TIMEOUT,0,2,2
2,66,6,TIMEOUT,0,2,1
2,66,7,TIMEOUT,0,2,0
2,66,8,TIMEOUT,0,2,2
2,66,9,TIMEOUT,0,2,0
2,67,0,PARTNER_RESCUED,1,2,0
2,67,1,TIMEOUT,0,2,1
2,67,2,TIMEOUT,0,2,0
2,67,3,TIMEOUT,0,2,2
2,67,4,TIMEOUT,0,2,0
2,67,5,RESOURCE_TAKEN,0,2,0
2,67,6,PARTNER_RESCUED,1,2,0
2,67,7,TIMEOUT,0,2,0
2,67,8,TIMEOUT,0,2,2
2,67,9,TIMEOUT,0,2,1
2,68,0,PARTNER_RESCUED,1,2,0
2,68,1,TIMEOUT,0,2,0
2,68,2,TIMEOUT,0,2,0
2,68,3,RESOURCE_TAKEN,0,2,0
2,68,4,PARTNER_RESCUED,1,2,0
2,68,5,PARTNER_RESCUED,1,2,0
2,68,6,TIMEOUT,0,2,0
2,68,7,TIMEOUT,0,2,1
2,68,8,TIMEOUT,0,2,2
2,68,9,RESOURCE_TAKEN,0,2,0
2,69,0,TIMEOUT,0,2,1
2,69,1,TIMEOUT,0,2,1
2,69,2,TIMEOUT,0,2,2
2,69,3,TIMEOUT,0,2,1
2,69,4,RESOURCE_TAKEN,0,2,0
2,69,5,PARTNER_RESCUED,1,2,0
2,69,6,PARTNER_RESCUED,1,2,0
2,69,7,TIMEOUT,0,2,1
2,69,8,RESOURCE_TAKEN,0,2,0
2,69,9,PARTNER_RESCUED,1,2,0
2,70,0,PARTNER_RESCUED,1,2,0
2,70,1,PARTNER_RESCUED,1,2,0
2,70,2,TIMEOUT,0,2,2
2,70,3,TIMEOUT,0,2,2
2,70,4,TIMEOUT,0,2,0
2,70,5,TIMEOUT,0,2,2
2,70,6,TIMEOUT,0,2,3
2,70,7,TIMEOUT,0,2,0
2,70,8,TIMEOUT,0,2,0
2,70,9,TIMEOUT,0,2,0
2,71,0,PARTNER_RESCUED,1,2,0
2,71,1,PARTNER_RESCUED,1,2,0
2,71,2,TIMEOUT,0,2,0
2,71,3,TIMEOUT,0,2,1
2,71,4,TIMEOUT,0,2,1
2,71,5,TIMEOUT,0,2,0
2,71,6,TIMEOUT,0,2,1
2,71,7,TIMEOUT,0,2,1
2,71,8,TIMEOUT,0,2,0
2,71,9,TIMEOUT,0,2,1
2,72,0,PARTNER_RESCUED,1,2,0
2,72,1,TIMEOUT,0,2,2
2,72,2,TIMEOUT,0,2,0
2,72,3,TIMEOUT,0,2,1
2,72,4,TIMEOUT,0,2,1
2,72,5,TIMEOUT,0,2,2
2,72,6,TIMEOUT,0,2,0
2,72,7,TIMEOUT,0,2,0
2,72,8,TIMEOUT,0,2,0
2,72,9,TIMEOUT,0,2,0
2,73,0,PARTNER_RESCUED,1,2,0
2,73,1,TIMEOUT,0,2,2
2,73,2,TIMEOUT,0,2,2
2,73,3,TIMEOUT,0,2,2
2,73,4,TIMEOUT,0,2,1
2,73,5,TIMEOUT,0,2,0
2,73,6,TIMEOUT,0,2,2
2,73,7,TIMEOUT,0,2,0
2,73,8,RESOURCE_TAKEN,0,2,0
2,73,9,PARTNER_DEAD,0,2,1
2,74,0,TIMEOUT,0,2,0
2,74,1,TIMEOUT,0,2,0
2,74,2,TIMEOUT,0,2,0
2,74,3,TIMEOUT,0,2,1
2,74,4,RESOURCE_TAKEN,0,2,0
2,74,5,TIMEOUT,0,2,1
2,74,6,TIMEOUT,0,2,0
2,74,7,TIMEOUT,0,2,1
2,74,8,TIMEOUT,0,2,0
2,74,9,TIMEOUT,0,2,1
2,75,0,TIMEOUT,0,2,1
2,75,1,TIMEOUT,0,2,1
2,75,2,TIMEOUT,0,2,0
2,75,3,TIMEOUT,0,2,1
2,75,4,RESOURCE_TAKEN,0,2,1
2,75,5,PARTNER_RESCUED,1,2,0
2,75,6,PARTNER_RESCUED,1,2,0
2,75,7,TIMEOUT,0,2,0
2,75,8,TIMEOUT,0,2,1
2,75,9,TIMEOUT,0,2,2
2,76,0,TIMEOUT,0,2,1
2,76,1,TIMEOUT,0,2,1
2,76,2,TIMEOUT,0,2,2
2,76,3,RESOURCE_TAKEN,0,2,0
2,76,4,PARTNER_RESCUED,1,2,0
2,76,5,TIMEOUT,0,2,1
2,76,6,PARTNER_RESCUED,1,2,0
2,76,7,PARTNER_RESCUED,1,2,0
2,76,8,TIMEOUT,0,2,1
2,76,9,TIMEOUT,0,2,1
2,77,0,PARTNER_RESCUED,1,2,0
2,77,1,PARTNER_RESCUED,1,2,0
2,77,2,TIMEOUT,0,2,1
2,77,3,TIMEOUT,0,2,2
2,77,4,TIMEOUT,0,2,1
2,77,5,TIMEOUT,0,2,0
2,77,6,TIMEOUT,0,2,1
2,77,7,RESOURCE_TAKEN,0,2,0
2,77,8,TIMEOUT,0,2,1
2,77,9,PARTNER_RESCUED,1,2,0
2,78,0,PARTNER_RESCUED,1,2,0
2,78,1,TIMEOUT,0,2,0
2,78,2,RESOURCE_TAKEN,0,2,0
2,78,3,PARTNER_RESCUED,1,2,0
2,78,4,PARTNER_RESCUED,1,2,0
2,78,5,TIMEOUT,0,2,0
2,78,6,TIMEOUT,0,2,0
2,78,7,TIMEOUT,0,2,2
2,78,8,RESOURCE_TAKEN,0,2,0
2,78,9,PARTNER_RESCUED,1,2,0
2,79,0,PARTNER_RESCUED,1,2,0
2,79,1,PARTNER_DEAD,0,2,1
2,79,2,PARTNER_RESCUED,1,2,0
2,79,3,TIMEOUT,0,2,0
2,79,4,TIMEOUT,0,2,0
2,79,5,TIMEOUT,0,2,1
2,79,6,TIMEOUT,0,2,0
2,79,7,RESOURCE_TAKEN,0,2,0
2,79,8,PARTNER_RESCUED,1,2,0
2,79,9,TIMEOUT,0,2,1
2,80,0,PARTNER_RESCUED,1,2,0
2,80,1,TIMEOUT,0,2,0
2,80,2,TIMEOUT,0,2,2
2,80,3,TIMEOUT,0,2,2
2,80,4,TIMEOUT,0,2,0
2,80,5,RESOURCE_TAKEN,0,2,0
2,80,6,PARTNER_RESCUED,1,2,0
2,80,7,PARTNER_RESCUED,1,2,0
2,80,8,TIMEOUT,0,2,1
2,80,9,TIMEOUT,0,2,0
2,81,0,PARTNER_RESCUED,1,2,0
2,81,1,TIMEOUT,0,2,1
2,81,2,TIMEOUT,0,2,1
2,81,3,TIMEOUT,0,2,1
2,81,4,TIMEOUT,0,2,0
2,81,5,TIMEOUT,0,2,1
2,81,6,TIMEOUT,0,2,0
2,81,7,TIMEOUT,0,2,2
2,81,8,TIMEOUT,0,2,2
2,81,9,TIMEOUT,0,2,0
2,82,0,TIMEOUT,0,2,0
2,82,1,TIMEOUT,0,2,1
2,82,2,TIMEOUT,0,2,0
2,82,3,TIMEOUT,0,2,1
2,82,4,TIMEOUT,0,2,1
2,82,5,TIMEOUT,0,2,1
2,82,6,TIMEOUT,0,2,0
2,82,7,RESOURCE_TAKEN,0,2,0
2,82,8,PARTNER_RESCUED,1,2,0
2,82,9,PARTNER_DEAD,0,2,0
2,83,0,PARTNER_RESCUED,1,2,0
2,83,1,PARTNER_RESCUED,1,2,0
2,83,2,TIMEOUT,0,2,1
2,83,3,TIMEOUT,0,2,0
2,83,4,TIMEOUT,0,2,1
2,83,5,TIMEOUT,0,2,0
2,83,6,TIMEOUT,0,2,0
2,83,7,RESOURCE_TAKEN,0,2,0
2,83,8,PARTNER_RESCUED,1,2,0
2,83,9,PARTNER_RESCUED,1,2,0
2,84,0,PARTNER_RESCUED,1,2,0
2,84,1,PARTNER_RESCUED,1,2,0
2,84,2,PARTNER_RESCUED,1,2,0
2,84,3,TIMEOUT,0,2,0
2,84,4,TIMEOUT,0,2,0
2,84,5,TIMEOUT,0,2,1
2,84,6,TIMEOUT,0,2,2
2,84,7,RESOURCE_TAKEN,0,2,0
2,84,8,PARTNER_RESCUED,1,2,0
2,84,9,PARTNER_RESCUED,1,2,0
2,85,0,PARTNER_RESCUED,1,2,0
2,85,1,PARTNER_RESCUED,1,2,0
2,85,2,TIMEOUT,0,2,2
2,85,3,TIMEOUT,0,2,2
2,85,4,TIMEOUT,0,2,0
2,85,5,TIMEOUT,0,2,1
2,85,6,RESOURCE_TAKEN,0,2,1
2,85,7,PARTNER_RESCUED,1,2,0
2,85,8,TIMEOUT,0,2,1
2,85,9,TIMEOUT,0,2,3
2,86,0,PARTNER_RESCUED,1,2,0
2,86,1,TIMEOUT,0,2,0
2,86,2,TIMEOUT,0,2,1
2,86,3,TIMEOUT,0,2,0
2,86,4,TIMEOUT,0,2,1
2,86,5,TIMEOUT,0,2,1
2,86,6,TIMEOUT,0,2,0
2,86,7,TIMEOUT,0,2,2
2,86,8,TIMEOUT,0,2,0
2,86,9,TIMEOUT,0,2,2
2,87,0,TIMEOUT,0,2,1
2,87,1,TIMEOUT,0,2,0
2,87,2,TIMEOUT,0,2,0
2,87,3,RESOURCE_TAKEN,0,2,0
2,87,4,PARTNER_RESCUED,1,2,0
2,87,5,TIMEOUT,0,2,1
2,87,6,TIMEOUT,0,2,1
2,87,7,TIMEOUT,0,2,0
2,87,8,TIMEOUT,0,2,2
2,87,9,TIMEOUT,0,2,0
2,88,0,TIMEOUT,0,2,1
2,88,1,TIMEOUT,0,2,1
2,88,2,TIMEOUT,0,2,0
2,88,3,RESOURCE_TAKEN,0,2,0
2,88,4,PARTNER_RESCUED,1,2,0
2,88,5,PARTNER_RESCUED,1,2,0
2,88,6,TIMEOUT,0,2,2
2,88,7,RESOURCE_TAKEN,0,2,0
2,88,8,TIMEOUT,0,2,1
2,88,9,TIMEOUT,0,2,1
2,89,0,PARTNER_RESCUED,1,2,0
2,89,1,PARTNER_RESCUED,1,2,0
2,89,2,TIMEOUT,0,2,2
2,89,3,RESOURCE_TAKEN,0,2,0
2,89,4,TIMEOUT,0,2,1
2,89,5,TIMEOUT,0,2,1
2,89,6,TIMEOUT,0,2,2
2,89,7,TIMEOUT,0,2,1
2,89,8,TIMEOUT,0,2,2
2,89,9,TIMEOUT,0,2,0
2,90,0,PARTNER_RESCUED,1,2,0
2,90,1,TIMEOUT,0,2,0
2,90,2,RESOURCE_TAKEN,0,2,0
2,90,3,TIMEOUT,0,2,1
2,90,4,PARTNER_DEAD,0,2,1
2,90,5,PARTNER_RESCUED,1,2,0
2,90,6,TIMEOUT,0,2,1
2,90,7,TIMEOUT,0,2,1
2,90,8,PARTNER_RESCUED,1,2,0
2,90,9,TIMEOUT,0,2,2
2,91,0,PARTNER_RESCUED,1,2,0
2,91,1,TIMEOUT,0,2,1
2,91,2,TIMEOUT,0,2,2
2,91,3,TIMEOUT,0,2,0
2,91,4,TIMEOUT,0,2,0
2,91,5,TIMEOUT,0,2,1
2,91,6,TIMEOUT,0,2,0
2,91,7,TIMEOUT,0,2,0
2,91,8,RESOURCE_TAKEN,0,2,0
2,91,9,PARTNER_RESCUED,1,2,0
2,92,0,PARTNER_DEAD,0,2,1
2,92,1,PARTNER_RESCUED,1,2,0
2,92,2,TIMEOUT,0,2,1
2,92,3,PARTNER_RESCUED,1,2,0
2,92,4,TIMEOUT,0,2,2
2,92,5,TIMEOUT,0,2,0
2,92,6,TIMEOUT,0,2,0
2,92,7,TIMEOUT,0,2,2
2,92,8,TIMEOUT,0,2,2
2,92,9,TIMEOUT,0,2,0
2,93,0,PARTNER_RESCUED,1,2,0
2,93,1,TIMEOUT,0,2,1
2,93,2,TIMEOUT,0,2,2
2,93,3,TIMEOUT,0,2,2
2,93,4,TIMEOUT,0,2,0
2,93,5,TIMEOUT,0,2,2
2,93,6,TIMEOUT,0,2,0
2,93,7,TIMEOUT,0,2,1
2,93,8,TIMEOUT,0,2,0
2,93,9,TIMEOUT,0,2,2
2,94,0,PARTNER_RESCUED,1,2,0
2,94,1,TIMEOUT,0,2,1
2,94,2,TIMEOUT,0,2,2
2,94,3,TIMEOUT,0,2,0
2,94,4,TIMEOUT,0,2,1
2,94,5,TIMEOUT,0,2,2
2,94,6,TIMEOUT,0,2,2
2,94,7,TIMEOUT,0,2,0
2,94,8,TIMEOUT,0,2,0
2,94,9,TIMEOUT,0,2,3
2,95,0,TIMEOUT,0,2,1
2,95,1,TIMEOUT,0,2,0
2,95,2,TIMEOUT,0,2,0
2,95,3,TIMEOUT,0,2,0
2,95,4,TIMEOUT,0,2,0
2,95,5,TIMEOUT,0,2,2
2,95,6,TIMEOUT,0,2,0
2,95,7,TIMEOUT,0,2,0
2,95,8,RESOURCE_TAKEN,0,2,2
2,95,9,PARTNER_RESCUED,1,2,0
2,96,0,PARTNER_RESCUED,1,2,0
2,96,1,PARTNER_RESCUED,1,2,0
2,96,2,TIMEOUT,0,2,0
2,96,3,RESOURCE_TAKEN,0,2,0
2,96,4,PARTNER_RESCUED,1,2,0
2,96,5,TIMEOUT,0,2,1
2,96,6,TIMEOUT,0,2,1
2,96,7,TIMEOUT,0,2,2
2,96,8,RESOURCE_TAKEN,0,2,0
2,96,9,TIMEOUT,0,2,1
2,97,0,PARTNER_RESCUED,1,2,0
2,97,1,TIMEOUT,0,2,1
2,97,2,RESOURCE_TAKEN,0,2,0
2,97,3,TIMEOUT,0,2,1
2,97,4,TIMEOUT,0,2,1
2,97,5,TIMEOUT,0,2,2
2,97,6,RESOURCE_TAKEN,0,2,0
2,97,7,PARTNER_RESCUED,1,2,0
2,97,8,PARTNER_RESCUED,1,2,0
2,97,9,TIMEOUT,0,2,2
2,98,0,PARTNER_RESCUED,1,2,0
2,98,1,TIMEOUT,0,2,3
2,98,2,RESOURCE_TAKEN,0,2,0
2,98,3,TIMEOUT,0,2,1
2,98,4,TIMEOUT,0,2,2
2,98,5,TIMEOUT,0,2,2
2,98,6,TIMEOUT,0,2,0
2,98,7,TIMEOUT,0,2,2
2,98,8,TIMEOUT,0,2,1
2,98,9,TIMEOUT,0,2,1
2,99,0,PARTNER_RESCUED,1,2,0
2,99,1,TIMEOUT,0,2,1
2,99,2,TIMEOUT,0,2,2
2,99,3,TIMEOUT,0,2,2
2,99,4,TIMEOUT,0,2,1
2,99,5,TIMEOUT,0,2,2
2,99,6,TIMEOUT,0,2,0
2,99,7,TIMEOUT,0,2,3
2,99,8,RESOURCE_TAKEN,0,2,0
2,99,9,PARTNER_RESCUED,1,2,0
3,0,0,PARTNER_RESCUED,1,2,0
3,0,1,TIMEOUT,0,3,1
3,0,2,RESOURCE_TAKEN,0,3,0
3,0,3,PARTNER_RESCUED,1,3,0
3,0,4,TIMEOUT,0,3,1
3,0,5,TIMEOUT,0,3,0
3,0,6,TIMEOUT,0,3,0
3,0,7,TIMEOUT,0,3,2
3,0,8,RESOURCE_TAKEN,0,3,0
3,0,9,PARTNER_RESCUED,1,3,0
3,1,0,PARTNER_RESCUED,1,2,0
3,1,1,TIMEOUT,0,3,1
3,1,2,TIMEOUT,0,3,2
3,1,3,TIMEOUT,0,3,1
3,1,4,TIMEOUT,0,3,2
3,1,5,RESOURCE_TAKEN,0,3,0
3,1,6,TIMEOUT,0,3,0
3,1,7,PARTNER_RESCUED,1,3,0
3,1,8,TIMEOUT,0,3,2
3,1,9,TIMEOUT,0,3,0
3,2,0,PARTNER_RESCUED,1,2,0
3,2,1,TIMEOUT,0,3,1
3,2,2,TIMEOUT,0,3,2
3,2,3,TIMEOUT,0,3,0
3,2,4,TIMEOUT,0,3,0
3,2,5,TIMEOUT,0,3,1
3,2,6,TIMEOUT,0,3,0
3,2,7,TIMEOUT,0,3,2
3,2,8,RESOURCE_TAKEN,0,3,0
3,2,9,PARTNER_RESCUED,1,3,0
3,3,0,TIMEOUT,0,2,1
3,3,1,TIMEOUT,0,3,1
3,3,2,TIMEOUT,0,3,1
3,3,3,TIMEOUT,0,3,3
3,3,4,RESOURCE_TAKEN,0,3,0
3,3,5,TIMEOUT,0,3,0
3,3,6,TIMEOUT,0,3,1
3,3,7,TIMEOUT,0,3,1
3,3,8,TIMEOUT,0,3,2
3,3,9,RESOURCE_TAKEN,0,3,0
3,4,0,PARTNER_RESCUED,1,2,0
3,4,1,TIMEOUT,0,3,0
3,4,2,TIMEOUT,0,3,0
3,4,3,TIMEOUT,0,3,1
3,4,4,TIMEOUT,0,3,0
3,4,5,TIMEOUT,0,3,2
3,4,6,TIMEOUT,0,3,0
3,4,7,TIMEOUT,0,3,0
3,4,8,TIMEOUT,0,3,1
3,4,9,RESOURCE_TAKEN,0,3,1
3,5,0,PARTNER_RESCUED,1,2,0
3,5,1,PARTNER_RESCUED,1,3,0
3,5,2,TIMEOUT,0,3,2
3,5,3,TIMEOUT,0,3,0
3,5,4,TIMEOUT,0,3,2
3,5,5,TIMEOUT,0,3,3
3,5,6,TIMEOUT,0,3,0
3,5,7,TIMEOUT,0,3,0
3,5,8,TIMEOUT,0,3,0
3,5,9,TIMEOUT,0,3,0
3,6,0,PARTNER_RESCUED,1,2,0
3,6,1,TIMEOUT,0,3,1
3,6,2,TIMEOUT,0,3,1
3,6,3,TIMEOUT,0,3,0
3,6,4,TIMEOUT,0,3,2
3,6,5,TIMEOUT,0,3,0
3,6,6,TIMEOUT,0,3,1
3,6,7,TIMEOUT,0,3,3
3,6,8,TIMEOUT,0,3,0
3,6,9,TIMEOUT,0,3,1
3,7,0,PARTNER_RESCUED,1,2,0
3,7,1,PARTNER_RESCUED,1,3,0
3,7,2,PARTNER_RESCUED,1,3,0
3,7,3,TIMEOUT,0,3,1
3,7,4,TIMEOUT,0,3,3
3,7,5,TIMEOUT,0,3,1
3,7,6,TIMEOUT,0,3,1
3,7,7,TIMEOUT,0,3,2
3,7,8,RESOURCE_TAKEN,0,3,0
3,7,9,PARTNER_RESCUED,1,3,0
3,8,0,PARTNER_RESCUED,1,2,0
3,8,1,TIMEOUT,0,3,0
3,8,2,TIMEOUT,0,3,2
3,8,3,TIMEOUT,0,3,0
3,8,4,TIMEOUT,0,3,3
3,8,5,RESOURCE_TAKEN,0,3,0
3,8,6,PARTNER_RESCUED,1,3,0
3,8,7,TIMEOUT,0,3,1
3,8,8,TIMEOUT,0,3,0
3,8,9,TIMEOUT,0,3,1
3,9,0,TIMEOUT,0,2,1
3,9,1,TIMEOUT,0,3,2
3,9,2,TIMEOUT,0,3,1
3,9,3,TIMEOUT,0,3,1
3,9,4,TIMEOUT,0,3,0
3,9,5,TIMEOUT,0,3,0
3,9,6,TIMEOUT,0,3,1
3,9,7,RESOURCE_TAKEN,0,3,0
3,9,8,PARTNER_RESCUED,1,3,0
3,9,9,PARTNER_RESCUED,1,3,0
3,10,0,PARTNER_RESCUED,1,2,0
3,10,1,TIMEOUT,0,3,0
3,10,2,TIMEOUT,0,3,0
3,10,3,TIMEOUT,0,3,2
3,10,4,TIMEOUT,0,3,2
3,10,5,RESOURCE_TAKEN,0,3,0
3,10,6,TIMEOUT,0,3,1
3,10,7,PARTNER_RESCUED,1,3,0
3,10,8,PARTNER_RESCUED,1,3,0
3,10,9,TIMEOUT,0,3,0
3,11,0,TIMEOUT,0,2,1
3,11,1,PARTNER_RESCUED,1,3,0
3,11,2,TIMEOUT,0,3,2
3,11,3,TIMEOUT,0,3,0
3,11,4,RESOURCE_TAKEN,0,3,0
3,11,5,PARTNER_RESCUED,1,3,0
3,11,6,TIMEOUT,0,3,1
3,11,7,TIMEOUT,0,3,2
3,11,8,TIMEOUT,0,3,1
3,11,9,TIMEOUT,0,3,0
3,12,0,PARTNER_RESCUED,1,2,0
3,12,1,TIMEOUT,0,3,0
3,12,2,TIMEOUT,0,3,2
3,12,3,TIMEOUT,0,3,1
3,12,4,TIMEOUT,0,3,3
3,12,5,TIMEOUT,0,3,2
3,12,6,TIMEOUT,0,3,0
3,12,7,TIMEOUT,0,3,1
3,12,8,TIMEOUT,0,3,3
3,12,9,TIMEOUT,0,3,3
3,13,0,PARTNER_RESCUED,1,2,0
3,13,1,TIMEOUT,0,3,0
3,13,2,TIMEOUT,0,3,0
3,13,3,TIMEOUT,0,3,0
3,13,4,TIMEOUT,0,3,2
3,13,5,TIMEOUT,0,3,3
3,13,6,TIMEOUT,0,3,0
3,13,7,RESOURCE_TAKEN,0,3,0
3,13,8,TIMEOUT,0,3,1
3,13,9,TIMEOUT,0,3,1
3,14,0,PARTNER_RESCUED,1,2,0
3,14,1,TIMEOUT,0,3,1
3,14,2,TIMEOUT,0,3,1
3,14,3,TIMEOUT,0,3,1
3,14,4,TIMEOUT,0,3,1
3,14,5,TIMEOUT,0,3,0
3,14,6,TIMEOUT,0,3,2
3,14,7,TIMEOUT,0,3,1
3,14,8,TIMEOUT,0,3,1
3,14,9,TIMEOUT,0,3,2
3,15,0,PARTNER_RESCUED,1,2,0
3,15,1,PARTNER_RESCUED,1,3,0
3,15,2,TIMEOUT,0,3,2
3,15,3,TIMEOUT,0,3,1
3,15,4,RESOURCE_TAKEN,0,3,0
3,15,5,PARTNER_RESCUED,1,3,0
3,15,6,PARTNER_RESCUED,1,3,0
3,15,7,PARTNER_RESCUED,1,3,0
3,15,8,TIMEOUT,0,3,1
3,15,9,TIMEOUT,0,3,1
3,16,0,PARTNER_RESCUED,1,2,0
3,16,1,TIMEOUT,0,3,0
3,16,2,TIMEOUT,0,3,0
3,16,3,TIMEOUT,0,3,1
3,16,4,TIMEOUT,0,3,2
3,16,5,TIMEOUT,0,3,0
3,16,6,TIMEOUT,0,3,0
3,16,7,TIMEOUT,0,3,3
3,16,8,TIMEOUT,0,3,1
3,16,9,TIMEOUT,0,3,0
3,17,0,PARTNER_RESCUED,1,2,0
3,17,1,TIMEOUT,0,3,1
3,17,2,TIMEOUT,0,3,0
3,17,3,TIMEOUT,0,3,1
3,17,4,TIMEOUT,0,3,2
3,17,5,TIMEOUT,0,3,2
3,17,6,TIMEOUT,0,3,0
3,17,7,RESOURCE_TAKEN,0,3,0
3,17,8,PARTNER_RESCUED,1,3,0
3,17,9,PARTNER_RESCUED,1,3,0
3,18,0,PARTNER_RESCUED,1,2,0
3,18,1,TIMEOUT,0,3,1
3,18,2,TIMEOUT,0,3,1
3,18,3,TIMEOUT,0,3,2
3,18,4,TIMEOUT,0,3,2
3,18,5,TIMEOUT,0,3,1
3,18,6,TIMEOUT,0,3,1
3,18,7,TIMEOUT,0,3,0
3,18,8,TIMEOUT,0,3,0
3,18,9,TIMEOUT,0,3,0
3,19,0,PARTNER_RESCUED,1,2,0
3,19,1,PARTNER_RESCUED,1,3,0
3,19,2,TIMEOUT,0,3,2
3,19,3,TIMEOUT,0,3,0
3,19,4,TIMEOUT,0,3,0
3,19,5,TIMEOUT,0,3,0
3,19,6,RESOURCE_TAKEN,0,3,0
3,19,7,TIMEOUT,0,3,1
3,19,8,TIMEOUT,0,3,1
3,19,9,PARTNER_DEAD,0,3,1
3,20,0,TIMEOUT,0,2,1
3,20,1,PARTNER_RESCUED,1,3,0
3,20,2,TIMEOUT,0,3,2
3,20,3,TIMEOUT,0,3,2
3,20,4,TIMEOUT,0,3,0
3,20,5,TIMEOUT,0,3,0
3,20,6,TIMEOUT,0,3,2
3,20,7,TIMEOUT,0,3,0
3,20,8,TIMEOUT,0,3,2
3,20,9,TIMEOUT,0,3,0
3,21,0,PARTNER_RESCUED,1,2,0
3,21,1,TIMEOUT,0,3,1
3,21,2,TIMEOUT,0,3,0
3,21,3,TIMEOUT,0,3,0
3,21,4,TIMEOUT,0,3,0
3,21,5,TIMEOUT,0,3,1
3,21,6,RESOURCE_TAKEN,0,3,0
3,21,7,PARTNER_RESCUED,1,3,0
3,21,8,TIMEOUT,0,3,0
3,21,9,PARTNER_RESCUED,1,3,0
3,22,0,PARTNER_RESCUED,1,2,0
3,22,1,PARTNER_RESCUED,1,3,0
3,22,2,TIMEOUT,0,3,1
3,22,3,TIMEOUT,0,3,2
3,22,4,TIMEOUT,0,3,0
3,22,5,TIMEOUT,0,3,1
3,22,6,RESOURCE_TAKEN,0,3,0
3,22,7,PARTNER_RESCUED,1,3,0
3,22,8,PARTNER_RESCUED,1,3,0
3,22,9,TIMEOUT,0,3,1
3,23,0,TIMEOUT,0,2,1
3,23,1,TIMEOUT,0,3,0
3,23,2,TIMEOUT,0,3,0
3,23,3,TIMEOUT,0,3,1
3,23,4,TIMEOUT,0,3,0
3,23,5,TIMEOUT,0,3,1
3,23,6,TIMEOUT,0,3,2
3,23,7,TIMEOUT,0,3,2
3,23,8,TIMEOUT,0,3,0
3,23,9,TIMEOUT,0,3,0
3,24,0,TIMEOUT,0,2,0
3,24,1,TIMEOUT,0,3,0
3,24,2,TIMEOUT,0,3,2
3,24,3,TIMEOUT,0,3,0
3,24,4,RESOURCE_TAKEN,0,3,0
3,24,5,PARTNER_RESCUED,1,3,0
3,24,6,TIMEOUT,0,3,1
3,24,7,TIMEOUT,0,3,0
3,24,8,TIMEOUT,0,3,2
3,24,9,TIMEOUT,0,3,1
3,25,0,TIMEOUT,0,2,1
3,25,1,TIMEOUT,0,3,2
3,25,2,TIMEOUT,0,3,0
3,25,3,TIMEOUT,0,3,0
3,25,4,TIMEOUT,0,3,0
3,25,5,TIMEOUT,0,3,0
3,25,6,TIMEOUT,0,3,2
3,25,7,TIMEOUT,0,3,2
3,25,8,TIMEOUT,0,3,1
3,25,9,TIMEOUT,0,3,3
3,26,0,PARTNER_RESCUED,1,2,0
3,26,1,PARTNER_RESCUED,1,3,0
3,26,2,PARTNER_RESCUED,1,3,0
3,26,3,TIMEOUT,0,3,0
3,26,4,RESOURCE_TAKEN,0,3,0
3,26,5,TIMEOUT,0,3,1
3,26,6,TIMEOUT,0,3,2
3,26,7,TIMEOUT,0,3,0
3,26,8,TIMEOUT,0,3,0
3,26,9,TIMEOUT,0,3,3
3,27,0,PARTNER_RESCUED,1,2,0
3,27,1,TIMEOUT,0,3,1
3,27,2,TIMEOUT,0,3,0
3,27,3,RESOURCE_TAKEN,0,3,0
3,27,4,TIMEOUT,0,3,0
3,27,5,TIMEOUT,0,3,0
3,27,6,TIMEOUT,0,3,2
3,27,7,TIMEOUT,0,3,2
3,27,8,TIMEOUT,0,3,0
3,27,9,TIMEOUT,0,3,0
3,28,0,PARTNER_RESCUED,1,2,0
3,28,1,PARTNER_RESCUED,1,3,0
3,28,2,PARTNER_RESCUED,1,3,0
3,28,3,TIMEOUT,0,3,2
3,28,4,TIMEOUT,0,3,1
3,28,5,TIMEOUT,0,3,0
3,28,6,TIMEOUT,0,3,1
3,28,7,TIMEOUT,0,3,0
3,28,8,TIMEOUT,0,3,0
3,28,9,TIMEOUT,0,3,0
3,29,0,PARTNER_RESCUED,1,2,0
3,29,1,PARTNER_RESCUED,1,3,0
3,29,2,TIMEOUT,0,3,0
3,29,3,TIMEOUT,0,3,0
3,29,4,TIMEOUT,0,3,2
3,29,5,TIMEOUT,0,3,2
3,29,6,TIMEOUT,0,3,0
3,29,7,TIMEOUT,0,3,1
3,29,8,TIMEOUT,0,3,1
3,29,9,RESOURCE_TAKEN,0,3,0
3,30,0,TIMEOUT,0,2,1
3,30,1,TIMEOUT,0,3,0
