cell,jitter,tag_aware,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
off_on,0.0,1,26,8,TIMEOUT,0,10,0
off_on,0.0,1,26,9,TIMEOUT,0,11,2
off_on,0.0,1,26,10,TIMEOUT,0,12,2
off_on,0.0,1,26,11,TIMEOUT,0,13,0
off_on,0.0,1,26,12,TIMEOUT,0,14,0
off_on,0.0,1,26,13,TIMEOUT,0,15,1
off_on,0.0,1,26,14,TIMEOUT,0,16,0
off_on,0.0,1,26,15,TIMEOUT,0,17,1
off_on,0.0,1,26,16,PARTNER_RESCUED,1,18,0
off_on,0.0,1,26,17,PARTNER_RESCUED,1,19,0
off_on,0.0,1,26,18,TIMEOUT,0,20,2
off_on,0.0,1,26,19,TIMEOUT,0,21,1
off_on,0.0,1,27,0,TIMEOUT,0,2,0
off_on,0.0,1,27,1,PARTNER_RESCUED,1,3,0
off_on,0.0,1,27,2,TIMEOUT,0,4,1
off_on,0.0,1,27,3,PARTNER_RESCUED,1,5,0
off_on,0.0,1,27,4,TIMEOUT,0,6,1
off_on,0.0,1,27,5,PARTNER_RESCUED,1,7,0
off_on,0.0,1,27,6,PARTNER_RESCUED,1,8,0
off_on,0.0,1,27,7,TIMEOUT,0,9,1
off_on,0.0,1,27,8,TIMEOUT,0,10,0
off_on,0.0,1,27,9,TIMEOUT,0,11,1
off_on,0.0,1,27,10,TIMEOUT,0,12,0
off_on,0.0,1,27,11,TIMEOUT,0,13,1
off_on,0.0,1,27,12,TIMEOUT,0,14,1
off_on,0.0,1,27,13,TIMEOUT,0,15,1
off_on,0.0,1,27,14,TIMEOUT,0,16,1
off_on,0.0,1,27,15,TIMEOUT,0,17,0
off_on,0.0,1,27,16,TIMEOUT,0,18,0
off_on,0.0,1,27,17,TIMEOUT,0,19,0
off_on,0.0,1,27,18,TIMEOUT,0,20,0
off_on,0.0,1,27,19,TIMEOUT,0,21,0
off_on,0.0,1,28,0,PARTNER_RESCUED,1,2,0
off_on,0.0,1,28,1,TIMEOUT,0,3,1
off_on,0.0,1,28,2,PARTNER_RESCUED,1,4,0
off_on,0.0,1,28,3,PARTNER_RESCUED,1,5,0
off_on,0.0,1,28,4,TIMEOUT,0,6,1
off_on,0.0,1,28,5,TIMEOUT,0,7,1
off_on,0.0,1,28,6,PARTNER_RESCUED,1,8,0
off_on,0.0,1,28,7,PARTNER_RESCUED,1,9,0
off_on,0.0,1,28,8,TIMEOUT,0,10,1
off_on,0.0,1,28,9,TIMEOUT,0,11,2
off_on,0.0,1,28,10,TIMEOUT,0,12,0
off_on,0.0,1,28,11,TIMEOUT,0,13,1
off_on,0.0,1,28,12,TIMEOUT,0,14,0
off_on,0.0,1,28,13,PARTNER_RESCUED,1,15,0
off_on,0.0,1,28,14,TIMEOUT,0,16,0
off_on,0.0,1,28,15,PARTNER_RESCUED,1,17,0
off_on,0.0,1,28,16,TIMEOUT,0,18,1
off_on,0.0,1,28,17,PARTNER_RESCUED,1,19,0
off_on,0.0,1,28,18,PARTNER_RESCUED,1,20,0
off_on,0.0,1,28,19,PARTNER_RESCUED,1,21,0
off_on,0.0,1,29,0,TIMEOUT,0,2,1
off_on,0.0,1,29,1,TIMEOUT,0,3,0
off_on,0.0,1,29,2,TIMEOUT,0,4,1
off_on,0.0,1,29,3,TIMEOUT,0,5,1
off_on,0.0,1,29,4,TIMEOUT,0,6,1
off_on,0.0,1,29,5,TIMEOUT,0,7,2
off_on,0.0,1,29,6,TIMEOUT,0,8,0
off_on,0.0,1,29,7,PARTNER_RESCUED,1,9,0
off_on,0.0,1,29,8,TIMEOUT,0,10,1
off_on,0.0,1,29,9,TIMEOUT,0,11,0
off_on,0.0,1,29,10,TIMEOUT,0,12,0
off_on,0.0,1,29,11,PARTNER_RESCUED,1,13,0
off_on,0.0,1,29,12,TIMEOUT,0,14,1
off_on,0.0,1,29,13,TIMEOUT,0,15,0
off_on,0.0,1,29,14,TIMEOUT,0,16,1
off_on,0.0,1,29,15,TIMEOUT,0,17,0
off_on,0.0,1,29,16,PARTNER_RESCUED,1,18,0
off_on,0.0,1,29,17,TIMEOUT,0,19,1
off_on,0.0,1,29,18,TIMEOUT,0,20,1
off_on,0.0,1,29,19,TIMEOUT,0,21,1
off_on,0.0,1,30,0,TIMEOUT,0,2,1
off_on,0.0,1,30,1,TIMEOUT,0,3,2
off_on,0.0,1,30,2,PARTNER_RESCUED,1,4,0
off_on,0.0,1,30,3,TIMEOUT,0,5,1
off_on,0.0,1,30,4,TIMEOUT,0,6,1
off_on,0.0,1,30,5,TIMEOUT,0,7,1
off_on,0.0,1,30,6,PARTNER_RESCUED,1,8,0
off_on,0.0,1,30,7,TIMEOUT,0,9,0
off_on,0.0,1,30,8,TIMEOUT,0,10,0
off_on,0.0,1,30,9,TIMEOUT,0,11,0
off_on,0.0,1,30,10,PARTNER_RESCUED,1,12,0
off_on,0.0,1,30,11,PARTNER_RESCUED,1,13,0
off_on,0.0,1,30,12,TIMEOUT,0,14,0
off_on,0.0,1,30,13,TIMEOUT,0,15,1
off_on,0.0,1,30,14,TIMEOUT,0,16,2
off_on,0.0,1,30,15,PARTNER_RESCUED,1,17,0
off_on,0.0,1,30,16,PARTNER_RESCUED,1,18,0
off_on,0.0,1,30,17,TIMEOUT,0,19,0
off_on,0.0,1,30,18,TIMEOUT,0,20,1
off_on,0.0,1,30,19,TIMEOUT,0,21,2
off_on,0.0,1,31,0,PARTNER_RESCUED,1,2,0
off_on,0.0,1,31,1,TIMEOUT,0,3,0
off_on,0.0,1,31,2,PARTNER_RESCUED,1,4,0
off_on,0.0,1,31,3,TIMEOUT,0,5,1
off_on,0.0,1,31,4,TIMEOUT,0,6,0
off_on,0.0,1,31,5,TIMEOUT,0,7,1
off_on,0.0,1,31,6,TIMEOUT,0,8,0
off_on,0.0,1,31,7,TIMEOUT,0,9,0
off_on,0.0,1,31,8,PARTNER_RESCUED,1,10,0
off_on,0.0,1,31,9,PARTNER_RESCUED,1,11,0
off_on,0.0,1,31,10,TIMEOUT,0,12,0
off_on,0.0,1,31,11,TIMEOUT,0,13,0
off_on,0.0,1,31,12,TIMEOUT,0,14,1
off_on,0.0,1,31,13,TIMEOUT,0,15,2
off_on,0.0,1,31,14,TIMEOUT,0,16,0
off_on,0.0,1,31,15,TIMEOUT,0,17,1
off_on,0.0,1,31,16,TIMEOUT,0,18,1
off_on,0.0,1,31,17,PARTNER_RESCUED,1,19,0
off_on,0.0,1,31,18,TIMEOUT,0,20,1
off_on,0.0,1,31,19,TIMEOUT,0,21,0
off_on,0.0,1,32,0,TIMEOUT,0,2,0
off_on,0.0,1,32,1,PARTNER_RESCUED,1,3,0
off_on,0.0,1,32,2,TIMEOUT,0,4,0
off_on,0.0,1,32,3,PARTNER_RESCUED,1,5,0
off_on,0.0,1,32,4,TIMEOUT,0,6,1
off_on,0.0,1,32,5,TIMEOUT,0,7,0
off_on,0.0,1,32,6,TIMEOUT,0,8,0
off_on,0.0,1,32,7,TIMEOUT,0,9,0
off_on,0.0,1,32,8,PARTNER_RESCUED,1,10,0
off_on,0.0,1,32,9,TIMEOUT,0,11,1
off_on,0.0,1,32,10,TIMEOUT,0,12,0
off_on,0.0,1,32,11,TIMEOUT,0,13,0
off_on,0.0,1,32,12,TIMEOUT,0,14,1
off_on,0.0,1,32,13,TIMEOUT,0,15,1
off_on,0.0,1,32,14,PARTNER_RESCUED,1,16,0
off_on,0.0,1,32,15,PARTNER_RESCUED,1,17,0
off_on,0.0,1,32,16,TIMEOUT,0,18,1
off_on,0.0,1,32,17,PARTNER_RESCUED,1,19,0
off_on,0.0,1,32,18,PARTNER_DEAD,0,20,0
off_on,0.0,1,32,19,PARTNER_RESCUED,1,21,0
off_on,0.0,1,33,0,PARTNER_RESCUED,1,2,0
off_on,0.0,1,33,1,TIMEOUT,0,3,1
off_on,0.0,1,33,2,TIMEOUT,0,4,1
off_on,0.0,1,33,3,TIMEOUT,0,5,0
off_on,0.0,1,33,4,TIMEOUT,0,6,2
off_on,0.0,1,33,5,PARTNER_RESCUED,1,7,0
off_on,0.0,1,33,6,PARTNER_RESCUED,1,8,0
off_on,0.0,1,33,7,PARTNER_RESCUED,1,9,0
off_on,0.0,1,33,8,TIMEOUT,0,10,1
off_on,0.0,1,33,9,TIMEOUT,0,11,1
off_on,0.0,1,33,10,TIMEOUT,0,12,0
off_on,0.0,1,33,11,TIMEOUT,0,13,0
off_on,0.0,1,33,12,PARTNER_RESCUED,1,14,0
off_on,0.0,1,33,13,TIMEOUT,0,15,1
off_on,0.0,1,33,14,TIMEOUT,0,16,0
off_on,0.0,1,33,15,TIMEOUT,0,17,0
off_on,0.0,1,33,16,TIMEOUT,0,18,0
off_on,0.0,1,33,17,TIMEOUT,0,19,1
off_on,0.0,1,33,18,TIMEOUT,0,20,1
off_on,0.0,1,33,19,TIMEOUT,0,21,0
off_on,0.0,1,34,0,PARTNER_RESCUED,1,2,0
off_on,0.0,1,34,1,TIMEOUT,0,3,1
off_on,0.0,1,34,2,TIMEOUT,0,4,1
off_on,0.0,1,34,3,TIMEOUT,0,5,0
off_on,0.0,1,34,4,PARTNER_RESCUED,1,6,0
off_on,0.0,1,34,5,TIMEOUT,0,7,0
off_on,0.0,1,34,6,TIMEOUT,0,8,0
off_on,0.0,1,34,7,TIMEOUT,0,9,2
off_on,0.0,1,34,8,TIMEOUT,0,10,1
off_on,0.0,1,34,9,PARTNER_RESCUED,1,11,0
off_on,0.0,1,34,10,TIMEOUT,0,12,1
off_on,0.0,1,34,11,TIMEOUT,0,13,1
off_on,0.0,1,34,12,PARTNER_RESCUED,1,14,0
off_on,0.0,1,34,13,PARTNER_DEAD,0,15,1
off_on,0.0,1,34,14,PARTNER_RESCUED,1,16,0
off_on,0.0,1,34,15,PARTNER_RESCUED,1,17,0
off_on,0.0,1,34,16,TIMEOUT,0,18,1
off_on,0.0,1,34,17,PARTNER_RESCUED,1,19,0
off_on,0.0,1,34,18,TIMEOUT,0,20,0
off_on,0.0,1,34,19,TIMEOUT,0,21,1
off_on,0.0,1,35,0,PARTNER_RESCUED,1,2,0
off_on,0.0,1,35,1,TIMEOUT,0,3,1
off_on,0.0,1,35,2,TIMEOUT,0,4,0
off_on,0.0,1,35,3,TIMEOUT,0,5,0
off_on,0.0,1,35,4,PARTNER_RESCUED,1,6,0
off_on,0.0,1,35,5,PARTNER_DEAD,0,7,0
off_on,0.0,1,35,6,PARTNER_RESCUED,1,8,0
off_on,0.0,1,35,7,PARTNER_RESCUED,1,9,0
off_on,0.0,1,35,8,TIMEOUT,0,10,0
off_on,0.0,1,35,9,PARTNER_RESCUED,1,11,0
off_on,0.0,1,35,10,PARTNER_RESCUED,1,12,0
off_on,0.0,1,35,11,TIMEOUT,0,13,1
off_on,0.0,1,35,12,TIMEOUT,0,14,1
off_on,0.0,1,35,13,PARTNER_RESCUED,1,15,0
off_on,0.0,1,35,14,PARTNER_RESCUED,1,16,0
off_on,0.0,1,35,15,TIMEOUT,0,17,1
off_on,0.0,1,35,16,TIMEOUT,0,18,1
off_on,0.0,1,35,17,TIMEOUT,0,19,0
off_on,0.0,1,35,18,TIMEOUT,0,20,1
off_on,0.0,1,35,19,TIMEOUT,0,21,0
off_on,0.0,1,36,0,PARTNER_RESCUED,1,2,0
off_on,0.0,1,36,1,TIMEOUT,0,3,0
off_on,0.0,1,36,2,TIMEOUT,0,4,0
off_on,0.0,1,36,3,TIMEOUT,0,5,1
off_on,0.0,1,36,4,TIMEOUT,0,6,1
off_on,0.0,1,36,5,TIMEOUT,0,7,2
off_on,0.0,1,36,6,TIMEOUT,0,8,1
off_on,0.0,1,36,7,PARTNER_RESCUED,1,9,0
off_on,0.0,1,36,8,TIMEOUT,0,10,1
off_on,0.0,1,36,9,TIMEOUT,0,11,1
off_on,0.0,1,36,10,PARTNER_RESCUED,1,12,0
off_on,0.0,1,36,11,PARTNER_RESCUED,1,13,0
off_on,0.0,1,36,12,TIMEOUT,0,14,0
off_on,0.0,1,36,13,PARTNER_RESCUED,1,15,0
off_on,0.0,1,36,14,TIMEOUT,0,16,1
off_on,0.0,1,36,15,PARTNER_RESCUED,1,17,0
off_on,0.0,1,36,16,TIMEOUT,0,18,1
off_on,0.0,1,36,17,PARTNER_RESCUED,1,19,0
off_on,0.0,1,36,18,TIMEOUT,0,20,0
off_on,0.0,1,36,19,TIMEOUT,0,21,1
off_on,0.0,1,37,0,PARTNER_RESCUED,1,2,0
off_on,0.0,1,37,1,TIMEOUT,0,3,1
off_on,0.0,1,37,2,TIMEOUT,0,4,0
off_on,0.0,1,37,3,TIMEOUT,0,5,1
off_on,0.0,1,37,4,PARTNER_RESCUED,1,6,0
off_on,0.0,1,37,5,PARTNER_RESCUED,1,7,0
off_on,0.0,1,37,6,PARTNER_RESCUED,1,8,0
off_on,0.0,1,37,7,TIMEOUT,0,9,0
off_on,0.0,1,37,8,TIMEOUT,0,10,0
off_on,0.0,1,37,9,TIMEOUT,0,11,0
off_on,0.0,1,37,10,PARTNER_RESCUED,1,12,0
off_on,0.0,1,37,11,TIMEOUT,0,13,0
off_on,0.0,1,37,12,PARTNER_RESCUED,1,14,0
off_on,0.0,1,37,13,TIMEOUT,0,15,1
off_on,0.0,1,37,14,TIMEOUT,0,16,1
off_on,0.0,1,37,15,PARTNER_RESCUED,1,17,0
off_on,0.0,1,37,16,PARTNER_RESCUED,1,18,0
off_on,0.0,1,37,17,PARTNER_RESCUED,1,19,0
off_on,0.0,1,37,18,TIMEOUT,0,20,0
off_on,0.0,1,37,19,TIMEOUT,0,21,3
off_on,0.0,1,38,0,PARTNER_RESCUED,1,2,0
off_on,0.0,1,38,1,TIMEOUT,0,3,0
off_on,0.0,1,38,2,TIMEOUT,0,4,2
off_on,0.0,1,38,3,TIMEOUT,0,5,0
off_on,0.0,1,38,4,PARTNER_RESCUED,1,6,0
off_on,0.0,1,38,5,TIMEOUT,0,7,1
off_on,0.0,1,38,6,TIMEOUT,0,8,1
off_on,0.0,1,38,7,PARTNER_RESCUED,1,9,0
off_on,0.0,1,38,8,TIMEOUT,0,10,1
off_on,0.0,1,38,9,TIMEOUT,0,11,1
off_on,0.0,1,38,10,TIMEOUT,0,12,0
off_on,0.0,1,38,11,TIMEOUT,0,13,1
off_on,0.0,1,38,12,TIMEOUT,0,14,1
off_on,0.0,1,38,13,TIMEOUT,0,15,0
off_on,0.0,1,38,14,TIMEOUT,0,16,1
off_on,0.0,1,38,15,TIMEOUT,0,17,0
off_on,0.0,1,38,16,PARTNER_RESCUED,1,18,0
off_on,0.0,1,38,17,TIMEOUT,0,19,1
off_on,0.0,1,38,18,TIMEOUT,0,20,1
off_on,0.0,1,38,19,TIMEOUT,0,21,2
off_on,0.0,1,39,0,PARTNER_RESCUED,1,2,0
off_on,0.0,1,39,1,TIMEOUT,0,3,1
off_on,0.0,1,39,2,PARTNER_RESCUED,1,4,0
off_on,0.0,1,39,3,PARTNER_RESCUED,1,5,0
off_on,0.0,1,39,4,PARTNER_RESCUED,1,6,0
off_on,0.0,1,39,5,TIMEOUT,0,7,2
off_on,0.0,1,39,6,TIMEOUT,0,8,2
off_on,0.0,1,39,7,TIMEOUT,0,9,0
off_on,0.0,1,39,8,PARTNER_RESCUED,1,10,0
off_on,0.0,1,39,9,TIMEOUT,0,11,1
off_on,0.0,1,39,10,TIMEOUT,0,12,0
off_on,0.0,1,39,11,PARTNER_RESCUED,1,13,0
off_on,0.0,1,39,12,PARTNER_RESCUED,1,14,0
off_on,0.0,1,39,13,TIMEOUT,0,15,0
off_on,0.0,1,39,14,PARTNER_RESCUED,1,16,0
off_on,0.0,1,39,15,TIMEOUT,0,17,1
off_on,0.0,1,39,16,TIMEOUT,0,18,0
off_on,0.0,1,39,17,PARTNER_RESCUED,1,19,0
off_on,0.0,1,39,18,TIMEOUT,0,20,1
off_on,0.0,1,39,19,TIMEOUT,0,21,0
off_on,0.0,1,40,0,TIMEOUT,0,2,0
off_on,0.0,1,40,1,PARTNER_RESCUED,1,3,0
off_on,0.0,1,40,2,TIMEOUT,0,4,0
off_on,0.0,1,40,3,TIMEOUT,0,5,1
off_on,0.0,1,40,4,TIMEOUT,0,6,1
off_on,0.0,1,40,5,PARTNER_RESCUED,1,7,0
off_on,0.0,1,40,6,TIMEOUT,0,8,1
off_on,0.0,1,40,7,TIMEOUT,0,9,0
off_on,0.0,1,40,8,TIMEOUT,0,10,1
off_on,0.0,1,40,9,PARTNER_RESCUED,1,11,0
off_on,0.0,1,40,10,PARTNER_RESCUED,1,12,0
off_on,0.0,1,40,11,PARTNER_RESCUED,1,13,0
off_on,0.0,1,40,12,TIMEOUT,0,14,1
off_on,0.0,1,40,13,PARTNER_RESCUED,1,15,0
off_on,0.0,1,40,14,PARTNER_RESCUED,1,16,0
off_on,0.0,1,40,15,TIMEOUT,0,17,1
off_on,0.0,1,40,16,TIMEOUT,0,18,1
off_on,0.0,1,40,17,TIMEOUT,0,19,0
off_on,0.0,1,40,18,PARTNER_RESCUED,1,20,0
off_on,0.0,1,40,19,PARTNER_RESCUED,1,21,0
off_on,0.0,1,41,0,PARTNER_RESCUED,1,2,0
off_on,0.0,1,41,1,TIMEOUT,0,3,0
off_on,0.0,1,41,2,TIMEOUT,0,4,1
off_on,0.0,1,41,3,TIMEOUT,0,5,1
off_on,0.0,1,41,4,TIMEOUT,0,6,1
off_on,0.0,1,41,5,TIMEOUT,0,7,1
off_on,0.0,1,41,6,TIMEOUT,0,8,0
off_on,0.0,1,41,7,PARTNER_RESCUED,1,9,0
off_on,0.0,1,41,8,PARTNER_RESCUED,1,10,0
off_on,0.0,1,41,9,TIMEOUT,0,11,0
off_on,0.0,1,41,10,PARTNER_RESCUED,1,12,0
off_on,0.0,1,41,11,PARTNER_RESCUED,1,13,0
off_on,0.0,1,41,12,TIMEOUT,0,14,1
off_on,0.0,1,41,13,TIMEOUT,0,15,0
off_on,0.0,1,41,14,TIMEOUT,0,16,0
off_on,0.0,1,41,15,TIMEOUT,0,17,0
off_on,0.0,1,41,16,TIMEOUT,0,18,0
off_on,0.0,1,41,17,PARTNER_RESCUED,1,19,0
off_on,0.0,1,41,18,PARTNER_RESCUED,1,20,0
off_on,0.0,1,41,19,TIMEOUT,0,21,0
off_on,0.0,1,42,0,PARTNER_DEAD,0,2,1
off_on,0.0,1,42,1,TIMEOUT,0,3,1
off_on,0.0,1,42,2,TIMEOUT,0,4,2
off_on,0.0,1,42,3,TIMEOUT,0,5,1
off_on,0.0,1,42,4,PARTNER_RESCUED,1,6,0
off_on,0.0,1,42,5,PARTNER_RESCUED,1,7,0
off_on,0.0,1,42,6,PARTNER_RESCUED,1,8,0
off_on,0.0,1,42,7,TIMEOUT,0,9,0
off_on,0.0,1,42,8,TIMEOUT,0,10,2
off_on,0.0,1,42,9,TIMEOUT,0,11,1
off_on,0.0,1,42,10,TIMEOUT,0,12,2
off_on,0.0,1,42,11,PARTNER_RESCUED,1,13,0
off_on,0.0,1,42,12,TIMEOUT,0,14,2
off_on,0.0,1,42,13,PARTNER_RESCUED,1,15,0
off_on,0.0,1,42,14,TIMEOUT,0,16,0
off_on,0.0,1,42,15,TIMEOUT,0,17,2
off_on,0.0,1,42,16,TIMEOUT,0,18,1
off_on,0.0,1,42,17,PARTNER_RESCUED,1,19,0
off_on,0.0,1,42,18,TIMEOUT,0,20,1
off_on,0.0,1,42,19,PARTNER_RESCUED,1,21,0
off_on,0.0,1,43,0,PARTNER_RESCUED,1,2,0
off_on,0.0,1,43,1,TIMEOUT,0,3,2
off_on,0.0,1,43,2,TIMEOUT,0,4,1
off_on,0.0,1,43,3,PARTNER_RESCUED,1,5,0
off_on,0.0,1,43,4,TIMEOUT,0,6,1
off_on,0.0,1,43,5,TIMEOUT,0,7,0
off_on,0.0,1,43,6,PARTNER_RESCUED,1,8,0
off_on,0.0,1,43,7,TIMEOUT,0,9,1
off_on,0.0,1,43,8,TIMEOUT,0,10,1
off_on,0.0,1,43,9,PARTNER_RESCUED,1,11,0
off_on,0.0,1,43,10,TIMEOUT,0,12,1
off_on,0.0,1,43,11,PARTNER_RESCUED,1,13,0
off_on,0.0,1,43,12,PARTNER_DEAD,0,14,1
off_on,0.0,1,43,13,PARTNER_RESCUED,1,15,0
off_on,0.0,1,43,14,TIMEOUT,0,16,1
off_on,0.0,1,43,15,TIMEOUT,0,17,0
off_on,0.0,1,43,16,TIMEOUT,0,18,1
off_on,0.0,1,43,17,PARTNER_RESCUED,1,19,0
off_on,0.0,1,43,18,TIMEOUT,0,20,0
off_on,0.0,1,43,19,PARTNER_DEAD,0,21,0
off_on,0.0,1,44,0,PARTNER_RESCUED,1,2,0
off_on,0.0,1,44,1,TIMEOUT,0,3,1
off_on,0.0,1,44,2,TIMEOUT,0,4,0
off_on,0.0,1,44,3,TIMEOUT,0,5,1
off_on,0.0,1,44,4,TIMEOUT,0,6,1
off_on,0.0,1,44,5,TIMEOUT,0,7,1
off_on,0.0,1,44,6,PARTNER_RESCUED,1,8,0
off_on,0.0,1,44,7,PARTNER_RESCUED,1,9,0
off_on,0.0,1,44,8,TIMEOUT,0,10,1
off_on,0.0,1,44,9,PARTNER_RESCUED,1,11,0
off_on,0.0,1,44,10,TIMEOUT,0,12,0
off_on,0.0,1,44,11,TIMEOUT,0,13,1
off_on,0.0,1,44,12,PARTNER_RESCUED,1,14,0
off_on,0.0,1,44,13,TIMEOUT,0,15,0
off_on,0.0,1,44,14,TIMEOUT,0,16,0
off_on,0.0,1,44,15,TIMEOUT,0,17,1
off_on,0.0,1,44,16,TIMEOUT,0,18,1
off_on,0.0,1,44,17,TIMEOUT,0,19,1
off_on,0.0,1,44,18,TIMEOUT,0,20,0
off_on,0.0,1,44,19,TIMEOUT,0,21,1
off_on,0.0,1,45,0,PARTNER_RESCUED,1,2,0
off_on,0.0,1,45,1,TIMEOUT,0,3,1
off_on,0.0,1,45,2,TIMEOUT,0,4,0
off_on,0.0,1,45,3,TIMEOUT,0,5,0
off_on,0.0,1,45,4,TIMEOUT,0,6,0
off_on,0.0,1,45,5,TIMEOUT,0,7,2
off_on,0.0,1,45,6,PARTNER_RESCUED,1,8,0
off_on,0.0,1,45,7,TIMEOUT,0,9,1
off_on,0.0,1,45,8,PARTNER_RESCUED,1,10,0
off_on,0.0,1,45,9,TIMEOUT,0,11,0
off_on,0.0,1,45,10,TIMEOUT,0,12,0
off_on,0.0,1,45,11,TIMEOUT,0,13,2
off_on,0.0,1,45,12,TIMEOUT,0,14,1
off_on,0.0,1,45,13,TIMEOUT,0,15,0
off_on,0.0,1,45,14,PARTNER_DEAD,0,16,0
off_on,0.0,1,45,15,PARTNER_RESCUED,1,17,0
off_on,0.0,1,45,16,PARTNER_RESCUED,1,18,0
off_on,0.0,1,45,17,TIMEOUT,0,19,1
off_on,0.0,1,45,18,PARTNER_RESCUED,1,20,0
off_on,0.0,1,45,19,TIMEOUT,0,21,1
off_on,0.0,1,46,0,PARTNER_RESCUED,1,2,0
off_on,0.0,1,46,1,TIMEOUT,0,3,1
off_on,0.0,1,46,2,PARTNER_RESCUED,1,4,0
off_on,0.0,1,46,3,TIMEOUT,0,5,1
off_on,0.0,1,46,4,TIMEOUT,0,6,0
off_on,0.0,1,46,5,TIMEOUT,0,7,0
off_on,0.0,1,46,6,TIMEOUT,0,8,2
off_on,0.0,1,46,7,TIMEOUT,0,9,1
off_on,0.0,1,46,8,PARTNER_RESCUED,1,10,0
off_on,0.0,1,46,9,TIMEOUT,0,11,1
off_on,0.0,1,46,10,PARTNER_RESCUED,1,12,0
off_on,0.0,1,46,11,TIMEOUT,0,13,1
off_on,0.0,1,46,12,TIMEOUT,0,14,1
off_on,0.0,1,46,13,PARTNER_RESCUED,1,15,0
off_on,0.0,1,46,14,PARTNER_RESCUED,1,16,0
off_on,0.0,1,46,15,TIMEOUT,0,17,0
off_on,0.0,1,46,16,PARTNER_RESCUED,1,18,0
off_on,0.0,1,46,17,PARTNER_RESCUED,1,19,0
off_on,0.0,1,46,18,TIMEOUT,0,20,1
off_on,0.0,1,46,19,TIMEOUT,0,21,0
off_on,0.0,1,47,0,TIMEOUT,0,2,0
off_on,0.0,1,47,1,TIMEOUT,0,3,1
off_on,0.0,1,47,2,TIMEOUT,0,4,1
off_on,0.0,1,47,3,PARTNER_RESCUED,1,5,0
off_on,0.0,1,47,4,TIMEOUT,0,6,0
off_on,0.0,1,47,5,TIMEOUT,0,7,0
off_on,0.0,1,47,6,PARTNER_RESCUED,1,8,0
off_on,0.0,1,47,7,TIMEOUT,0,9,1
off_on,0.0,1,47,8,PARTNER_DEAD,0,10,0
off_on,0.0,1,47,9,TIMEOUT,0,11,1
off_on,0.0,1,47,10,PARTNER_RESCUED,1,12,0
off_on,0.0,1,47,11,PARTNER_RESCUED,1,13,0
off_on,0.0,1,47,12,TIMEOUT,0,14,0
off_on,0.0,1,47,13,PARTNER_RESCUED,1,15,0
off_on,0.0,1,47,14,TIMEOUT,0,16,1
off_on,0.0,1,47,15,PARTNER_RESCUED,1,17,0
off_on,0.0,1,47,16,TIMEOUT,0,18,1
off_on,0.0,1,47,17,TIMEOUT,0,19,0
off_on,0.0,1,47,18,TIMEOUT,0,20,1
off_on,0.0,1,47,19,TIMEOUT,0,21,1
off_on,0.0,1,48,0,TIMEOUT,0,2,0
off_on,0.0,1,48,1,TIMEOUT,0,3,1
off_on,0.0,1,48,2,PARTNER_RESCUED,1,4,0
off_on,0.0,1,48,3,PARTNER_RESCUED,1,5,0
off_on,0.0,1,48,4,TIMEOUT,0,6,0
off_on,0.0,1,48,5,TIMEOUT,0,7,1
off_on,0.0,1,48,6,TIMEOUT,0,8,0
off_on,0.0,1,48,7,TIMEOUT,0,9,1
off_on,0.0,1,48,8,PARTNER_RESCUED,1,10,0
off_on,0.0,1,48,9,TIMEOUT,0,11,0
off_on,0.0,1,48,10,TIMEOUT,0,12,2
off_on,0.0,1,48,11,PARTNER_RESCUED,1,13,0
off_on,0.0,1,48,12,PARTNER_RESCUED,1,14,0
off_on,0.0,1,48,13,PARTNER_RESCUED,1,15,0
off_on,0.0,1,48,14,TIMEOUT,0,16,0
off_on,0.0,1,48,15,PARTNER_RESCUED,1,17,0
off_on,0.0,1,48,16,PARTNER_RESCUED,1,18,0
off_on,0.0,1,48,17,TIMEOUT,0,19,1
off_on,0.0,1,48,18,TIMEOUT,0,20,0
off_on,0.0,1,48,19,TIMEOUT,0,21,0
off_on,0.0,1,49,0,TIMEOUT,0,2,1
off_on,0.0,1,49,1,TIMEOUT,0,3,1
off_on,0.0,1,49,2,PARTNER_RESCUED,1,4,0
off_on,0.0,1,49,3,TIMEOUT,0,5,2
off_on,0.0,1,49,4,PARTNER_RESCUED,1,6,0
off_on,0.0,1,49,5,PARTNER_RESCUED,1,7,0
off_on,0.0,1,49,6,TIMEOUT,0,8,1
off_on,0.0,1,49,7,TIMEOUT,0,9,0
off_on,0.0,1,49,8,TIMEOUT,0,10,1
off_on,0.0,1,49,9,TIMEOUT,0,11,0
off_on,0.0,1,49,10,TIMEOUT,0,12,0
off_on,0.0,1,49,11,PARTNER_RESCUED,1,13,0
off_on,0.0,1,49,12,PARTNER_RESCUED,1,14,0
off_on,0.0,1,49,13,PARTNER_RESCUED,1,15,0
off_on,0.0,1,49,14,TIMEOUT,0,16,0
off_on,0.0,1,49,15,TIMEOUT,0,17,1
off_on,0.0,1,49,16,TIMEOUT,0,18,1
off_on,0.0,1,49,17,TIMEOUT,0,19,1
off_on,0.0,1,49,18,TIMEOUT,0,20,2
off_on,0.0,1,49,19,TIMEOUT,0,21,2
off_on,0.0,1,50,0,TIMEOUT,0,2,1
off_on,0.0,1,50,1,TIMEOUT,0,3,1
off_on,0.0,1,50,2,PARTNER_RESCUED,1,4,0
