beta_guilt,beta_loyalty,kappa,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
0.05,0.05,0.5,88,0,TIMEOUT,0,2,1
0.05,0.05,0.5,88,1,TIMEOUT,0,3,1
0.05,0.05,0.5,88,2,RESOURCE_TAKEN,0,4,1
0.05,0.05,0.5,88,3,PARTNER_RESCUED,1,5,0
0.05,0.05,0.5,88,4,TIMEOUT,0,6,2
0.05,0.05,0.5,88,5,RESOURCE_TAKEN,0,7,0
0.05,0.05,0.5,88,6,TIMEOUT,0,8,1
0.05,0.05,0.5,88,7,TIMEOUT,0,9,1
0.05,0.05,0.5,88,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,88,9,TIMEOUT,0,11,2
0.05,0.05,0.5,89,0,TIMEOUT,0,2,0
0.05,0.05,0.5,89,1,TIMEOUT,0,3,0
0.05,0.05,0.5,89,2,TIMEOUT,0,4,0
0.05,0.05,0.5,89,3,TIMEOUT,0,5,2
0.05,0.05,0.5,89,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,89,5,TIMEOUT,0,7,0
0.05,0.05,0.5,89,6,TIMEOUT,0,8,1
0.05,0.05,0.5,89,7,TIMEOUT,0,9,0
0.05,0.05,0.5,89,8,TIMEOUT,0,10,1
0.05,0.05,0.5,89,9,RESOURCE_TAKEN,0,11,0
0.05,0.05,0.5,90,0,TIMEOUT,0,2,2
0.05,0.05,0.5,90,1,RESOURCE_TAKEN,0,3,1
0.05,0.05,0.5,90,2,TIMEOUT,0,4,2
0.05,0.05,0.5,90,3,TIMEOUT,0,5,1
0.05,0.05,0.5,90,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,90,5,TIMEOUT,0,7,0
0.05,0.05,0.5,90,6,TIMEOUT,0,8,0
0.05,0.05,0.5,90,7,TIMEOUT,0,9,1
0.05,0.05,0.5,90,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,90,9,TIMEOUT,0,11,2
0.05,0.05,0.5,91,0,TIMEOUT,0,2,2
0.05,0.05,0.5,91,1,RESOURCE_TAKEN,0,3,0
0.05,0.05,0.5,91,2,TIMEOUT,0,4,0
0.05,0.05,0.5,91,3,RESOURCE_TAKEN,0,5,0
0.05,0.05,0.5,91,4,TIMEOUT,0,6,2
0.05,0.05,0.5,91,5,TIMEOUT,0,7,1
0.05,0.05,0.5,91,6,TIMEOUT,0,8,2
0.05,0.05,0.5,91,7,TIMEOUT,0,9,0
0.05,0.05,0.5,91,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,91,9,TIMEOUT,0,11,0
0.05,0.05,0.5,92,0,TIMEOUT,0,2,1
0.05,0.05,0.5,92,1,TIMEOUT,0,3,2
0.05,0.05,0.5,92,2,RESOURCE_TAKEN,0,4,0
0.05,0.05,0.5,92,3,TIMEOUT,0,5,1
0.05,0.05,0.5,92,4,TIMEOUT,0,6,2
0.05,0.05,0.5,92,5,TIMEOUT,0,7,1
0.05,0.05,0.5,92,6,RESOURCE_TAKEN,0,8,0
0.05,0.05,0.5,92,7,TIMEOUT,0,9,2
0.05,0.05,0.5,92,8,TIMEOUT,0,10,1
0.05,0.05,0.5,92,9,RESOURCE_TAKEN,0,11,1
0.05,0.05,0.5,93,0,TIMEOUT,0,2,1
0.05,0.05,0.5,93,1,TIMEOUT,0,3,0
0.05,0.05,0.5,93,2,RESOURCE_TAKEN,0,4,0
0.05,0.05,0.5,93,3,TIMEOUT,0,5,0
0.05,0.05,0.5,93,4,TIMEOUT,0,6,2
0.05,0.05,0.5,93,5,TIMEOUT,0,7,0
0.05,0.05,0.5,93,6,TIMEOUT,0,8,2
0.05,0.05,0.5,93,7,RESOURCE_TAKEN,0,9,0
0.05,0.05,0.5,93,8,TIMEOUT,0,10,2
0.05,0.05,0.5,93,9,RESOURCE_TAKEN,0,11,0
0.05,0.05,0.5,94,0,TIMEOUT,0,2,1
0.05,0.05,0.5,94,1,TIMEOUT,0,3,0
0.05,0.05,0.5,94,2,RESOURCE_TAKEN,0,4,0
0.05,0.05,0.5,94,3,TIMEOUT,0,5,1
0.05,0.05,0.5,94,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,94,5,TIMEOUT,0,7,0
0.05,0.05,0.5,94,6,TIMEOUT,0,8,2
0.05,0.05,0.5,94,7,TIMEOUT,0,9,0
0.05,0.05,0.5,94,8,TIMEOUT,0,10,0
0.05,0.05,0.5,94,9,RESOURCE_TAKEN,0,11,1
0.05,0.05,0.5,95,0,TIMEOUT,0,2,0
0.05,0.05,0.5,95,1,TIMEOUT,0,3,0
0.05,0.05,0.5,95,2,TIMEOUT,0,4,2
0.05,0.05,0.5,95,3,RESOURCE_TAKEN,0,5,0
0.05,0.05,0.5,95,4,TIMEOUT,0,6,1
0.05,0.05,0.5,95,5,TIMEOUT,0,7,1
0.05,0.05,0.5,95,6,TIMEOUT,0,8,3
0.05,0.05,0.5,95,7,TIMEOUT,0,9,0
0.05,0.05,0.5,95,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,95,9,TIMEOUT,0,11,1
0.05,0.05,0.5,96,0,TIMEOUT,0,2,0
0.05,0.05,0.5,96,1,TIMEOUT,0,3,1
0.05,0.05,0.5,96,2,RESOURCE_TAKEN,0,4,0
0.05,0.05,0.5,96,3,TIMEOUT,0,5,1
0.05,0.05,0.5,96,4,TIMEOUT,0,6,1
0.05,0.05,0.5,96,5,TIMEOUT,0,7,0
0.05,0.05,0.5,96,6,RESOURCE_TAKEN,0,8,0
0.05,0.05,0.5,96,7,PARTNER_RESCUED,1,9,0
0.05,0.05,0.5,96,8,TIMEOUT,0,10,0
0.05,0.05,0.5,96,9,TIMEOUT,0,11,0
0.05,0.05,0.5,97,0,TIMEOUT,0,2,1
0.05,0.05,0.5,97,1,RESOURCE_TAKEN,0,3,0
0.05,0.05,0.5,97,2,TIMEOUT,0,4,1
0.05,0.05,0.5,97,3,TIMEOUT,0,5,2
0.05,0.05,0.5,97,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,97,5,TIMEOUT,0,7,1
0.05,0.05,0.5,97,6,TIMEOUT,0,8,1
0.05,0.05,0.5,97,7,TIMEOUT,0,9,0
0.05,0.05,0.5,97,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,97,9,TIMEOUT,0,11,0
0.05,0.05,0.5,98,0,PARTNER_DEAD,0,2,0
0.05,0.05,0.5,98,1,TIMEOUT,0,3,2
0.05,0.05,0.5,98,2,TIMEOUT,0,4,2
0.05,0.05,0.5,98,3,TIMEOUT,0,5,0
0.05,0.05,0.5,98,4,TIMEOUT,0,6,0
0.05,0.05,0.5,98,5,TIMEOUT,0,7,2
0.05,0.05,0.5,98,6,RESOURCE_TAKEN,0,8,0
0.05,0.05,0.5,98,7,TIMEOUT,0,9,0
0.05,0.05,0.5,98,8,TIMEOUT,0,10,1
0.05,0.05,0.5,98,9,RESOURCE_TAKEN,0,11,0
0.05,0.05,0.5,99,0,TIMEOUT,0,2,1
0.05,0.05,0.5,99,1,RESOURCE_TAKEN,0,3,1
0.05,0.05,0.5,99,2,TIMEOUT,0,4,0
0.05,0.05,0.5,99,3,TIMEOUT,0,5,0
0.05,0.05,0.5,99,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,99,5,TIMEOUT,0,7,0
0.05,0.05,0.5,99,6,TIMEOUT,0,8,1
0.05,0.05,0.5,99,7,TIMEOUT,0,9,2
0.05,0.05,0.5,99,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,99,9,TIMEOUT,0,11,1
0.15,0.05,0.5,0,0,TIMEOUT,0,2,0
0.15,0.05,0.5,0,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,0,2,PARTNER_RESCUED,1,4,0
0.15,0.05,0.5,0,3,TIMEOUT,0,5,0
0.15,0.05,0.5,0,4,TIMEOUT,0,6,0
0.15,0.05,0.5,0,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,0,6,TIMEOUT,0,8,1
0.15,0.05,0.5,0,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,0,8,PARTNER_RESCUED,1,10,0
0.15,0.05,0.5,0,9,TIMEOUT,0,11,3
0.15,0.05,0.5,1,0,TIMEOUT,0,2,0
0.15,0.05,0.5,1,1,TIMEOUT,0,3,2
0.15,0.05,0.5,1,2,TIMEOUT,0,4,3
0.15,0.05,0.5,1,3,TIMEOUT,0,5,0
0.15,0.05,0.5,1,4,TIMEOUT,0,6,2
0.15,0.05,0.5,1,5,TIMEOUT,0,7,1
0.15,0.05,0.5,1,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,1,7,TIMEOUT,0,9,0
0.15,0.05,0.5,1,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,1,9,PARTNER_DEAD,0,11,0
0.15,0.05,0.5,2,0,PARTNER_RESCUED,1,2,0
0.15,0.05,0.5,2,1,TIMEOUT,0,3,1
0.15,0.05,0.5,2,2,TIMEOUT,0,4,1
0.15,0.05,0.5,2,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,2,4,TIMEOUT,0,6,0
0.15,0.05,0.5,2,5,TIMEOUT,0,7,0
0.15,0.05,0.5,2,6,RESOURCE_TAKEN,0,8,1
0.15,0.05,0.5,2,7,TIMEOUT,0,9,0
0.15,0.05,0.5,2,8,TIMEOUT,0,10,0
0.15,0.05,0.5,2,9,TIMEOUT,0,11,1
0.15,0.05,0.5,3,0,TIMEOUT,0,2,0
0.15,0.05,0.5,3,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,3,2,TIMEOUT,0,4,1
0.15,0.05,0.5,3,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,3,4,PARTNER_RESCUED,1,6,0
0.15,0.05,0.5,3,5,TIMEOUT,0,7,1
0.15,0.05,0.5,3,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,3,7,TIMEOUT,0,9,0
0.15,0.05,0.5,3,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,3,9,PARTNER_RESCUED,1,11,0
0.15,0.05,0.5,4,0,PARTNER_RESCUED,1,2,0
0.15,0.05,0.5,4,1,TIMEOUT,0,3,2
0.15,0.05,0.5,4,2,TIMEOUT,0,4,1
0.15,0.05,0.5,4,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,4,4,TIMEOUT,0,6,1
0.15,0.05,0.5,4,5,TIMEOUT,0,7,1
0.15,0.05,0.5,4,6,RESOURCE_TAKEN,0,8,1
0.15,0.05,0.5,4,7,TIMEOUT,0,9,1
0.15,0.05,0.5,4,8,TIMEOUT,0,10,2
0.15,0.05,0.5,4,9,TIMEOUT,0,11,1
0.15,0.05,0.5,5,0,TIMEOUT,0,2,4
0.15,0.05,0.5,5,1,TIMEOUT,0,3,0
0.15,0.05,0.5,5,2,TIMEOUT,0,4,2
0.15,0.05,0.5,5,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,5,4,TIMEOUT,0,6,1
0.15,0.05,0.5,5,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,5,6,TIMEOUT,0,8,1
0.15,0.05,0.5,5,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,5,8,PARTNER_RESCUED,1,10,0
0.15,0.05,0.5,5,9,TIMEOUT,0,11,1
0.15,0.05,0.5,6,0,TIMEOUT,0,2,1
0.15,0.05,0.5,6,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,6,2,TIMEOUT,0,4,1
0.15,0.05,0.5,6,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,6,4,TIMEOUT,0,6,0
0.15,0.05,0.5,6,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,6,6,TIMEOUT,0,8,1
0.15,0.05,0.5,6,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,6,8,PARTNER_RESCUED,1,10,0
0.15,0.05,0.5,6,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,7,0,TIMEOUT,0,2,1
0.15,0.05,0.5,7,1,TIMEOUT,0,3,2
0.15,0.05,0.5,7,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,7,3,TIMEOUT,0,5,2
0.15,0.05,0.5,7,4,TIMEOUT,0,6,0
0.15,0.05,0.5,7,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,7,6,TIMEOUT,0,8,1
0.15,0.05,0.5,7,7,TIMEOUT,0,9,0
0.15,0.05,0.5,7,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,7,9,TIMEOUT,0,11,2
0.15,0.05,0.5,8,0,TIMEOUT,0,2,1
0.15,0.05,0.5,8,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,8,2,TIMEOUT,0,4,1
0.15,0.05,0.5,8,3,TIMEOUT,0,5,0
0.15,0.05,0.5,8,4,TIMEOUT,0,6,1
0.15,0.05,0.5,8,5,TIMEOUT,0,7,2
0.15,0.05,0.5,8,6,RESOURCE_TAKEN,0,8,1
0.15,0.05,0.5,8,7,TIMEOUT,0,9,1
0.15,0.05,0.5,8,8,TIMEOUT,0,10,1
0.15,0.05,0.5,8,9,TIMEOUT,0,11,0
0.15,0.05,0.5,9,0,TIMEOUT,0,2,0
0.15,0.05,0.5,9,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,9,2,TIMEOUT,0,4,2
0.15,0.05,0.5,9,3,TIMEOUT,0,5,0
0.15,0.05,0.5,9,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,9,5,PARTNER_RESCUED,1,7,0
0.15,0.05,0.5,9,6,TIMEOUT,0,8,0
0.15,0.05,0.5,9,7,TIMEOUT,0,9,0
0.15,0.05,0.5,9,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,9,9,TIMEOUT,0,11,1
0.15,0.05,0.5,10,0,TIMEOUT,0,2,0
0.15,0.05,0.5,10,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,10,2,TIMEOUT,0,4,1
0.15,0.05,0.5,10,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,10,4,TIMEOUT,0,6,0
0.15,0.05,0.5,10,5,TIMEOUT,0,7,1
0.15,0.05,0.5,10,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,10,7,TIMEOUT,0,9,2
0.15,0.05,0.5,10,8,RESOURCE_TAKEN,0,10,1
0.15,0.05,0.5,10,9,TIMEOUT,0,11,0
0.15,0.05,0.5,11,0,PARTNER_RESCUED,1,2,0
0.15,0.05,0.5,11,1,TIMEOUT,0,3,3
0.15,0.05,0.5,11,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,11,3,TIMEOUT,0,5,0
0.15,0.05,0.5,11,4,TIMEOUT,0,6,1
0.15,0.05,0.5,11,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,11,6,TIMEOUT,0,8,1
0.15,0.05,0.5,11,7,TIMEOUT,0,9,0
0.15,0.05,0.5,11,8,TIMEOUT,0,10,3
0.15,0.05,0.5,11,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,12,0,TIMEOUT,0,2,0
0.15,0.05,0.5,12,1,TIMEOUT,0,3,1
0.15,0.05,0.5,12,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,12,3,TIMEOUT,0,5,1
0.15,0.05,0.5,12,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,12,5,TIMEOUT,0,7,0
0.15,0.05,0.5,12,6,TIMEOUT,0,8,0
0.15,0.05,0.5,12,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,12,8,TIMEOUT,0,10,0
0.15,0.05,0.5,12,9,TIMEOUT,0,11,1
0.15,0.05,0.5,13,0,TIMEOUT,0,2,1
0.15,0.05,0.5,13,1,TIMEOUT,0,3,0
0.15,0.05,0.5,13,2,TIMEOUT,0,4,1
0.15,0.05,0.5,13,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,13,4,PARTNER_RESCUED,1,6,0
0.15,0.05,0.5,13,5,TIMEOUT,0,7,0
0.15,0.05,0.5,13,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,13,7,TIMEOUT,0,9,1
0.15,0.05,0.5,13,8,TIMEOUT,0,10,0
0.15,0.05,0.5,13,9,TIMEOUT,0,11,0
0.15,0.05,0.5,14,0,TIMEOUT,0,2,0
0.15,0.05,0.5,14,1,TIMEOUT,0,3,1
0.15,0.05,0.5,14,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,14,3,TIMEOUT,0,5,0
0.15,0.05,0.5,14,4,TIMEOUT,0,6,1
0.15,0.05,0.5,14,5,TIMEOUT,0,7,3
0.15,0.05,0.5,14,6,TIMEOUT,0,8,2
0.15,0.05,0.5,14,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,14,8,TIMEOUT,0,10,1
0.15,0.05,0.5,14,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,15,0,TIMEOUT,0,2,1
0.15,0.05,0.5,15,1,TIMEOUT,0,3,2
0.15,0.05,0.5,15,2,TIMEOUT,0,4,0
0.15,0.05,0.5,15,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,15,4,TIMEOUT,0,6,2
0.15,0.05,0.5,15,5,TIMEOUT,0,7,1
0.15,0.05,0.5,15,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,15,7,PARTNER_RESCUED,1,9,0
0.15,0.05,0.5,15,8,TIMEOUT,0,10,2
0.15,0.05,0.5,15,9,TIMEOUT,0,11,0
0.15,0.05,0.5,16,0,TIMEOUT,0,2,2
0.15,0.05,0.5,16,1,TIMEOUT,0,3,1
0.15,0.05,0.5,16,2,TIMEOUT,0,4,0
0.15,0.05,0.5,16,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,16,4,TIMEOUT,0,6,2
0.15,0.05,0.5,16,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,16,6,TIMEOUT,0,8,1
0.15,0.05,0.5,16,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,16,8,TIMEOUT,0,10,0
0.15,0.05,0.5,16,9,TIMEOUT,0,11,1
0.15,0.05,0.5,17,0,TIMEOUT,0,2,0
0.15,0.05,0.5,17,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,17,2,PARTNER_DEAD,0,4,0
0.15,0.05,0.5,17,3,TIMEOUT,0,5,2
0.15,0.05,0.5,17,4,TIMEOUT,0,6,0
0.15,0.05,0.5,17,5,TIMEOUT,0,7,0
0.15,0.05,0.5,17,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,17,7,PARTNER_RESCUED,1,9,0
0.15,0.05,0.5,17,8,TIMEOUT,0,10,2
0.15,0.05,0.5,17,9,TIMEOUT,0,11,0
0.15,0.05,0.5,18,0,TIMEOUT,0,2,2
0.15,0.05,0.5,18,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,18,2,TIMEOUT,0,4,0
0.15,0.05,0.5,18,3,TIMEOUT,0,5,1
0.15,0.05,0.5,18,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,18,5,TIMEOUT,0,7,1
0.15,0.05,0.5,18,6,TIMEOUT,0,8,2
0.15,0.05,0.5,18,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,18,8,TIMEOUT,0,10,0
0.15,0.05,0.5,18,9,TIMEOUT,0,11,0
0.15,0.05,0.5,19,0,TIMEOUT,0,2,0
0.15,0.05,0.5,19,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,19,2,TIMEOUT,0,4,0
0.15,0.05,0.5,19,3,TIMEOUT,0,5,0
0.15,0.05,0.5,19,4,TIMEOUT,0,6,0
0.15,0.05,0.5,19,5,TIMEOUT,0,7,2
0.15,0.05,0.5,19,6,TIMEOUT,0,8,2
0.15,0.05,0.5,19,7,TIMEOUT,0,9,0
0.15,0.05,0.5,19,8,RESOURCE_TAKEN,0,10,1
0.15,0.05,0.5,19,9,TIMEOUT,0,11,0
0.15,0.05,0.5,20,0,PARTNER_RESCUED,1,2,0
0.15,0.05,0.5,20,1,TIMEOUT,0,3,2
0.15,0.05,0.5,20,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,20,3,TIMEOUT,0,5,1
0.15,0.05,0.5,20,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,20,5,TIMEOUT,0,7,1
0.15,0.05,0.5,20,6,TIMEOUT,0,8,1
0.15,0.05,0.5,20,7,RESOURCE_TAKEN,0,9,1
0.15,0.05,0.5,20,8,TIMEOUT,0,10,0
0.15,0.05,0.5,20,9,TIMEOUT,0,11,0
0.15,0.05,0.5,21,0,TIMEOUT,0,2,0
0.15,0.05,0.5,21,1,RESOURCE_TAKEN,0,3,1
0.15,0.05,0.5,21,2,TIMEOUT,0,4,0
0.15,0.05,0.5,21,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,21,4,TIMEOUT,0,6,1
0.15,0.05,0.5,21,5,RESOURCE_TAKEN,0,7,1
0.15,0.05,0.5,21,6,TIMEOUT,0,8,0
0.15,0.05,0.5,21,7,TIMEOUT,0,9,0
0.15,0.05,0.5,21,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,21,9,TIMEOUT,0,11,1
0.15,0.05,0.5,22,0,TIMEOUT,0,2,2
0.15,0.05,0.5,22,1,TIMEOUT,0,3,1
0.15,0.05,0.5,22,2,TIMEOUT,0,4,1
0.15,0.05,0.5,22,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,22,4,TIMEOUT,0,6,0
0.15,0.05,0.5,22,5,RESOURCE_TAKEN,0,7,1
0.15,0.05,0.5,22,6,TIMEOUT,0,8,0
0.15,0.05,0.5,22,7,TIMEOUT,0,9,4
0.15,0.05,0.5,22,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,22,9,TIMEOUT,0,11,1
0.15,0.05,0.5,23,0,TIMEOUT,0,2,0
0.15,0.05,0.5,23,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,23,2,PARTNER_RESCUED,1,4,0
0.15,0.05,0.5,23,3,TIMEOUT,0,5,1
0.15,0.05,0.5,23,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,23,5,PARTNER_RESCUED,1,7,0
0.15,0.05,0.5,23,6,TIMEOUT,0,8,2
0.15,0.05,0.5,23,7,TIMEOUT,0,9,1
0.15,0.05,0.5,23,8,TIMEOUT,0,10,1
0.15,0.05,0.5,23,9,RESOURCE_TAKEN,0,11,1
0.15,0.05,0.5,24,0,TIMEOUT,0,2,0
0.15,0.05,0.5,24,1,TIMEOUT,0,3,1
0.15,0.05,0.5,24,2,TIMEOUT,0,4,1
0.15,0.05,0.5,24,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,24,4,TIMEOUT,0,6,2
0.15,0.05,0.5,24,5,TIMEOUT,0,7,0
0.15,0.05,0.5,24,6,TIMEOUT,0,8,0
0.15,0.05,0.5,24,7,TIMEOUT,0,9,2
0.15,0.05,0.5,24,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,24,9,TIMEOUT,0,11,0
0.15,0.05,0.5,25,0,TIMEOUT,0,2,1
0.15,0.05,0.5,25,1,TIMEOUT,0,3,2
0.15,0.05,0.5,25,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,25,3,TIMEOUT,0,5,1
0.15,0.05,0.5,25,4,TIMEOUT,0,6,0
0.15,0.05,0.5,25,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,25,6,TIMEOUT,0,8,0
0.15,0.05,0.5,25,7,RESOURCE_TAKEN,0,9,1
0.15,0.05,0.5,25,8,TIMEOUT,0,10,2
0.15,0.05,0.5,25,9,TIMEOUT,0,11,2
0.15,0.05,0.5,26,0,TIMEOUT,0,2,2
0.15,0.05,0.5,26,1,TIMEOUT,0,3,1
0.15,0.05,0.5,26,2,TIMEOUT,0,4,0
0.15,0.05,0.5,26,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,26,4,PARTNER_RESCUED,1,6,0
0.15,0.05,0.5,26,5,RESOURCE_TAKEN,0,7,1
0.15,0.05,0.5,26,6,TIMEOUT,0,8,0
0.15,0.05,0.5,26,7,TIMEOUT,0,9,0
0.15,0.05,0.5,26,8,TIMEOUT,0,10,3
0.15,0.05,0.5,26,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,27,0,TIMEOUT,0,2,1
0.15,0.05,0.5,27,1,TIMEOUT,0,3,0
0.15,0.05,0.5,27,2,TIMEOUT,0,4,0
0.15,0.05,0.5,27,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,27,4,TIMEOUT,0,6,1
0.15,0.05,0.5,27,5,TIMEOUT,0,7,0
0.15,0.05,0.5,27,6,TIMEOUT,0,8,1
0.15,0.05,0.5,27,7,TIMEOUT,0,9,0
0.15,0.05,0.5,27,8,RESOURCE_TAKEN,0,10,1
0.15,0.05,0.5,27,9,TIMEOUT,0,11,0
0.15,0.05,0.5,28,0,TIMEOUT,0,2,1
0.15,0.05,0.5,28,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,28,2,TIMEOUT,0,4,1
0.15,0.05,0.5,28,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,28,4,PARTNER_RESCUED,1,6,0
0.15,0.05,0.5,28,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,28,6,TIMEOUT,0,8,2
0.15,0.05,0.5,28,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,28,8,TIMEOUT,0,10,1
0.15,0.05,0.5,28,9,TIMEOUT,0,11,0
0.15,0.05,0.5,29,0,TIMEOUT,0,2,3
0.15,0.05,0.5,29,1,TIMEOUT,0,3,0
0.15,0.05,0.5,29,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,29,3,TIMEOUT,0,5,0
0.15,0.05,0.5,29,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,29,5,TIMEOUT,0,7,0
0.15,0.05,0.5,29,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,29,7,TIMEOUT,0,9,2
0.15,0.05,0.5,29,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,29,9,TIMEOUT,0,11,2
0.15,0.05,0.5,30,0,TIMEOUT,0,2,2
0.15,0.05,0.5,30,1,TIMEOUT,0,3,0
0.15,0.05,0.5,30,2,TIMEOUT,0,4,1
0.15,0.05,0.5,30,3,RESOURCE_TAKEN,0,5,1
0.15,0.05,0.5,30,4,TIMEOUT,0,6,0
0.15,0.05,0.5,30,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,30,6,TIMEOUT,0,8,2
0.15,0.05,0.5,30,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,30,8,TIMEOUT,0,10,0
0.15,0.05,0.5,30,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,31,0,TIMEOUT,0,2,1
0.15,0.05,0.5,31,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,31,2,TIMEOUT,0,4,2
0.15,0.05,0.5,31,3,TIMEOUT,0,5,0
0.15,0.05,0.5,31,4,TIMEOUT,0,6,4
0.15,0.05,0.5,31,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,31,6,TIMEOUT,0,8,1
0.15,0.05,0.5,31,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,31,8,PARTNER_RESCUED,1,10,0
0.15,0.05,0.5,31,9,TIMEOUT,0,11,0
