beta_guilt,beta_loyalty,kappa,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
0.05,0.05,0.5,43,6,TIMEOUT,0,8,0
0.05,0.05,0.5,43,7,RESOURCE_TAKEN,0,9,0
0.05,0.05,0.5,43,8,TIMEOUT,0,10,1
0.05,0.05,0.5,43,9,TIMEOUT,0,11,1
0.05,0.05,0.5,44,0,PARTNER_RESCUED,1,2,0
0.05,0.05,0.5,44,1,TIMEOUT,0,3,2
0.05,0.05,0.5,44,2,RESOURCE_TAKEN,0,4,0
0.05,0.05,0.5,44,3,TIMEOUT,0,5,0
0.05,0.05,0.5,44,4,TIMEOUT,0,6,3
0.05,0.05,0.5,44,5,TIMEOUT,0,7,0
0.05,0.05,0.5,44,6,RESOURCE_TAKEN,0,8,0
0.05,0.05,0.5,44,7,TIMEOUT,0,9,0
0.05,0.05,0.5,44,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,44,9,TIMEOUT,0,11,2
0.05,0.05,0.5,45,0,PARTNER_RESCUED,1,2,0
0.05,0.05,0.5,45,1,TIMEOUT,0,3,1
0.05,0.05,0.5,45,2,TIMEOUT,0,4,0
0.05,0.05,0.5,45,3,RESOURCE_TAKEN,0,5,0
0.05,0.05,0.5,45,4,TIMEOUT,0,6,0
0.05,0.05,0.5,45,5,TIMEOUT,0,7,2
0.05,0.05,0.5,45,6,TIMEOUT,0,8,0
0.05,0.05,0.5,45,7,TIMEOUT,0,9,2
0.05,0.05,0.5,45,8,RESOURCE_TAKEN,0,10,2
0.05,0.05,0.5,45,9,TIMEOUT,0,11,1
0.05,0.05,0.5,46,0,TIMEOUT,0,2,2
0.05,0.05,0.5,46,1,RESOURCE_TAKEN,0,3,0
0.05,0.05,0.5,46,2,TIMEOUT,0,4,1
0.05,0.05,0.5,46,3,TIMEOUT,0,5,0
0.05,0.05,0.5,46,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,46,5,TIMEOUT,0,7,1
0.05,0.05,0.5,46,6,TIMEOUT,0,8,0
0.05,0.05,0.5,46,7,TIMEOUT,0,9,0
0.05,0.05,0.5,46,8,TIMEOUT,0,10,0
0.05,0.05,0.5,46,9,TIMEOUT,0,11,1
0.05,0.05,0.5,47,0,PARTNER_RESCUED,1,2,0
0.05,0.05,0.5,47,1,TIMEOUT,0,3,0
0.05,0.05,0.5,47,2,TIMEOUT,0,4,0
0.05,0.05,0.5,47,3,TIMEOUT,0,5,0
0.05,0.05,0.5,47,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,47,5,PARTNER_RESCUED,1,7,0
0.05,0.05,0.5,47,6,TIMEOUT,0,8,0
0.05,0.05,0.5,47,7,TIMEOUT,0,9,1
0.05,0.05,0.5,47,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,47,9,TIMEOUT,0,11,0
0.05,0.05,0.5,48,0,TIMEOUT,0,2,0
0.05,0.05,0.5,48,1,TIMEOUT,0,3,0
0.05,0.05,0.5,48,2,RESOURCE_TAKEN,0,4,2
0.05,0.05,0.5,48,3,TIMEOUT,0,5,1
0.05,0.05,0.5,48,4,TIMEOUT,0,6,2
0.05,0.05,0.5,48,5,TIMEOUT,0,7,0
0.05,0.05,0.5,48,6,TIMEOUT,0,8,0
0.05,0.05,0.5,48,7,TIMEOUT,0,9,2
0.05,0.05,0.5,48,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,48,9,TIMEOUT,0,11,1
0.05,0.05,0.5,49,0,TIMEOUT,0,2,1
0.05,0.05,0.5,49,1,TIMEOUT,0,3,0
0.05,0.05,0.5,49,2,RESOURCE_TAKEN,0,4,0
0.05,0.05,0.5,49,3,TIMEOUT,0,5,1
0.05,0.05,0.5,49,4,TIMEOUT,0,6,0
0.05,0.05,0.5,49,5,RESOURCE_TAKEN,0,7,0
0.05,0.05,0.5,49,6,PARTNER_RESCUED,1,8,0
0.05,0.05,0.5,49,7,TIMEOUT,0,9,1
0.05,0.05,0.5,49,8,TIMEOUT,0,10,0
0.05,0.05,0.5,49,9,RESOURCE_TAKEN,0,11,0
0.05,0.05,0.5,50,0,TIMEOUT,0,2,0
0.05,0.05,0.5,50,1,TIMEOUT,0,3,1
0.05,0.05,0.5,50,2,TIMEOUT,0,4,1
0.05,0.05,0.5,50,3,RESOURCE_TAKEN,0,5,0
0.05,0.05,0.5,50,4,TIMEOUT,0,6,0
0.05,0.05,0.5,50,5,TIMEOUT,0,7,0
0.05,0.05,0.5,50,6,RESOURCE_TAKEN,0,8,0
0.05,0.05,0.5,50,7,TIMEOUT,0,9,1
0.05,0.05,0.5,50,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,50,9,PARTNER_RESCUED,1,11,0
0.05,0.05,0.5,51,0,PARTNER_RESCUED,1,2,0
0.05,0.05,0.5,51,1,TIMEOUT,0,3,0
0.05,0.05,0.5,51,2,RESOURCE_TAKEN,0,4,0
0.05,0.05,0.5,51,3,TIMEOUT,0,5,0
0.05,0.05,0.5,51,4,TIMEOUT,0,6,1
0.05,0.05,0.5,51,5,RESOURCE_TAKEN,0,7,0
0.05,0.05,0.5,51,6,TIMEOUT,0,8,0
0.05,0.05,0.5,51,7,TIMEOUT,0,9,2
0.05,0.05,0.5,51,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,51,9,PARTNER_RESCUED,1,11,0
0.05,0.05,0.5,52,0,PARTNER_RESCUED,1,2,0
0.05,0.05,0.5,52,1,TIMEOUT,0,3,0
0.05,0.05,0.5,52,2,TIMEOUT,0,4,1
0.05,0.05,0.5,52,3,RESOURCE_TAKEN,0,5,0
0.05,0.05,0.5,52,4,TIMEOUT,0,6,0
0.05,0.05,0.5,52,5,TIMEOUT,0,7,2
0.05,0.05,0.5,52,6,TIMEOUT,0,8,0
0.05,0.05,0.5,52,7,RESOURCE_TAKEN,0,9,0
0.05,0.05,0.5,52,8,TIMEOUT,0,10,1
0.05,0.05,0.5,52,9,RESOURCE_TAKEN,0,11,0
0.05,0.05,0.5,53,0,TIMEOUT,0,2,1
0.05,0.05,0.5,53,1,RESOURCE_TAKEN,0,3,0
0.05,0.05,0.5,53,2,TIMEOUT,0,4,0
0.05,0.05,0.5,53,3,TIMEOUT,0,5,2
0.05,0.05,0.5,53,4,TIMEOUT,0,6,0
0.05,0.05,0.5,53,5,TIMEOUT,0,7,0
0.05,0.05,0.5,53,6,TIMEOUT,0,8,2
0.05,0.05,0.5,53,7,RESOURCE_TAKEN,0,9,0
0.05,0.05,0.5,53,8,TIMEOUT,0,10,2
0.05,0.05,0.5,53,9,TIMEOUT,0,11,0
0.05,0.05,0.5,54,0,TIMEOUT,0,2,1
0.05,0.05,0.5,54,1,TIMEOUT,0,3,1
0.05,0.05,0.5,54,2,TIMEOUT,0,4,0
0.05,0.05,0.5,54,3,TIMEOUT,0,5,1
0.05,0.05,0.5,54,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,54,5,PARTNER_RESCUED,1,7,0
0.05,0.05,0.5,54,6,TIMEOUT,0,8,2
0.05,0.05,0.5,54,7,RESOURCE_TAKEN,0,9,1
0.05,0.05,0.5,54,8,TIMEOUT,0,10,1
0.05,0.05,0.5,54,9,RESOURCE_TAKEN,0,11,0
0.05,0.05,0.5,55,0,TIMEOUT,0,2,2
0.05,0.05,0.5,55,1,RESOURCE_TAKEN,0,3,0
0.05,0.05,0.5,55,2,TIMEOUT,0,4,1
0.05,0.05,0.5,55,3,TIMEOUT,0,5,0
0.05,0.05,0.5,55,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,55,5,PARTNER_RESCUED,1,7,0
0.05,0.05,0.5,55,6,TIMEOUT,0,8,0
0.05,0.05,0.5,55,7,TIMEOUT,0,9,0
0.05,0.05,0.5,55,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,55,9,PARTNER_DEAD,0,11,1
0.05,0.05,0.5,56,0,PARTNER_DEAD,0,2,0
0.05,0.05,0.5,56,1,TIMEOUT,0,3,2
0.05,0.05,0.5,56,2,TIMEOUT,0,4,1
0.05,0.05,0.5,56,3,TIMEOUT,0,5,0
0.05,0.05,0.5,56,4,TIMEOUT,0,6,2
0.05,0.05,0.5,56,5,TIMEOUT,0,7,0
0.05,0.05,0.5,56,6,TIMEOUT,0,8,0
0.05,0.05,0.5,56,7,RESOURCE_TAKEN,0,9,0
0.05,0.05,0.5,56,8,TIMEOUT,0,10,2
0.05,0.05,0.5,56,9,TIMEOUT,0,11,2
0.05,0.05,0.5,57,0,TIMEOUT,0,2,0
0.05,0.05,0.5,57,1,RESOURCE_TAKEN,0,3,0
0.05,0.05,0.5,57,2,TIMEOUT,0,4,2
0.05,0.05,0.5,57,3,RESOURCE_TAKEN,0,5,0
0.05,0.05,0.5,57,4,TIMEOUT,0,6,0
0.05,0.05,0.5,57,5,TIMEOUT,0,7,0
0.05,0.05,0.5,57,6,TIMEOUT,0,8,1
0.05,0.05,0.5,57,7,RESOURCE_TAKEN,0,9,0
0.05,0.05,0.5,57,8,TIMEOUT,0,10,0
0.05,0.05,0.5,57,9,TIMEOUT,0,11,0
0.05,0.05,0.5,58,0,TIMEOUT,0,2,0
0.05,0.05,0.5,58,1,TIMEOUT,0,3,1
0.05,0.05,0.5,58,2,TIMEOUT,0,4,1
0.05,0.05,0.5,58,3,RESOURCE_TAKEN,0,5,0
0.05,0.05,0.5,58,4,TIMEOUT,0,6,1
0.05,0.05,0.5,58,5,TIMEOUT,0,7,0
0.05,0.05,0.5,58,6,RESOURCE_TAKEN,0,8,0
0.05,0.05,0.5,58,7,TIMEOUT,0,9,0
0.05,0.05,0.5,58,8,TIMEOUT,0,10,2
0.05,0.05,0.5,58,9,TIMEOUT,0,11,0
0.05,0.05,0.5,59,0,TIMEOUT,0,2,2
0.05,0.05,0.5,59,1,TIMEOUT,0,3,1
0.05,0.05,0.5,59,2,TIMEOUT,0,4,0
0.05,0.05,0.5,59,3,TIMEOUT,0,5,0
0.05,0.05,0.5,59,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,59,5,TIMEOUT,0,7,0
0.05,0.05,0.5,59,6,RESOURCE_TAKEN,0,8,0
0.05,0.05,0.5,59,7,TIMEOUT,0,9,2
0.05,0.05,0.5,59,8,TIMEOUT,0,10,0
0.05,0.05,0.5,59,9,TIMEOUT,0,11,0
0.05,0.05,0.5,60,0,TIMEOUT,0,2,0
0.05,0.05,0.5,60,1,RESOURCE_TAKEN,0,3,0
0.05,0.05,0.5,60,2,PARTNER_RESCUED,1,4,0
0.05,0.05,0.5,60,3,TIMEOUT,0,5,1
0.05,0.05,0.5,60,4,TIMEOUT,0,6,0
0.05,0.05,0.5,60,5,TIMEOUT,0,7,1
0.05,0.05,0.5,60,6,TIMEOUT,0,8,2
0.05,0.05,0.5,60,7,TIMEOUT,0,9,3
0.05,0.05,0.5,60,8,TIMEOUT,0,10,1
0.05,0.05,0.5,60,9,RESOURCE_TAKEN,0,11,0
0.05,0.05,0.5,61,0,TIMEOUT,0,2,1
0.05,0.05,0.5,61,1,TIMEOUT,0,3,0
0.05,0.05,0.5,61,2,TIMEOUT,0,4,0
0.05,0.05,0.5,61,3,TIMEOUT,0,5,1
0.05,0.05,0.5,61,4,RESOURCE_TAKEN,0,6,1
0.05,0.05,0.5,61,5,PARTNER_RESCUED,1,7,0
0.05,0.05,0.5,61,6,TIMEOUT,0,8,1
0.05,0.05,0.5,61,7,TIMEOUT,0,9,0
0.05,0.05,0.5,61,8,TIMEOUT,0,10,0
0.05,0.05,0.5,61,9,RESOURCE_TAKEN,0,11,0
0.05,0.05,0.5,62,0,TIMEOUT,0,2,1
0.05,0.05,0.5,62,1,RESOURCE_TAKEN,0,3,0
0.05,0.05,0.5,62,2,TIMEOUT,0,4,1
0.05,0.05,0.5,62,3,TIMEOUT,0,5,1
0.05,0.05,0.5,62,4,TIMEOUT,0,6,0
0.05,0.05,0.5,62,5,RESOURCE_TAKEN,0,7,0
0.05,0.05,0.5,62,6,TIMEOUT,0,8,0
0.05,0.05,0.5,62,7,TIMEOUT,0,9,2
0.05,0.05,0.5,62,8,TIMEOUT,0,10,3
0.05,0.05,0.5,62,9,RESOURCE_TAKEN,0,11,0
0.05,0.05,0.5,63,0,TIMEOUT,0,2,1
0.05,0.05,0.5,63,1,TIMEOUT,0,3,0
0.05,0.05,0.5,63,2,TIMEOUT,0,4,0
0.05,0.05,0.5,63,3,TIMEOUT,0,5,2
0.05,0.05,0.5,63,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,63,5,TIMEOUT,0,7,1
0.05,0.05,0.5,63,6,TIMEOUT,0,8,0
0.05,0.05,0.5,63,7,RESOURCE_TAKEN,0,9,0
0.05,0.05,0.5,63,8,TIMEOUT,0,10,0
0.05,0.05,0.5,63,9,TIMEOUT,0,11,1
0.05,0.05,0.5,64,0,TIMEOUT,0,2,1
0.05,0.05,0.5,64,1,RESOURCE_TAKEN,0,3,0
0.05,0.05,0.5,64,2,TIMEOUT,0,4,1
0.05,0.05,0.5,64,3,RESOURCE_TAKEN,0,5,0
0.05,0.05,0.5,64,4,TIMEOUT,0,6,1
0.05,0.05,0.5,64,5,TIMEOUT,0,7,0
0.05,0.05,0.5,64,6,TIMEOUT,0,8,1
0.05,0.05,0.5,64,7,TIMEOUT,0,9,0
0.05,0.05,0.5,64,8,TIMEOUT,0,10,1
0.05,0.05,0.5,64,9,RESOURCE_TAKEN,0,11,0
0.05,0.05,0.5,65,0,TIMEOUT,0,2,0
0.05,0.05,0.5,65,1,TIMEOUT,0,3,0
0.05,0.05,0.5,65,2,TIMEOUT,0,4,0
0.05,0.05,0.5,65,3,TIMEOUT,0,5,0
0.05,0.05,0.5,65,4,TIMEOUT,0,6,0
0.05,0.05,0.5,65,5,TIMEOUT,0,7,0
0.05,0.05,0.5,65,6,TIMEOUT,0,8,0
0.05,0.05,0.5,65,7,RESOURCE_TAKEN,0,9,0
0.05,0.05,0.5,65,8,TIMEOUT,0,10,1
0.05,0.05,0.5,65,9,TIMEOUT,0,11,0
0.05,0.05,0.5,66,0,TIMEOUT,0,2,0
0.05,0.05,0.5,66,1,TIMEOUT,0,3,0
0.05,0.05,0.5,66,2,TIMEOUT,0,4,2
0.05,0.05,0.5,66,3,TIMEOUT,0,5,0
0.05,0.05,0.5,66,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,66,5,TIMEOUT,0,7,1
0.05,0.05,0.5,66,6,TIMEOUT,0,8,2
0.05,0.05,0.5,66,7,RESOURCE_TAKEN,0,9,0
0.05,0.05,0.5,66,8,PARTNER_RESCUED,1,10,0
0.05,0.05,0.5,66,9,TIMEOUT,0,11,2
0.05,0.05,0.5,67,0,TIMEOUT,0,2,1
0.05,0.05,0.5,67,1,TIMEOUT,0,3,0
0.05,0.05,0.5,67,2,TIMEOUT,0,4,1
0.05,0.05,0.5,67,3,TIMEOUT,0,5,0
0.05,0.05,0.5,67,4,TIMEOUT,0,6,0
0.05,0.05,0.5,67,5,TIMEOUT,0,7,1
0.05,0.05,0.5,67,6,TIMEOUT,0,8,0
0.05,0.05,0.5,67,7,RESOURCE_TAKEN,0,9,0
0.05,0.05,0.5,67,8,TIMEOUT,0,10,2
0.05,0.05,0.5,67,9,RESOURCE_TAKEN,0,11,0
0.05,0.05,0.5,68,0,TIMEOUT,0,2,1
0.05,0.05,0.5,68,1,RESOURCE_TAKEN,0,3,0
0.05,0.05,0.5,68,2,TIMEOUT,0,4,2
0.05,0.05,0.5,68,3,TIMEOUT,0,5,2
0.05,0.05,0.5,68,4,TIMEOUT,0,6,0
0.05,0.05,0.5,68,5,RESOURCE_TAKEN,0,7,0
0.05,0.05,0.5,68,6,TIMEOUT,0,8,1
0.05,0.05,0.5,68,7,RESOURCE_TAKEN,0,9,0
0.05,0.05,0.5,68,8,TIMEOUT,0,10,0
0.05,0.05,0.5,68,9,TIMEOUT,0,11,1
0.05,0.05,0.5,69,0,TIMEOUT,0,2,0
0.05,0.05,0.5,69,1,RESOURCE_TAKEN,0,3,0
0.05,0.05,0.5,69,2,TIMEOUT,0,4,1
0.05,0.05,0.5,69,3,TIMEOUT,0,5,0
0.05,0.05,0.5,69,4,RESOURCE_TAKEN,0,6,1
0.05,0.05,0.5,69,5,TIMEOUT,0,7,0
0.05,0.05,0.5,69,6,TIMEOUT,0,8,1
0.05,0.05,0.5,69,7,RESOURCE_TAKEN,0,9,0
0.05,0.05,0.5,69,8,PARTNER_RESCUED,1,10,0
0.05,0.05,0.5,69,9,TIMEOUT,0,11,2
0.05,0.05,0.5,70,0,TIMEOUT,0,2,1
0.05,0.05,0.5,70,1,TIMEOUT,0,3,2
0.05,0.05,0.5,70,2,TIMEOUT,0,4,0
0.05,0.05,0.5,70,3,TIMEOUT,0,5,0
0.05,0.05,0.5,70,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,70,5,TIMEOUT,0,7,1
0.05,0.05,0.5,70,6,TIMEOUT,0,8,1
0.05,0.05,0.5,70,7,TIMEOUT,0,9,0
0.05,0.05,0.5,70,8,TIMEOUT,0,10,0
0.05,0.05,0.5,70,9,TIMEOUT,0,11,1
0.05,0.05,0.5,71,0,TIMEOUT,0,2,0
0.05,0.05,0.5,71,1,TIMEOUT,0,3,2
0.05,0.05,0.5,71,2,TIMEOUT,0,4,0
0.05,0.05,0.5,71,3,RESOURCE_TAKEN,0,5,1
0.05,0.05,0.5,71,4,TIMEOUT,0,6,0
0.05,0.05,0.5,71,5,TIMEOUT,0,7,1
0.05,0.05,0.5,71,6,TIMEOUT,0,8,1
0.05,0.05,0.5,71,7,TIMEOUT,0,9,0
0.05,0.05,0.5,71,8,TIMEOUT,0,10,0
0.05,0.05,0.5,71,9,RESOURCE_TAKEN,0,11,1
0.05,0.05,0.5,72,0,TIMEOUT,0,2,0
0.05,0.05,0.5,72,1,TIMEOUT,0,3,1
0.05,0.05,0.5,72,2,TIMEOUT,0,4,1
0.05,0.05,0.5,72,3,RESOURCE_TAKEN,0,5,0
0.05,0.05,0.5,72,4,TIMEOUT,0,6,0
0.05,0.05,0.5,72,5,TIMEOUT,0,7,3
0.05,0.05,0.5,72,6,TIMEOUT,0,8,0
0.05,0.05,0.5,72,7,TIMEOUT,0,9,2
0.05,0.05,0.5,72,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,72,9,TIMEOUT,0,11,1
0.05,0.05,0.5,73,0,TIMEOUT,0,2,2
0.05,0.05,0.5,73,1,TIMEOUT,0,3,0
0.05,0.05,0.5,73,2,RESOURCE_TAKEN,0,4,0
0.05,0.05,0.5,73,3,PARTNER_DEAD,0,5,1
0.05,0.05,0.5,73,4,PARTNER_RESCUED,1,6,0
0.05,0.05,0.5,73,5,TIMEOUT,0,7,0
0.05,0.05,0.5,73,6,TIMEOUT,0,8,2
0.05,0.05,0.5,73,7,RESOURCE_TAKEN,0,9,0
0.05,0.05,0.5,73,8,PARTNER_RESCUED,1,10,0
0.05,0.05,0.5,73,9,TIMEOUT,0,11,0
0.05,0.05,0.5,74,0,PARTNER_RESCUED,1,2,0
0.05,0.05,0.5,74,1,TIMEOUT,0,3,1
0.05,0.05,0.5,74,2,RESOURCE_TAKEN,0,4,0
0.05,0.05,0.5,74,3,PARTNER_RESCUED,1,5,0
0.05,0.05,0.5,74,4,TIMEOUT,0,6,2
0.05,0.05,0.5,74,5,RESOURCE_TAKEN,0,7,0
0.05,0.05,0.5,74,6,TIMEOUT,0,8,1
0.05,0.05,0.5,74,7,TIMEOUT,0,9,1
0.05,0.05,0.5,74,8,TIMEOUT,0,10,0
0.05,0.05,0.5,74,9,RESOURCE_TAKEN,0,11,0
0.05,0.05,0.5,75,0,PARTNER_RESCUED,1,2,0
0.05,0.05,0.5,75,1,TIMEOUT,0,3,1
0.05,0.05,0.5,75,2,TIMEOUT,0,4,0
0.05,0.05,0.5,75,3,TIMEOUT,0,5,1
0.05,0.05,0.5,75,4,TIMEOUT,0,6,1
0.05,0.05,0.5,75,5,TIMEOUT,0,7,0
0.05,0.05,0.5,75,6,TIMEOUT,0,8,0
0.05,0.05,0.5,75,7,TIMEOUT,0,9,0
0.05,0.05,0.5,75,8,TIMEOUT,0,10,2
0.05,0.05,0.5,75,9,TIMEOUT,0,11,0
0.05,0.05,0.5,76,0,TIMEOUT,0,2,2
0.05,0.05,0.5,76,1,TIMEOUT,0,3,0
0.05,0.05,0.5,76,2,TIMEOUT,0,4,0
0.05,0.05,0.5,76,3,RESOURCE_TAKEN,0,5,0
0.05,0.05,0.5,76,4,TIMEOUT,0,6,2
0.05,0.05,0.5,76,5,TIMEOUT,0,7,1
0.05,0.05,0.5,76,6,RESOURCE_TAKEN,0,8,0
0.05,0.05,0.5,76,7,TIMEOUT,0,9,0
0.05,0.05,0.5,76,8,TIMEOUT,0,10,0
0.05,0.05,0.5,76,9,TIMEOUT,0,11,2
0.05,0.05,0.5,77,0,TIMEOUT,0,2,1
0.05,0.05,0.5,77,1,TIMEOUT,0,3,2
0.05,0.05,0.5,77,2,TIMEOUT,0,4,1
0.05,0.05,0.5,77,3,TIMEOUT,0,5,0
0.05,0.05,0.5,77,4,TIMEOUT,0,6,0
0.05,0.05,0.5,77,5,TIMEOUT,0,7,0
0.05,0.05,0.5,77,6,RESOURCE_TAKEN,0,8,1
0.05,0.05,0.5,77,7,TIMEOUT,0,9,2
0.05,0.05,0.5,77,8,TIMEOUT,0,10,1
0.05,0.05,0.5,77,9,TIMEOUT,0,11,1
0.05,0.05,0.5,78,0,TIMEOUT,0,2,0
0.05,0.05,0.5,78,1,TIMEOUT,0,3,1
0.05,0.05,0.5,78,2,TIMEOUT,0,4,0
0.05,0.05,0.5,78,3,RESOURCE_TAKEN,0,5,0
0.05,0.05,0.5,78,4,TIMEOUT,0,6,0
0.05,0.05,0.5,78,5,PARTNER_RESCUED,1,7,0
0.05,0.05,0.5,78,6,TIMEOUT,0,8,0
0.05,0.05,0.5,78,7,TIMEOUT,0,9,0
0.05,0.05,0.5,78,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,78,9,TIMEOUT,0,11,0
0.05,0.05,0.5,79,0,TIMEOUT,0,2,2
0.05,0.05,0.5,79,1,TIMEOUT,0,3,0
0.05,0.05,0.5,79,2,RESOURCE_TAKEN,0,4,1
0.05,0.05,0.5,79,3,TIMEOUT,0,5,1
0.05,0.05,0.5,79,4,TIMEOUT,0,6,2
0.05,0.05,0.5,79,5,TIMEOUT,0,7,1
0.05,0.05,0.5,79,6,RESOURCE_TAKEN,0,8,0
0.05,0.05,0.5,79,7,TIMEOUT,0,9,0
0.05,0.05,0.5,79,8,TIMEOUT,0,10,0
0.05,0.05,0.5,79,9,TIMEOUT,0,11,2
0.05,0.05,0.5,80,0,TIMEOUT,0,2,2
0.05,0.05,0.5,80,1,TIMEOUT,0,3,1
0.05,0.05,0.5,80,2,RESOURCE_TAKEN,0,4,0
0.05,0.05,0.5,80,3,TIMEOUT,0,5,0
0.05,0.05,0.5,80,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,80,5,PARTNER_RESCUED,1,7,0
0.05,0.05,0.5,80,6,TIMEOUT,0,8,2
0.05,0.05,0.5,80,7,TIMEOUT,0,9,1
0.05,0.05,0.5,80,8,TIMEOUT,0,10,1
0.05,0.05,0.5,80,9,RESOURCE_TAKEN,0,11,0
0.05,0.05,0.5,81,0,PARTNER_RESCUED,1,2,0
0.05,0.05,0.5,81,1,TIMEOUT,0,3,0
0.05,0.05,0.5,81,2,RESOURCE_TAKEN,0,4,0
0.05,0.05,0.5,81,3,TIMEOUT,0,5,1
0.05,0.05,0.5,81,4,TIMEOUT,0,6,0
0.05,0.05,0.5,81,5,RESOURCE_TAKEN,0,7,0
0.05,0.05,0.5,81,6,TIMEOUT,0,8,1
0.05,0.05,0.5,81,7,TIMEOUT,0,9,0
0.05,0.05,0.5,81,8,TIMEOUT,0,10,0
0.05,0.05,0.5,81,9,TIMEOUT,0,11,0
0.05,0.05,0.5,82,0,TIMEOUT,0,2,0
0.05,0.05,0.5,82,1,TIMEOUT,0,3,1
0.05,0.05,0.5,82,2,TIMEOUT,0,4,0
0.05,0.05,0.5,82,3,RESOURCE_TAKEN,0,5,0
0.05,0.05,0.5,82,4,TIMEOUT,0,6,1
0.05,0.05,0.5,82,5,RESOURCE_TAKEN,0,7,0
0.05,0.05,0.5,82,6,PARTNER_RESCUED,1,8,0
0.05,0.05,0.5,82,7,TIMEOUT,0,9,1
0.05,0.05,0.5,82,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,82,9,TIMEOUT,0,11,0
0.05,0.05,0.5,83,0,PARTNER_RESCUED,1,2,0
0.05,0.05,0.5,83,1,TIMEOUT,0,3,0
0.05,0.05,0.5,83,2,TIMEOUT,0,4,0
0.05,0.05,0.5,83,3,RESOURCE_TAKEN,0,5,1
0.05,0.05,0.5,83,4,TIMEOUT,0,6,2
0.05,0.05,0.5,83,5,TIMEOUT,0,7,1
0.05,0.05,0.5,83,6,TIMEOUT,0,8,2
0.05,0.05,0.5,83,7,TIMEOUT,0,9,0
0.05,0.05,0.5,83,8,RESOURCE_TAKEN,0,10,0
0.05,0.05,0.5,83,9,TIMEOUT,0,11,1
0.05,0.05,0.5,84,0,PARTNER_RESCUED,1,2,0
0.05,0.05,0.5,84,1,TIMEOUT,0,3,0
0.05,0.05,0.5,84,2,TIMEOUT,0,4,0
0.05,0.05,0.5,84,3,TIMEOUT,0,5,0
0.05,0.05,0.5,84,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,84,5,TIMEOUT,0,7,1
0.05,0.05,0.5,84,6,RESOURCE_TAKEN,0,8,0
0.05,0.05,0.5,84,7,TIMEOUT,0,9,0
0.05,0.05,0.5,84,8,TIMEOUT,0,10,1
0.05,0.05,0.5,84,9,TIMEOUT,0,11,1
0.05,0.05,0.5,85,0,TIMEOUT,0,2,0
0.05,0.05,0.5,85,1,RESOURCE_TAKEN,0,3,0
0.05,0.05,0.5,85,2,TIMEOUT,0,4,1
0.05,0.05,0.5,85,3,TIMEOUT,0,5,2
0.05,0.05,0.5,85,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,85,5,TIMEOUT,0,7,0
0.05,0.05,0.5,85,6,TIMEOUT,0,8,0
0.05,0.05,0.5,85,7,RESOURCE_TAKEN,0,9,0
0.05,0.05,0.5,85,8,TIMEOUT,0,10,1
0.05,0.05,0.5,85,9,TIMEOUT,0,11,0
0.05,0.05,0.5,86,0,PARTNER_RESCUED,1,2,0
0.05,0.05,0.5,86,1,TIMEOUT,0,3,2
0.05,0.05,0.5,86,2,RESOURCE_TAKEN,0,4,0
0.05,0.05,0.5,86,3,TIMEOUT,0,5,0
0.05,0.05,0.5,86,4,TIMEOUT,0,6,2
0.05,0.05,0.5,86,5,TIMEOUT,0,7,2
0.05,0.05,0.5,86,6,TIMEOUT,0,8,0
0.05,0.05,0.5,86,7,RESOURCE_TAKEN,0,9,0
0.05,0.05,0.5,86,8,TIMEOUT,0,10,3
0.05,0.05,0.5,86,9,TIMEOUT,0,11,1
0.05,0.05,0.5,87,0,TIMEOUT,0,2,1
0.05,0.05,0.5,87,1,RESOURCE_TAKEN,0,3,0
0.05,0.05,0.5,87,2,TIMEOUT,0,4,1
0.05,0.05,0.5,87,3,TIMEOUT,0,5,0
0.05,0.05,0.5,87,4,RESOURCE_TAKEN,0,6,0
0.05,0.05,0.5,87,5,TIMEOUT,0,7,1
0.05,0.05,0.5,87,6,TIMEOUT,0,8,1
0.05,0.05,0.5,87,7,RESOURCE_TAKEN,0,9,1
0.05,0.05,0.5,87,8,PARTNER_RESCUED,1,10,0
0.05,0.05,0.5,87,9,TIMEOUT,0,11,2
