cell,tau_guilt,tau_loyalty,agent_id,episode_idx,outcome,rescued,n_memories,e_max,was_encoded,target_switches
G0.7_L0.7,0.7,0.7,4,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,5,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,5,1,TIMEOUT,0,3,1.0,1,0
G0.7_L0.7,0.7,0.7,5,2,TIMEOUT,0,3,0.6632,0,0
G0.7_L0.7,0.7,0.7,5,3,TIMEOUT,0,3,0.4928,0,1
G0.7_L0.7,0.7,0.7,5,4,TIMEOUT,0,3,0.4717,0,1
G0.7_L0.7,0.7,0.7,5,5,TIMEOUT,0,3,0.1867,0,2
G0.7_L0.7,0.7,0.7,5,6,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.7,0.7,0.7,5,7,RESOURCE_TAKEN,0,3,0.0917,0,1
G0.7_L0.7,0.7,0.7,5,8,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.7,0.7,0.7,5,9,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,6,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,6,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.7,0.7,0.7,6,2,TIMEOUT,0,3,0.6796,0,1
G0.7_L0.7,0.7,0.7,6,3,TIMEOUT,0,3,0.5121,0,0
G0.7_L0.7,0.7,0.7,6,4,TIMEOUT,0,3,0.4417,0,2
G0.7_L0.7,0.7,0.7,6,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,6,6,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,6,7,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.7,0.7,0.7,6,8,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,6,9,TIMEOUT,0,3,0.1867,0,2
G0.7_L0.7,0.7,0.7,7,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,7,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.7,0.7,0.7,7,2,TIMEOUT,0,3,0.6936,0,1
G0.7_L0.7,0.7,0.7,7,3,TIMEOUT,0,3,0.5051,0,2
G0.7_L0.7,0.7,0.7,7,4,RESOURCE_TAKEN,0,3,0.4717,0,0
G0.7_L0.7,0.7,0.7,7,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,7,6,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,7,7,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,7,8,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,7,9,RESOURCE_TAKEN,0,3,0.0017,0,0
G0.7_L0.7,0.7,0.7,8,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,8,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.7,0.7,0.7,8,2,TIMEOUT,0,3,0.6515,0,0
G0.7_L0.7,0.7,0.7,8,3,TIMEOUT,0,3,0.4809,0,1
G0.7_L0.7,0.7,0.7,8,4,TIMEOUT,0,3,0.4717,0,2
G0.7_L0.7,0.7,0.7,8,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,8,6,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,8,7,TIMEOUT,0,3,0.1867,0,2
G0.7_L0.7,0.7,0.7,8,8,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.7,0.7,0.7,8,9,RESOURCE_TAKEN,0,3,0.0017,0,0
G0.7_L0.7,0.7,0.7,9,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,9,1,TIMEOUT,0,3,1.0,1,2
G0.7_L0.7,0.7,0.7,9,2,TIMEOUT,0,3,0.6514,0,0
G0.7_L0.7,0.7,0.7,9,3,TIMEOUT,0,3,0.4911,0,2
G0.7_L0.7,0.7,0.7,9,4,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.7,0.7,0.7,9,5,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,9,6,RESOURCE_TAKEN,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,9,7,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.7,0.7,0.7,9,8,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.7,0.7,0.7,9,9,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,10,0,TIMEOUT,0,2,1.0,1,0
G0.7_L0.7,0.7,0.7,10,1,TIMEOUT,0,3,0.8099,1,0
G0.7_L0.7,0.7,0.7,10,2,TIMEOUT,0,3,0.5665,0,1
G0.7_L0.7,0.7,0.7,10,3,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.7,0.7,0.7,10,4,TIMEOUT,0,3,0.4717,0,2
G0.7_L0.7,0.7,0.7,10,5,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.7,0.7,0.7,10,6,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.7,0.7,0.7,10,7,RESOURCE_TAKEN,0,3,0.0017,0,0
G0.7_L0.7,0.7,0.7,10,8,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,10,9,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.7,0.7,0.7,11,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,11,1,PARTNER_RESCUED,1,3,0.7,1,0
G0.7_L0.7,0.7,0.7,11,2,TIMEOUT,0,4,1.0,1,0
G0.7_L0.7,0.7,0.7,11,3,TIMEOUT,0,4,0.5662,0,2
G0.7_L0.7,0.7,0.7,11,4,TIMEOUT,0,4,0.4717,0,0
G0.7_L0.7,0.7,0.7,11,5,TIMEOUT,0,4,0.4717,0,0
G0.7_L0.7,0.7,0.7,11,6,RESOURCE_TAKEN,0,4,0.0017,0,0
G0.7_L0.7,0.7,0.7,11,7,RESOURCE_TAKEN,0,4,0.03,0,0
G0.7_L0.7,0.7,0.7,11,8,RESOURCE_TAKEN,0,4,0.1867,0,0
G0.7_L0.7,0.7,0.7,11,9,RESOURCE_TAKEN,0,4,0.03,0,0
G0.7_L0.7,0.7,0.7,12,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,12,1,PARTNER_RESCUED,1,3,0.7,1,0
G0.7_L0.7,0.7,0.7,12,2,TIMEOUT,0,4,1.0,1,0
G0.7_L0.7,0.7,0.7,12,3,TIMEOUT,0,4,0.555,0,1
G0.7_L0.7,0.7,0.7,12,4,TIMEOUT,0,4,0.4717,0,0
G0.7_L0.7,0.7,0.7,12,5,TIMEOUT,0,4,0.4717,0,0
G0.7_L0.7,0.7,0.7,12,6,TIMEOUT,0,4,0.1867,0,1
G0.7_L0.7,0.7,0.7,12,7,RESOURCE_TAKEN,0,4,0.03,0,0
G0.7_L0.7,0.7,0.7,12,8,TIMEOUT,0,4,0.1867,0,0
G0.7_L0.7,0.7,0.7,12,9,RESOURCE_TAKEN,0,4,0.135,0,0
G0.7_L0.7,0.7,0.7,13,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,13,1,PARTNER_RESCUED,1,3,0.7,1,0
G0.7_L0.7,0.7,0.7,13,2,TIMEOUT,0,4,1.0,1,2
G0.7_L0.7,0.7,0.7,13,3,TIMEOUT,0,4,0.5604,0,2
G0.7_L0.7,0.7,0.7,13,4,TIMEOUT,0,4,0.4717,0,0
G0.7_L0.7,0.7,0.7,13,5,RESOURCE_TAKEN,0,4,0.39,0,0
G0.7_L0.7,0.7,0.7,13,6,TIMEOUT,0,4,0.1867,0,0
G0.7_L0.7,0.7,0.7,13,7,RESOURCE_TAKEN,0,4,0.0117,0,0
G0.7_L0.7,0.7,0.7,13,8,RESOURCE_TAKEN,0,4,0.0017,0,0
G0.7_L0.7,0.7,0.7,13,9,RESOURCE_TAKEN,0,4,0.03,0,0
G0.7_L0.7,0.7,0.7,14,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,14,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.7,0.7,0.7,14,2,TIMEOUT,0,3,0.6714,0,2
G0.7_L0.7,0.7,0.7,14,3,TIMEOUT,0,3,0.4927,0,2
G0.7_L0.7,0.7,0.7,14,4,TIMEOUT,0,3,0.4717,0,1
G0.7_L0.7,0.7,0.7,14,5,RESOURCE_TAKEN,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,14,6,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,14,7,RESOURCE_TAKEN,0,3,0.0017,0,0
G0.7_L0.7,0.7,0.7,14,8,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,14,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,15,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,15,1,TIMEOUT,0,3,1.0,1,0
G0.7_L0.7,0.7,0.7,15,2,TIMEOUT,0,3,0.6608,0,1
G0.7_L0.7,0.7,0.7,15,3,TIMEOUT,0,3,0.4848,0,1
G0.7_L0.7,0.7,0.7,15,4,TIMEOUT,0,3,0.4717,0,1
G0.7_L0.7,0.7,0.7,15,5,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.7,0.7,0.7,15,6,RESOURCE_TAKEN,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,15,7,RESOURCE_TAKEN,0,3,0.0567,0,1
G0.7_L0.7,0.7,0.7,15,8,RESOURCE_TAKEN,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,15,9,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.7,0.7,0.7,16,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,16,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.7,0.7,0.7,16,2,TIMEOUT,0,3,0.6546,0,1
G0.7_L0.7,0.7,0.7,16,3,PARTNER_RESCUED,1,3,0.292,0,0
G0.7_L0.7,0.7,0.7,16,4,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.7,0.7,0.7,16,5,TIMEOUT,0,3,0.2617,0,2
G0.7_L0.7,0.7,0.7,16,6,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.7,0.7,0.7,16,7,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.7,0.7,0.7,16,8,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,16,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,17,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,17,1,TIMEOUT,0,3,1.0,1,0
G0.7_L0.7,0.7,0.7,17,2,TIMEOUT,0,3,0.6807,0,0
G0.7_L0.7,0.7,0.7,17,3,TIMEOUT,0,3,0.4979,0,0
G0.7_L0.7,0.7,0.7,17,4,TIMEOUT,0,3,0.4717,0,2
G0.7_L0.7,0.7,0.7,17,5,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.7,0.7,0.7,17,6,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,17,7,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.7,0.7,0.7,17,8,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.7,0.7,0.7,17,9,RESOURCE_TAKEN,0,3,0.0017,0,0
G0.7_L0.7,0.7,0.7,18,0,TIMEOUT,0,2,1.0,1,0
G0.7_L0.7,0.7,0.7,18,1,TIMEOUT,0,3,0.8046,1,0
G0.7_L0.7,0.7,0.7,18,2,TIMEOUT,0,3,0.572,0,2
G0.7_L0.7,0.7,0.7,18,3,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.7,0.7,0.7,18,4,RESOURCE_TAKEN,0,3,0.4717,0,1
G0.7_L0.7,0.7,0.7,18,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,18,6,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.7,0.7,0.7,18,7,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,18,8,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.7,0.7,0.7,18,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,19,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,19,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.7,0.7,0.7,19,2,PARTNER_RESCUED,1,3,0.3344,0,0
G0.7_L0.7,0.7,0.7,19,3,TIMEOUT,0,3,0.5727,0,0
G0.7_L0.7,0.7,0.7,19,4,TIMEOUT,0,3,0.4717,0,2
G0.7_L0.7,0.7,0.7,19,5,TIMEOUT,0,3,0.3517,0,1
G0.7_L0.7,0.7,0.7,19,6,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.7,0.7,0.7,19,7,RESOURCE_TAKEN,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,19,8,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.7,0.7,0.7,19,9,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.7,0.7,0.7,20,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,20,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.7,0.7,0.7,20,2,TIMEOUT,0,3,0.6828,0,0
G0.7_L0.7,0.7,0.7,20,3,TIMEOUT,0,3,0.4809,0,1
G0.7_L0.7,0.7,0.7,20,4,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.7,0.7,0.7,20,5,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.7,0.7,0.7,20,6,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,20,7,RESOURCE_TAKEN,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,20,8,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,20,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,21,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,21,1,PARTNER_RESCUED,1,3,0.7,1,0
G0.7_L0.7,0.7,0.7,21,2,TIMEOUT,0,4,1.0,1,0
G0.7_L0.7,0.7,0.7,21,3,TIMEOUT,0,4,0.5494,0,2
G0.7_L0.7,0.7,0.7,21,4,TIMEOUT,0,4,0.4717,0,1
G0.7_L0.7,0.7,0.7,21,5,TIMEOUT,0,4,0.4717,0,1
G0.7_L0.7,0.7,0.7,21,6,TIMEOUT,0,4,0.1867,0,0
G0.7_L0.7,0.7,0.7,21,7,RESOURCE_TAKEN,0,4,0.03,0,0
G0.7_L0.7,0.7,0.7,21,8,TIMEOUT,0,4,0.1867,0,1
G0.7_L0.7,0.7,0.7,21,9,RESOURCE_TAKEN,0,4,0.135,0,0
G0.7_L0.7,0.7,0.7,22,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,22,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.7,0.7,0.7,22,2,TIMEOUT,0,3,0.6925,0,1
G0.7_L0.7,0.7,0.7,22,3,TIMEOUT,0,3,0.5106,0,0
G0.7_L0.7,0.7,0.7,22,4,TIMEOUT,0,3,0.4717,0,2
G0.7_L0.7,0.7,0.7,22,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,22,6,RESOURCE_TAKEN,0,3,0.0917,0,1
G0.7_L0.7,0.7,0.7,22,7,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.7,0.7,0.7,22,8,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,22,9,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.7,0.7,0.7,23,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,23,1,TIMEOUT,0,3,1.0,1,2
G0.7_L0.7,0.7,0.7,23,2,TIMEOUT,0,3,0.6775,0,2
G0.7_L0.7,0.7,0.7,23,3,TIMEOUT,0,3,0.49,0,0
G0.7_L0.7,0.7,0.7,23,4,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.7,0.7,0.7,23,5,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.7,0.7,0.7,23,6,RESOURCE_TAKEN,0,3,0.0017,0,0
G0.7_L0.7,0.7,0.7,23,7,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.7,0.7,0.7,23,8,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.7,0.7,0.7,23,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,24,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,24,1,PARTNER_RESCUED,1,3,0.7,1,0
G0.7_L0.7,0.7,0.7,24,2,TIMEOUT,0,4,1.0,1,1
G0.7_L0.7,0.7,0.7,24,3,RESOURCE_TAKEN,0,4,0.5585,0,0
G0.7_L0.7,0.7,0.7,24,4,TIMEOUT,0,4,0.4717,0,0
G0.7_L0.7,0.7,0.7,24,5,TIMEOUT,0,4,0.4717,0,1
G0.7_L0.7,0.7,0.7,24,6,TIMEOUT,0,4,0.1867,0,0
G0.7_L0.7,0.7,0.7,24,7,TIMEOUT,0,4,0.1867,0,0
G0.7_L0.7,0.7,0.7,24,8,TIMEOUT,0,4,0.1867,0,1
G0.7_L0.7,0.7,0.7,24,9,RESOURCE_TAKEN,0,4,0.0917,0,0
G0.7_L0.7,0.7,0.7,25,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,25,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.7,0.7,0.7,25,2,TIMEOUT,0,3,0.6592,0,3
G0.7_L0.7,0.7,0.7,25,3,TIMEOUT,0,3,0.4845,0,0
G0.7_L0.7,0.7,0.7,25,4,RESOURCE_TAKEN,0,3,0.39,0,0
G0.7_L0.7,0.7,0.7,25,5,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,25,6,TIMEOUT,0,3,0.1867,0,2
G0.7_L0.7,0.7,0.7,25,7,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.7,0.7,0.7,25,8,RESOURCE_TAKEN,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,25,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,26,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,26,1,PARTNER_RESCUED,1,2,0.62,0,0
G0.7_L0.7,0.7,0.7,26,2,PARTNER_RESCUED,1,3,0.7,1,0
G0.7_L0.7,0.7,0.7,26,3,TIMEOUT,0,4,1.0,1,1
G0.7_L0.7,0.7,0.7,26,4,PARTNER_RESCUED,1,4,0.2898,0,0
G0.7_L0.7,0.7,0.7,26,5,TIMEOUT,0,4,0.4717,0,2
G0.7_L0.7,0.7,0.7,26,6,TIMEOUT,0,4,0.4717,0,0
G0.7_L0.7,0.7,0.7,26,7,TIMEOUT,0,4,0.2617,0,2
G0.7_L0.7,0.7,0.7,26,8,TIMEOUT,0,4,0.1867,0,1
G0.7_L0.7,0.7,0.7,26,9,RESOURCE_TAKEN,0,4,0.0117,0,0
G0.7_L0.7,0.7,0.7,27,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,27,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.7,0.7,0.7,27,2,TIMEOUT,0,3,0.6636,0,1
G0.7_L0.7,0.7,0.7,27,3,TIMEOUT,0,3,0.4745,0,0
G0.7_L0.7,0.7,0.7,27,4,RESOURCE_TAKEN,0,3,0.4717,0,0
G0.7_L0.7,0.7,0.7,27,5,TIMEOUT,0,3,0.1867,0,3
G0.7_L0.7,0.7,0.7,27,6,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,27,7,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,27,8,TIMEOUT,0,3,0.1867,0,2
G0.7_L0.7,0.7,0.7,27,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,28,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,28,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.7,0.7,0.7,28,2,TIMEOUT,0,3,0.6765,0,2
G0.7_L0.7,0.7,0.7,28,3,TIMEOUT,0,3,0.4995,0,0
G0.7_L0.7,0.7,0.7,28,4,TIMEOUT,0,3,0.4717,0,2
G0.7_L0.7,0.7,0.7,28,5,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.7,0.7,0.7,28,6,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.7,0.7,0.7,28,7,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.7,0.7,0.7,28,8,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,28,9,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,29,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,29,1,TIMEOUT,0,3,1.0,1,0
G0.7_L0.7,0.7,0.7,29,2,RESOURCE_TAKEN,0,4,0.7143,1,0
G0.7_L0.7,0.7,0.7,29,3,PARTNER_RESCUED,1,5,1.0,1,0
G0.7_L0.7,0.7,0.7,29,4,PARTNER_RESCUED,1,5,0.62,0,0
G0.7_L0.7,0.7,0.7,29,5,TIMEOUT,0,6,1.0,1,1
G0.7_L0.7,0.7,0.7,29,6,TIMEOUT,0,7,0.9088,1,1
G0.7_L0.7,0.7,0.7,29,7,TIMEOUT,0,7,0.6387,0,2
G0.7_L0.7,0.7,0.7,29,8,TIMEOUT,0,7,0.4818,0,0
G0.7_L0.7,0.7,0.7,29,9,TIMEOUT,0,7,0.4717,0,0
G0.7_L0.7,0.7,0.7,30,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,30,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.7,0.7,0.7,30,2,TIMEOUT,0,3,0.6565,0,0
G0.7_L0.7,0.7,0.7,30,3,TIMEOUT,0,3,0.5087,0,0
G0.7_L0.7,0.7,0.7,30,4,TIMEOUT,0,3,0.4417,0,1
G0.7_L0.7,0.7,0.7,30,5,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.7,0.7,0.7,30,6,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.7,0.7,0.7,30,7,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,30,8,RESOURCE_TAKEN,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,30,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,31,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,31,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.7,0.7,0.7,31,2,TIMEOUT,0,3,0.6886,0,2
G0.7_L0.7,0.7,0.7,31,3,TIMEOUT,0,3,0.4942,0,1
G0.7_L0.7,0.7,0.7,31,4,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.7,0.7,0.7,31,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,31,6,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.7,0.7,0.7,31,7,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,31,8,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.7,0.7,0.7,31,9,RESOURCE_TAKEN,0,3,0.0017,0,0
G0.7_L0.7,0.7,0.7,32,0,TIMEOUT,0,2,1.0,1,1
G0.7_L0.7,0.7,0.7,32,1,TIMEOUT,0,3,0.82,1,0
G0.7_L0.7,0.7,0.7,32,2,TIMEOUT,0,3,0.569,0,2
G0.7_L0.7,0.7,0.7,32,3,TIMEOUT,0,3,0.4717,0,1
G0.7_L0.7,0.7,0.7,32,4,TIMEOUT,0,3,0.4717,0,1
G0.7_L0.7,0.7,0.7,32,5,RESOURCE_TAKEN,0,3,0.03,0,1
G0.7_L0.7,0.7,0.7,32,6,TIMEOUT,0,3,0.1867,0,2
G0.7_L0.7,0.7,0.7,32,7,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.7,0.7,0.7,32,8,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,32,9,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,33,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,33,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.7,0.7,0.7,33,2,TIMEOUT,0,3,0.661,0,0
G0.7_L0.7,0.7,0.7,33,3,TIMEOUT,0,3,0.51,0,0
G0.7_L0.7,0.7,0.7,33,4,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.7,0.7,0.7,33,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,33,6,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.7,0.7,0.7,33,7,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.7,0.7,0.7,33,8,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.7,0.7,0.7,33,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,34,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,34,1,PARTNER_RESCUED,1,2,0.62,0,0
G0.7_L0.7,0.7,0.7,34,2,TIMEOUT,0,3,1.0,1,2
G0.7_L0.7,0.7,0.7,34,3,TIMEOUT,0,3,0.5585,0,1
G0.7_L0.7,0.7,0.7,34,4,TIMEOUT,0,3,0.4717,0,2
G0.7_L0.7,0.7,0.7,34,5,RESOURCE_TAKEN,0,3,0.2869,0,1
G0.7_L0.7,0.7,0.7,34,6,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,34,7,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,34,8,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,34,9,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,35,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,35,1,PARTNER_RESCUED,1,2,0.62,0,0
G0.7_L0.7,0.7,0.7,35,2,TIMEOUT,0,3,1.0,1,1
G0.7_L0.7,0.7,0.7,35,3,TIMEOUT,0,3,0.548,0,0
G0.7_L0.7,0.7,0.7,35,4,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.7,0.7,0.7,35,5,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.7,0.7,0.7,35,6,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.7,0.7,0.7,35,7,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,35,8,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.7,0.7,0.7,35,9,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.7,0.7,0.7,36,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.7,0.7,0.7,36,1,PARTNER_RESCUED,1,2,0.62,0,0
