cell,tau_guilt,tau_loyalty,agent_id,episode_idx,outcome,rescued,n_memories,e_max,was_encoded,target_switches
G0.3_L0.3,0.3,0.3,94,2,TIMEOUT,0,4,0.5887,1,0
G0.3_L0.3,0.3,0.3,94,3,TIMEOUT,0,5,0.4717,1,0
G0.3_L0.3,0.3,0.3,94,4,RESOURCE_TAKEN,0,6,0.39,1,0
G0.3_L0.3,0.3,0.3,94,5,PARTNER_RESCUED,1,7,1.0,1,0
G0.3_L0.3,0.3,0.3,94,6,PARTNER_RESCUED,1,8,0.62,1,0
G0.3_L0.3,0.3,0.3,94,7,PARTNER_RESCUED,1,9,0.7,1,0
G0.3_L0.3,0.3,0.3,94,8,TIMEOUT,0,10,1.0,1,1
G0.3_L0.3,0.3,0.3,94,9,TIMEOUT,0,11,0.7316,1,1
G0.3_L0.3,0.3,0.3,95,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,95,1,PARTNER_RESCUED,1,3,0.7,1,0
G0.3_L0.3,0.3,0.3,95,2,TIMEOUT,0,4,1.0,1,2
G0.3_L0.3,0.3,0.3,95,3,RESOURCE_TAKEN,0,5,0.5374,1,0
G0.3_L0.3,0.3,0.3,95,4,PARTNER_RESCUED,1,6,1.0,1,0
G0.3_L0.3,0.3,0.3,95,5,PARTNER_RESCUED,1,7,0.7,1,0
G0.3_L0.3,0.3,0.3,95,6,PARTNER_RESCUED,1,8,0.62,1,0
G0.3_L0.3,0.3,0.3,95,7,TIMEOUT,0,9,1.0,1,0
G0.3_L0.3,0.3,0.3,95,8,TIMEOUT,0,10,0.7246,1,2
G0.3_L0.3,0.3,0.3,95,9,TIMEOUT,0,11,0.5344,1,0
G0.3_L0.3,0.3,0.3,96,0,TIMEOUT,0,2,1.0,1,1
G0.3_L0.3,0.3,0.3,96,1,TIMEOUT,0,3,0.8329,1,1
G0.3_L0.3,0.3,0.3,96,2,TIMEOUT,0,4,0.555,1,1
G0.3_L0.3,0.3,0.3,96,3,PARTNER_RESCUED,1,4,0.2665,0,0
G0.3_L0.3,0.3,0.3,96,4,TIMEOUT,0,5,0.4717,1,3
G0.3_L0.3,0.3,0.3,96,5,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.3,0.3,0.3,96,6,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,96,7,TIMEOUT,0,8,0.4717,1,3
G0.3_L0.3,0.3,0.3,96,8,TIMEOUT,0,9,0.4717,1,1
G0.3_L0.3,0.3,0.3,96,9,TIMEOUT,0,10,0.4717,1,0
G0.3_L0.3,0.3,0.3,97,0,TIMEOUT,0,2,1.0,1,1
G0.3_L0.3,0.3,0.3,97,1,TIMEOUT,0,3,0.8258,1,0
G0.3_L0.3,0.3,0.3,97,2,TIMEOUT,0,4,0.5805,1,2
G0.3_L0.3,0.3,0.3,97,3,TIMEOUT,0,5,0.4717,1,0
G0.3_L0.3,0.3,0.3,97,4,TIMEOUT,0,6,0.4717,1,2
G0.3_L0.3,0.3,0.3,97,5,TIMEOUT,0,7,0.4717,1,3
G0.3_L0.3,0.3,0.3,97,6,TIMEOUT,0,8,0.4717,1,1
G0.3_L0.3,0.3,0.3,97,7,TIMEOUT,0,9,0.4717,1,1
G0.3_L0.3,0.3,0.3,97,8,TIMEOUT,0,10,0.4717,1,0
G0.3_L0.3,0.3,0.3,97,9,TIMEOUT,0,11,0.4717,1,1
G0.3_L0.3,0.3,0.3,98,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,98,1,PARTNER_RESCUED,1,3,0.8,1,0
G0.3_L0.3,0.3,0.3,98,2,TIMEOUT,0,4,1.0,1,1
G0.3_L0.3,0.3,0.3,98,3,TIMEOUT,0,5,0.5758,1,0
G0.3_L0.3,0.3,0.3,98,4,TIMEOUT,0,6,0.4717,1,1
G0.3_L0.3,0.3,0.3,98,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,98,6,TIMEOUT,0,8,0.4717,1,0
G0.3_L0.3,0.3,0.3,98,7,TIMEOUT,0,9,0.4717,1,3
G0.3_L0.3,0.3,0.3,98,8,TIMEOUT,0,10,0.4717,1,0
G0.3_L0.3,0.3,0.3,98,9,TIMEOUT,0,11,0.4717,1,1
G0.3_L0.3,0.3,0.3,99,0,TIMEOUT,0,2,1.0,1,1
G0.3_L0.3,0.3,0.3,99,1,PARTNER_RESCUED,1,3,0.484,1,0
G0.3_L0.3,0.3,0.3,99,2,TIMEOUT,0,4,1.0,1,1
G0.3_L0.3,0.3,0.3,99,3,RESOURCE_TAKEN,0,5,0.5025,1,0
G0.3_L0.3,0.3,0.3,99,4,PARTNER_RESCUED,1,6,1.0,1,0
G0.3_L0.3,0.3,0.3,99,5,TIMEOUT,0,7,1.0,1,0
G0.3_L0.3,0.3,0.3,99,6,TIMEOUT,0,8,1.0,1,1
G0.3_L0.3,0.3,0.3,99,7,TIMEOUT,0,9,0.7612,1,1
G0.3_L0.3,0.3,0.3,99,8,TIMEOUT,0,10,0.5246,1,0
G0.3_L0.3,0.3,0.3,99,9,TIMEOUT,0,11,0.4717,1,1
G0.3_L0.7,0.3,0.7,0,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,0,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.7,0.3,0.7,0,2,TIMEOUT,0,4,0.6656,1,2
G0.3_L0.7,0.3,0.7,0,3,TIMEOUT,0,5,0.4919,1,1
G0.3_L0.7,0.3,0.7,0,4,TIMEOUT,0,6,0.4717,1,3
G0.3_L0.7,0.3,0.7,0,5,TIMEOUT,0,7,0.4717,1,2
G0.3_L0.7,0.3,0.7,0,6,TIMEOUT,0,8,0.4717,1,2
G0.3_L0.7,0.3,0.7,0,7,RESOURCE_TAKEN,0,9,0.3167,1,0
G0.3_L0.7,0.3,0.7,0,8,PARTNER_RESCUED,1,10,1.0,1,0
G0.3_L0.7,0.3,0.7,0,9,PARTNER_RESCUED,1,11,0.7,1,0
G0.3_L0.7,0.3,0.7,1,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,1,1,TIMEOUT,0,3,1.0,1,0
G0.3_L0.7,0.3,0.7,1,2,TIMEOUT,0,4,0.6899,1,2
G0.3_L0.7,0.3,0.7,1,3,TIMEOUT,0,5,0.4924,1,2
G0.3_L0.7,0.3,0.7,1,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.7,0.3,0.7,1,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.7,0.3,0.7,1,6,RESOURCE_TAKEN,0,8,0.4717,1,0
G0.3_L0.7,0.3,0.7,1,7,PARTNER_RESCUED,1,9,1.0,1,0
G0.3_L0.7,0.3,0.7,1,8,TIMEOUT,0,10,1.0,1,1
G0.3_L0.7,0.3,0.7,1,9,TIMEOUT,0,11,1.0,1,1
G0.3_L0.7,0.3,0.7,2,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,2,1,TIMEOUT,0,3,1.0,1,0
G0.3_L0.7,0.3,0.7,2,2,TIMEOUT,0,4,0.6949,1,3
G0.3_L0.7,0.3,0.7,2,3,TIMEOUT,0,5,0.5071,1,0
G0.3_L0.7,0.3,0.7,2,4,TIMEOUT,0,6,0.4717,1,1
G0.3_L0.7,0.3,0.7,2,5,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.7,0.3,0.7,2,6,RESOURCE_TAKEN,0,7,0.2517,0,0
G0.3_L0.7,0.3,0.7,2,7,TIMEOUT,0,8,0.4717,1,0
G0.3_L0.7,0.3,0.7,2,8,TIMEOUT,0,9,0.4717,1,2
G0.3_L0.7,0.3,0.7,2,9,TIMEOUT,0,10,0.4717,1,1
G0.3_L0.7,0.3,0.7,3,0,TIMEOUT,0,2,1.0,1,1
G0.3_L0.7,0.3,0.7,3,1,TIMEOUT,0,3,0.8168,1,0
G0.3_L0.7,0.3,0.7,3,2,TIMEOUT,0,4,0.5704,1,1
G0.3_L0.7,0.3,0.7,3,3,TIMEOUT,0,5,0.4717,1,1
G0.3_L0.7,0.3,0.7,3,4,TIMEOUT,0,6,0.4717,1,1
G0.3_L0.7,0.3,0.7,3,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.7,0.3,0.7,3,6,TIMEOUT,0,8,0.4717,1,1
G0.3_L0.7,0.3,0.7,3,7,TIMEOUT,0,9,0.4717,1,2
G0.3_L0.7,0.3,0.7,3,8,TIMEOUT,0,10,0.4717,1,3
G0.3_L0.7,0.3,0.7,3,9,TIMEOUT,0,11,0.4717,1,1
G0.3_L0.7,0.3,0.7,4,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,4,1,PARTNER_RESCUED,1,3,0.7,1,0
G0.3_L0.7,0.3,0.7,4,2,TIMEOUT,0,4,1.0,1,1
G0.3_L0.7,0.3,0.7,4,3,RESOURCE_TAKEN,0,5,0.5262,1,0
G0.3_L0.7,0.3,0.7,4,4,PARTNER_RESCUED,1,6,1.0,1,0
G0.3_L0.7,0.3,0.7,4,5,PARTNER_RESCUED,1,6,0.62,0,0
G0.3_L0.7,0.3,0.7,4,6,TIMEOUT,0,7,0.9833,1,2
G0.3_L0.7,0.3,0.7,4,7,TIMEOUT,0,8,0.8571,1,0
G0.3_L0.7,0.3,0.7,4,8,TIMEOUT,0,9,0.6189,1,0
G0.3_L0.7,0.3,0.7,4,9,TIMEOUT,0,10,0.4717,1,2
G0.3_L0.7,0.3,0.7,5,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,5,1,TIMEOUT,0,3,1.0,1,0
G0.3_L0.7,0.3,0.7,5,2,TIMEOUT,0,4,0.6578,1,2
G0.3_L0.7,0.3,0.7,5,3,TIMEOUT,0,5,0.4743,1,1
G0.3_L0.7,0.3,0.7,5,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.7,0.3,0.7,5,5,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.7,0.3,0.7,5,6,TIMEOUT,0,8,0.4717,1,3
G0.3_L0.7,0.3,0.7,5,7,TIMEOUT,0,9,0.4717,1,1
G0.3_L0.7,0.3,0.7,5,8,TIMEOUT,0,10,0.4717,1,2
G0.3_L0.7,0.3,0.7,5,9,TIMEOUT,0,11,0.4717,1,1
G0.3_L0.7,0.3,0.7,6,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,6,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.7,0.3,0.7,6,2,TIMEOUT,0,4,0.6503,1,0
G0.3_L0.7,0.3,0.7,6,3,TIMEOUT,0,5,0.4973,1,0
G0.3_L0.7,0.3,0.7,6,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.7,0.3,0.7,6,5,RESOURCE_TAKEN,0,7,0.4717,1,0
G0.3_L0.7,0.3,0.7,6,6,TIMEOUT,0,8,1.0,1,1
G0.3_L0.7,0.3,0.7,6,7,PARTNER_RESCUED,1,9,0.8725,1,0
G0.3_L0.7,0.3,0.7,6,8,PARTNER_RESCUED,1,9,0.62,0,0
G0.3_L0.7,0.3,0.7,6,9,TIMEOUT,0,10,1.0,1,0
G0.3_L0.7,0.3,0.7,7,0,TIMEOUT,0,2,1.0,1,0
G0.3_L0.7,0.3,0.7,7,1,TIMEOUT,0,3,0.8243,1,1
G0.3_L0.7,0.3,0.7,7,2,TIMEOUT,0,4,0.5607,1,0
G0.3_L0.7,0.3,0.7,7,3,TIMEOUT,0,5,0.4717,1,0
G0.3_L0.7,0.3,0.7,7,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.7,0.3,0.7,7,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.7,0.3,0.7,7,6,TIMEOUT,0,8,0.4717,1,1
G0.3_L0.7,0.3,0.7,7,7,TIMEOUT,0,9,0.4717,1,2
G0.3_L0.7,0.3,0.7,7,8,RESOURCE_TAKEN,0,10,0.3167,1,0
G0.3_L0.7,0.3,0.7,7,9,PARTNER_RESCUED,1,11,1.0,1,0
G0.3_L0.7,0.3,0.7,8,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,8,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.7,0.3,0.7,8,2,TIMEOUT,0,4,0.632,1,0
G0.3_L0.7,0.3,0.7,8,3,PARTNER_RESCUED,1,4,0.292,0,0
G0.3_L0.7,0.3,0.7,8,4,TIMEOUT,0,5,0.4717,1,0
G0.3_L0.7,0.3,0.7,8,5,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.7,0.3,0.7,8,6,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.7,0.3,0.7,8,7,TIMEOUT,0,8,0.4717,1,0
G0.3_L0.7,0.3,0.7,8,8,RESOURCE_TAKEN,0,9,0.39,1,0
G0.3_L0.7,0.3,0.7,8,9,PARTNER_RESCUED,1,10,1.0,1,0
G0.3_L0.7,0.3,0.7,9,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,9,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.7,0.3,0.7,9,2,TIMEOUT,0,4,0.6937,1,2
G0.3_L0.7,0.3,0.7,9,3,RESOURCE_TAKEN,0,5,0.5194,1,0
G0.3_L0.7,0.3,0.7,9,4,PARTNER_RESCUED,1,6,1.0,1,0
G0.3_L0.7,0.3,0.7,9,5,TIMEOUT,0,7,1.0,1,0
G0.3_L0.7,0.3,0.7,9,6,PARTNER_RESCUED,1,7,0.5995,0,0
G0.3_L0.7,0.3,0.7,9,7,PARTNER_RESCUED,1,7,0.5494,0,0
G0.3_L0.7,0.3,0.7,9,8,PARTNER_RESCUED,1,7,0.4273,0,0
G0.3_L0.7,0.3,0.7,9,9,TIMEOUT,0,8,0.5764,1,0
G0.3_L0.7,0.3,0.7,10,0,TIMEOUT,0,2,1.0,1,1
G0.3_L0.7,0.3,0.7,10,1,TIMEOUT,0,3,0.833,1,1
G0.3_L0.7,0.3,0.7,10,2,TIMEOUT,0,4,0.5848,1,2
G0.3_L0.7,0.3,0.7,10,3,RESOURCE_TAKEN,0,5,0.4717,1,0
G0.3_L0.7,0.3,0.7,10,4,PARTNER_RESCUED,1,6,1.0,1,0
G0.3_L0.7,0.3,0.7,10,5,TIMEOUT,0,7,1.0,1,0
G0.3_L0.7,0.3,0.7,10,6,TIMEOUT,0,8,1.0,1,1
G0.3_L0.7,0.3,0.7,10,7,TIMEOUT,0,9,0.7508,1,2
G0.3_L0.7,0.3,0.7,10,8,TIMEOUT,0,10,0.5196,1,0
G0.3_L0.7,0.3,0.7,10,9,RESOURCE_TAKEN,0,11,0.4717,1,1
G0.3_L0.7,0.3,0.7,11,0,TIMEOUT,0,2,1.0,1,1
G0.3_L0.7,0.3,0.7,11,1,TIMEOUT,0,3,0.8191,1,1
G0.3_L0.7,0.3,0.7,11,2,TIMEOUT,0,4,0.5868,1,2
G0.3_L0.7,0.3,0.7,11,3,TIMEOUT,0,5,0.4717,1,1
G0.3_L0.7,0.3,0.7,11,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.7,0.3,0.7,11,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.7,0.3,0.7,11,6,TIMEOUT,0,8,0.4717,1,2
G0.3_L0.7,0.3,0.7,11,7,TIMEOUT,0,9,0.4717,1,0
G0.3_L0.7,0.3,0.7,11,8,TIMEOUT,0,10,0.4717,1,1
G0.3_L0.7,0.3,0.7,11,9,TIMEOUT,0,11,0.4717,1,1
G0.3_L0.7,0.3,0.7,12,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,12,1,TIMEOUT,0,3,1.0,1,0
G0.3_L0.7,0.3,0.7,12,2,TIMEOUT,0,4,0.6801,1,2
G0.3_L0.7,0.3,0.7,12,3,TIMEOUT,0,5,0.4948,1,2
G0.3_L0.7,0.3,0.7,12,4,RESOURCE_TAKEN,0,6,0.4717,1,0
G0.3_L0.7,0.3,0.7,12,5,PARTNER_RESCUED,1,7,1.0,1,0
G0.3_L0.7,0.3,0.7,12,6,TIMEOUT,0,8,1.0,1,1
G0.3_L0.7,0.3,0.7,12,7,TIMEOUT,0,9,1.0,1,0
G0.3_L0.7,0.3,0.7,12,8,TIMEOUT,0,10,0.7505,1,1
G0.3_L0.7,0.3,0.7,12,9,TIMEOUT,0,11,0.5461,1,2
G0.3_L0.7,0.3,0.7,13,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,13,1,PARTNER_DEAD,0,3,1.0,1,0
G0.3_L0.7,0.3,0.7,13,2,TIMEOUT,0,4,1.0,1,1
G0.3_L0.7,0.3,0.7,13,3,PARTNER_RESCUED,1,5,0.98,1,0
G0.3_L0.7,0.3,0.7,13,4,TIMEOUT,0,6,1.0,1,1
G0.3_L0.7,0.3,0.7,13,5,TIMEOUT,0,7,0.8579,1,0
G0.3_L0.7,0.3,0.7,13,6,TIMEOUT,0,8,0.5602,1,0
G0.3_L0.7,0.3,0.7,13,7,TIMEOUT,0,9,0.4717,1,1
G0.3_L0.7,0.3,0.7,13,8,TIMEOUT,0,10,0.4717,1,3
G0.3_L0.7,0.3,0.7,13,9,TIMEOUT,0,11,0.4717,1,0
G0.3_L0.7,0.3,0.7,14,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,14,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.7,0.3,0.7,14,2,TIMEOUT,0,4,0.6568,1,1
G0.3_L0.7,0.3,0.7,14,3,TIMEOUT,0,5,0.4981,1,0
G0.3_L0.7,0.3,0.7,14,4,TIMEOUT,0,6,0.4717,1,1
G0.3_L0.7,0.3,0.7,14,5,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.7,0.3,0.7,14,6,RESOURCE_TAKEN,0,7,0.2517,0,0
G0.3_L0.7,0.3,0.7,14,7,RESOURCE_TAKEN,0,8,0.4717,1,1
G0.3_L0.7,0.3,0.7,14,8,PARTNER_RESCUED,1,9,1.0,1,0
G0.3_L0.7,0.3,0.7,14,9,PARTNER_RESCUED,1,10,0.7,1,0
G0.3_L0.7,0.3,0.7,15,0,TIMEOUT,0,2,1.0,1,1
G0.3_L0.7,0.3,0.7,15,1,TIMEOUT,0,3,0.803,1,0
G0.3_L0.7,0.3,0.7,15,2,TIMEOUT,0,4,0.5806,1,1
G0.3_L0.7,0.3,0.7,15,3,RESOURCE_TAKEN,0,5,0.4717,1,0
G0.3_L0.7,0.3,0.7,15,4,PARTNER_RESCUED,1,6,1.0,1,0
G0.3_L0.7,0.3,0.7,15,5,PARTNER_RESCUED,1,7,0.7,1,0
G0.3_L0.7,0.3,0.7,15,6,TIMEOUT,0,8,1.0,1,0
G0.3_L0.7,0.3,0.7,15,7,TIMEOUT,0,9,0.8364,1,0
G0.3_L0.7,0.3,0.7,15,8,TIMEOUT,0,10,0.5898,1,1
G0.3_L0.7,0.3,0.7,15,9,TIMEOUT,0,11,0.4717,1,0
G0.3_L0.7,0.3,0.7,16,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,16,1,PARTNER_RESCUED,1,2,0.62,0,0
G0.3_L0.7,0.3,0.7,16,2,PARTNER_RESCUED,1,3,0.7,1,0
G0.3_L0.7,0.3,0.7,16,3,TIMEOUT,0,4,1.0,1,0
G0.3_L0.7,0.3,0.7,16,4,TIMEOUT,0,5,0.4903,1,2
G0.3_L0.7,0.3,0.7,16,5,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.7,0.3,0.7,16,6,RESOURCE_TAKEN,0,7,0.39,1,0
G0.3_L0.7,0.3,0.7,16,7,PARTNER_RESCUED,1,8,1.0,1,0
G0.3_L0.7,0.3,0.7,16,8,TIMEOUT,0,9,1.0,1,1
G0.3_L0.7,0.3,0.7,16,9,PARTNER_RESCUED,1,9,0.6839,0,0
G0.3_L0.7,0.3,0.7,17,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,17,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.7,0.3,0.7,17,2,TIMEOUT,0,4,0.6582,1,0
G0.3_L0.7,0.3,0.7,17,3,RESOURCE_TAKEN,0,5,0.5154,1,0
G0.3_L0.7,0.3,0.7,17,4,PARTNER_RESCUED,1,6,1.0,1,0
G0.3_L0.7,0.3,0.7,17,5,PARTNER_RESCUED,1,6,0.62,0,0
G0.3_L0.7,0.3,0.7,17,6,TIMEOUT,0,7,1.0,1,1
G0.3_L0.7,0.3,0.7,17,7,TIMEOUT,0,8,0.8886,1,1
G0.3_L0.7,0.3,0.7,17,8,TIMEOUT,0,9,0.6214,1,0
G0.3_L0.7,0.3,0.7,17,9,TIMEOUT,0,10,0.4722,1,0
G0.3_L0.7,0.3,0.7,18,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,18,1,TIMEOUT,0,3,1.0,1,2
G0.3_L0.7,0.3,0.7,18,2,TIMEOUT,0,4,0.6745,1,1
G0.3_L0.7,0.3,0.7,18,3,TIMEOUT,0,5,0.51,1,0
G0.3_L0.7,0.3,0.7,18,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.7,0.3,0.7,18,5,TIMEOUT,0,7,0.4717,1,2
G0.3_L0.7,0.3,0.7,18,6,TIMEOUT,0,8,0.4717,1,0
G0.3_L0.7,0.3,0.7,18,7,TIMEOUT,0,9,0.4717,1,0
G0.3_L0.7,0.3,0.7,18,8,TIMEOUT,0,10,0.4717,1,0
G0.3_L0.7,0.3,0.7,18,9,TIMEOUT,0,11,0.4717,1,1
G0.3_L0.7,0.3,0.7,19,0,TIMEOUT,0,2,1.0,1,0
G0.3_L0.7,0.3,0.7,19,1,TIMEOUT,0,3,0.8071,1,0
G0.3_L0.7,0.3,0.7,19,2,TIMEOUT,0,4,0.5687,1,1
G0.3_L0.7,0.3,0.7,19,3,PARTNER_RESCUED,1,4,0.275,0,0
G0.3_L0.7,0.3,0.7,19,4,TIMEOUT,0,5,0.4717,1,0
G0.3_L0.7,0.3,0.7,19,5,TIMEOUT,0,6,0.4717,1,1
G0.3_L0.7,0.3,0.7,19,6,RESOURCE_TAKEN,0,7,0.4717,1,0
G0.3_L0.7,0.3,0.7,19,7,PARTNER_RESCUED,1,8,1.0,1,0
G0.3_L0.7,0.3,0.7,19,8,TIMEOUT,0,9,1.0,1,0
G0.3_L0.7,0.3,0.7,19,9,PARTNER_RESCUED,1,9,0.6925,0,0
G0.3_L0.7,0.3,0.7,20,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,20,1,PARTNER_RESCUED,1,3,0.7,1,0
G0.3_L0.7,0.3,0.7,20,2,TIMEOUT,0,4,1.0,1,1
G0.3_L0.7,0.3,0.7,20,3,TIMEOUT,0,5,0.5583,1,1
G0.3_L0.7,0.3,0.7,20,4,TIMEOUT,0,6,0.4717,1,3
G0.3_L0.7,0.3,0.7,20,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.7,0.3,0.7,20,6,TIMEOUT,0,8,0.4717,1,0
G0.3_L0.7,0.3,0.7,20,7,TIMEOUT,0,9,0.4717,1,2
G0.3_L0.7,0.3,0.7,20,8,TIMEOUT,0,10,0.4717,1,1
G0.3_L0.7,0.3,0.7,20,9,RESOURCE_TAKEN,0,11,0.39,1,0
G0.3_L0.7,0.3,0.7,21,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,21,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.7,0.3,0.7,21,2,TIMEOUT,0,4,0.6616,1,1
G0.3_L0.7,0.3,0.7,21,3,TIMEOUT,0,5,0.5007,1,0
G0.3_L0.7,0.3,0.7,21,4,TIMEOUT,0,6,0.4717,1,1
G0.3_L0.7,0.3,0.7,21,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.7,0.3,0.7,21,6,TIMEOUT,0,8,0.4717,1,0
G0.3_L0.7,0.3,0.7,21,7,RESOURCE_TAKEN,0,9,0.39,1,0
G0.3_L0.7,0.3,0.7,21,8,TIMEOUT,0,10,1.0,1,1
G0.3_L0.7,0.3,0.7,21,9,TIMEOUT,0,11,1.0,1,1
G0.3_L0.7,0.3,0.7,22,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,22,1,TIMEOUT,0,3,1.0,1,2
G0.3_L0.7,0.3,0.7,22,2,TIMEOUT,0,4,0.6688,1,2
G0.3_L0.7,0.3,0.7,22,3,TIMEOUT,0,5,0.4904,1,2
G0.3_L0.7,0.3,0.7,22,4,TIMEOUT,0,6,0.4717,1,2
G0.3_L0.7,0.3,0.7,22,5,RESOURCE_TAKEN,0,7,0.4717,1,0
G0.3_L0.7,0.3,0.7,22,6,TIMEOUT,0,8,1.0,1,1
G0.3_L0.7,0.3,0.7,22,7,TIMEOUT,0,9,1.0,1,1
G0.3_L0.7,0.3,0.7,22,8,TIMEOUT,0,10,0.965,1,2
G0.3_L0.7,0.3,0.7,22,9,TIMEOUT,0,11,0.6176,1,1
G0.3_L0.7,0.3,0.7,23,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,23,1,TIMEOUT,0,3,1.0,1,0
G0.3_L0.7,0.3,0.7,23,2,TIMEOUT,0,4,0.6636,1,0
G0.3_L0.7,0.3,0.7,23,3,TIMEOUT,0,5,0.5005,1,2
G0.3_L0.7,0.3,0.7,23,4,TIMEOUT,0,6,0.4717,1,2
G0.3_L0.7,0.3,0.7,23,5,RESOURCE_TAKEN,0,6,0.2725,0,0
G0.3_L0.7,0.3,0.7,23,6,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.7,0.3,0.7,23,7,TIMEOUT,0,8,0.4717,1,2
G0.3_L0.7,0.3,0.7,23,8,RESOURCE_TAKEN,0,9,0.39,1,0
G0.3_L0.7,0.3,0.7,23,9,PARTNER_RESCUED,1,10,1.0,1,0
G0.3_L0.7,0.3,0.7,24,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,24,1,TIMEOUT,0,3,1.0,1,0
G0.3_L0.7,0.3,0.7,24,2,TIMEOUT,0,4,0.6616,1,2
G0.3_L0.7,0.3,0.7,24,3,TIMEOUT,0,5,0.4959,1,2
G0.3_L0.7,0.3,0.7,24,4,TIMEOUT,0,6,0.4717,1,3
G0.3_L0.7,0.3,0.7,24,5,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.7,0.3,0.7,24,6,TIMEOUT,0,8,0.4717,1,2
G0.3_L0.7,0.3,0.7,24,7,RESOURCE_TAKEN,0,9,0.4717,1,0
G0.3_L0.7,0.3,0.7,24,8,PARTNER_RESCUED,1,10,1.0,1,0
G0.3_L0.7,0.3,0.7,24,9,TIMEOUT,0,11,1.0,1,1
G0.3_L0.7,0.3,0.7,25,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.7,0.3,0.7,25,1,PARTNER_RESCUED,1,3,0.7,1,0
G0.3_L0.7,0.3,0.7,25,2,PARTNER_RESCUED,1,4,0.7,1,0
G0.3_L0.7,0.3,0.7,25,3,TIMEOUT,0,5,1.0,1,0
G0.3_L0.7,0.3,0.7,25,4,TIMEOUT,0,6,0.4751,1,1
G0.3_L0.7,0.3,0.7,25,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.7,0.3,0.7,25,6,TIMEOUT,0,8,0.4717,1,1
G0.3_L0.7,0.3,0.7,25,7,TIMEOUT,0,9,0.4717,1,0
G0.3_L0.7,0.3,0.7,25,8,TIMEOUT,0,10,0.4717,1,0
