kappa,encoding_jitter,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
0.1,0.0,49,3,TIMEOUT,0,5,0
0.1,0.0,49,4,RESOURCE_TAKEN,0,6,0
0.1,0.0,49,5,RESOURCE_TAKEN,0,7,0
0.1,0.0,49,6,TIMEOUT,0,8,0
0.1,0.0,49,7,RESOURCE_TAKEN,0,9,0
0.1,0.0,49,8,TIMEOUT,0,10,0
0.1,0.0,49,9,RESOURCE_TAKEN,0,11,0
0.1,0.15,0,0,TIMEOUT,0,2,1
0.1,0.15,0,1,RESOURCE_TAKEN,0,3,0
0.1,0.15,0,2,TIMEOUT,0,4,1
0.1,0.15,0,3,TIMEOUT,0,5,1
0.1,0.15,0,4,TIMEOUT,0,6,0
0.1,0.15,0,5,RESOURCE_TAKEN,0,7,0
0.1,0.15,0,6,TIMEOUT,0,8,1
0.1,0.15,0,7,TIMEOUT,0,9,1
0.1,0.15,0,8,RESOURCE_TAKEN,0,10,0
0.1,0.15,0,9,TIMEOUT,0,11,0
0.1,0.15,1,0,TIMEOUT,0,2,1
0.1,0.15,1,1,TIMEOUT,0,3,1
0.1,0.15,1,2,TIMEOUT,0,4,1
0.1,0.15,1,3,TIMEOUT,0,5,1
0.1,0.15,1,4,TIMEOUT,0,6,0
0.1,0.15,1,5,TIMEOUT,0,7,0
0.1,0.15,1,6,RESOURCE_TAKEN,0,8,0
0.1,0.15,1,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,1,8,TIMEOUT,0,10,0
0.1,0.15,1,9,TIMEOUT,0,11,0
0.1,0.15,2,0,TIMEOUT,0,2,0
0.1,0.15,2,1,TIMEOUT,0,3,0
0.1,0.15,2,2,TIMEOUT,0,4,0
0.1,0.15,2,3,TIMEOUT,0,5,0
0.1,0.15,2,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,2,5,TIMEOUT,0,7,0
0.1,0.15,2,6,RESOURCE_TAKEN,0,8,0
0.1,0.15,2,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,2,8,TIMEOUT,0,10,1
0.1,0.15,2,9,TIMEOUT,0,11,1
0.1,0.15,3,0,TIMEOUT,0,2,0
0.1,0.15,3,1,RESOURCE_TAKEN,0,3,0
0.1,0.15,3,2,TIMEOUT,0,4,0
0.1,0.15,3,3,TIMEOUT,0,5,1
0.1,0.15,3,4,TIMEOUT,0,6,0
0.1,0.15,3,5,TIMEOUT,0,7,0
0.1,0.15,3,6,TIMEOUT,0,8,1
0.1,0.15,3,7,TIMEOUT,0,9,0
0.1,0.15,3,8,RESOURCE_TAKEN,0,10,0
0.1,0.15,3,9,RESOURCE_TAKEN,0,11,0
0.1,0.15,4,0,TIMEOUT,0,2,0
0.1,0.15,4,1,TIMEOUT,0,3,0
0.1,0.15,4,2,TIMEOUT,0,4,1
0.1,0.15,4,3,RESOURCE_TAKEN,0,5,0
0.1,0.15,4,4,RESOURCE_TAKEN,0,6,1
0.1,0.15,4,5,RESOURCE_TAKEN,0,7,0
0.1,0.15,4,6,TIMEOUT,0,8,0
0.1,0.15,4,7,TIMEOUT,0,9,1
0.1,0.15,4,8,RESOURCE_TAKEN,0,10,0
0.1,0.15,4,9,TIMEOUT,0,11,0
0.1,0.15,5,0,TIMEOUT,0,2,0
0.1,0.15,5,1,TIMEOUT,0,3,0
0.1,0.15,5,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,5,3,TIMEOUT,0,5,0
0.1,0.15,5,4,TIMEOUT,0,6,2
0.1,0.15,5,5,TIMEOUT,0,7,0
0.1,0.15,5,6,TIMEOUT,0,8,0
0.1,0.15,5,7,TIMEOUT,0,9,0
0.1,0.15,5,8,TIMEOUT,0,10,0
0.1,0.15,5,9,RESOURCE_TAKEN,0,11,0
0.1,0.15,6,0,RESOURCE_TAKEN,0,2,1
0.1,0.15,6,1,TIMEOUT,0,3,0
0.1,0.15,6,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,6,3,TIMEOUT,0,5,0
0.1,0.15,6,4,TIMEOUT,0,6,0
0.1,0.15,6,5,RESOURCE_TAKEN,0,7,0
0.1,0.15,6,6,TIMEOUT,0,8,2
0.1,0.15,6,7,TIMEOUT,0,9,0
0.1,0.15,6,8,TIMEOUT,0,10,0
0.1,0.15,6,9,RESOURCE_TAKEN,0,11,0
0.1,0.15,7,0,TIMEOUT,0,2,0
0.1,0.15,7,1,TIMEOUT,0,3,0
0.1,0.15,7,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,7,3,TIMEOUT,0,5,0
0.1,0.15,7,4,TIMEOUT,0,6,0
0.1,0.15,7,5,TIMEOUT,0,7,0
0.1,0.15,7,6,TIMEOUT,0,8,0
0.1,0.15,7,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,7,8,TIMEOUT,0,10,1
0.1,0.15,7,9,TIMEOUT,0,11,2
0.1,0.15,8,0,RESOURCE_TAKEN,0,2,0
0.1,0.15,8,1,TIMEOUT,0,3,0
0.1,0.15,8,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,8,3,TIMEOUT,0,5,0
0.1,0.15,8,4,TIMEOUT,0,6,0
0.1,0.15,8,5,TIMEOUT,0,7,0
0.1,0.15,8,6,TIMEOUT,0,8,0
0.1,0.15,8,7,TIMEOUT,0,9,1
0.1,0.15,8,8,TIMEOUT,0,10,1
0.1,0.15,8,9,TIMEOUT,0,11,0
0.1,0.15,9,0,TIMEOUT,0,2,2
0.1,0.15,9,1,TIMEOUT,0,3,0
0.1,0.15,9,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,9,3,TIMEOUT,0,5,0
0.1,0.15,9,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,9,5,RESOURCE_TAKEN,0,7,0
0.1,0.15,9,6,RESOURCE_TAKEN,0,8,0
0.1,0.15,9,7,TIMEOUT,0,9,0
0.1,0.15,9,8,TIMEOUT,0,10,2
0.1,0.15,9,9,TIMEOUT,0,11,0
0.1,0.15,10,0,RESOURCE_TAKEN,0,2,0
0.1,0.15,10,1,TIMEOUT,0,3,0
0.1,0.15,10,2,TIMEOUT,0,4,0
0.1,0.15,10,3,TIMEOUT,0,5,0
0.1,0.15,10,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,10,5,TIMEOUT,0,7,0
0.1,0.15,10,6,TIMEOUT,0,8,0
0.1,0.15,10,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,10,8,RESOURCE_TAKEN,0,10,0
0.1,0.15,10,9,TIMEOUT,0,11,1
0.1,0.15,11,0,TIMEOUT,0,2,0
0.1,0.15,11,1,TIMEOUT,0,3,0
0.1,0.15,11,2,TIMEOUT,0,4,2
0.1,0.15,11,3,TIMEOUT,0,5,1
0.1,0.15,11,4,TIMEOUT,0,6,0
0.1,0.15,11,5,RESOURCE_TAKEN,0,7,0
0.1,0.15,11,6,TIMEOUT,0,8,3
0.1,0.15,11,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,11,8,RESOURCE_TAKEN,0,10,0
0.1,0.15,11,9,TIMEOUT,0,11,0
0.1,0.15,12,0,TIMEOUT,0,2,1
0.1,0.15,12,1,RESOURCE_TAKEN,0,3,0
0.1,0.15,12,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,12,3,RESOURCE_TAKEN,0,5,0
0.1,0.15,12,4,RESOURCE_TAKEN,0,6,1
0.1,0.15,12,5,TIMEOUT,0,7,0
0.1,0.15,12,6,TIMEOUT,0,8,0
0.1,0.15,12,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,12,8,TIMEOUT,0,10,2
0.1,0.15,12,9,RESOURCE_TAKEN,0,11,0
0.1,0.15,13,0,TIMEOUT,0,2,2
0.1,0.15,13,1,RESOURCE_TAKEN,0,3,0
0.1,0.15,13,2,TIMEOUT,0,4,0
0.1,0.15,13,3,TIMEOUT,0,5,3
0.1,0.15,13,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,13,5,TIMEOUT,0,7,1
0.1,0.15,13,6,TIMEOUT,0,8,0
0.1,0.15,13,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,13,8,TIMEOUT,0,10,4
0.1,0.15,13,9,TIMEOUT,0,11,2
0.1,0.15,14,0,TIMEOUT,0,2,1
0.1,0.15,14,1,RESOURCE_TAKEN,0,3,0
0.1,0.15,14,2,TIMEOUT,0,4,1
0.1,0.15,14,3,TIMEOUT,0,5,2
0.1,0.15,14,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,14,5,TIMEOUT,0,7,3
0.1,0.15,14,6,TIMEOUT,0,8,0
0.1,0.15,14,7,TIMEOUT,0,9,2
0.1,0.15,14,8,TIMEOUT,0,10,0
0.1,0.15,14,9,TIMEOUT,0,11,0
0.1,0.15,15,0,TIMEOUT,0,2,1
0.1,0.15,15,1,RESOURCE_TAKEN,0,3,0
0.1,0.15,15,2,RESOURCE_TAKEN,0,4,2
0.1,0.15,15,3,TIMEOUT,0,5,2
0.1,0.15,15,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,15,5,TIMEOUT,0,7,0
0.1,0.15,15,6,RESOURCE_TAKEN,0,8,0
0.1,0.15,15,7,TIMEOUT,0,9,0
0.1,0.15,15,8,TIMEOUT,0,10,2
0.1,0.15,15,9,TIMEOUT,0,11,2
0.1,0.15,16,0,TIMEOUT,0,2,0
0.1,0.15,16,1,RESOURCE_TAKEN,0,3,0
0.1,0.15,16,2,TIMEOUT,0,4,1
0.1,0.15,16,3,TIMEOUT,0,5,2
0.1,0.15,16,4,TIMEOUT,0,6,0
0.1,0.15,16,5,TIMEOUT,0,7,0
0.1,0.15,16,6,RESOURCE_TAKEN,0,8,1
0.1,0.15,16,7,TIMEOUT,0,9,1
0.1,0.15,16,8,RESOURCE_TAKEN,0,10,0
0.1,0.15,16,9,RESOURCE_TAKEN,0,11,0
0.1,0.15,17,0,TIMEOUT,0,2,0
0.1,0.15,17,1,TIMEOUT,0,3,0
0.1,0.15,17,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,17,3,TIMEOUT,0,5,0
0.1,0.15,17,4,TIMEOUT,0,6,0
0.1,0.15,17,5,RESOURCE_TAKEN,0,7,1
0.1,0.15,17,6,TIMEOUT,0,8,2
0.1,0.15,17,7,TIMEOUT,0,9,1
0.1,0.15,17,8,TIMEOUT,0,10,0
0.1,0.15,17,9,TIMEOUT,0,11,0
0.1,0.15,18,0,TIMEOUT,0,2,2
0.1,0.15,18,1,RESOURCE_TAKEN,0,3,0
0.1,0.15,18,2,TIMEOUT,0,4,0
0.1,0.15,18,3,TIMEOUT,0,5,2
0.1,0.15,18,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,18,5,RESOURCE_TAKEN,0,7,0
0.1,0.15,18,6,TIMEOUT,0,8,1
0.1,0.15,18,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,18,8,TIMEOUT,0,10,1
0.1,0.15,18,9,TIMEOUT,0,11,0
0.1,0.15,19,0,RESOURCE_TAKEN,0,2,0
0.1,0.15,19,1,TIMEOUT,0,3,0
0.1,0.15,19,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,19,3,TIMEOUT,0,5,0
0.1,0.15,19,4,RESOURCE_TAKEN,0,6,1
0.1,0.15,19,5,TIMEOUT,0,7,0
0.1,0.15,19,6,TIMEOUT,0,8,0
0.1,0.15,19,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,19,8,TIMEOUT,0,10,0
0.1,0.15,19,9,RESOURCE_TAKEN,0,11,0
0.1,0.15,20,0,TIMEOUT,0,2,1
0.1,0.15,20,1,TIMEOUT,0,3,0
0.1,0.15,20,2,TIMEOUT,0,4,1
0.1,0.15,20,3,RESOURCE_TAKEN,0,5,0
0.1,0.15,20,4,TIMEOUT,0,6,1
0.1,0.15,20,5,TIMEOUT,0,7,0
0.1,0.15,20,6,TIMEOUT,0,8,0
0.1,0.15,20,7,TIMEOUT,0,9,2
0.1,0.15,20,8,RESOURCE_TAKEN,0,10,0
0.1,0.15,20,9,TIMEOUT,0,11,0
0.1,0.15,21,0,RESOURCE_TAKEN,0,2,0
0.1,0.15,21,1,TIMEOUT,0,3,0
0.1,0.15,21,2,TIMEOUT,0,4,0
0.1,0.15,21,3,TIMEOUT,0,5,0
0.1,0.15,21,4,TIMEOUT,0,6,0
0.1,0.15,21,5,TIMEOUT,0,7,0
0.1,0.15,21,6,RESOURCE_TAKEN,0,8,0
0.1,0.15,21,7,TIMEOUT,0,9,0
0.1,0.15,21,8,TIMEOUT,0,10,3
0.1,0.15,21,9,RESOURCE_TAKEN,0,11,0
0.1,0.15,22,0,TIMEOUT,0,2,0
0.1,0.15,22,1,RESOURCE_TAKEN,0,3,0
0.1,0.15,22,2,TIMEOUT,0,4,0
0.1,0.15,22,3,TIMEOUT,0,5,0
0.1,0.15,22,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,22,5,TIMEOUT,0,7,0
0.1,0.15,22,6,TIMEOUT,0,8,1
0.1,0.15,22,7,TIMEOUT,0,9,0
0.1,0.15,22,8,TIMEOUT,0,10,0
0.1,0.15,22,9,TIMEOUT,0,11,1
0.1,0.15,23,0,TIMEOUT,0,2,1
0.1,0.15,23,1,RESOURCE_TAKEN,0,3,0
0.1,0.15,23,2,TIMEOUT,0,4,1
0.1,0.15,23,3,TIMEOUT,0,5,3
0.1,0.15,23,4,TIMEOUT,0,6,0
0.1,0.15,23,5,TIMEOUT,0,7,0
0.1,0.15,23,6,RESOURCE_TAKEN,0,8,0
0.1,0.15,23,7,TIMEOUT,0,9,2
0.1,0.15,23,8,TIMEOUT,0,10,0
0.1,0.15,23,9,TIMEOUT,0,11,0
0.1,0.15,24,0,TIMEOUT,0,2,1
0.1,0.15,24,1,TIMEOUT,0,3,0
0.1,0.15,24,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,24,3,TIMEOUT,0,5,0
0.1,0.15,24,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,24,5,TIMEOUT,0,7,1
0.1,0.15,24,6,TIMEOUT,0,8,1
0.1,0.15,24,7,TIMEOUT,0,9,0
0.1,0.15,24,8,RESOURCE_TAKEN,0,10,0
0.1,0.15,24,9,TIMEOUT,0,11,0
0.1,0.15,25,0,TIMEOUT,0,2,0
0.1,0.15,25,1,TIMEOUT,0,3,0
0.1,0.15,25,2,TIMEOUT,0,4,1
0.1,0.15,25,3,TIMEOUT,0,5,1
0.1,0.15,25,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,25,5,TIMEOUT,0,7,1
0.1,0.15,25,6,TIMEOUT,0,8,0
0.1,0.15,25,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,25,8,TIMEOUT,0,10,2
0.1,0.15,25,9,RESOURCE_TAKEN,0,11,0
0.1,0.15,26,0,RESOURCE_TAKEN,0,2,0
0.1,0.15,26,1,TIMEOUT,0,3,0
0.1,0.15,26,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,26,3,TIMEOUT,0,5,2
0.1,0.15,26,4,TIMEOUT,0,6,0
0.1,0.15,26,5,RESOURCE_TAKEN,0,7,0
0.1,0.15,26,6,RESOURCE_TAKEN,0,8,0
0.1,0.15,26,7,TIMEOUT,0,9,1
0.1,0.15,26,8,RESOURCE_TAKEN,0,10,0
0.1,0.15,26,9,TIMEOUT,0,11,2
0.1,0.15,27,0,TIMEOUT,0,2,0
0.1,0.15,27,1,TIMEOUT,0,3,0
0.1,0.15,27,2,TIMEOUT,0,4,2
0.1,0.15,27,3,RESOURCE_TAKEN,0,5,0
0.1,0.15,27,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,27,5,TIMEOUT,0,7,1
0.1,0.15,27,6,TIMEOUT,0,8,1
0.1,0.15,27,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,27,8,RESOURCE_TAKEN,0,10,0
0.1,0.15,27,9,TIMEOUT,0,11,1
0.1,0.15,28,0,TIMEOUT,0,2,0
0.1,0.15,28,1,TIMEOUT,0,3,2
0.1,0.15,28,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,28,3,TIMEOUT,0,5,0
0.1,0.15,28,4,TIMEOUT,0,6,0
0.1,0.15,28,5,TIMEOUT,0,7,0
0.1,0.15,28,6,TIMEOUT,0,8,0
0.1,0.15,28,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,28,8,RESOURCE_TAKEN,0,10,1
0.1,0.15,28,9,TIMEOUT,0,11,0
0.1,0.15,29,0,TIMEOUT,0,2,0
0.1,0.15,29,1,TIMEOUT,0,3,0
0.1,0.15,29,2,TIMEOUT,0,4,0
0.1,0.15,29,3,TIMEOUT,0,5,0
0.1,0.15,29,4,TIMEOUT,0,6,0
0.1,0.15,29,5,TIMEOUT,0,7,0
0.1,0.15,29,6,RESOURCE_TAKEN,0,8,0
0.1,0.15,29,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,29,8,RESOURCE_TAKEN,0,10,0
0.1,0.15,29,9,RESOURCE_TAKEN,0,11,0
0.1,0.15,30,0,TIMEOUT,0,2,0
0.1,0.15,30,1,TIMEOUT,0,3,1
0.1,0.15,30,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,30,3,TIMEOUT,0,5,0
0.1,0.15,30,4,TIMEOUT,0,6,0
0.1,0.15,30,5,TIMEOUT,0,7,0
0.1,0.15,30,6,TIMEOUT,0,8,2
0.1,0.15,30,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,30,8,TIMEOUT,0,10,2
0.1,0.15,30,9,RESOURCE_TAKEN,0,11,0
0.1,0.15,31,0,TIMEOUT,0,2,0
0.1,0.15,31,1,TIMEOUT,0,3,0
0.1,0.15,31,2,TIMEOUT,0,4,0
0.1,0.15,31,3,TIMEOUT,0,5,1
0.1,0.15,31,4,TIMEOUT,0,6,0
0.1,0.15,31,5,TIMEOUT,0,7,1
0.1,0.15,31,6,TIMEOUT,0,8,0
0.1,0.15,31,7,TIMEOUT,0,9,1
0.1,0.15,31,8,TIMEOUT,0,10,1
0.1,0.15,31,9,TIMEOUT,0,11,0
0.1,0.15,32,0,RESOURCE_TAKEN,0,2,0
0.1,0.15,32,1,RESOURCE_TAKEN,0,3,0
0.1,0.15,32,2,TIMEOUT,0,4,1
0.1,0.15,32,3,TIMEOUT,0,5,1
0.1,0.15,32,4,TIMEOUT,0,6,0
0.1,0.15,32,5,RESOURCE_TAKEN,0,7,0
0.1,0.15,32,6,TIMEOUT,0,8,1
0.1,0.15,32,7,TIMEOUT,0,9,0
0.1,0.15,32,8,RESOURCE_TAKEN,0,10,0
0.1,0.15,32,9,TIMEOUT,0,11,2
0.1,0.15,33,0,RESOURCE_TAKEN,0,2,0
0.1,0.15,33,1,TIMEOUT,0,3,2
0.1,0.15,33,2,TIMEOUT,0,4,0
0.1,0.15,33,3,RESOURCE_TAKEN,0,5,0
0.1,0.15,33,4,TIMEOUT,0,6,0
0.1,0.15,33,5,TIMEOUT,0,7,0
0.1,0.15,33,6,TIMEOUT,0,8,1
0.1,0.15,33,7,TIMEOUT,0,9,2
0.1,0.15,33,8,TIMEOUT,0,10,1
0.1,0.15,33,9,TIMEOUT,0,11,1
0.1,0.15,34,0,RESOURCE_TAKEN,0,2,0
0.1,0.15,34,1,TIMEOUT,0,3,0
0.1,0.15,34,2,TIMEOUT,0,4,0
0.1,0.15,34,3,TIMEOUT,0,5,0
0.1,0.15,34,4,TIMEOUT,0,6,0
0.1,0.15,34,5,TIMEOUT,0,7,0
0.1,0.15,34,6,RESOURCE_TAKEN,0,8,0
0.1,0.15,34,7,TIMEOUT,0,9,0
0.1,0.15,34,8,TIMEOUT,0,10,1
0.1,0.15,34,9,RESOURCE_TAKEN,0,11,0
0.1,0.15,35,0,RESOURCE_TAKEN,0,2,0
0.1,0.15,35,1,TIMEOUT,0,3,0
0.1,0.15,35,2,TIMEOUT,0,4,0
0.1,0.15,35,3,TIMEOUT,0,5,0
0.1,0.15,35,4,TIMEOUT,0,6,1
0.1,0.15,35,5,TIMEOUT,0,7,0
0.1,0.15,35,6,TIMEOUT,0,8,0
0.1,0.15,35,7,TIMEOUT,0,9,0
0.1,0.15,35,8,RESOURCE_TAKEN,0,10,0
0.1,0.15,35,9,TIMEOUT,0,11,0
0.1,0.15,36,0,TIMEOUT,0,2,0
0.1,0.15,36,1,TIMEOUT,0,3,0
0.1,0.15,36,2,TIMEOUT,0,4,0
0.1,0.15,36,3,TIMEOUT,0,5,0
0.1,0.15,36,4,TIMEOUT,0,6,0
0.1,0.15,36,5,RESOURCE_TAKEN,0,7,0
0.1,0.15,36,6,TIMEOUT,0,8,2
0.1,0.15,36,7,TIMEOUT,0,9,1
0.1,0.15,36,8,TIMEOUT,0,10,0
0.1,0.15,36,9,RESOURCE_TAKEN,0,11,0
0.1,0.15,37,0,RESOURCE_TAKEN,0,2,0
0.1,0.15,37,1,TIMEOUT,0,3,1
0.1,0.15,37,2,TIMEOUT,0,4,0
0.1,0.15,37,3,TIMEOUT,0,5,0
0.1,0.15,37,4,TIMEOUT,0,6,1
0.1,0.15,37,5,RESOURCE_TAKEN,0,7,0
0.1,0.15,37,6,RESOURCE_TAKEN,0,8,1
0.1,0.15,37,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,37,8,TIMEOUT,0,10,1
0.1,0.15,37,9,TIMEOUT,0,11,1
0.1,0.15,38,0,TIMEOUT,0,2,0
0.1,0.15,38,1,TIMEOUT,0,3,1
0.1,0.15,38,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,38,3,RESOURCE_TAKEN,0,5,0
0.1,0.15,38,4,TIMEOUT,0,6,0
0.1,0.15,38,5,RESOURCE_TAKEN,0,7,0
0.1,0.15,38,6,TIMEOUT,0,8,1
0.1,0.15,38,7,TIMEOUT,0,9,0
0.1,0.15,38,8,TIMEOUT,0,10,0
0.1,0.15,38,9,TIMEOUT,0,11,0
0.1,0.15,39,0,TIMEOUT,0,2,1
0.1,0.15,39,1,TIMEOUT,0,3,0
0.1,0.15,39,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,39,3,RESOURCE_TAKEN,0,5,2
0.1,0.15,39,4,TIMEOUT,0,6,0
0.1,0.15,39,5,TIMEOUT,0,7,0
0.1,0.15,39,6,RESOURCE_TAKEN,0,8,0
0.1,0.15,39,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,39,8,TIMEOUT,0,10,0
0.1,0.15,39,9,TIMEOUT,0,11,1
0.1,0.15,40,0,RESOURCE_TAKEN,0,2,0
0.1,0.15,40,1,RESOURCE_TAKEN,0,3,0
0.1,0.15,40,2,TIMEOUT,0,4,0
0.1,0.15,40,3,RESOURCE_TAKEN,0,5,0
0.1,0.15,40,4,TIMEOUT,0,6,1
0.1,0.15,40,5,TIMEOUT,0,7,0
0.1,0.15,40,6,TIMEOUT,0,8,2
0.1,0.15,40,7,TIMEOUT,0,9,0
0.1,0.15,40,8,RESOURCE_TAKEN,0,10,1
0.1,0.15,40,9,TIMEOUT,0,11,0
0.1,0.15,41,0,TIMEOUT,0,2,1
0.1,0.15,41,1,TIMEOUT,0,3,0
0.1,0.15,41,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,41,3,RESOURCE_TAKEN,0,5,0
0.1,0.15,41,4,TIMEOUT,0,6,4
0.1,0.15,41,5,TIMEOUT,0,7,0
0.1,0.15,41,6,RESOURCE_TAKEN,0,8,0
0.1,0.15,41,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,41,8,TIMEOUT,0,10,3
0.1,0.15,41,9,TIMEOUT,0,11,0
0.1,0.15,42,0,TIMEOUT,0,2,2
0.1,0.15,42,1,TIMEOUT,0,3,0
0.1,0.15,42,2,TIMEOUT,0,4,1
0.1,0.15,42,3,TIMEOUT,0,5,0
0.1,0.15,42,4,TIMEOUT,0,6,0
0.1,0.15,42,5,TIMEOUT,0,7,0
0.1,0.15,42,6,TIMEOUT,0,8,0
0.1,0.15,42,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,42,8,RESOURCE_TAKEN,0,10,0
0.1,0.15,42,9,TIMEOUT,0,11,0
0.1,0.15,43,0,TIMEOUT,0,2,1
0.1,0.15,43,1,TIMEOUT,0,3,1
0.1,0.15,43,2,TIMEOUT,0,4,1
0.1,0.15,43,3,RESOURCE_TAKEN,0,5,0
0.1,0.15,43,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,43,5,RESOURCE_TAKEN,0,7,0
0.1,0.15,43,6,TIMEOUT,0,8,1
0.1,0.15,43,7,RESOURCE_TAKEN,0,9,1
0.1,0.15,43,8,TIMEOUT,0,10,1
0.1,0.15,43,9,TIMEOUT,0,11,2
0.1,0.15,44,0,TIMEOUT,0,2,0
0.1,0.15,44,1,TIMEOUT,0,3,1
0.1,0.15,44,2,TIMEOUT,0,4,0
0.1,0.15,44,3,TIMEOUT,0,5,0
0.1,0.15,44,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,44,5,TIMEOUT,0,7,3
0.1,0.15,44,6,TIMEOUT,0,8,0
0.1,0.15,44,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,44,8,TIMEOUT,0,10,0
0.1,0.15,44,9,TIMEOUT,0,11,2
0.1,0.15,45,0,TIMEOUT,0,2,1
0.1,0.15,45,1,TIMEOUT,0,3,0
0.1,0.15,45,2,RESOURCE_TAKEN,0,4,1
0.1,0.15,45,3,RESOURCE_TAKEN,0,5,0
0.1,0.15,45,4,TIMEOUT,0,6,0
0.1,0.15,45,5,RESOURCE_TAKEN,0,7,0
0.1,0.15,45,6,RESOURCE_TAKEN,0,8,0
0.1,0.15,45,7,TIMEOUT,0,9,0
0.1,0.15,45,8,TIMEOUT,0,10,1
0.1,0.15,45,9,TIMEOUT,0,11,0
0.1,0.15,46,0,TIMEOUT,0,2,0
0.1,0.15,46,1,RESOURCE_TAKEN,0,3,0
0.1,0.15,46,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,46,3,TIMEOUT,0,5,2
0.1,0.15,46,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,46,5,TIMEOUT,0,7,0
0.1,0.15,46,6,RESOURCE_TAKEN,0,8,0
0.1,0.15,46,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,46,8,TIMEOUT,0,10,1
0.1,0.15,46,9,RESOURCE_TAKEN,0,11,0
0.1,0.15,47,0,TIMEOUT,0,2,1
0.1,0.15,47,1,RESOURCE_TAKEN,0,3,0
0.1,0.15,47,2,TIMEOUT,0,4,0
0.1,0.15,47,3,TIMEOUT,0,5,0
0.1,0.15,47,4,TIMEOUT,0,6,0
0.1,0.15,47,5,TIMEOUT,0,7,0
0.1,0.15,47,6,TIMEOUT,0,8,1
0.1,0.15,47,7,RESOURCE_TAKEN,0,9,0
0.1,0.15,47,8,RESOURCE_TAKEN,0,10,0
0.1,0.15,47,9,TIMEOUT,0,11,0
0.1,0.15,48,0,TIMEOUT,0,2,0
0.1,0.15,48,1,RESOURCE_TAKEN,0,3,0
0.1,0.15,48,2,TIMEOUT,0,4,0
0.1,0.15,48,3,TIMEOUT,0,5,1
0.1,0.15,48,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,48,5,TIMEOUT,0,7,0
0.1,0.15,48,6,RESOURCE_TAKEN,0,8,0
0.1,0.15,48,7,TIMEOUT,0,9,0
0.1,0.15,48,8,RESOURCE_TAKEN,0,10,1
0.1,0.15,48,9,TIMEOUT,0,11,0
0.1,0.15,49,0,TIMEOUT,0,2,0
0.1,0.15,49,1,TIMEOUT,0,3,0
0.1,0.15,49,2,RESOURCE_TAKEN,0,4,0
0.1,0.15,49,3,TIMEOUT,0,5,2
0.1,0.15,49,4,RESOURCE_TAKEN,0,6,0
0.1,0.15,49,5,TIMEOUT,0,7,0
0.1,0.15,49,6,RESOURCE_TAKEN,0,8,0
0.1,0.15,49,7,TIMEOUT,0,9,0
